brickid,brickname,objid,type,ra,dec,flux_g,flux_r,flux_i,flux_z,flux_ivar_g,flux_ivar_r,flux_ivar_i,flux_ivar_z
151766,0167m327,7836,PSF,16.84761461937523,-32.8288745246838,-3.6987011,6.0486627,4.0088973,26.523699,444.2717,169.3955,126.3613,80.062004
151766,0167m327,7835,PSF,16.8476032820659,-32.82867618494406,3.9052756,18.549274,21.895283,39.87714,491.74066,190.57738,142.19997,89.76569
151766,0167m327,7358,PSF,16.83206740665366,-32.83215274549313,5.446892,4.8534126,2.7124882,3.4749026,1086.5219,629.3491,406.55402,238.34253
151766,0167m327,9564,DUP,16.83293887916162,-32.8317691155815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151766,0167m327,7388,SER,16.83297057422453,-32.83174466720263,258.6065,495.8505,675.8413,823.6539,87.156006,37.299255,18.237978,8.510468
151766,0167m327,6448,SER,16.80283662705331,-32.83657504122726,1.255655,1.2067055,0.9957673,0.9652366,2062.2083,1053.9731,386.4171,164.44756
151766,0167m327,6445,REX,16.80270840320432,-32.83567747715625,73.49026,117.93108,143.41069,163.30852,110.80128,47.35455,15.819068,6.191755
151766,0167m327,6943,EXP,16.81848437220866,-32.84351702194014,0.87523776,0.83099955,0.8055164,0.7512957,2726.1252,1357.0629,462.51968,169.49532
151766,0167m327,6928,EXP,16.81804207117206,-32.8427817921172,25.418844,33.354465,36.752907,39.609005,217.81352,93.9123,30.28289,10.416435
151766,0167m327,6951,SER,16.81866820941625,-32.84256177940384,0.5241567,0.7319723,0.81166285,0.8251254,1998.4509,890.1012,343.29736,127.15524
411766,0181p142,3497,SER,18.19596795359199,14.36086343322336,271.28815,547.0814,0.0,951.26495,28.268272,7.9558334,0.0,4.9460487
411766,0181p142,5301,DUP,18.19595612054755,14.36088077656736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413164,0181p145,2083,PSF,18.15973390528716,14.39036406825723,1.1224363,0.8283133,0.0,0.17389461,1057.5786,419.0774,0.0,90.820206
413164,0181p145,2099,SER,18.16061455505786,14.39029019366459,94.40318,147.79973,0.0,216.39845,67.88901,21.581692,0.0,6.22849
413164,0181p145,2109,SER,18.16117589517972,14.39056437910661,2.3545098,1.8457907,0.0,0.5549193,529.1964,193.86673,0.0,49.60862
413164,0181p145,2640,PSF,18.18904290932732,14.38362800529382,1.8906895,7.50472,0.0,21.513878,855.23315,271.80127,0.0,85.16274
413164,0181p145,2642,SER,18.18909008692755,14.38406382373882,103.02516,192.99315,0.0,348.87888,74.111786,22.245361,0.0,7.16242
413164,0181p145,4894,DUP,18.18910015104305,14.38416692768072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411766,0181p142,3094,SER,18.17472436810189,14.37418413902567,2.5859141,1.9957839,0.0,1.3570273,381.69485,150.88533,0.0,34.38835
411766,0181p142,3107,SER,18.17538394148337,14.37477702837627,38.665543,57.058018,0.0,81.2675,98.83129,48.29184,0.0,11.214742
155430,0201m320,10387,SER,20.29108124601455,-32.04061563232854,147.64113,227.36023,279.70554,302.693,68.22637,45.81822,15.947699,11.895879
155430,0201m320,9974,SER,20.27788313772953,-32.05053215070465,0.9500578,3.1425052,4.678254,5.6093287,501.99457,316.2408,83.84552,51.495373
155430,0201m320,9981,SER,20.27815691689498,-32.0500743178396,24.378428,26.56906,24.89392,24.253307,236.52972,162.97433,50.655724,35.47746
155430,0201m320,9983,PSF,20.27819123898271,-32.0499616567185,1.3096423,0.6070729,-0.061227143,-0.5235546,1649.1237,1552.6678,580.8831,350.8708
155430,0201m320,10011,SER,20.27891656264277,-32.05005790761092,30.992722,44.13323,51.397724,55.76751,335.6554,216.46216,68.49855,49.81596
155430,0201m320,9141,SER,20.2526136443005,-32.05851136884929,148.43083,272.79367,368.0071,444.52142,92.98958,50.73361,17.506073,11.784276
155430,0201m320,8839,REX,20.24447980811993,-32.06310390752344,0.15143698,0.9220821,1.2003306,1.367211,1935.8977,1670.0095,639.6996,323.52893
155430,0201m320,8846,SER,20.24462727220963,-32.06282642816967,34.57576,41.69236,44.38133,46.322803,431.65588,309.0818,107.22498,61.56109
155430,0201m320,8877,EXP,20.24554160614263,-32.06245422850663,0.75290847,1.0852913,1.3303134,1.3499064,1146.5538,718.8169,178.33308,85.62444
155430,0201m320,8856,PSF,20.24483725435189,-32.06239537451123,2.3779285,1.35214,0.495654,-0.21630083,1826.1627,1802.4922,691.563,338.1559
155430,0201m320,8830,EXP,20.24429440814605,-32.06188071920818,1.589074,2.181599,2.2426474,2.5007026,977.71674,625.09424,158.47299,75.66138
127104,0204m380,5418,REX,20.4128346561924,-38.10329642866298,0.6793928,0.7293427,0.55385625,0.27662417,2282.8525,1565.4313,565.0586,182.00142
127104,0204m380,5432,REX,20.41330839888735,-38.10274483052454,20.217432,42.58688,60.01337,71.274574,447.0223,254.17696,88.754364,28.59649
127104,0204m380,5446,SER,20.41367821281808,-38.10210012454829,0.63929945,0.6974169,0.38717785,-0.11132447,1959.4723,1180.123,359.2205,103.11452
127104,0204m380,6097,SER,20.43451926412359,-38.06105280715363,66.96674,110.69169,145.90195,172.40584,200.95285,110.98595,41.218117,13.13811
127104,0204m380,4721,SER,20.38883402499979,-38.07292184701218,2.685259,2.2883084,1.40594,1.374434,1519.2133,1162.9604,432.35028,120.07896
127104,0204m380,4728,SER,20.38887533531592,-38.07229220822765,53.490227,77.167435,87.66754,97.157455,197.04565,113.12494,40.94791,12.054353
127104,0204m380,4762,DEV,20.38984782361604,-38.07183346490884,1.0752426,2.2280047,3.1177144,3.6440005,661.61273,421.19296,162.48787,43.910023
127104,0204m380,5525,REX,20.41615785806097,-38.07899949208855,2.2381248,2.3578188,2.3537714,1.0091429,296.4586,167.57657,45.01938,13.361185
127104,0204m380,5526,SER,20.41619222635546,-38.07807236029036,63.3903,107.39479,143.41339,165.43279,302.7474,179.74101,69.298485,25.676239
118155,0245m400,9112,DUP,24.65484190517569,-40.01143096051686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118155,0245m400,6863,SER,24.65506647302333,-40.01126173808832,2681.4316,5844.2363,8578.759,11016.182,5.2624044,2.801972,1.3959986,0.58401406
118155,0245m400,5704,SER,24.61344207589009,-40.00632048453307,240.45566,490.41696,664.9344,833.28265,43.991737,28.067019,13.582574,4.751893
118155,0245m400,5240,SER,24.59397860042316,-40.01277573056711,82.580765,158.17953,215.10934,268.7563,111.66406,67.86536,25.523338,8.414391
118155,0245m400,5234,EXP,24.59363164473048,-40.01228583625484,2.980841,3.1680498,2.1806674,-1.3166443,97.92485,60.37215,18.804724,5.735876
118155,0245m400,6333,SER,24.6358900324604,-40.02196211047985,71.14154,96.49555,106.13139,115.03545,145.0132,105.53274,37.19004,15.458431
118155,0245m400,6339,SER,24.63614850196192,-40.02150338985651,0.89699894,2.7597198,3.3770025,4.1781855,824.58905,561.1137,186.53853,73.52713
118155,0245m400,6314,EXP,24.63483647549922,-40.02157484931141,2.4707558,2.1292605,1.51106,1.4153094,1452.3188,1182.0536,462.315,190.47704
61533,0255m545,10875,DUP,25.5612075562337,-54.43857303940469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61533,0255m545,6889,SER,25.56122930076073,-54.43856753465764,96.12812,154.42967,188.90407,202.5067,127.32945,78.52214,19.606697,7.409475
61533,0255m545,7249,SER,25.57498420922888,-54.44891149825019,1.1563658,1.4236604,1.2753834,1.1603473,2109.9478,1550.5248,441.59167,132.64143
61533,0255m545,7179,EXP,25.57247040754909,-54.448526476642,1.9937229,2.1713762,2.1462734,1.7851841,566.5826,318.48395,68.84397,20.59108
61533,0255m545,7187,EXP,25.57269912335198,-54.44815530915309,0.8753443,0.6908837,0.4382914,0.002380816,2187.155,1595.3679,425.49756,129.11404
61533,0255m545,7226,SER,25.57396994166383,-54.44834918719977,50.537514,65.70308,72.27362,78.32578,321.8114,183.45595,48.192722,16.362604
164091,0270m302,682,REX,26.88918569427224,-30.2617488125907,319.4851,439.38245,467.07123,533.17664,72.14345,44.648308,24.313557,9.456338
164091,0270m302,680,SER,26.88911026403991,-30.26174172940476,8.553672,21.271614,24.144346,27.636314,235.91287,167.1903,109.54818,62.533638
164091,0270m302,1575,SER,26.91354851874674,-30.24911880652262,33.459236,38.817207,37.649544,39.328484,422.76672,296.61554,185.3196,60.10019
164091,0270m302,1257,SER,26.90484887341077,-30.25458049951018,12.413877,17.96531,19.395487,21.143072,303.4875,165.84557,115.73949,43.206474
164091,0270m302,1259,SER,26.90490354802899,-30.25425529877529,179.91002,273.8398,321.8695,368.18576,129.0232,62.393604,40.845455,13.741634
164091,0270m302,896,SER,26.8952270149351,-30.26768591844592,40.9404,52.02528,54.656178,59.497013,255.28888,176.70746,78.574974,25.856794
164091,0270m302,894,REX,26.8952098415253,-30.26699169777663,8.260132,7.380086,5.0456944,5.0069766,973.24835,793.8981,391.75378,138.67596
409003,0271p137,3791,SER,27.18040754077236,13.6878092928015,1.8833591,1.95331,0.0,1.4576023,434.8179,178.4418,0.0,35.089146
409003,0271p137,3811,SER,27.18138553326402,13.68754653128461,76.34902,127.75607,0.0,183.40207,41.38229,17.108036,0.0,2.9971042
409003,0271p137,3875,SER,27.18433339919904,13.69942507557517,567.6677,1081.0908,0.0,1794.4487,8.786495,4.2037754,0.0,1.313465
409003,0271p137,3986,SER,27.18947930893261,13.71669923697014,330.3353,503.54352,0.0,665.64703,32.291397,14.653893,0.0,4.6840463
409003,0271p137,3978,SER,27.18910010373019,13.71705472891619,7.6513915,9.441048,0.0,9.855768,377.78085,185.38115,0.0,74.41507
409003,0271p137,4033,SER,27.19147881726156,13.72603513954828,4.866575,5.4948354,0.0,5.7963624,302.75876,142.25407,0.0,47.327972
409003,0271p137,4053,SER,27.19234414037269,13.72650684187296,180.33551,290.48642,0.0,409.70367,39.294044,18.180338,0.0,5.2796073
409003,0271p137,4065,DEV,27.19297266697601,13.72679931049726,5.2660103,7.317993,0.0,5.173989,233.6615,114.93582,0.0,32.932076
146988,0295m337,10434,SER,29.6593525435057,-33.77359425372538,50.859344,111.07315,154.46835,192.9597,193.27498,91.50809,36.689247,12.367946
146988,0295m337,10412,SER,29.65904200747763,-33.77274614354732,1.5349154,1.1917773,0.9710007,-0.12180702,1093.2582,592.89056,245.51897,67.14547
146988,0295m337,10460,SER,29.65995099349912,-33.77411622899432,3.8459797,4.59585,4.8373632,4.2587256,748.82385,434.5201,172.60576,52.223534
146988,0295m337,10476,EXP,29.66033434979115,-33.77329207649867,1.9839184,2.0859158,2.085712,1.6537801,1677.746,948.76245,410.3808,122.21998
146988,0295m337,10524,SER,29.66166257692671,-33.74332914844585,225.92346,360.38397,440.3897,513.95087,100.61542,52.68779,32.584175,13.969412
146988,0295m337,10554,SER,29.66241206611989,-33.74341881957093,20.113136,22.712896,18.96579,16.997421,296.0478,172.8577,118.97871,47.128605
146988,0295m337,10652,SER,29.6653533612545,-33.7557267984171,81.44744,101.36447,118.32168,114.77605,191.6522,116.96722,56.830635,20.121592
146988,0295m337,11410,SER,29.68639040884189,-33.75809571986631,3.1828685,3.5309417,3.6459224,3.9902472,1499.8041,911.52985,462.15787,158.3761
146988,0295m337,11421,SER,29.68659056847958,-33.75728046432995,71.93055,103.96526,118.57029,133.24461,307.5005,185.71092,113.32426,47.654675
159150,0310m312,1498,SER,30.96466705372731,-31.14377393611345,280.76392,380.8115,421.0894,471.58167,63.491978,30.45514,25.38297,13.079433
159150,0310m312,1526,REX,30.96566536166714,-31.14416246418991,27.899588,27.792753,21.737532,27.037123,458.23495,280.99274,223.88315,91.12639
159150,0310m312,1519,SER,30.96558086113705,-31.14352715008203,11.04916,9.235011,6.906173,6.3056326,664.2948,499.29294,498.28403,195.25171
159150,0310m312,1500,SER,30.96471894314994,-31.14298466703161,4.2986903,4.306499,2.983896,2.6641476,608.0592,413.60217,444.91235,172.90903
159150,0310m312,1257,SER,30.95856931662525,-31.14696311824521,74.313484,95.47202,102.53385,111.74088,215.62834,113.02773,65.55204,33.181114
159150,0310m312,1260,SER,30.95866198216364,-31.14670737261564,1.7850742,5.2402253,7.1138673,7.5297227,274.14752,137.66054,69.661095,32.09314
159150,0310m312,1305,REX,30.95968742991997,-31.14669418212906,0.10770554,0.25126824,0.39375794,0.49645942,1514.8127,759.0905,306.14563,125.47446
159150,0310m312,1935,SER,30.97779941714778,-31.15583169003519,1.3042641,2.0327938,1.5365824,2.375669,921.12885,638.0788,320.59814,137.20908
159150,0310m312,1975,REX,30.97895285181834,-31.15653072659946,0.09763335,0.23506792,0.07708336,0.04536078,2420.3733,1488.8164,549.6856,236.20366
159150,0310m312,1972,SER,30.97886528617959,-31.15557516968853,56.85218,88.91487,109.35854,118.29782,251.53526,132.86769,70.451,39.582058
159150,0310m312,1953,EXP,30.97824092836464,-31.15484532567381,0.23508312,0.52334183,0.53048533,0.45595977,766.86835,460.88922,171.73604,73.72052
159150,0310m312,878,SER,30.9478588830863,-31.16082085071439,65.94136,120.37162,158.22469,194.25854,244.672,105.85219,59.97985,34.612843
179283,0363m272,324,SER,36.23039555650625,-27.2663842386504,102.97207,180.49847,229.82228,275.97733,162.54773,96.22414,46.163578,12.282911
179282,0360m272,10425,SER,36.20343290406262,-27.27524056031157,1.8967139,2.4629264,2.272043,2.3291984,1913.7528,1177.9272,557.18066,127.20962
179282,0360m272,10448,SER,36.20420687265285,-27.2753540644782,52.689762,74.443634,84.79965,91.39314,170.61516,82.81213,31.048864,7.008188
179282,0360m272,10608,SER,36.2089162292208,-27.28800563203144,100.59625,164.31178,200.39569,230.31325,104.54082,50.369774,20.45532,5.1762633
179283,0363m272,594,SER,36.23762611853194,-27.29106105818948,12.933391,24.64696,35.049706,40.64813,547.442,275.01526,115.8428,32.12567
179283,0363m272,585,DEV,36.23739194542186,-27.29039724279074,0.41962665,1.6693897,2.35947,3.0593774,1484.5339,820.09485,448.024,105.62865
179283,0363m272,610,DEV,36.23801027176443,-27.29013761456291,47.421356,75.0883,113.68696,116.10737,234.28598,129.75342,70.960915,23.705608
179283,0363m272,606,SER,36.23788994044383,-27.28941003964836,0.710409,4.6752567,7.592281,11.946564,1454.9811,698.74207,328.2392,76.58795
213515,0404m207,5554,SER,40.45548347271463,-20.81498328999302,854.0499,1296.8607,1558.441,1617.1022,24.945236,17.188547,11.382698,21.88281
213515,0404m207,5289,SER,40.44927762952605,-20.79883391234892,489.68082,760.2625,932.8359,1005.1548,13.154395,6.8495965,2.975948,3.1018834
213515,0404m207,5775,SER,40.46024699097511,-20.81220742929486,423.6793,624.7974,755.8292,794.38965,45.52823,30.876762,17.530212,24.461338
213515,0404m207,11715,DUP,40.460263804771,-20.81214983300428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213515,0404m207,5824,SER,40.46122697558593,-20.81201740303051,10.806914,9.991366,5.6486864,9.170682,759.53357,647.05383,396.1818,506.22665
213515,0404m207,6338,SER,40.47213910499156,-20.81537556564252,96.53285,138.12267,165.99825,172.27869,60.876537,37.597206,15.317429,17.379377
109505,0434m420,6651,SER,43.45430953410411,-41.95596963694773,38.115734,50.015568,55.781418,59.89707,191.93169,95.81933,39.468204,11.586166
109505,0434m420,6610,SER,43.45328850894474,-41.96649072958697,25.17652,32.2253,35.312145,37.251266,304.7492,159.00874,78.45898,20.782059
109505,0434m420,6596,SER,43.45247260477683,-41.96617883349643,0.94017273,0.81383264,0.6108279,0.46112415,1668.185,1146.73,497.3792,147.05804
109505,0434m420,6618,PSF,43.45358719673707,-41.96583911205295,0.4726621,0.36037403,0.19171223,0.18090168,3118.218,2453.8047,910.10974,294.1179
109505,0434m420,5859,PSF,43.43104122666755,-41.97763709091741,1.3173766,1.2242835,1.1713448,0.9926634,2240.1267,2105.2866,764.8764,320.20242
109505,0434m420,5871,SER,43.43166948705896,-41.97722464626543,57.873615,92.11478,121.01957,136.14496,222.17792,133.29543,62.337914,21.041481
109505,0434m420,6990,SER,43.46510686074172,-41.97949312861047,139.63988,233.593,291.85815,342.09543,132.06075,71.92239,37.103317,13.269245
109505,0434m420,7024,SER,43.46576927367081,-41.97883212737809,8.833306,11.832639,12.448049,13.272059,742.19275,488.90317,254.9866,103.45132
134069,0451m365,1193,SER,45.03859046574656,-36.38120277446424,90.89854,163.27734,214.24194,251.98769,60.42388,27.729614,23.384674,4.226627
135229,0450m362,6568,SER,45.04357933448144,-36.35840573048463,165.68678,326.9228,452.4539,558.26135,72.35536,34.90559,28.192934,5.713446
120459,0528m395,11742,SER,52.94002625086457,-39.61398672187441,2.3743534,2.6674826,3.1692889,3.5311015,229.19019,345.35638,122.60276,36.625988
120459,0528m395,11713,REX,52.93920447662241,-39.61423111947493,48.782047,75.90883,97.9982,107.65787,58.740643,80.58416,37.244213,10.971454
119349,0530m397,2328,SER,52.94671752743711,-39.6313705245943,90.54424,164.91464,226.93112,267.82794,85.648605,55.789833,27.75034,9.578214
119349,0530m397,2311,SER,52.94616640205726,-39.63070918817627,1.9455882,2.098926,2.1899567,1.6521242,808.81836,667.4037,253.85655,107.3097
119349,0530m397,2641,SER,52.95864728116349,-39.63215991123788,0.56653905,1.9507325,2.4350708,3.4398334,1029.2119,882.72205,311.52533,102.55956
119349,0530m397,2618,SER,52.95790597526705,-39.63148912885078,28.303133,50.653828,71.92023,83.97812,278.93222,195.68352,88.67635,31.552418
164182,0533m302,10501,SER,53.44363247558491,-30.33458516543448,155.51395,292.3136,403.61145,497.08762,50.007385,29.065863,11.87801,3.646584
164182,0533m302,10825,DUP,53.44365882449642,-30.33459278307329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164182,0533m302,10312,EXP,53.43775268551062,-30.30248357857849,0.4954218,0.32488495,0.2718444,-0.12653184,2119.6106,1541.184,537.3163,158.80797
164182,0533m302,10337,SER,53.43844343605756,-30.3025939673689,33.128834,51.759212,65.84274,72.05579,347.4533,229.95374,90.98413,31.37498
164182,0533m302,10340,SER,53.43855986044477,-30.30182016415476,0.88027066,1.1686358,1.258913,1.2249687,1597.6161,1087.7957,371.9047,121.15528
164182,0533m302,10555,EXP,53.44522987824904,-30.30639663218725,0.57458925,1.8928391,1.7634542,2.6635702,1881.6217,1046.6204,559.77997,190.8203
164182,0533m302,10561,SER,53.44537476493722,-30.30588441877911,56.49489,117.13751,176.40283,207.84972,213.61147,124.32957,58.637455,24.598326
164182,0533m302,10567,EXP,53.44548407199838,-30.30536407500952,0.5439831,1.8978955,1.8405206,2.9378338,1714.5648,1187.1,492.6812,173.93312
164182,0533m302,10222,SER,53.43533681994836,-30.31760628997305,128.04419,260.34515,395.70584,483.4198,99.51579,58.55089,30.08015,9.425625
164182,0533m302,10237,SER,53.43568581601659,-30.31738052461002,6.48908,11.525927,14.452904,13.356413,291.36942,202.49843,105.66097,28.093071
112777,0555m412,10499,DUP,55.61171965579581,-41.14497144626714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112777,0555m412,7950,PSF,55.61196624659973,-41.14482695760103,19.384346,15.34714,13.65661,17.463926,581.1216,537.0866,222.0335,151.41307
112777,0555m412,7925,SER,55.61118847941587,-41.14467798349656,1141.3983,1803.2839,2210.75,2378.8057,15.651069,10.406095,2.6525784,1.7378578
112777,0555m412,7910,PSF,55.61064680976601,-41.14423575811074,20.767511,14.516617,8.539771,9.200052,537.6612,563.9996,273.65573,156.6202
112777,0555m412,8577,SER,55.63225419210978,-41.14952251705099,64.05925,96.30719,116.96004,123.8108,178.7153,110.1082,25.214687,11.23521
112777,0555m412,7945,EXP,55.6118997116814,-41.15596946901222,0.63459325,0.41468632,0.08996969,-0.10393043,2977.6118,1942.9169,491.98633,180.51505
112777,0555m412,7899,EXP,55.61029481980085,-41.15600237596338,1.3593198,1.371885,1.3657087,1.5527929,808.9956,449.87473,95.05525,39.440964
112777,0555m412,7924,REX,55.61115773427836,-41.1554598853192,32.43085,43.751408,48.46455,52.455135,361.5913,208.49103,48.341797,22.567593
112777,0555m412,7928,SER,55.6112999346209,-41.15495072558315,1.2437855,1.0533284,0.71494997,0.41827783,2268.5193,1514.4302,404.20074,157.3489
260522,0563m122,5948,SER,56.42341185017834,-12.30330804051288,204.82755,268.32318,321.44684,331.4673,20.8572,12.447219,4.126629,1.3157092
260522,0563m122,6167,SER,56.42954445264876,-12.29587363496046,768.4716,1197.7084,1480.4646,1614.2471,19.74639,13.634355,6.9345474,4.15911
260522,0563m122,8860,DUP,56.42952415390148,-12.29582960827101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260522,0563m122,6093,SER,56.42748324186661,-12.27369585735638,101.20482,159.60565,204.43146,255.05286,128.16844,91.19132,50.160484,30.03896
260522,0563m122,6203,SER,56.430349879522,-12.26294740384917,151.00967,239.58601,281.80298,332.15686,88.5096,65.66189,36.772633,19.203817
260522,0563m122,6174,SER,56.42964649532357,-12.26262310239199,8.222547,5.812397,0.9101955,-2.40195,203.58763,150.95966,80.06128,38.31579
332064,0641p002,4254,REX,64.18094369777495,0.2499579260995098,6.533245,7.995943,5.703526,6.6974454,962.828,289.04706,86.30734,93.50606
332064,0641p002,4269,SER,64.18155805150886,0.2504201021289988,1.6705472,2.6521854,2.4463546,3.041938,1004.1761,280.81375,80.23729,84.454124
332064,0641p002,4283,SER,64.18220613838773,0.2503914171634353,113.40259,175.56728,203.10428,231.11827,47.039425,12.601858,4.0859823,3.882531
332064,0641p002,4031,SER,64.16998115778065,0.2924473022406908,135.92448,292.77756,414.13092,527.07837,41.734375,9.7775135,4.7908134,2.9257987
332064,0641p002,4196,SER,64.17887930692125,0.2728497509646505,199.45628,313.82278,345.91885,422.95767,65.90713,18.689238,8.720244,8.092539
332064,0641p002,4206,SER,64.17950320666263,0.2729573881293413,0.40523005,15.836258,27.066126,51.279404,256.34622,58.653984,24.303478,22.717644
200263,0704m232,7895,SER,70.54333197695561,-23.2502926234109,458.6052,865.2778,1174.2042,1425.6823,18.138874,12.742325,4.88415,2.1842778
200263,0704m232,9778,DUP,70.54332072433151,-23.25027864642653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200263,0704m232,7793,SER,70.54055189654741,-23.2376842638473,234.19208,399.4453,494.58444,592.7914,61.216934,50.618065,17.223783,8.728726
200263,0704m232,7822,SER,70.54116695597808,-23.23700230467508,5.490781,6.4895134,6.5058303,5.312577,606.41876,561.6575,171.83983,60.102394
200263,0704m232,8226,SER,70.55179936391094,-23.2424223098053,28.778376,32.45577,33.043724,33.039417,203.52223,176.94862,49.882042,16.802742
200263,0704m232,7138,SER,70.52222583384089,-23.24945498125894,83.64008,112.51989,123.02232,132.5189,135.46582,131.16551,64.408165,29.678917
200263,0704m232,7137,REX,70.52219347840752,-23.24916053708371,7.974148,9.396004,9.90349,10.366545,424.64938,508.98834,293.23953,106.76123
208256,0710m217,7698,SER,71.10617325880328,-21.86501550591355,102.19354,200.30257,274.99307,343.25565,147.70291,87.62808,26.338863,11.437039
206918,0711m220,2417,SER,71.08384084853071,-21.87865713675409,5.531112,7.65943,8.83619,9.060297,854.2547,791.89557,327.05206,96.83566
206918,0711m220,2414,SER,71.08374050309193,-21.87837950419339,44.287724,64.369,77.93649,86.46033,402.51627,303.148,116.51258,41.663887
206918,0711m220,4115,SER,71.1237598228109,-21.87889426032432,5.0625825,7.1284018,7.8159995,7.731326,608.0031,469.19302,152.60829,45.71918
206918,0711m220,4156,SER,71.12449448156778,-21.87924339533691,117.6293,214.70833,304.39227,362.7391,86.58868,51.78445,19.637312,6.879552
206918,0711m220,4172,SER,71.12480285419728,-21.87845032852269,2.4127886,3.437232,2.9772315,2.5898235,815.37305,599.603,176.26863,52.310375
206918,0711m220,4190,DEV,71.12520035863137,-21.87961382758496,4.53213,5.773051,6.0410657,5.1548724,465.2417,389.71725,144.30104,36.962322
206918,0711m220,2059,SER,71.07582040865003,-21.87990448550879,7.438567,25.821598,41.538258,61.340576,610.20166,463.417,186.6193,55.430595
206918,0711m220,2081,SER,71.07629313607447,-21.87999621971105,112.90575,199.55717,254.18881,299.02368,156.16948,120.90074,51.055267,16.50706
206918,0711m220,2038,DEV,71.07536894053364,-21.87916712372756,3.294188,6.1748796,8.237955,10.69733,199.86142,156.11763,47.412106,12.052174
224504,0760m187,7801,SER,76.12259548716976,-18.71333388555746,1.9704984,1.9445873,1.5306356,1.709937,2135.3367,1501.7639,661.75433,172.33202
224504,0760m187,7847,SER,76.12394601724732,-18.71397719377732,1.0774496,1.1710484,1.0042225,1.0509489,1473.8922,931.5166,340.69217,82.19457
224504,0760m187,7831,SER,76.1235594281997,-18.71315542993489,32.74612,42.01231,45.092968,48.525425,359.80627,202.30125,87.23987,22.520483
224504,0760m187,7870,PSF,76.124581223451,-18.71306127636866,0.33337754,0.21847853,0.048485946,0.09179228,4314.7046,3965.8958,1648.6252,413.44193
224504,0760m187,7692,SER,76.119033695372,-18.67883717310202,439.8361,798.5906,1075.1158,1296.2738,46.628517,27.245287,13.151971,4.7568026
224504,0760m187,9563,DUP,76.1190790721032,-18.67873540665265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224504,0760m187,8039,SER,76.12872756807623,-18.69552750239949,52.74184,75.378654,84.19735,92.143105,96.862526,47.041767,18.444874,4.6138873
20599,0971m697,2034,SER,97.2223377249885,-69.6973551860984,778.7142,1262.0175,1543.2949,1831.6252,7.1849546,4.1329474,2.0794885,1.1846725
20599,0971m697,3416,DUP,97.22231387110172,-69.69733218703982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20599,0971m697,2038,SER,97.22345319052988,-69.68528612598803,476.29315,742.1059,870.42395,998.2454,9.397643,5.5952916,3.5400956,2.080762
420554,1287p157,360,SER,128.6620334262376,15.76294072314921,50.84091,88.821594,119.14786,137.15128,55.24608,19.90671,7.2090535,4.050538
420554,1287p157,370,SER,128.6624563525526,15.76384033243654,2.2614365,2.8541782,3.0750082,2.529463,261.44046,97.44386,29.609211,17.567968
420554,1287p157,1105,REX,128.7059611543737,15.79771320620018,34.461697,58.985287,80.47363,94.817215,248.40732,81.09503,47.68979,31.922277
420554,1287p157,1117,EXP,128.7063751557477,15.7979634896205,0.86487526,5.438009,8.179163,9.290365,96.29898,29.17767,6.9180355,4.9884787
420554,1287p157,716,SER,128.6838085573951,15.79099082429732,74.02601,120.6432,157.8998,178.97792,97.59689,34.231205,20.635498,11.19219
420554,1287p157,726,SER,128.6843710942975,15.79049411645369,2.9889667,4.1971803,4.1847343,4.385304,530.2163,199.52762,80.38906,43.233055
420554,1287p157,446,SER,128.6674180043287,15.78626723646112,258.2794,469.23013,677.00073,780.6731,28.059906,8.64164,7.0902176,3.8625894
339526,1296p015,8306,SER,129.7310932089061,1.412784557146267,57.82401,90.733116,106.43652,119.62136,43.299355,75.43251,1.4391646,1.1382971
339526,1296p015,7607,SER,129.7108345362294,1.404989034976722,469.71738,610.78906,736.728,770.0415,27.779358,43.379826,1.2338786,2.0903804
339526,1296p015,9129,DUP,129.7108386416,1.405051158997235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339526,1296p015,7854,SER,129.718088653798,1.399198747685501,682.3174,1238.1866,1612.0283,1880.3574,21.774052,26.795036,0.93520385,1.6848434
339526,1296p015,7859,PSF,129.7182309120078,1.399006141056801,40.05031,127.35918,149.26418,228.76236,239.78563,231.95381,11.497604,22.426483
339526,1296p015,9130,DUP,129.7181124567662,1.399216989281975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501132,1370p310,5402,DUP,137.1821683729567,30.89134443978931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501132,1370p310,5296,REX,137.182132691315,30.89135863532636,439.08975,733.0601,0.0,1126.8026,22.440643,4.096163,0.0,0.8839518
