X_IMAGE,Y_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,ALPHA_SKY,DELTA_SKY,FLUX_RADIUS,KRON_RADIUS,FLAGS,FLUX_APER,FLUXERR_APER,ELONGATION,THETA_IMAGE,MAG_AUTO,MAGERR_AUTO,SNR_WIN,brickid,brickname,objid,type,ra_1,dec_1,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g_1,mag_r_1,mag_i_1,mag_z_1,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group_1,Gal_1,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation,Group_2,Gal_2,ID,ra_2,dec_2,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g_2,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r_2,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i_2,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z_2,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
636.7649,606.4512,73.3677378,-36.2589139,73.3677594,-36.2593177,8.15,3.5,0,10.27374,0.02578646,1.283,89.54,16.8629,0.0017,1246.0,135321,0734m362,2667,SER,73.36776031033033,-36.25887232763502,0.00980965,41.518276,59.61058,70.95655,74.95156,1.4178323,1.1801187,1.1569327,1.1556872,6.0,4658.8203,3.017456,48223.035,0.28203592,783374.25,0.029684069,469367.06,18.454401,18.061691,17.872519,17.813047,19.254517,19.813044,17.845795,13.588338,0.39270973,0.18917274,0.24864388,0.05947113,73.368,-36.2591944,68,3,04 53 28.32,-36 15 33.1,0.0,,20.2777,20.2564,Simbad,1.3522085131086898,68,3,2667,73.36776031033033,-36.25887232763502,0.60373824416547,636.7284,0.0032,611.917,0.0036,22.2856,0.5415,18.0624,0.0094,9.6415,0.0999,0.5235,0.0014,1.456,0.1248,636.7284,0.0032,611.917,0.0036,23.7747,0.3274,17.6108,0.0054,9.4099,0.0573,0.5235,0.0014,1.456,0.1248,636.7284,0.0032,611.917,0.0036,25.1954,0.5346,17.3983,0.0086,9.1890,0.0775,0.5235,0.0014,1.456,0.1248,636.7284,0.0032,611.917,0.0036,26.7333,0.9333,17.3113,0.0141,8.9498,0.1379,0.5235,0.0014,1.456,0.1248
732.0325,494.4245,73.35917,-36.2673607,73.3591672,-36.2674753,4.484,3.5,0,25.39549,0.02576029,1.317,-87.15,17.3146,0.0015,1531.0,135321,0734m362,2354,SER,73.35924354458093,-36.26736970178203,0.009896941,28.704426,38.949703,41.446712,47.079605,1.4047327,1.151531,1.1288502,1.1104895,4.8547764,1266.2491,0.95950675,7598021.5,0.34847307,8467054.0,0.046930198,8137990.0,18.855127,18.523739,18.456274,18.317919,18.457367,18.73148,19.167582,,0.33138847,0.06746483,0.20582008,0.13835526,73.3592083,-36.2675,68,2,04 53 26.21,-36 16 03.0,0.0,,19.9725,19.3209,Simbad,0.4800991199611228,68,2,2354,73.35924354458093,-36.26736970178203,0.60373824416547,731.7169,0.0027,496.0767,0.0029,2.6043,0.0140,18.8688,0.0026,4.9085,0.0488,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,3.4364,0.01,18.4243,0.0018,4.5212,0.0327,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,4.2303,0.0198,18.2932,0.0028,4.1517,0.0326,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,5.0897,0.0337,18.057,0.0042,3.7517,0.0494,0.4407,0.0016,0.9388,0.1161
822.5813,640.7942,26.8891529,-30.2617076,26.8892725,-30.2616498,11.587,3.5,0,81.99297,0.02929083,1.112,61.31,14.6017,4.0E-4,6160.0,164091,0270m302,682,REX,26.88918569427224,-30.2617488125907,0.01652258,319.4851,439.38245,467.07123,533.17664,1.4873296,1.268657,1.2035733,1.0305072,1.0,0.0,2.5174994,3585981.8,0.0,0.0,0.0,0.0,16.238873,15.892893,15.826542,15.682822,16.327017,16.744072,14.403498,,0.3459797,0.06635094,0.21007061,0.14371967,26.8894167,-30.2618889,36,1,01 47 33.46,-30 15 42.8,0.0428,,17.3607,17.2249,Simbad,0.8776581600559852,36,1,682,26.88918569427224,-30.2617488125907,0.65056318019576,824.3058,0.0013,639.5767,0.0012,12.7935,0.0067,16.0208,4.0E-4,1.6745,0.0012,0.9222,2.0E-4,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,12.2872,0.0038,15.6788,3.0E-4,1.7504,0.0007,0.9222,2.0E-4,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,11.8041,0.006,15.6437,4.0E-4,1.8229,0.0010,0.9222,2.0E-4,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,11.2811,0.0106,15.5605,7.0E-4,1.9013,0.0018,0.9222,2.0E-4,76.3119,0.1208
534.1289,812.6849,26.9135826,-30.2491112,26.9135718,-30.2491342,4.597,3.5,3,25.52934,0.02920139,1.279,-43.84,17.3867,0.0019,1165.0,164091,0270m302,1575,SER,26.91354851874674,-30.24911880652262,0.016972756,33.459236,38.817207,37.649544,39.328484,1.5371915,1.2979974,1.204003,1.0283935,2.9017587,3506.0486,1.0179105,330069.66,-0.027999522,329776.44,0.21844283,545847.8,18.68871,18.52744,18.5606,18.513231,19.210167,19.5645,,14.275536,0.16127014,-0.033161163,0.01420784,0.047369003,26.9132917,-30.2491944,36,4,01 47 39.19,-30 14 57.1,0.0428,,19.8025,19.4564,Simbad,0.8437547951245034,36,4,1575,26.91354851874674,-30.24911880652262,0.65056318019576,534.4253,0.0024,812.6782,0.0022,3.9111,0.0232,18.6966,0.003,3.6666,0.0286,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,4.5501,0.018,18.3956,0.0022,3.4877,0.0178,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,5.1599,0.0319,18.3529,0.0034,3.3170,0.0208,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,5.8199,0.0525,18.2158,0.0054,3.1321,0.0347,0.6099,0.0017,50.0805,0.1714
636.7152,741.4834,26.9049068,-30.254281,26.9049308,-30.2543186,8.006,3.5,2,71.72252,0.02920139,1.665,5.87,15.1995,4.0E-4,5019.0,164091,0270m302,1259,SER,26.90490354802899,-30.25425529877529,0.016820092,179.91002,273.8398,321.8695,368.18576,1.4861591,1.2979974,1.204003,1.0283935,1.1466697,835755.25,2.5014238,2160465.0,-0.25693518,2.2517992E7,-0.11687366,1.5771299E7,16.862362,16.406258,16.2308,16.084833,16.63387,17.129385,16.11406,,0.45610428,0.175457,0.32142448,0.14596748,26.9049167,-30.2543056,36,3,01 47 37.18,-30 15 15.5,0.0,,19.4921,18.6985,Simbad,0.1856454571632879,36,3,1259,26.90490354802899,-30.25425529877529,0.65056318019576,637.0379,0.0018,741.574,0.0011,9.6617,0.0048,16.8548,4.0E-4,1.1510,0.0013,0.55,1.0E-4,-78.1637,0.0203,637.0379,0.0018,741.574,0.0011,9.6903,0.0029,16.3701,3.0E-4,1.1760,0.0008,0.55,1.0E-4,-78.1637,0.0203,637.0379,0.0018,741.574,0.0011,9.7175,0.004,16.1937,4.0E-4,1.2000,0.0010,0.55,1.0E-4,-78.1637,0.0203,637.0379,0.0018,741.574,0.0011,9.7470,0.0071,16.0471,6.0E-4,1.2259,0.0018,0.55,1.0E-4,-78.1637,0.0203
751.7423,557.4575,26.8952212,-30.2676744,26.8952429,-30.2677138,8.16,3.5,0,14.89028,0.0293503,2.966,85.45,17.0433,0.0018,955.8,164091,0270m302,896,SER,26.8952270149351,-30.26768591844592,0.016626108,40.9404,52.02528,54.656178,59.497013,1.4873296,1.268657,1.2035733,1.0305072,1.3799441,36644.793,3.725747,55726.93,0.71823764,2685244.0,-0.1381688,2020215.0,18.46962,18.209463,18.155901,18.063763,18.70128,19.499096,,14.158124,0.26015663,0.053562164,0.14570045,0.09213829,26.895,-30.2676111,36,2,01 47 34.80,-30 16 03.4,0.0425,,19.2358,18.9576,Simbad,0.7554905814735158,36,2,896,26.8952270149351,-30.26768591844592,0.65056318019576,751.9881,0.0022,559.5413,0.0074,11.3676,0.0119,18.4654,0.001,0.5438,0.0030,0.1853,3.0E-4,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,10.9358,0.0069,18.2479,9.0E-4,0.5376,0.0015,0.1853,3.0E-4,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,10.5239,0.0109,18.2675,0.0013,0.5316,0.0025,0.1853,3.0E-4,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,10.0779,0.0193,18.2238,0.0022,0.5251,0.0047,0.1853,3.0E-4,-4.6428,0.0199
699.9934,546.4722,53.2627314,-47.6738154,53.2627321,-47.6738538,12.195,3.5,0,18.18495,0.02634037,1.02,-35.21,15.8397,9.0E-4,2125.0,86033,0531m477,8260,REX,53.26270992841383,-47.67381086448842,0.014096289,85.39593,164.12111,224.23605,266.48404,1.3896109,1.2970874,1.1649393,1.1142542,1.0,0.0,3.4682767,430038.3,0.0,0.0,0.0,0.0,17.671408,16.96209,16.623236,16.435822,16.72351,17.142431,15.835383,14.122403,0.70931816,0.33885384,0.526268,0.18741417,53.2622083,-47.674,55,2,03 33 02.93,-47 40 26.4,0.0,,20.0421,19.7671,Simbad,1.3936305618680966,55,2,8260,53.26270992841383,-47.67381086448842,0.551987423672432,700.3046,0.007,547.018,0.0066,12.7095,0.0143,17.7354,0.0013,0.5138,0.0019,0.9449,7.0E-4,65.2521,0.5808,700.3046,0.007,547.018,0.0066,12.4351,0.0091,17.0471,8.0E-4,0.6053,0.0011,0.9449,7.0E-4,65.2521,0.5808,700.3046,0.007,547.018,0.0066,12.1733,0.0116,16.717,0.001,0.6926,0.0015,0.9449,7.0E-4,65.2521,0.5808,700.3046,0.007,547.018,0.0066,11.8898,0.0193,16.5553,0.0017,0.7871,0.0027,0.9449,7.0E-4,65.2521,0.5808
590.1059,822.1807,53.2746387,-47.653807,53.2746273,-47.6537939,3.356,3.5,0,17.1601,0.02625994,1.124,-62.59,18.2749,0.0029,787.2,86033,0531m477,8599,SER,53.27460303614701,-47.65381446480341,0.014271567,12.11249,16.981213,20.375582,20.442955,1.4106262,1.3319834,1.2677276,1.0727925,6.0,77.688416,0.49062312,249989.56,0.13565373,67472.49,0.1692548,76212.695,19.791916,19.425077,19.227224,19.22364,19.514679,19.632006,18.488607,16.413912,0.36683846,0.19785309,0.201437,0.003583908,53.2745833,-47.6536944,55,4,03 33 05.90,-47 39 13.3,0.0,,20.307,20.7464,Simbad,0.4348749257757263,55,4,8599,53.27460303614701,-47.65381446480341,0.551987423672432,590.2397,0.0048,822.0083,0.0046,1.3837,0.0179,19.8201,0.0058,4.1710,0.1639,0.652,0.0068,26.0574,0.7076,590.2397,0.0048,822.0083,0.0046,1.8475,0.0133,19.367,0.0042,4.5552,0.1017,0.652,0.0068,26.0574,0.7076,590.2397,0.0048,822.0083,0.0046,2.29,0.028,19.1032,0.007,4.9217,0.1320,0.652,0.0068,26.0574,0.7076,590.2397,0.0048,822.0083,0.0046,2.7691,0.0475,18.9572,0.0097,5.3184,0.2240,0.652,0.0068,26.0574,0.7076
668.2217,722.5533,53.2662037,-47.661081,53.2661798,-47.6610407,10.157,3.5,0,69.55307,0.02636712,1.864,44.86,15.0711,4.0E-4,5090.0,86033,0531m477,8367,SER,53.26621212288526,-47.66102872075055,0.014189268,144.94789,293.8526,407.68198,503.97122,1.3896109,1.3199816,1.2677276,1.0729812,1.1626164,1007539.5,3.4645479,7270454.0,0.11873416,2.6355594E7,-0.34459376,3.152681E7,17.09697,16.329676,15.974196,15.743986,15.822361,16.26767,14.50028,13.746101,0.76729393,0.35547924,0.58568954,0.2302103,53.2657917,-47.6608889,55,3,03 33 03.79,-47 39 39.2,0.0,,20.1609,19.6938,Simbad,1.1368842231487457,55,3,8367,53.26621212288526,-47.66102872075055,0.551987423672432,667.8858,0.002,722.7148,0.0029,13.6451,0.0110,17.084,7.0E-4,0.9186,0.0018,0.4605,2.0E-4,-34.2764,0.0223,667.8858,0.002,722.7148,0.0029,13.3496,0.0066,16.3285,4.0E-4,1.0837,0.0011,0.4605,2.0E-4,-34.2764,0.0223,667.8858,0.002,722.7148,0.0029,13.0676,0.0088,15.9865,6.0E-4,1.2413,0.0015,0.4605,2.0E-4,-34.2764,0.0223,667.8858,0.002,722.7148,0.0029,12.7623,0.0153,15.738,9.0E-4,1.4118,0.0025,0.4605,2.0E-4,-34.2764,0.0223
782.2227,658.0892,53.2536629,-47.6658048,53.2538551,-47.6657257,9.678,3.5,0,8.382945,0.02631359,1.234,-66.38,17.2833,0.0025,722.7,86033,0531m477,8017,REX,53.2536851230029,-47.66581926330934,0.014104508,26.800255,38.146793,44.377495,48.383686,1.3896109,1.2970874,1.1649393,1.0697137,1.0,0.0,2.1178205,339982.25,0.0,0.0,0.0,0.0,18.929653,18.546354,18.382093,18.288252,19.067497,19.67182,,14.72372,0.38329887,0.16426086,0.25810242,0.09384155,53.2539167,-47.6656944,55,1,03 33 00.94,-47 39 56.5,0.0,,20.2183,19.923,Simbad,0.7192192184436723,55,1,8017,53.2536851230029,-47.66581926330934,0.551987423672432,783.6249,0.0116,657.1605,0.0124,10.5615,0.0457,18.6758,0.0038,0.9883,0.0075,0.9019,0.0022,15.7635,0.9851,783.6249,0.0116,657.1605,0.0124,10.1001,0.0328,18.3505,0.003,1.2328,0.0057,0.9019,0.0022,15.7635,0.9851,783.6249,0.0116,657.1605,0.0124,9.6597,0.0559,18.2355,0.005,1.4662,0.0107,0.9019,0.0022,15.7635,0.9851,783.6249,0.0116,657.1605,0.0124,9.1831,0.0931,18.2053,0.0087,1.7188,0.0179,0.9019,0.0022,15.7635,0.9851
401.7214,857.0042,20.291129,-32.0405871,20.291067,-32.0405868,13.144,3.5,0,28.43616,0.02214887,1.59,-78.18,15.5083,6.0E-4,3107.0,155430,0201m320,10387,SER,20.29108124601455,-32.04061563232854,0.026457714,147.64113,227.36023,279.70554,302.693,1.3119237,1.1694787,1.2061014,1.3767923,1.4024835,417332.16,4.495675,281279.28,0.22286202,9837160.0,0.10895344,6310693.0,17.076982,16.608213,16.383247,16.297495,16.879856,17.385614,15.93232,16.234596,0.46876907,0.22496605,0.31071854,0.08575249,20.2909167,-32.0405,28,4,01 21 09.82,-32 02 25.8,0.0352,,19.0883,18.6107,Simbad,0.652244438313122,28,4,10387,20.29108124601455,-32.04061563232854,0.617147559289692,401.5528,0.0027,856.7382,0.004,17.4979,0.0183,17.048,9.0E-4,1.2767,0.0019,0.6056,3.0E-4,13.1909,0.0406,401.5528,0.0027,856.7382,0.004,17.054,0.011,16.5993,6.0E-4,1.3601,0.0011,0.6056,3.0E-4,13.1909,0.0406,401.5528,0.0027,856.7382,0.004,16.6306,0.0151,16.4486,8.0E-4,1.4396,0.0016,0.6056,3.0E-4,13.1909,0.0406,401.5528,0.0027,856.7382,0.004,16.1721,0.0262,16.3509,0.0013,1.5256,0.0028,0.6056,3.0E-4,13.1909,0.0406
546.7701,726.0771,20.278681,-32.0500499,20.2786149,-32.0501171,8.142,3.5,2,14.20695,0.02214887,1.935,-16.94,16.8091,0.0012,1512.0,155430,0201m320,9981,SER,20.27815691689498,-32.0500743178396,0.02635827,24.378428,26.56906,24.89392,24.253307,1.3363308,1.1683176,1.1561024,1.4143497,2.165948,5870.638,3.2210474,72514.13,-0.13277137,280899.56,0.49179408,456306.38,19.032486,18.93906,19.009768,19.038073,,,,,0.09342575,-0.07070732,-0.099012375,-0.028305054,20.2784167,-32.0501111,28,3,01 21 06.82,-32 03 00.4,0.0722,,20.1093,19.6308,Simbad,0.8036611022192544,28,3,9981,20.27815691689498,-32.0500743178396,0.617147559289692,546.6294,0.0067,726.468,0.0029,10.0835,0.0103,18.3549,9.0E-4,0.5430,0.0024,0.3559,3.0E-4,77.5412,0.0319,546.6294,0.0067,726.468,0.0029,10.3687,0.0077,18.0226,8.0E-4,0.6275,0.0013,0.3559,3.0E-4,77.5412,0.0319,546.6294,0.0067,726.468,0.0029,10.6408,0.0122,17.8654,0.0014,0.7082,0.0023,0.3559,3.0E-4,77.5412,0.0319,546.6294,0.0067,726.468,0.0029,10.9353,0.0198,17.8132,0.0017,0.7955,0.0042,0.3559,3.0E-4,77.5412,0.0319
852.2454,608.4955,20.2526627,-32.0584918,20.2523839,-32.0586741,14.124,3.5,0,25.70762,0.02203604,2.558,-36.9,15.1559,5.0E-4,3979.0,155430,0201m320,9141,SER,20.2526136443005,-32.05851136884929,0.026182787,148.43083,272.79367,368.0071,444.52142,1.3678213,1.1870127,1.1909599,1.4143497,1.1008254,868519.5,5.104048,411549.56,-0.19427054,1.4601179E7,0.3673773,2.2643144E7,17.07119,16.410414,16.08536,15.880268,16.026674,16.470709,14.870979,13.69465,0.66077614,0.32505417,0.53014565,0.20509148,20.2524167,-32.0586111,28,2,01 21 00.58,-32 03 31.0,0.0726,,19.1253,18.6568,Simbad,0.6999731848277215,28,2,9141,20.2526136443005,-32.05851136884929,0.617147559289692,849.7222,0.0033,610.7536,0.0021,21.0406,0.0133,16.9935,6.0E-4,0.8906,0.0011,0.416,1.0E-4,57.5414,0.0156,849.7222,0.0033,610.7536,0.0021,20.6192,0.008,16.3403,4.0E-4,1.1242,0.0006,0.416,1.0E-4,57.5414,0.0156,849.7222,0.0033,610.7536,0.0021,20.2171,0.0114,16.0329,6.0E-4,1.3470,0.0010,0.416,1.0E-4,57.5414,0.0156,849.7222,0.0033,610.7536,0.0021,19.7818,0.0198,15.8518,8.0E-4,1.5883,0.0017,0.416,1.0E-4,57.5414,0.0156
942.5373,551.9734,20.2445895,-32.0629301,20.2446293,-32.0627865,7.0,3.59,0,14.49975,0.02217137,1.74,-74.01,17.1801,0.0016,1243.0,155430,0201m320,8846,SER,20.24462727220963,-32.06282642816967,0.026235,34.57576,41.69236,44.38133,46.322803,1.3678213,1.1870127,1.1909599,1.4143497,0.76497054,75722.5,2.0771072,260929.28,0.4307311,1798294.1,0.28649727,1553671.5,18.65307,18.44986,18.382,18.335512,19.040924,18.468042,,10.877768,0.20321083,0.06785965,0.11434746,0.04648781,20.2445,-32.0626111,28,1,01 20 58.68,-32 03 45.4,0.0724,,19.6806,19.5659,Simbad,0.8669933007270216,28,1,8846,20.24462727220963,-32.06282642816967,0.617147559289692,942.5316,0.0025,551.4504,0.0057,7.8737,0.0101,18.6756,0.0011,0.6432,0.0036,0.3225,4.0E-4,16.733,0.0384,942.5316,0.0025,551.4504,0.0057,8.0469,0.0083,18.4354,0.001,0.7986,0.0021,0.3225,4.0E-4,16.733,0.0384,942.5316,0.0025,551.4504,0.0057,8.2121,0.0145,18.3355,0.0017,0.9469,0.0042,0.3225,4.0E-4,16.733,0.0384,942.5316,0.0025,551.4504,0.0057,8.3910,0.0234,18.3314,0.0024,1.1074,0.0074,0.3225,4.0E-4,16.733,0.0384
956.884,442.0763,69.2653074,-46.7066776,69.2653197,-46.706672,10.9,3.5,0,31.72282,0.02556067,1.132,-71.34,15.5617,6.0E-4,3117.0,89994,0692m467,5222,EXP,69.2653149436005,-46.70667876176086,0.009023707,112.06776,198.72723,254.70499,302.82465,1.4865891,1.2157111,1.0232707,1.1219002,1.0,0.0,2.96863,704777.8,0.04113747,8058945.5,0.044480395,8478056.0,17.376299,16.754356,16.484907,16.297022,16.684439,17.199217,15.654359,,0.6219425,0.26944923,0.45733452,0.18788528,69.2649167,-46.7066667,236,1,04 37 03.58,-46 42 24.0,0.0,,19.8033,19.4555,Simbad,0.9840789203645234,236,1,5222,69.2653149436005,-46.70667876176086,0.604531607230023,956.8945,0.0033,441.9734,0.0036,11.3696,0.0095,17.3602,8.0E-4,0.8269,0.0016,0.9148,5.0E-4,22.4639,0.2478,956.8945,0.0033,441.9734,0.0036,11.0925,0.0061,16.749,5.0E-4,0.9154,0.0010,0.9148,5.0E-4,22.4639,0.2478,956.8945,0.0033,441.9734,0.0036,10.8282,0.0078,16.493,8.0E-4,0.9999,0.0013,0.9148,5.0E-4,22.4639,0.2478,956.8945,0.0033,441.9734,0.0036,10.5420,0.0128,16.333,0.001,1.0913,0.0022,0.9148,5.0E-4,22.4639,0.2478
452.4333,751.8489,69.3189464,-46.684177,69.3189004,-46.6841879,16.483,3.5,0,128.3002,0.02558669,2.529,4.43,13.8018,2.0E-4,10260.0,89994,0692m467,6641,SER,69.31889408980804,-46.68418047490785,0.009775669,507.60275,969.8985,1320.699,1608.2468,1.5413724,1.2901754,1.0514185,1.0621557,0.9728374,4833480.0,6.586802,1251083.6,-0.43327504,1.3360417E8,-0.097372815,7.391033E7,15.73619,15.033184,14.69799,14.484118,14.511899,14.714786,12.77519,11.869711,0.7030058,0.33519363,0.5490656,0.21387196,69.3185,-46.6842222,236,5,04 37 16.44,-46 41 03.2,0.0,,18.5054,18.1928,Simbad,0.9847943298876844,236,5,6641,69.31889408980804,-46.68418047490785,0.604531607230023,452.2193,0.0026,752.0829,0.0012,26.0566,0.0076,15.7183,3.0E-4,0.7897,0.0006,0.3983,1.0E-4,-83.4864,0.007,452.2193,0.0026,752.0829,0.0012,25.5733,0.0047,15.0087,2.0E-4,1.0060,0.0004,0.3983,1.0E-4,-83.4864,0.007,452.2193,0.0026,752.0829,0.0012,25.1122,0.0062,14.6879,3.0E-4,1.2124,0.0005,0.3983,1.0E-4,-83.4864,0.007,452.2193,0.0026,752.0829,0.0012,24.6130,0.0105,14.4355,3.0E-4,1.4358,0.0008,0.3983,1.0E-4,-83.4864,0.007
663.1505,737.5446,69.2965597,-46.6851737,69.2965437,-46.6852068,2.474,3.5,0,29.23412,0.02561268,1.031,11.04,18.1017,0.002,1310.0,89994,0692m467,6034,PSF,69.29654182797566,-46.6852071748319,0.009568738,16.018166,23.62239,20.485935,20.095188,1.5455946,1.2715396,0.9714542,1.0719801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.488468,19.06669,19.221361,19.24227,18.339357,17.589926,16.540512,15.119361,0.42177773,-0.15467072,-0.17557907,-0.020908356,69.29625,-46.68525,236,3,04 37 11.10,-46 41 06.9,0.0,,20.2652,19.5287,Simbad,0.7370099965373773,236,3,6034,69.29654182797566,-46.6852071748319,0.604531607230023,663.1267,0.0034,737.5062,0.0037,0.6442,0.0238,19.0502,0.0119,*20.0000*,*0.5565*,0.6899,0.0039,-72.166,0.435,663.1267,0.0034,737.5062,0.0037,12.2847,0.7325,18.087,0.0178,*17.9844*,*0.4711*,0.6899,0.0039,-72.166,0.435,663.1267,0.0034,737.5062,0.0037,23.3914,1.4366,17.931,0.0191,*16.0612*,*0.3982*,0.6899,0.0039,-72.166,0.435,663.1267,0.0034,737.5062,0.0037,35.4144,2.1989,17.7042,0.0217,*13.9793*,*0.3352*,0.6899,0.0039,-72.166,0.435
856.0492,563.1292,69.2760503,-46.6978856,69.2760451,-46.6978762,12.762,3.5,2,16.02738,0.02556067,1.814,55.11,16.3397,0.0014,1308.0,89994,0692m467,5508,SER,69.27603373592217,-46.6978590063849,0.00923022,65.34463,114.34213,150.38742,176.85565,1.4865891,1.2157111,1.0232707,1.1144428,1.5319018,108241.01,5.5452275,179209.31,0.030681167,1376893.4,-0.32748768,2644791.0,17.961975,17.354485,17.05697,16.880953,17.983908,18.688906,,,0.60749054,0.29751396,0.47353172,0.17601776,69.2760833,-46.698,236,2,04 37 06.26,-46 41 52.8,0.0,,20.3729,20.1247,Simbad,0.5221209095990609,236,2,5508,69.27603373592217,-46.6978590063849,0.604531607230023,856.1168,0.0068,563.4205,0.0075,17.8043,0.0337,18.0812,0.0019,0.8180,0.0030,0.5218,5.0E-4,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.7613,0.024,17.467,0.0013,1.0890,0.0021,0.5218,5.0E-4,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.7203,0.0384,17.1759,0.0021,1.3475,0.0035,0.5218,5.0E-4,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.6759,0.0634,17.0213,0.0028,1.6273,0.0058,0.5218,5.0E-4,-42.1176,0.0679
498.8958,945.8643,69.3140945,-46.6700537,69.3139995,-46.6700634,9.013,3.5,0,23.98436,0.02545634,1.415,-51.01,16.1886,0.001,2095.0,89994,0692m467,6490,SER,69.31406448948452,-46.67005421537799,0.009968031,83.49896,117.08954,133.22386,147.90912,1.464636,1.3362054,1.1843578,1.1732255,1.1740314,168134.95,2.7426891,3176371.5,0.03685533,5675136.5,0.20235567,9033136.0,17.695797,17.328705,17.188545,17.075012,17.57196,18.131598,16.009148,14.220016,0.36709213,0.1401596,0.25369263,0.11353302,69.3139167,-46.6700833,236,4,04 37 15.34,-46 40 12.3,0.0,,19.4243,19.0937,Simbad,0.3798041717829819,236,4,6490,69.31406448948452,-46.67005421537799,0.604531607230023,498.2742,0.0032,945.9786,0.004,11.0285,0.0155,17.6555,0.0012,1.1435,0.0029,0.6616,5.0E-4,39.8897,0.082,498.2742,0.0032,945.9786,0.004,10.6157,0.0097,17.3139,8.0E-4,1.1360,0.0018,0.6616,5.0E-4,39.8897,0.082,498.2742,0.0032,945.9786,0.004,10.2218,0.0127,17.2081,0.0014,1.1289,0.0024,0.6616,5.0E-4,39.8897,0.082,498.2742,0.0032,945.9786,0.004,9.7954,0.0216,17.118,0.0018,1.1212,0.0040,0.6616,5.0E-4,39.8897,0.082
695.9527,478.9424,50.0969157,-40.208335,50.0968249,-40.2083392,9.909,3.5,0,118.2276,0.02664623,1.157,-58.69,15.1665,5.0E-4,4759.0,117131,0501m402,3891,SER,50.09687788879909,-40.2083288182827,0.016478062,177.09895,338.5065,458.05795,559.5872,1.4823705,1.3308853,1.2877734,1.17765,6.0,79767.73,5.454205,1301912.8,-0.10079294,9408739.0,0.2853046,1.2899658E7,16.87946,16.176083,15.847699,15.63033,15.732464,15.949157,13.568861,12.109694,0.70337677,0.32838345,0.5457525,0.21736908,50.0964167,-40.2083889,52,2,03 20 23.14,-40 12 30.2,0.0,,20.044,19.421,Simbad,1.286274604869847,52,2,3891,50.09687788879909,-40.2083288182827,0.658575574621795,695.3307,0.001,479.0964,8.0E-4,19.3314,0.0791,16.7956,0.0017,5.6537,0.0143,0.544,4.0E-4,54.4176,0.0307,695.3307,0.001,479.0964,8.0E-4,24.2285,0.0705,15.9977,0.0012,7.2599,0.0110,0.544,4.0E-4,54.4176,0.0307,695.3307,0.001,479.0964,8.0E-4,28.901,0.1251,15.5916,0.0016,8.7925,0.0164,0.544,4.0E-4,54.4176,0.0307,695.3307,0.001,479.0964,8.0E-4,33.9590,0.2008,15.3726,0.002,*10.4516*,*0.0260*,0.544,4.0E-4,54.4176,0.0307
