brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Separation,ID,CHI2NU,XC_R,e_XC_R,YC_R,e_YC_R,MAG_R,e_MAG_R,RE_R,e_RE_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,MAG_J0378,e_MAG_J0378,RE_J0378,e_RE_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,MAG_J0395,e_MAG_J0395,RE_J0395,e_RE_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,MAG_J0410,e_MAG_J0410,RE_J0410,e_RE_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,MAG_J0430,e_MAG_J0430,RE_J0430,e_RE_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,MAG_J0515,e_MAG_J0515,RE_J0515,e_RE_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,MAG_J0660,e_MAG_J0660,RE_J0660,e_RE_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,MAG_J0861,e_MAG_J0861,RE_J0861,e_RE_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,MAG_G,e_MAG_G,RE_G,e_RE_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,MAG_I,e_MAG_I,RE_I,e_RE_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,MAG_Z,e_MAG_Z,RE_Z,e_RE_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,MAG_U,e_MAG_U,RE_U,e_RE_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto
146988,0295m337,10524,SER,29.66166257692671,-33.74332914844585,0.019050054,225.92346,360.38397,440.3897,513.95087,16.064335,16.489052,14.255844,13.043851,0.5070114,0.21767807,0.38538933,0.16771126,29.6615833,-33.7433889,39,2,01 58 38.78,-33 44 36.2,0.0,,18.8622,18.2111,0.3202965767505477,iDR4_3_SPLUS-s26s19_0014643,2.04626937661984,299.2297,0.0161,145.0805,0.0189,17.5393,0.0171,4.8587,0.0818,1.3745,0.0293,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,19.4469,0.1269,4.9493,0.1581,0.4780,0.0665,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,19.6466,0.2360,4.9431,0.1498,0.5393,0.0624,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,19.0941,0.1326,4.9375,0.1424,0.5948,0.0588,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,18.7997,0.0997,4.9303,0.1332,0.6661,0.0543,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,18.0616,0.0414,4.8997,0.0993,0.9691,0.0372,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,17.4291,0.0177,4.8457,0.0862,1.5028,0.0326,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,16.9318,0.0326,4.7730,0.1651,2.2223,0.0744,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,18.3091,0.0284,4.9136,0.1134,0.8315,0.0444,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,17.1166,0.0217,4.8065,0.1217,1.8905,0.0527,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,16.9645,0.0319,4.7650,0.1763,2.3016,0.0799,0.7823,0.0091,33.0856,1.8146,299.2297,0.0161,145.0805,0.0189,19.8285,0.1137,4.9579,0.1698,0.3937,0.0722,0.7823,0.0091,33.0856,1.8146,17.655338287353516,0.0273945424705743,17.4554443359375,0.0375655516982078,17.008583068847656,0.0404570959508419,16.971736907958984,0.0352094359695911,16.809722900390625,0.0294377077370882,16.609249114990234,0.0083191422745585,16.41913414001465,0.0167299192398786,16.143831253051758,0.0064447075128555,16.12203598022461,0.0071366997435688,15.89614486694336,0.007449013646692,15.835127830505373,0.0157165545970201,15.784310340881348,0.0124872419983148
146988,0295m337,11421,SER,29.68659056847958,-33.75728046432995,0.019105537,71.93055,103.96526,118.57029,133.24461,17.49315,17.86921,15.825962,13.559594,0.39993668,0.14271927,0.26940346,0.12668419,29.6864167,-33.7571111,39,4,01 58 44.74,-33 45 25.6,0.062604,,19.7446,19.2853,0.801598024957953,iDR4_3_SPLUS-s26s19_0014340,2.04626937661984,285.1569,0.0065,343.0582,0.0051,16.1121,0.0044,4.2899,0.0160,1.2745,0.0072,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,17.5017,0.0220,4.4665,0.0337,1.0467,0.0193,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,17.1286,0.0245,4.4545,0.0320,1.0622,0.0182,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,17.0130,0.0205,4.4435,0.0305,1.0763,0.0172,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,16.7706,0.0165,4.4295,0.0286,1.0945,0.0160,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,16.4014,0.0097,4.3698,0.0213,1.1715,0.0111,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,16.0949,0.0047,4.2646,0.0161,1.3071,0.0074,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,15.7775,0.0092,4.1229,0.0300,1.4899,0.0172,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,16.6084,0.0065,4.3969,0.0244,1.1365,0.0132,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,15.8615,0.0055,4.1883,0.0218,1.4056,0.0117,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,15.7656,0.0085,4.1073,0.0322,1.5101,0.0185,0.6909,0.0018,-76.4634,0.3294,285.1569,0.0065,343.0582,0.0051,17.6628,0.0168,4.4831,0.0361,1.0253,0.0208,0.6909,0.0018,-76.4634,0.3294,19.029586791992188,0.0685732215642929,18.718589782714844,0.0856174975633621,18.204082489013672,0.0865833014249801,18.452680587768555,0.0974832624197006,18.10423851013184,0.0684799253940582,17.96027946472168,0.0194243770092725,17.724124908447266,0.0384442768990993,17.578968048095703,0.0163786523044109,17.588424682617188,0.0184743572026491,17.380399703979492,0.0204189140349626,17.31260871887207,0.0436071492731571,17.22368621826172,0.0336976610124111
145860,0501m340,15976,SER,50.23973999107268,-33.9067246811413,0.010571474,102.2101,157.28079,189.04662,215.32867,17.00113,17.53033,15.628809,12.431578,0.46795464,0.19973183,0.34106445,0.14133263,50.239625,-33.9066111,269,2,03 20 57.51,-33 54 23.8,0.0,,19.357,19.0324,0.5340731771782025,iDR4_3_SPLUS-s26s32_0009220,1.16459192173968,423.117,0.0541,323.6669,0.0579,18.4643,0.0507,4.1983,0.1843,1.4402,0.0878,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,20.2509,0.4063,4.1643,0.4729,1.3109,0.2691,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,19.0062,0.2005,4.1667,0.4493,1.3198,0.2550,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,19.1629,0.2309,4.1688,0.4281,1.3278,0.2423,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,19.132,0.2046,4.1715,0.4012,1.3380,0.2261,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,18.5898,0.1676,4.1829,0.2924,1.3817,0.1595,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,18.4024,0.0496,4.2031,0.1715,1.4587,0.0780,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,18.0325,0.0839,4.2304,0.3296,1.5625,0.1796,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,18.894,0.0922,4.1777,0.3404,1.3619,0.1892,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,18.2163,0.0539,4.2178,0.2236,1.5146,0.1128,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,18.1394,0.0853,4.2334,0.3581,1.5739,0.1970,0.8995,0.0287,4.064,11.7695,423.117,0.0541,323.6669,0.0579,20.304,0.2835,4.1611,0.5056,1.2988,0.2886,0.8995,0.0287,4.064,11.7695,18.771663665771484,0.1278837025165558,18.611543655395508,0.175070971250534,18.270414352416992,0.1871573477983474,17.859251022338867,0.1323941051959991,17.798717498779297,0.1194025576114654,17.441917419433594,0.032594159245491,17.037796020507812,0.0808548033237457,17.090850830078125,0.020117562264204,17.088680267333984,0.022747641429305,16.894018173217773,0.0212037060409784,16.673940658569336,0.0373896583914756,16.790359497070312,0.0338808856904506
145860,0501m340,17554,SER,50.2660938105619,-33.90201401410077,0.010611529,128.81853,257.13654,357.02563,454.10654,15.715256,15.893703,13.865558,,0.7504635,0.3563385,0.61748505,0.26114655,50.2662083,-33.9018889,269,5,03 21 03.89,-33 54 06.8,0.0715,,19.2838,19.1629,0.5655939966915491,iDR4_3_SPLUS-s26s32_0009475,1.16459192173968,266.4625,0.0192,257.9401,0.0482,18.3015,0.0217,4.4139,0.0596,0.5437,0.0323,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.8403,0.0856,4.3355,0.1392,0.5214,0.0900,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.5520,0.0902,4.3408,0.1324,0.5229,0.0854,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.8840,0.1218,4.3457,0.1262,0.5243,0.0812,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.375,0.0693,4.3519,0.1184,0.5261,0.0759,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.4173,0.0989,4.3784,0.0876,0.5336,0.0543,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.3267,0.0238,4.4251,0.0574,0.5469,0.0298,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.0897,0.0434,4.4880,0.1057,0.5648,0.0627,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.5506,0.034,4.3664,0.1010,0.5302,0.0639,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.1613,0.0242,4.4590,0.0747,0.5566,0.0412,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,18.1434,0.0398,4.4949,0.1141,0.5668,0.0684,0.2399,0.0046,5.4544,0.466,266.4625,0.0192,257.9401,0.0482,19.2512,0.0785,4.3281,0.1488,0.5193,0.0964,0.2399,0.0046,5.4544,0.466,18.54145622253418,0.1319330781698227,17.85646629333496,0.1104147285223007,17.862258911132812,0.1644456535577774,17.858766555786133,0.1671909987926483,17.387739181518555,0.1033863797783851,17.153837203979492,0.0315666384994983,16.728023529052734,0.0763641893863678,16.53767204284668,0.0152919571846723,16.423442840576172,0.0156081430613994,16.197954177856445,0.014188090339303,16.044570922851562,0.0265192631632089,15.957083702087402,0.0200202949345111
145861,0504m340,18158,DUP,50.28122061266026,-33.90572373860297,0.010638976,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,,,,,50.2813333,-33.9057222,269,6,03 21 07.52,-33 54 20.6,0.070142,,17.7321,17.5174,0.336737711116028,iDR4_3_SPLUS-s26s32_0009874,1.16459192173968,190.2359,0.0023,169.4148,0.0028,15.225,0.0041,0.8317,0.0090,*14.3218*,*0.2538*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,17.0553,0.0184,1.3841,0.0207,9.7182,0.4202,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,16.9903,0.0253,1.3464,0.0199,*10.0328*,*0.4003*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,16.3939,0.0141,1.3122,0.0192,*10.3177*,*0.3829*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,16.233,0.0147,1.2682,0.0182,*10.6841*,*0.3613*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,15.6978,0.0139,1.0815,0.0142,*12.2402*,*0.2856*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,15.138,0.0069,0.7527,0.0075,*14.9805*,*0.2656*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,15.0922,0.0092,*0.3093*,*0.0057*,*18.6756*,*0.4557*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,15.7577,0.0053,1.1663,0.0160,*11.5334*,*0.3162*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,15.1463,0.0041,0.5138,0.0044,*16.9715*,*0.3504*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,15.0149,0.0096,*0.2605*,*0.0064*,*19.0827*,*0.4832*,0.3897,0.0032,61.9054,0.2181,190.2359,0.0023,169.4148,0.0028,17.3781,0.0152,1.4361,0.0219,9.2852,0.4484,0.3897,0.0032,61.9054,0.2181,16.945627212524414,0.0524265766143798,17.084680557250977,0.0925817415118217,16.281431198120117,0.0650558844208717,16.4127254486084,0.0761320069432258,16.080615997314453,0.0535224825143814,15.941431045532228,0.0167490914463996,15.587488174438477,21.00723648071289,15.414765357971191,0.0088278874754905,15.407490730285645,0.0105258161202073,15.078973770141602,0.0081813400611281,15.020511627197266,0.017687639221549,14.946722030639648,0.0127064539119601
145860,0501m340,16666,SER,50.25125623143664,-33.90354123982974,0.010583885,43.719467,52.650505,58.76802,62.087124,18.668922,18.838171,,,0.20182037,0.11934662,0.17899704,0.05965042,50.2513333,-33.9033889,269,3,03 21 00.32,-33 54 12.2,0.0568,,19.21,19.0474,0.594806480142156,iDR4_3_SPLUS-s26s32_0009245,1.16459192173968,185.9296,0.0136,267.6017,0.015,16.5969,0.0113,5.7483,0.0530,1.2516,0.0135,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,18.2077,0.0778,6.0590,0.1295,0.6213,0.0397,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,18.2093,0.1097,6.0378,0.1232,0.6644,0.0375,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,18.1009,0.1034,6.0185,0.1175,0.7034,0.0356,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,17.4898,0.0569,5.9938,0.1103,0.7536,0.0331,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,16.9331,0.0487,5.8888,0.0812,0.9666,0.0231,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,16.5194,0.0112,5.7039,0.0498,1.3418,0.0129,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,16.0523,0.0172,5.4545,0.0916,1.8477,0.0306,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,17.2778,0.0232,5.9365,0.0940,0.8699,0.0275,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,16.2202,0.0112,5.5695,0.0635,1.6144,0.0200,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,16.0185,0.0167,5.4270,0.0992,1.9034,0.0333,0.8632,0.0043,-5.5327,1.7213,185.9296,0.0136,267.6017,0.015,18.6888,0.0787,6.0882,0.1384,0.5621,0.0427,0.8632,0.0043,-5.5327,1.7213,19.319259643554688,0.1494509875774383,18.80569267272949,0.1468340307474136,18.395267486572266,0.1485192328691482,18.71737098693848,0.2053553909063339,18.24909210205078,0.1273022294044494,18.413820266723636,0.0561563111841678,18.330997467041016,0.1853000670671463,18.128324508666992,0.0365433767437934,18.204532623291016,0.0442005544900894,18.028295516967773,0.0421065390110015,17.830554962158203,0.0759161859750747,17.99793243408203,0.0722651034593582
32351,0666m645,3970,SER,66.46432422712171,-64.4736664545824,0.034652293,27.407103,36.776268,40.819386,44.020725,19.169249,19.802036,17.527699,,0.31926155,0.11324692,0.19522285,0.08197594,66.463875,-64.4735,234,5,04 25 51.33,-64 28 24.6,0.0,,19.8723,20.5146,0.9191073160490292,iDR4_3_MC0011_0024820,1.1445460255657,364.4946,0.0213,326.9168,0.0187,18.3774,0.0229,0.9750,0.0564,9.5000,1.1178,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,19.5516,0.0882,*0.1773*,*0.0556*,7.7986,2.3655,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,19.4230,0.1029,*0.2318*,*0.0508*,7.9149,2.2376,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,19.4545,0.0857,*0.2812*,*0.0468*,8.0202,2.1238,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,19.112,0.0698,*0.3447*,*0.0421*,8.1556,1.9809,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,18.7527,0.0391,0.6143,0.0338,8.7307,1.4420,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,18.3606,0.0259,1.0891,0.0671,9.7435,1.1735,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,17.9138,0.0708,1.7294,0.1344,*11.1091*,*2.3604*,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,18.8294,0.0435,*0.4918*,*0.0347*,8.4695,1.6696,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,17.989,0.0577,1.4341,0.1026,*10.4793*,*1.7039*,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,17.9073,0.071,1.7999,0.1421,*11.2595*,*2.5287*,0.6139,0.0217,2.0239,2.7906,364.4946,0.0213,326.9168,0.0187,19.5438,0.0821,*0.1023*,*0.0625*,7.6386,2.5448,0.6139,0.0217,2.0239,2.7906,19.62684440612793,0.1805097311735153,20.12060165405273,0.4808561205863952,19.74274444580078,0.5544687509536743,20.119264602661133,0.6272231936454773,19.20248794555664,0.2464756220579147,18.961803436279297,0.040873784571886,18.93695831298828,0.1692703068256378,18.501577377319336,0.0301122367382049,18.6026554107666,0.0557695664465427,18.32999992370605,0.0376828350126743,18.277006149291992,0.1083748862147331,18.51249885559082,0.1062814369797706
32351,0666m645,1066,SER,66.37509485387507,-64.4484969496396,0.03429853,33.7462,44.850834,57.862457,56.41591,18.247541,18.496738,15.844645,15.279074,0.3088646,0.27656555,0.24907684,-0.027488708,66.3749583,-64.4483056,234,1,04 25 29.99,-64 26 53.9,0.0,,19.9531,19.6718,0.7207535235434518,iDR4_3_MC0011_0025647,1.1445460255657,202.3735,0.0181,228.1091,0.0156,18.3085,0.0158,3.5293,0.0392,1.2106,0.0334,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,19.1189,0.0840,3.3277,0.0921,1.3030,0.0915,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.7932,0.0949,3.3415,0.0869,1.2967,0.0864,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.6482,0.0670,3.3540,0.0821,1.2910,0.0817,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.8449,0.0739,3.3700,0.0762,1.2836,0.0759,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.4063,0.0447,3.4382,0.0535,1.2524,0.0526,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.3211,0.0227,3.5582,0.0418,1.1974,0.0339,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.114,0.0471,3.7200,0.0922,1.1232,0.0795,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.5365,0.0216,3.4072,0.0632,1.2666,0.0628,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.1603,0.0226,3.6454,0.0649,1.1574,0.0537,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,18.2674,0.0454,3.7378,0.0991,1.1150,0.0861,0.7856,0.0091,-49.8539,2.1788,202.3735,0.0181,228.1091,0.0156,19.3738,0.0702,3.3087,0.0995,1.3117,0.0986,0.7856,0.0091,-49.8539,2.1788,19.578601837158203,0.1068647354841232,19.78870964050293,0.2177251726388931,19.274599075317383,0.2207425236701965,19.20502281188965,0.1665287315845489,18.97214698791504,0.1230455562472343,18.842702865600582,0.0232145208865404,18.79087829589844,0.0917827114462852,18.4722900390625,0.0185915138572454,18.471660614013672,0.031222891062498,18.209592819213867,0.0211599022150039,18.18052673339844,0.0615529380738735,18.17672348022461,0.0482959486544132
32351,0666m645,2880,SER,66.431885041347,-64.46400266056607,0.034383718,39.06577,49.428146,51.551342,55.00596,19.051342,19.528643,,13.199039,0.25544548,0.045663834,0.11608887,0.07042503,66.4320417,-64.4639722,234,4,04 25 43.69,-64 27 50.3,0.0,,19.8191,19.3976,0.2667023559593269,iDR4_3_MC0011_0025144,1.1445460255657,360.9523,0.0132,239.3294,0.0116,16.9517,0.0059,5.8539,0.0268,0.7012,0.0053,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,17.8252,0.0389,6.0332,0.0459,0.5403,0.0129,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,17.2336,0.0356,6.0209,0.0436,0.5513,0.0121,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,17.3215,0.0310,6.0098,0.0415,0.5613,0.0114,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,17.2382,0.0267,5.9956,0.0390,0.5741,0.0104,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,16.9401,0.0181,5.9350,0.0301,0.6285,0.0069,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,16.9915,0.0095,5.8283,0.0285,0.7242,0.0061,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,16.8623,0.0203,5.6844,0.0519,0.8534,0.0148,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,17.1371,0.0071,5.9625,0.0337,0.6037,0.0084,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,16.8595,0.0086,5.7508,0.0392,0.7938,0.0104,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,16.8258,0.0167,5.6686,0.0551,0.8676,0.0159,0.8559,0.0030,-52.0654,1.0574,360.9523,0.0132,239.3294,0.0116,17.8973,0.027,6.0500,0.0492,0.5252,0.0141,0.8559,0.0030,-52.0654,1.0574,19.49336814880371,0.1416222304105758,19.1922664642334,0.1813504248857498,18.845386505126957,0.2150771170854568,18.591716766357425,0.1358301341533661,18.662324905395508,0.1322993487119674,18.50554847717285,0.0240108221769332,18.624900817871094,0.1122307479381561,18.22860336303711,0.020810417830944,18.354028701782227,0.0392835326492786,18.10732078552246,0.0271242521703243,18.27701759338379,0.0953999757766723,18.287994384765625,0.075915016233921
32351,0666m645,2809,PSF,66.42993441503693,-64.45507793784977,0.034393147,28.080196,20.943882,16.218277,14.062773,20.705494,21.787045,19.357267,,-0.31835747,-0.27763176,-0.4324646,-0.15483284,66.4297083,-64.4549722,234,3,04 25 43.13,-64 27 17.9,0.0,,19.5091,19.3703,0.5177966190514061,iDR4_3_MC0011_0025379,1.1445460255657,208.9296,0.0686,286.3763,0.2683,18.9355,0.1116,0.7491,0.1291,4.1412,1.4417,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,19.0911,0.0395,*0.1302*,*0.3830*,0.4965,2.6402,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,18.9171,0.0699,*0.1725*,*0.3617*,0.7456,2.5086,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,18.8297,0.1183,*0.2108*,*0.3426*,0.9712,2.3922,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,18.8033,0.198,*0.2601*,*0.3182*,1.2612,2.2473,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,18.8149,0.16,*0.4693*,*0.2198*,2.4932,1.7189,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,19.0263,0.1083,0.8377,0.1264,4.6627,1.5035,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,19.3052,0.1187,1.3345,0.3086,7.5880,2.7157,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,18.7304,0.209,*0.3743*,*0.2632*,1.9336,1.9375,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,19.0362,0.0941,1.1054,0.2028,6.2389,2.0378,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,19.1216,0.1131,1.3892,0.3356,7.9103,2.8919,*0.0225*,*0.0104*,12.9613,0.433,208.9296,0.0686,286.3763,0.2683,19.2451,4.2726,*0.0720*,*0.4126*,0.1538,2.8259,*0.0225*,*0.0104*,12.9613,0.433,19.627580642700195,0.0793672725558281,19.284751892089844,0.0969799980521202,19.073036193847656,0.1286259293556213,18.88698005676269,0.0872053951025009,18.796030044555664,0.0736957043409347,19.022361755371094,0.0195648074150085,19.114229202270508,0.0855955481529235,19.21271705627441,0.0251067746430635,19.43641662597656,0.0514221675693988,19.413124084472656,0.0431175865232944,19.43304252624512,0.1315407305955886,19.42652702331543,0.1030093878507614
