Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv,e_mag_g,e_mag_r,e_mag_i,e_mag_z,FUV_corrected,NUV_corrected
222,4,0.0473,356.1180250548215,-26.03973882423549,,0.5090303198980664,27.1913,0.6118,0.0,0.0,27.6652,0.9221,27.9157,1.0861,0.0174,9.0E-4,0.0,0.0,0.0297,0.0016,0.0438,0.0024,,,15.485258330185648,15.296725188056127,0.022598801,7.965250678198001E-4,Infinity,0.0015988608459914476,0.0016739056475266164,18.19865050234243,
222,3,0.0656,356.097101122869,-26.03414898592299,,0.20061849207426796,7.9864,0.489,0.0,0.0,7.3152,0.6308,6.9605,0.7057,0.0161,0.0061,0.0,0.0,0.0161,0.007,0.0256,0.0112,,,17.84997618153869,17.77302769189093,0.022182597,0.002859568876702919,Infinity,0.003327067370075885,0.007627275537995481,19.94746216888879,
222,1,0.0653,356.0772525732302,-26.03991579791621,,0.634773124440656,9.3019,0.7425,0.0,0.0,9.407,0.8217,9.4626,0.8636,0.0121,0.0036,0.0,0.0,0.0149,0.0035,0.0224,0.0058,,,17.252113587606175,17.198706673363706,0.021982241,0.0016534573245971362,Infinity,0.002196288137973436,0.0036665412067947273,19.970030941018262,
222,2,0.064852,356.079974460215,-26.01726180005255,,0.8056737665018172,13.4464,1.1301,0.0,0.0,13.2706,1.6674,13.1776,1.9513,0.0088,0.0013,0.0,0.0,0.012,0.0018,0.0182,0.0028,,,,,0.021779247,Infinity,Infinity,Infinity,Infinity,18.63140955423787,
223,3,0.004003,357.5307058824425,-47.1908624101798,-1.1697409881734995,-1.1604827258113044,46.314,3.3248,50.0294,3.8815,53.5744,4.4126,57.4118,4.9876,0.0691,0.0034,0.0402,0.002,0.0555,0.0024,0.098,0.0041,15.281055162590182,14.52028204259344,14.18278309243672,13.964116403533033,0.014474443,3.277512061785659E-4,2.513452740918799E-4,1.8489310939548493E-4,3.152916157328113E-4,18.35932912066978,17.880532374493736
223,2,0.065619,357.5177725993774,-47.17147447864551,1.1858330410369113,1.1273789334243638,10.5565,1.0906,10.1492,1.3361,9.7605,1.5705,9.3397,1.8241,0.0042,0.001,0.0025,6.0E-4,0.0034,8.0E-4,0.0058,0.0014,16.155366632907256,15.6116817799399,15.319870687252799,15.180649769528129,0.015353147,3.768371080931933E-4,2.939342069132527E-4,2.1866978892573713E-4,3.931462385180178E-4,17.85267780515731,17.546314388486728
223,4,0.004003,357.5591551925609,-47.17951822743905,-1.5069743392139232,-1.4884750145448837,14.6611,1.1033,13.9984,1.3263,13.3659,1.5391,12.6814,1.7694,0.0168,0.0021,0.0105,0.0013,0.0123,0.0016,0.0206,0.0028,17.24083259771382,16.527545025768635,16.155138038889916,15.944336309420004,0.014398219,7.793570925394617E-4,5.885973409283015E-4,4.297143518222943E-4,7.567220455407165E-4,19.99946451704019,19.23399387527475
223,1,0.004003,357.5073170890037,-47.1479227381393,-1.036124014114014,-0.983762467539588,10.4463,0.5323,10.5867,0.5735,10.7207,0.6128,10.8657,0.6553,0.0319,0.0047,0.0273,0.0025,0.0366,0.0043,0.0541,0.0078,18.983054327940525,18.682502600489865,18.56090142746806,18.49244982737534,0.015321258,0.0023646118048098142,0.002452166747772077,0.00284927409878158,0.006725168076544515,19.871827019878662,19.70608470747354
224,2,0.017949,357.8276669537565,20.57793421512811,0.16042990167666105,0.13894692194576486,53.7899,0.7542,52.3656,0.8608,0.0,0.0,49.5355,1.0725,0.0385,0.001,0.0375,0.001,0.0,0.0,0.0907,0.0026,15.487416798058923,15.051368691211207,,14.681458810014865,0.079179265,4.7555337125517935E-4,6.144246700747922E-4,Infinity,8.282460149751826E-4,16.789100156909516,16.64141709144316
224,4,0.018483,357.8615641601616,20.586124635675,0.17483416494099835,-0.3700786286122675,22.3121,4.9667,20.2657,4.5187,0.0,0.0,16.1994,3.6286,0.0181,0.0028,0.0118,0.0018,0.0,0.0,0.0107,0.0021,14.261144828556878,13.305198954606684,,12.593703463062612,0.07871491,2.066233648276708E-4,1.9402264323812088E-4,Infinity,1.6674742641597915E-4,18.845035989440895,17.32252585791853
224,3,0.018369,357.840413582652,20.57396363703894,-0.16805800619429334,-0.22227632023540522,31.0092,0.6959,31.214,0.7189,0.0,0.0,31.6211,0.7647,0.0614,0.0025,0.065,0.0026,0.0,0.0,0.1643,0.0071,16.307688363896585,15.97185520117437,,15.717002984496865,0.07905436,0.001058062753594121,0.001586684532215419,Infinity,0.003097450738944726,17.611546200084135,17.385664459825293
224,1,0.080446,357.8025875200315,20.57623254962149,0.7786793198178881,0.517893871021526,12.969,0.8453,12.9238,0.8988,0.0,0.0,12.8339,1.0051,0.029,0.0048,0.0278,0.004,0.0,0.0,0.0684,0.0115,17.670661109132418,17.20458243197514,,16.81963317253731,0.0790997,0.001278357984650324,0.0016721637274638248,Infinity,0.002669707073180541,19.818764695972156,19.006572926342063
227,1,0.055448,4.225187674543504,-51.08605817611758,0.9742442951036221,1.020710940921786,22.8128,1.8355,19.8741,1.9606,17.0702,2.08,14.035,2.2092,0.0348,0.0034,0.0194,0.002,0.0132,0.0019,0.0247,0.0032,19.429002317462828,19.50506595748312,20.72102804053796,21.941227336751073,0.018877365,0.004587337697158835,0.01033997294429748,0.02159779092543547,0.09111345415227587,19.136468875043395,19.0484952124658
227,3,0.055448,4.248883098900224,-51.038932954875,1.5431627084230488,1.5968809390474554,11.2653,2.0754,11.986,2.3389,12.6737,2.5904,13.418,2.8625,0.0218,0.0049,0.0137,0.0029,0.0153,0.0028,0.0253,0.0048,17.53050967690712,16.75484003171408,16.361971367166323,16.15884090953637,0.017795358,5.639904914399325E-4,6.25833296628699E-4,2.4114189090904562E-4,4.749066012482809E-4,20.304998032622912,19.93957628024019
227,5,0.055448,4.28443846200191,-51.0454105148111,0.13842397922890903,0.06300179881149326,4.3382,1.1469,4.5919,1.2543,4.834,1.3568,5.0961,1.4677,0.0055,0.0041,0.0037,0.0027,0.0046,0.003,0.0075,0.0047,18.57498514069415,18.20087356234467,17.857461149761228,17.828490708906557,0.016758109,7.578862143779559E-4,0.0010013280697594856,4.474749521851281E-4,9.952997446865289E-4,20.14790203251132,19.79911843382858
227,4,0.055448,4.267116172257374,-51.06510107078663,0.9060035849005423,0.9571907673157405,12.6493,0.8445,12.5754,0.9678,12.5049,1.0854,12.4286,1.2127,0.0216,0.0029,0.0143,0.0018,0.0165,0.0022,0.0263,0.0036,18.55817695405673,17.979221649719566,17.65409710408481,17.536252345289345,0.017599562,0.0010411202620968832,0.0013895015815539443,6.313212533300681E-4,0.0013768530666712626,20.260679691945942,20.130603663806482
227,2,0.055448,4.235561687625344,-51.06916144689757,0.8480889061703412,0.8441261974833498,13.4065,0.8196,13.235,0.9621,13.0715,1.098,12.8944,1.2451,0.0041,7.0E-4,0.0028,4.0E-4,0.003,4.0E-4,0.0045,7.0E-4,16.489284513020337,15.87174636998039,15.548705604156487,15.393367339278468,0.01840152,2.5025096400528227E-4,2.937884052858832E-4,1.1770928621658286E-4,2.34376409844037E-4,18.539902726324073,18.155151968104267
230,3,0.042866,27.48574877761106,-27.8187794532997,1.1747572648538558,1.163314301600625,24.6328,0.9885,24.1193,1.2273,23.6294,1.4552,23.099,1.7018,0.0065,6.0E-4,0.0046,4.0E-4,0.0056,5.0E-4,0.0088,8.0E-4,15.267057960541349,14.551706081536887,14.189323252023087,13.956931272012596,0.01670039,2.5511987277122096E-4,1.6794063692475526E-4,1.7459794826350135E-4,1.969139718543495E-4,17.992698820290073,17.138363969143676
230,4,0.042866,27.4914190220405,-27.81209212365086,1.0381882282250796,1.0702000448396216,18.885,0.6959,18.5512,0.9306,18.2328,1.1544,17.888,1.3968,0.0112,0.001,0.0066,6.0E-4,0.0098,9.0E-4,0.0172,0.0017,16.367173989173544,15.696694694284504,15.352591497271971,15.142033362808169,0.016820326,5.466163345609842E-4,3.746736462536E-4,4.357542416605163E-4,5.622665438032984E-4,18.89802418789992,18.321866174426436
230,5,0.088395,27.50007935114963,-27.81807803003387,1.2948577558832213,1.3320417013081425,11.6974,0.8657,11.197,1.1557,10.7195,1.4323,10.2026,1.7318,0.0356,0.0051,0.0264,0.004,0.0441,0.0076,0.0726,0.0125,18.42185396289548,18.056112867477104,17.72696177726194,17.719665125274968,0.016837442,0.0017317521252394842,0.00147775232646668,0.0020212935723432457,0.0035427278995803424,19.945564225034573,19.43612267581911
230,2,0.042866,27.46902204298467,-27.82031360324704,0.024098856374170197,0.054351315252947785,,,0.8522,,1.4306,,2.0567,,,,0.0111,,0.0192,,0.0298,,19.127241470768606,18.981160874335266,18.7658695855869,18.53353374928096,0.01650874,0.0016089501979828936,0.0013784412026873435,0.0017218921745519135,0.0019494598009956044,19.61066361033755,19.526066609895295
230,1,0.088744,27.46342358877521,-27.82211553235923,0.4329522663406742,0.5168513373163588,8.8767,0.6261,8.7764,0.8663,8.6807,1.0955,8.5772,1.3436,0.0234,0.0057,0.0181,0.0034,0.0295,0.0067,0.0479,0.0118,21.882304149843247,21.988997525805065,21.54886748489824,22.372130569818538,0.016425818,0.01048705410031186,0.015561425151592288,0.02752001719269849,0.05873622900072571,19.911743720529525,20.27006820745468
231,4,0.043634,36.8231564591224,-3.899498326821289,,0.590910081882976,27.5806,2.8021,25.3015,2.7774,23.1269,2.7539,20.7729,2.7284,0.0216,0.0015,0.0133,9.0E-4,0.011,9.0E-4,0.0175,0.0015,,,,,0.02978504,Infinity,Infinity,Infinity,Infinity,18.307827032116357,
231,1,0.043634,36.80908807486127,-3.877155094496457,0.1565456636667868,0.12874033279805985,7.5884,0.9927,7.3862,0.9779,7.1933,0.9639,6.9845,0.9486,0.0065,0.0014,0.0044,9.0E-4,0.0044,9.0E-4,0.0068,0.0014,17.497649085583912,16.794459223180333,16.485915590503854,16.276055485301473,0.030540712,3.8985255097698175E-4,2.697068738098146E-4,3.2390543647416566E-4,3.383799188165412E-4,19.847877920094195,19.273036931255106
231,3,0.043634,36.82336604048824,-3.893285465258693,-0.00812235548110074,-0.1562874629634603,1.6398,0.099,16.3666,4.339,30.418,8.3846,45.6287,,16.8759,3.6405,21.4138,4.5284,39.8976,6.9761,62.3175,,22.454956632941343,22.224994604364497,21.95845331922843,21.994629750958204,0.029954087,0.017480029314138383,0.017147930534854302,0.025995667442245723,0.03688403216948653,20.175820894232455,19.645179977887345
231,5,0.043634,36.83891221791691,-3.900580587242132,0.017883341543441844,0.11731448305224745,2.8274,0.6845,2.8116,0.706,2.7966,0.7266,2.7804,0.7488,0.0133,0.0058,0.0103,0.0042,0.0161,0.0071,0.0259,0.0118,20.459370411218742,20.476699672497464,20.383952406307685,20.467967876513338,0.029404823,0.001992245417533732,0.0021303306929656733,0.0036618165841817143,0.004746483690400252,20.195406944111138,21.26627245514429
231,2,0.043634,36.82013492483152,-3.864417335141995,,0.10966062454974157,14.3726,2.2422,13.0776,2.1947,11.8419,2.1494,10.5043,2.1003,0.017,0.0022,0.0102,0.0013,0.0077,0.0011,0.0126,0.0018,,,,,0.030501029,Infinity,Infinity,Infinity,Infinity,19.510950675449454,
232,3,0.027396,43.79096607831062,-21.5938901554406,,-0.09530472958308955,39.5564,2.9274,38.1443,3.7395,36.7969,4.5143,35.3384,5.3531,0.0396,0.0025,0.0235,0.0014,0.0304,0.0022,0.053,0.0039,,,,,0.02865003,Infinity,Infinity,Infinity,Infinity,19.01267471199189,
232,2,0.027396,43.77887259795508,-21.58580193488424,,0.2628710669533252,8.7588,1.6274,9.5625,1.9687,10.3294,2.2943,11.1595,2.6468,0.0492,0.0075,0.0336,0.0051,0.039,0.0055,0.0612,0.0084,,,,,0.028945921,Infinity,Infinity,Infinity,Infinity,18.11723522065085,
232,1,0.027396,43.76156315858119,-21.58691501027293,-0.1711674406361947,-0.19580461536495797,28.2912,0.9328,26.9394,1.0699,25.6497,1.2007,24.2535,1.3424,0.0461,0.0034,0.0272,0.0017,0.0423,0.0031,0.0744,0.0057,17.846390349960828,17.497350219539875,17.250913247056225,17.211127734922062,0.02904442,0.0013591655260962328,0.0011976640411540892,0.0013712281800704353,0.0025104357013880866,19.263924426446568,19.04210334198545
232,4,0.027396,43.80156729302401,-21.59807925415954,0.10424287361387918,0.23545338157454943,36.1803,0.5515,36.4019,0.5017,36.6135,0.4541,36.8424,0.4026,0.051,0.0018,0.0356,0.0014,0.0384,0.0019,0.0577,0.003,23.555815340317288,23.127230620523115,23.36206003969071,23.147468759595142,0.028398648,0.056272870440692374,0.04843275576823822,0.1063049970506635,0.17089881770581128,18.1857794340978,18.35357755636026
232,5,0.027396,43.80748224944171,-21.60794332387216,-0.21083203102033288,-0.3413620105790667,17.5104,0.8291,17.0119,0.925,16.5363,1.0165,16.0215,1.1156,0.0454,0.0034,0.0302,0.0022,0.0495,0.0041,0.0838,0.007,18.247518310564754,17.873105711247995,17.701506768683377,17.63269526145338,0.028213501,0.0019037759696754594,0.0017841503295662128,0.0025465264906106623,0.004849812980103723,19.627817914481838,19.141264817945803
235,4,0.05828,66.75788923904496,-49.1245573541696,,0.700475820650384,27.9568,4.9827,25.6698,4.9662,23.4878,4.9504,21.1257,4.9333,0.0766,0.0093,0.0494,0.006,0.0441,0.0058,0.0667,0.009,,,,,0.019797854,Infinity,Infinity,Infinity,Infinity,18.66238526420868,
235,5,0.05828,66.77262982968402,-49.11473712347369,1.2949580290661888,1.1018490664043004,14.3443,2.0111,14.4464,1.9171,14.5437,1.8274,14.6492,1.7303,0.009,0.0016,0.0055,9.0E-4,0.0066,9.0E-4,0.0112,0.0015,15.830835806458458,15.079232222071958,14.736262831335477,14.536370562131793,0.019724023,3.727580836535082E-4,2.3332743949628816E-4,3.156899713547471E-4,3.22204717177196E-4,17.658952149823893,17.01595159552996
235,1,0.05828,66.71578600950266,-49.11614529629508,0.7552310597765608,0.7352717025366324,11.1824,1.0916,11.0889,1.2309,10.9997,1.3639,10.9031,1.5078,0.0154,0.0024,0.0101,0.0015,0.0168,0.0026,0.0286,0.0045,17.097036902836557,16.732177579160552,16.447120258744636,16.45058755637045,0.02021754,7.172246206662309E-4,5.701514835474824E-4,8.998743362880624E-4,0.0011593408231508244,18.496641735439415,18.166204262568645
235,2,0.05828,66.72834628857257,-49.1176649251292,0.23577715262399046,0.18855331723660207,13.1183,1.8101,12.6553,1.8449,12.2135,1.8781,11.7353,1.914,0.1179,0.019,0.0697,0.0112,0.116,0.0194,0.2042,0.0343,18.372351554578156,18.10337755581221,17.866651914361256,17.882789599020928,0.02005361,0.0023049898383444367,0.002047225703982162,0.003717051481986331,0.005200040491283985,19.942191522743133,19.663903786635455
235,3,0.05828,66.73140597687143,-49.12506145178234,0.8200300824486177,0.8056263678166502,12.5096,2.8768,13.5065,3.0526,14.4576,3.2204,15.4873,3.402,0.0367,0.0081,0.0253,0.0051,0.0453,0.0075,0.0767,0.0129,16.615279494803595,16.28215593533006,16.02985654817388,15.976367476069791,0.020014493,6.9198147225686E-4,5.684719113652301E-4,8.606297474803429E-4,0.0010105623135620695,18.80430512722901,18.316326460171545
237,5,0.026321,71.57139410468248,-62.40412860209302,1.350120137422886,1.3973472531751838,24.8367,0.8216,23.7657,0.8853,22.7439,0.9461,21.6378,1.0119,0.0086,8.0E-4,0.006,5.0E-4,0.0061,6.0E-4,0.009,9.0E-4,15.186417481826828,14.343656347585881,13.952517870176772,13.683061796039253,0.035407055,2.927401268003397E-4,1.8839294050904113E-4,3.0620055357286156E-4,2.046861561521606E-4,18.475922094647487,17.725894298103107
237,4,0.026321,71.5550729964343,-62.39761875646517,0.1742384902526144,0.11153068080524342,19.2479,0.6158,19.5819,0.6966,19.9006,0.7736,20.2457,0.8571,0.0072,8.0E-4,0.0047,5.0E-4,0.0065,7.0E-4,0.0108,0.0011,15.309107500162288,14.59223271114082,14.297651576724217,14.039741251883699,0.03532291,3.107256564090104E-4,2.3069950540063154E-4,4.319934900971351E-4,3.000932157707682E-4,18.688656255935275,17.94666593434266
237,1,0.026321,71.45481386898662,-62.41776569133625,-0.2823894484081304,-0.24176178920186153,5.1886,4.3542,3.4933,6.143,1.8757,7.8499,,9.6975,0.0197,0.0378,0.0131,0.0491,0.0069,0.0869,,0.1333,18.55734571058992,18.37449927681366,18.30880335626902,18.252787430403163,0.034477323,0.0016578189375906517,0.0017121110918116745,0.0037579708030822242,0.003615426069518093,19.483719555638277,19.497239694827275
237,3,0.026321,71.50284145323981,-62.40237746487297,-0.18776202730314928,-0.18557557951035974,18.8392,0.9041,17.7098,1.1042,16.6322,1.295,15.4657,1.5016,0.0229,0.0025,0.0148,0.0016,0.0181,0.0024,0.0299,0.004,17.12186462297933,16.327475285619915,15.973251118616988,15.733750325973016,0.034941804,7.215049785945897E-4,5.737045837691707E-4,8.391526253125588E-4,6.609963284529077E-4,19.66995585773225,19.266277530055685
241,5,0.042866,142.0325901872984,26.49247322565904,0.7123039659669033,0.7057508458243351,12.3355,0.7074,12.2411,0.7944,12.151,0.8774,12.0535,0.9672,0.0086,0.0014,0.006,8.0E-4,0.011,0.0017,0.0187,0.0031,16.714424719847784,16.229892340321886,16.0347161177631,15.90839412896587,0.024994647,8.83611457729198E-4,7.030404904115199E-4,0.0011976116920805718,0.0011384355556145218,18.410560186968244,17.972204862441007
241,3,0.042229,142.0104928324367,26.5160031019195,-0.07681833600574706,-0.16295676246422985,35.1681,0.7818,33.3904,0.8608,31.6943,0.9362,29.8582,1.0178,0.0514,0.0026,0.031,0.0013,0.0513,0.0026,0.0896,0.0048,17.1985090401938,16.73258696190794,16.441077870893203,16.336884515699822,0.024465475,0.0013326085541869959,0.0011198603741570906,0.001412331659597027,0.0019193930796472935,19.202692065383594,18.89757076972236
241,1,0.042866,142.008353507385,26.51216933579245,0.256716891363876,0.15472696306925116,10.7376,0.6865,10.2447,0.8888,9.7744,1.0818,9.2653,1.2907,0.0179,0.0032,0.0104,0.0016,0.0173,0.0032,0.0307,0.006,17.943535246692356,17.29826396680991,16.951449031793334,16.742872037630473,0.02446773,0.0019085291584487042,0.0014073068985539679,0.0016606373666175802,0.0021018851237626017,19.359724490796786,18.944521522421027
241,4,0.042866,142.0258532476654,26.49376774981699,-0.256257286781004,-0.16983945949941415,10.9289,1.7258,10.921,1.6376,10.9135,1.5535,10.9053,1.4624,0.06,0.014,0.0366,0.0079,0.0726,0.0156,0.1275,0.0279,18.673188853730984,18.3229845500321,18.130537685698418,18.067978033915743,0.024885865,0.002960996975815857,0.002524472060094937,0.00481298548665229,0.005031525837608171,20.17114054721845,20.22695696778323
243,2,0.016952,146.8749693372368,30.38880616977882,-0.070945375912574,-0.032869584967908594,23.5124,0.767,22.8068,0.876,0.0,0.0,21.4048,1.0925,0.0478,0.0027,0.0619,0.0035,0.0,0.0,0.1781,0.0107,17.60109888429882,17.350980281345663,,17.188396253816627,0.019046124,0.002209504959485319,0.003316776389205846,Infinity,0.009360742005300243,18.379614046872952,18.31289819965071
243,3,0.017184,146.8826141204588,30.39818456029343,-0.00873118894585545,0.017764939699105753,37.5708,0.8124,36.8293,0.8343,0.0,0.0,35.356,0.8777,0.0307,0.0011,0.0333,0.0011,0.0,0.0,0.0899,0.0034,16.55241540239965,16.194519170314603,,15.948861158429207,0.018961985,8.676558511721313E-4,0.0012858244461360572,Infinity,0.0031060816913611876,17.71718607119442,17.623198245167615
243,5,0.022343,146.8930822145775,30.41259558598308,-0.868508430336421,-0.8570261310084302,30.2237,0.7235,30.1704,0.7683,0.0,0.0,30.0645,0.8573,0.0627,0.0031,0.0716,0.0031,0.0,0.0,0.1969,0.0095,17.895809613119688,17.449280041184654,,17.1488731786047,0.018740047,0.0021548552364117515,0.0031580377534140996,Infinity,0.008566545519011535,19.82807630566382,19.792403189640456
243,1,0.016952,146.8651784053754,30.38608495681799,-1.042696354612401,-0.9461433870468117,12.7299,1.2369,11.5343,1.2846,0.0,0.0,9.1587,1.3793,0.1193,0.0169,0.1242,0.0193,0.0,0.0,0.3483,0.0594,19.40796077468142,19.271298589940045,,19.190449178543474,0.019121151,0.006044995475187399,0.009190145342072213,Infinity,0.028237050200595897,20.097440286475585,20.17859455775035
243,4,0.110759,146.8886484385735,30.4338800116357,0.8707962136771421,0.7521181781318518,7.5126,2.4418,6.8705,2.6938,0.0,0.0,5.5947,3.1945,0.0145,0.0083,0.0101,0.0059,0.0,0.0,0.0242,0.0154,17.6525735261517,16.827802502835574,,16.198925973709457,0.018229686,0.0010013613299393155,0.0011065463133789113,Infinity,0.0014942429986131776,19.9275767850903,19.47065354858786
244,5,0.052058,149.9347241043711,13.70871987951296,0.28878517392587,0.2480655372943925,23.7167,2.1594,20.7388,1.9989,17.8974,1.8457,14.8216,1.68,0.0363,0.0028,0.021,0.0016,0.0117,9.0E-4,0.02,0.0018,16.008471091015718,15.067514039072252,14.66954384500221,14.393653569038008,0.026338406,6.60493201821789E-4,4.925584172061893E-4,2.629730512780631E-4,4.1400267280133473E-4,19.959862637766083,19.283294763874476
244,1,0.050515,149.9037612235202,13.71136496080587,0.4902520291734831,0.4369055190424369,13.7901,0.7068,13.9745,0.7318,14.1504,0.7557,14.3409,0.7815,0.0243,0.0029,0.0164,0.0018,0.0192,0.002,0.0302,0.0033,17.714374313014385,17.164747071691455,16.921405864587978,16.708459457424986,0.025945049,0.001511210466851747,0.001369278834963697,9.777746241380178E-4,0.001630217529215717,19.51939359398617,18.7044264711699
244,3,0.052058,149.9117264671549,13.71039518209446,0.17888422213200705,0.020530570452567787,16.8284,0.7197,16.6914,0.7458,16.5607,0.7707,16.4192,0.7977,0.0543,0.0045,0.0355,0.0028,0.044,0.0036,0.0721,0.006,17.861043115450144,17.541269898051535,17.323726688485003,17.291569262640646,0.026080087,0.0019630265416935955,0.0021394835347999432,0.0016425650434257035,0.0033573629748965754,19.598132316205938,18.87256374914423
245,5,0.027436,176.2284884088414,19.77636241133667,,0.23632101707670827,35.8895,3.0884,30.0708,2.7554,24.519,2.4378,18.5092,2.0939,0.1787,0.0092,0.1196,0.0062,0.0715,0.0043,0.06,0.0048,,,,,0.024013132,Infinity,Infinity,Infinity,Infinity,18.18677852858535,
245,1,0.027662,176.1990157087646,19.77328872264753,0.5787153038233281,0.5496274757965729,20.686,1.1973,19.8811,1.1759,19.1131,1.1556,18.2818,1.1335,0.0641,0.0049,0.0445,0.0035,0.0489,0.0037,0.0744,0.0055,15.715237389668502,15.269690789814284,15.007074927265926,14.916893032484591,0.023807276,6.040546053110913E-4,6.543816343275131E-4,7.472119515407657E-4,6.599746387696229E-4,17.469479952071907,17.037991298261126
245,4,0.026909,176.2268926539444,19.79331097716374,0.520750017329286,0.5665921635902951,4426.0317,1.3595,6026.6316,1.55,7553.8296,1.7316,9207.016,1.9283,313.3208,0.0453,339.0197,0.0301,412.6299,0.0271,522.9256,0.0395,21.801782424239313,21.972950063269888,,21.866089620981953,0.024088824,0.03634349637196779,0.0651493428457749,Infinity,0.12061890482486062,18.970929135451566,18.807280693437743
245,3,0.024087,176.2134050918669,19.78576977062439,-0.09594187467680904,-0.07189311102863805,66.0822,2.2194,63.9006,2.3481,61.8191,2.4709,59.5658,2.6039,0.1552,0.0043,0.102,0.0027,0.0925,0.0024,0.1374,0.0036,21.69092906007914,21.823985972423422,22.022083587797166,21.49835244616028,0.024025654,0.057450905623525735,0.10414034816288352,0.24922282933673356,0.15225780074643924,19.339239220973635,19.09352762415953
245,2,0.0677,176.2039336604709,19.80795848905022,0.6742502786270936,0.5199117775925064,15.6375,0.5071,15.6841,0.555,15.7286,0.6008,15.7767,0.6503,0.0801,0.0075,0.0574,0.0046,0.0573,0.0039,0.0808,0.0064,19.235589578603577,18.25017164813186,18.066886529599252,18.19643895622061,0.02416051,0.01655843760275003,0.011090696324998844,0.00768561506645816,0.011844804830750595,19.439140999789334,18.89306659956365
246,3,0.022989,178.45779519179,21.21923865193194,0.4628712536431028,0.44063119695696074,14.027,1.6969,15.3865,1.7785,16.6837,1.8563,18.0879,1.9406,0.0105,0.0016,0.0065,0.0011,0.0092,0.0012,0.0158,0.0018,15.7124757308616,15.129671414456524,14.84999945053213,14.704958539429251,0.050044883,5.688381435280266E-4,5.52350362559358E-4,4.5504957299681884E-4,4.678302013542563E-4,18.31253167842113,17.43294378280972
246,1,0.14713,178.4259384473139,21.20632738256356,1.0183842825640657,1.0679705107738169,6.5453,1.0965,6.6613,1.1277,6.772,1.1574,6.8918,1.1896,0.0292,0.0109,0.0187,0.0065,0.0224,0.0074,0.0368,0.0128,18.41154120007912,17.855005353381273,17.433403081130628,17.425368373488613,0.049483284,0.0034577860899827114,0.0033042542888502553,0.0023304928049629413,0.004809243476600524,19.87113581006688,19.9669109781531
246,4,0.022989,178.4720251631365,21.23763070552733,-0.8506440947247018,-0.6407371955406251,,8.1751,,8.9166,,9.6242,,,,0.3067,,0.1788,,0.1618,,,19.19087723963928,18.73983905613959,18.490391868839,18.432032293729982,0.049954344,0.006977841953091636,0.008215126985337846,0.007434779918714453,0.010090332196525902,19.995420490578184,20.35995959089916
246,2,0.022989,178.4391983038034,21.22057342786695,-0.46547160762363937,-0.6038454595772951,9.2766,1.4852,9.2907,1.7131,9.304,1.9304,9.3185,2.1657,0.0504,0.0113,0.032,0.0069,0.0445,0.0104,0.0751,0.0181,18.14625659327839,17.61160221558444,17.27980602597626,17.16009655252221,0.049620304,0.0026292822651963446,0.0027237147393373187,0.0025697139072650226,0.0029864556734522717,19.90319115066985,19.39702837314651
246,5,0.023058,178.4763396909785,21.24988013158093,0.17138196341899103,0.14664110274884123,34.2001,1.2657,32.7925,1.3009,31.4495,1.3345,29.9956,1.3708,0.0442,0.0021,0.0304,0.0014,0.0329,0.0016,0.0501,0.0026,16.300298898913216,15.764940596220013,15.47433942515174,15.3203720110087,0.049502973,9.010735653555171E-4,9.3319384284987E-4,8.686418757825913E-4,9.360052898969907E-4,18.483790601029078,17.89857526286078
248,4,0.023498,195.033878757742,33.43766273681645,-0.22684303003934403,-0.18089762375180918,3.4598,2.5253,3.9004,2.6064,0.0,0.0,4.7759,2.7675,0.0049,0.0088,0.0061,0.0075,0.0,0.0,0.0175,0.0175,17.715837347944973,17.45444968949151,-2.8194889699572132E10,17.30092198404037,0.012248,0.0027728253726605505,0.004293711954208521,,0.002007534569830139,18.893375657056023,18.848011025135666
248,3,0.023498,195.02221144211467,33.41609693029632,-0.38730931611129016,-0.308586609772842,11.3483,0.685,11.3095,0.7033,0.0,0.0,11.2325,0.7397,0.0333,0.0072,0.0335,0.0064,0.0,0.0,0.0885,0.0183,19.38394904158885,19.069279545321923,-2.820892534528492E10,18.935764834957936,0.012346,0.010876353201398811,0.017470830186225108,,0.013659437834935095,19.718433447966447,20.189224163533428
248,1,0.023498,195.01133885339192,33.45221530777214,-0.653207081989212,-0.7375082993923385,8.496,0.7678,8.2527,0.8553,0.0,0.0,7.7691,1.0292,0.0115,0.0026,0.0099,0.0021,0.0,0.0,0.0223,0.0055,18.411457284757947,17.859822022589,-2.82004826547025E10,17.462026333529305,0.012082,0.005218746301065284,0.00694745633016692,,0.003222417425322333,20.28490234615734,19.913921155010325
249,4,0.062973,199.8912236688131,14.10843240323915,0.38692596274926316,0.41991506463703665,18.175,0.7981,17.7018,0.8978,17.2503,0.9929,16.7615,1.0959,0.0337,0.0028,0.0233,0.0019,0.0255,0.0023,0.0388,0.0037,17.70855174842536,17.084923493193617,16.754191364374204,16.601898756429044,0.024102064,0.0025046835598108606,0.002429075419322932,0.002029344980247983,0.0023309813294156365,19.531961355509605,19.45420596258984
