brickid,brickname,objid,type,ra,dec,flux_ivar_g,flux_ivar_r,flux_ivar_i,flux_ivar_z
206918,0711m220,4190,DEV,71.12520035863137,-21.87961382758496,465.2417,389.71725,144.30104,36.962322
206918,0711m220,2059,SER,71.07582040865003,-21.87990448550879,610.20166,463.417,186.6193,55.430595
206918,0711m220,2081,SER,71.07629313607447,-21.87999621971105,156.16948,120.90074,51.055267,16.50706
206918,0711m220,2038,DEV,71.07536894053364,-21.87916712372756,199.86142,156.11763,47.412106,12.052174
224504,0760m187,7801,SER,76.12259548716976,-18.71333388555746,2135.3367,1501.7639,661.75433,172.33202
224504,0760m187,7847,SER,76.12394601724732,-18.71397719377732,1473.8922,931.5166,340.69217,82.19457
224504,0760m187,7831,SER,76.1235594281997,-18.71315542993489,359.80627,202.30125,87.23987,22.520483
224504,0760m187,7870,PSF,76.124581223451,-18.71306127636866,4314.7046,3965.8958,1648.6252,413.44193
224504,0760m187,7692,SER,76.119033695372,-18.67883717310202,46.628517,27.245287,13.151971,4.7568026
224504,0760m187,9563,DUP,76.1190790721032,-18.67873540665265,0.0,0.0,0.0,0.0
224504,0760m187,8039,SER,76.12872756807623,-18.69552750239949,96.862526,47.041767,18.444874,4.6138873
20599,0971m697,2034,SER,97.2223377249885,-69.6973551860984,7.1849546,4.1329474,2.0794885,1.1846725
20599,0971m697,3416,DUP,97.22231387110172,-69.69733218703982,0.0,0.0,0.0,0.0
20599,0971m697,2038,SER,97.22345319052988,-69.68528612598803,9.397643,5.5952916,3.5400956,2.080762
420554,1287p157,360,SER,128.6620334262376,15.76294072314921,55.24608,19.90671,7.2090535,4.050538
420554,1287p157,370,SER,128.6624563525526,15.76384033243654,261.44046,97.44386,29.609211,17.567968
420554,1287p157,1105,REX,128.7059611543737,15.79771320620018,248.40732,81.09503,47.68979,31.922277
420554,1287p157,1117,EXP,128.7063751557477,15.7979634896205,96.29898,29.17767,6.9180355,4.9884787
420554,1287p157,716,SER,128.6838085573951,15.79099082429732,97.59689,34.231205,20.635498,11.19219
420554,1287p157,726,SER,128.6843710942975,15.79049411645369,530.2163,199.52762,80.38906,43.233055
420554,1287p157,446,SER,128.6674180043287,15.78626723646112,28.059906,8.64164,7.0902176,3.8625894
339526,1296p015,8306,SER,129.7310932089061,1.412784557146267,43.299355,75.43251,1.4391646,1.1382971
339526,1296p015,7607,SER,129.7108345362294,1.404989034976722,27.779358,43.379826,1.2338786,2.0903804
339526,1296p015,9129,DUP,129.7108386416,1.405051158997235,0.0,0.0,0.0,0.0
339526,1296p015,7854,SER,129.718088653798,1.399198747685501,21.774052,26.795036,0.93520385,1.6848434
339526,1296p015,7859,PSF,129.7182309120078,1.399006141056801,239.78563,231.95381,11.497604,22.426483
339526,1296p015,9130,DUP,129.7181124567662,1.399216989281975,0.0,0.0,0.0,0.0
501132,1370p310,5402,DUP,137.1821683729567,30.89134443978931,0.0,0.0,0.0,0.0
501132,1370p310,5296,REX,137.182132691315,30.89135863532636,22.440643,4.096163,0.0,0.8839518
501132,1370p310,4885,DEV,137.1610857500648,30.88852703965424,385.8999,97.29329,0.0,16.356625
501132,1370p310,4890,SER,137.1614682167713,30.88936418749903,170.79712,35.46235,0.0,7.978486
501132,1370p310,4907,SER,137.1623837628655,30.87827335513489,110.34089,23.646147,0.0,5.0991945
421996,1429p160,3679,SER,143.0551904226769,15.98970612539843,42.9959,14.414446,3.4245584,4.077575
421996,1429p160,3497,REX,143.0456006879086,15.98871735974647,11.030869,3.7324305,1.82159,0.77487063
421996,1429p160,3213,SER,143.0317518534595,15.99813279206816,12.625153,4.4612513,2.3659902,1.0665046
421996,1429p160,2905,SER,143.0164322817605,16.01371716945271,45.52788,12.367264,12.408361,3.5168085
488636,1460p285,3852,SER,146.1286498642796,28.54031347010365,21.062637,8.537034,4.9073095,1.7968991
488636,1460p285,4005,SER,146.1381428347443,28.53368010483206,25.07745,11.234539,8.990539,1.6089625
488636,1460p285,4017,EXP,146.1387653927208,28.53417230557005,269.8521,135.60681,146.04617,27.825464
488636,1460p285,3799,REX,146.1263639094145,28.53481805718086,212.69574,93.16049,52.02073,12.472565
488636,1460p285,3773,SER,146.1252659379537,28.53480709878931,54.990543,25.050045,14.040354,3.417582
427564,1532p170,3406,PSF,153.2543496355677,17.03411719803004,240.0449,76.75779,107.09423,40.38923
427564,1532p170,5364,DUP,153.2553181081385,17.03410968776261,0.0,0.0,0.0,0.0
427564,1532p170,3419,SER,153.2552584410947,17.03427513335899,4.2071724,1.1946112,0.9865168,0.4985352
427564,1532p170,3184,SER,153.2432671688487,17.03079459778517,21.325706,6.661481,5.1217446,2.4615245
427564,1532p170,5365,DUP,153.2742513955387,17.0437426449073,0.0,0.0,0.0,0.0
427564,1532p170,3824,SER,153.2742230933507,17.04376906687544,23.592485,7.829677,5.85755,2.8428664
513403,1559p335,1989,REX,155.93016937439643,33.42009694413524,40.622627,9.169965,-9999.0,7.019611
513403,1559p335,1982,REX,155.9298605860184,33.42103642188596,54.9212,11.647861,-9999.0,8.538461
513403,1559p335,2170,SER,155.94277343085915,33.41409223936866,58.13839,12.416829,-9999.0,9.520874
513403,1559p335,2180,DEV,155.94359206226693,33.41439060166966,70.81515,13.277114,-9999.0,8.698036
513403,1559p335,2080,SER,155.93727781519456,33.41405137073238,59.576645,9.847203,-9999.0,11.678152
513403,1559p335,2461,EXP,155.96667704225166,33.40420871661315,276.4298,49.620934,-9999.0,56.927086
513403,1559p335,2459,SER,155.9664835835643,33.40516276013409,49.824154,10.213457,-9999.0,9.39743
513403,1559p335,2465,EXP,155.96724313717357,33.40512303163919,297.18243,64.3425,-9999.0,107.62842
502436,1570p312,1180,SER,157.0206666929759,31.23020816330698,59.720673,33.921543,0.0,2.7558413
502436,1570p312,1349,DEV,157.0303310450496,31.22960425904854,294.971,190.83145,0.0,18.755398
502436,1570p312,1418,SER,157.034626533431,31.20686057030345,86.584465,49.188107,0.0,5.620904
502436,1570p312,1195,EXP,157.0215217766477,31.19688518282218,621.1076,272.3682,0.0,28.027733
502436,1570p312,1181,EXP,157.0207094719814,31.19713507979533,325.31024,167.40009,0.0,19.452177
502436,1570p312,1184,REX,157.0207882752576,31.19778331549785,654.216,286.55066,0.0,29.11232
466717,1601p242,5054,DUP,160.1176896041229,24.23416644753065,0.0,0.0,0.0,0.0
466717,1601p242,1627,SER,160.1178137831449,24.23412248992252,6.6672864,1.6895854,2.5783398,0.46665865
466717,1601p242,1262,EXP,160.0989648738925,24.23640196978921,151.94081,69.298676,173.60896,16.581427
466717,1601p242,1268,SER,160.0996401426918,24.23677740509459,27.676283,9.765777,19.15562,1.8750877
466717,1601p242,1365,SER,160.105463817595,24.22891625645232,61.099686,26.010601,20.522583,10.286896
466717,1601p242,1250,SER,160.0979346994472,24.218117062578,241.62985,93.54404,101.01476,33.502922
466717,1601p242,1257,REX,160.0985382317538,24.21826882591422,77.14924,27.041965,27.804811,10.785936
346852,1611p027,5455,DUP,161.0694524266129,2.787775651672482,0.0,0.0,0.0,0.0
346852,1611p027,1461,SER,161.0694624321164,2.787771575071178,29.122587,11.018907,5.566352,2.5195014
346852,1611p027,1951,SER,161.0886590441903,2.793372537284227,22.330265,7.5928407,3.3104498,1.2487537
346852,1611p027,5457,DUP,161.0837759035076,2.805496753933276,0.0,0.0,0.0,0.0
346852,1611p027,1837,SER,161.0837845321902,2.805499092512202,100.30421,47.533085,23.091787,12.756801
346852,1611p027,1570,SER,161.0744135350883,2.801443016281456,89.680176,37.126305,15.888592,6.36568
346852,1611p027,5456,DUP,161.074430010559,2.801448483886973,0.0,0.0,0.0,0.0
318055,1618m022,6700,DUP,161.7856875878521,-2.358856722769892,0.0,0.0,0.0,0.0
318055,1618m022,950,SER,161.7856734403225,-2.358853610795526,9.432339,2.2855933,0.42298436,0.6892722
318055,1618m022,6702,DUP,161.8020768966166,-2.333077759405962,0.0,0.0,0.0,0.0
318055,1618m022,1382,SER,161.8018864878908,-2.332915819015037,37.45403,12.54951,2.8147774,3.1329799
318055,1618m022,1294,SER,161.7988142070167,-2.311209411369505,58.30071,18.357729,6.30794,4.262551
318055,1618m022,6701,DUP,161.7989100301914,-2.311220823168394,0.0,0.0,0.0,0.0
356935,1648p045,3340,SER,164.8595290461594,4.430497689710559,15.52043,4.681254,6.374316,1.0872093
356935,1648p045,5502,DUP,164.8595797544271,4.430555147339246,0.0,0.0,0.0,0.0
356935,1648p045,3497,SER,164.8665143237579,4.450992052653255,85.84106,35.010944,43.472797,6.7789154
356935,1648p045,3451,SER,164.8642379200843,4.444907233463884,44.657776,17.436018,19.962187,3.6913238
426231,1652p167,3411,SER,165.3026356518377,16.72426358807883,4.620196,1.3330882,1.2452843,0.50399
426231,1652p167,3150,REX,165.2898889763406,16.75149167797781,1585.7947,524.3456,235.55362,149.78867
426231,1652p167,3162,EXP,165.2905146901276,16.75158247069307,977.8545,308.72528,144.09091,83.542496
426231,1652p167,3154,SER,165.2900877920556,16.75221064756445,65.03744,16.85715,10.23213,5.2763324
426231,1652p167,3009,SER,165.2834657745998,16.73486998596282,27.850508,7.666832,3.9246182,1.9631833
325278,1676m010,384,SER,167.516678321918,-1.004970106170846,66.384735,57.45859,31.91882,18.631315
325278,1676m010,391,EXP,167.5168502117463,-1.004677110111772,49.715424,36.235535,15.977921,7.697605
325278,1676m010,296,SER,167.5127542218795,-1.005626684312333,47.938164,28.93072,17.991905,7.2405066
325278,1676m010,304,SER,167.5132895759921,-1.005598358581457,230.85938,135.46196,75.1972,24.52165
325278,1676m010,294,SER,167.512643569628,-1.005000225086594,247.72787,145.9538,92.16969,31.775894
325278,1676m010,870,SER,167.5390798010606,-1.013468111430023,41.837654,23.903706,8.775984,4.900898
325278,1676m010,853,SER,167.5384082402084,-1.013161655652149,370.61368,203.55267,70.64746,34.469265
325278,1676m010,888,EXP,167.5397069086576,-1.013979289783122,144.52214,78.84146,24.017044,11.405663
325278,1676m010,588,PSF,167.5264443573064,-1.02212399885705,1048.0792,537.88995,380.0265,87.54787
325278,1676m010,584,SER,167.5261035286813,-1.021252338016023,111.42274,69.54506,63.470673,20.57586
493760,1681p295,690,SER,168.002160282404,29.40591666699664,46.484703,15.106748,8.446451,2.260014
493760,1681p295,370,EXP,167.9815480484855,29.43276559023652,574.3755,190.23097,284.20056,39.425606
493760,1681p295,382,SER,167.9824744936344,29.43309680026038,70.98677,25.027636,27.606735,4.0788307
493760,1681p295,627,SER,167.9983969039964,29.42771908085983,17.67287,7.386184,5.5086064,1.0639784
493760,1681p295,965,SER,168.0193449660625,29.40124900927237,299.27087,102.04184,69.52089,16.087334
493760,1681p295,970,SER,168.0198611603887,29.40156252050033,73.16835,26.069927,15.006132,3.90202
498763,1694p305,4069,SER,169.4989741521495,30.5481299308621,48.13629,10.174653,0.0,3.540548
498763,1694p305,4178,SER,169.5031811080999,30.54067660141176,230.90309,83.936615,0.0,35.77926
498763,1694p305,4188,SER,169.5035696181568,30.54045052288772,112.24013,36.088577,0.0,15.02328
498763,1694p305,4678,REX,169.5256052218398,30.53044278003313,147.33698,41.002254,0.0,16.077301
498763,1694p305,4833,SER,169.5322157319099,30.52027717707466,228.51952,80.125015,0.0,30.332016
293663,1698m065,6339,SER,169.9230100629089,-6.524597047655746,14.819833,5.5093246,2.4232564,0.75821847
293663,1698m065,6233,SER,169.9192724902598,-6.499577417439074,61.170105,24.447983,12.401897,6.898446
293663,1698m065,6196,EXP,169.9175605318031,-6.518517724623781,741.3092,339.6628,172.25854,112.7849
293663,1698m065,6211,SER,169.9182950321516,-6.517915002121144,73.93031,28.206148,17.352165,9.601943
293663,1698m065,6199,SER,169.917587895174,-6.517389513935357,489.2441,189.91772,84.42122,44.51587
293663,1698m065,6936,DUP,169.9205030343366,-6.494121630024186,0.0,0.0,0.0,0.0
293663,1698m065,6263,SER,169.9204890712538,-6.494103278591494,34.648163,12.655983,6.242708,4.0551906
328175,1718m005,5180,SER,171.9633960278488,-0.4702064079155093,16.196892,7.8794956,1.800335,2.2515166
328175,1718m005,6171,DUP,171.9634450570674,-0.4701187427720763,0.0,0.0,0.0,0.0
328175,1718m005,5084,PSF,171.9597513865835,-0.4514677952946681,859.4539,357.20767,106.09624,77.67632
328175,1718m005,5093,REX,171.9601366068491,-0.4511256666447173,206.16806,118.72464,36.409687,40.015385
328175,1718m005,5631,SER,171.9805246572288,-0.4725503499350716,78.907906,42.346344,14.824841,9.312905
419335,1728p155,7631,SER,172.9441519508484,15.38917229504831,31.637205,219.16922,6.989141,2.6366208
419335,1728p155,7347,EXP,172.9366402124885,15.40822309198747,973.6963,6778.1133,162.22574,84.75966
419335,1728p155,7361,EXP,172.9370271128429,15.40902920537789,349.20685,1914.187,77.309654,39.299675
419335,1728p155,7363,SER,172.9370765744094,15.4093472574198,62.16179,394.48517,15.548296,6.5948434
419335,1728p155,7370,SER,172.9372209622964,15.40983153784126,579.1072,3129.5266,115.53082,61.915195
419335,1728p155,8038,EXP,172.9540866980236,15.40604579979338,41.665794,308.19498,7.4021463,2.819869
419335,1728p155,8025,SER,172.9538411941126,15.40681461877469,67.69529,405.28143,18.98262,8.199742
419335,1728p155,7537,SER,172.9413917881526,15.41708730773541,200.74138,1475.6871,37.14136,15.560514
419335,1728p155,7533,SER,172.9413327306714,15.41778817790734,21.251442,160.65753,5.4083667,2.2506301
453492,1742p217,1330,SER,174.1519858207358,21.67810875376751,96.96138,45.370342,39.025917,16.257158
453492,1742p217,1317,SER,174.1514731471739,21.6788836727322,23.137154,7.5905585,5.3891926,2.0193362
453492,1742p217,1338,EXP,174.1521328825822,21.67924292167517,110.50364,48.51671,32.6091,12.61101
453492,1742p217,2084,SER,174.1896907042591,21.710033858281,2.704737,1.0562574,0.46566758,0.20976344
453492,1742p217,5523,DUP,174.1896949249704,21.71005651485209,0.0,0.0,0.0,0.0
453492,1742p217,1634,SER,174.1677714724082,21.700152132351,26.804764,11.409729,8.2247925,1.9200048
453492,1742p217,1652,EXP,174.1685202200961,21.69989212707423,287.53973,156.49854,98.024925,25.740273
453492,1742p217,1420,SER,174.1569608413731,21.68986819943703,39.288807,13.597641,9.089966,3.2893553
453492,1742p217,1418,SER,174.1568297133209,21.69064871524099,275.313,123.47302,74.36166,27.114918
453492,1742p217,1397,SER,174.1558375648642,21.69096403935301,192.46188,74.03754,40.34456,13.189655
402555,1742p125,2374,REX,174.2603034280809,12.45931175838673,218.27603,90.10385,74.121506,40.191055
402555,1742p125,2378,SER,174.2605911844514,12.45932558946077,90.08839,31.617805,27.069954,14.31218
402555,1742p125,2380,DEV,174.2607015507067,12.4599814268285,682.51776,254.7536,149.06647,56.813385
402555,1742p125,2266,SER,174.2543527235245,12.45637757768723,533.2445,171.24785,112.43029,45.704815
402555,1742p125,2280,DEV,174.2553706738363,12.45636658174173,115.66247,31.189865,18.498709,6.10252
402555,1742p125,2270,EXP,174.2546993891416,12.45710497774324,65.93761,16.70816,12.306314,4.951518
402555,1742p125,2272,DEV,174.2550314546098,12.45799759319897,200.82837,62.384666,42.667747,16.25379
402555,1742p125,2473,EXP,174.2656486907827,12.45730521156243,814.4437,311.5294,172.42114,64.26248
402555,1742p125,2468,SER,174.2654179415284,12.45811032280742,122.48125,37.455215,26.982056,10.072944
402555,1742p125,2465,PSF,174.2652305472285,12.4586410041534,921.4916,370.90436,218.57736,84.21418
402555,1742p125,2099,SER,174.2458762879411,12.44784600723115,365.95056,111.12367,72.56554,25.066965
402555,1742p125,2119,SER,174.2469247518075,12.44768125230461,275.48184,97.52538,65.90108,26.59262
402555,1742p125,2113,SER,174.24678039408,12.44827886776981,42.573544,11.678196,9.351073,4.0564585
472026,1790p252,4984,SER,179.0601589568412,25.35415458397431,105.56361,47.282875,32.690865,6.120591
473329,1790p255,5405,SER,179.0865144761123,25.37506765492093,17.62358,7.620937,5.568982,1.0139238
473329,1790p255,7808,DUP,179.0866581864632,25.37512277106457,0.0,0.0,0.0,0.0
473329,1790p255,4473,EXP,179.0540644275235,25.37709075875552,645.0424,293.10336,173.66339,18.894571
473329,1790p255,4458,SER,179.0536781221025,25.37739731079984,795.76135,402.3721,252.95802,29.66988
457518,1790p225,5693,SER,179.1850465568519,22.50402998346678,155.09698,54.783806,41.89481,14.299959
457518,1790p225,5692,REX,179.184889270458,22.50433755604412,481.24713,174.75179,157.67313,52.322346
457518,1790p225,5637,SER,179.1819869431489,22.49852413477365,204.16841,84.659904,65.802956,12.945292
457518,1790p225,5646,SER,179.1824473723358,22.49848049142986,49.76471,20.986229,14.891392,3.2480683
457519,1793p225,144,REX,179.1940967637055,22.49730610400682,189.48541,71.28057,27.434153,7.585879
457519,1793p225,155,SER,179.1949307790319,22.4979081304064,80.403755,32.21815,13.973044,4.3722897
448154,1844p207,3275,SER,184.444488026471,20.7538231852663,288.09543,87.440475,58.389076,28.152508
448154,1844p207,3229,SER,184.4428940905091,20.7547659275824,543.992,170.18878,109.27226,27.374897
448154,1844p207,3247,SER,184.4438776336825,20.75444358665416,47.21011,11.216242,10.028872,4.6291537
448154,1844p207,3051,REX,184.4356191549969,20.74147848383586,81.15529,15.373038,15.49398,5.650807
448154,1844p207,3078,EXP,184.4365634445161,20.741640960064,616.85266,191.86632,108.42246,42.210056
448154,1844p207,2907,EXP,184.4286766428498,20.74197776520499,279.40454,60.079166,52.248253,18.413002
448154,1844p207,2922,SER,184.4291687279228,20.74142588126161,298.04327,74.85503,75.17253,30.567688
448154,1844p207,2932,SER,184.4295267561779,20.74184531738134,158.17722,34.706215,36.350975,14.531136
448154,1844p207,3149,EXP,184.4395403178432,20.73697835828089,240.45844,95.30394,67.24541,37.167244
448154,1844p207,3151,SER,184.4396815873358,20.7374576257228,72.52008,27.194056,21.017641,11.859406
448154,1844p207,3155,REX,184.4398245616394,20.7377507960966,255.37032,117.00087,87.044685,51.98789
442756,1883p197,5794,DUP,188.394129750094,19.8514793384073,0.0,0.0,0.0,0.0
442756,1883p197,3905,SER,188.3941350982587,19.85147470189254,27.933403,7.868483,9.818445,2.1533105
444113,1883p200,3966,SER,188.4132149069272,19.87870153643733,105.28851,29.792805,23.349998,6.290935
442756,1883p197,4128,SER,188.4074270292317,19.86575371114036,56.43053,14.36816,8.59045,3.0640576
442756,1883p197,5795,DUP,188.4074583180711,19.86574288310953,0.0,0.0,0.0,0.0
442756,1883p197,4639,PSF,188.4350062201653,19.86478733968468,697.0986,468.80084,179.96631,49.113373
442756,1883p197,4647,REX,188.4351670354473,19.86523569221862,106.89596,30.5088,18.175747,3.7661514
442756,1883p197,4632,EXP,188.4345765930751,19.86601754007992,521.0655,156.59067,74.081795,16.460474
434580,1903p182,5613,DUP,190.3347761782842,18.30641523057951,0.0,0.0,0.0,0.0
434580,1903p182,1789,DEV,190.3347780883998,18.30641529825251,23.913706,14.058275,2.9564915,1.9891658
434580,1903p182,1323,REX,190.3125475820773,18.30388763802092,744.7561,453.8371,76.755516,40.25482
434580,1903p182,1337,REX,190.3133046107841,18.30414904898066,40.524307,25.58736,4.835437,2.3944235
434580,1903p182,1330,REX,190.3130499849672,18.30461934529819,687.51245,416.10254,70.85764,37.83996
434580,1903p182,1350,PSF,190.3139898465593,18.30409526563585,976.2126,601.72565,94.19147,51.824223
434580,1903p182,5612,DUP,190.3042009484035,18.30267819091831,0.0,0.0,0.0,0.0
434580,1903p182,1147,SER,190.3042137456695,18.30263836065445,14.99092,9.141272,1.8565452,1.1061013
434580,1903p182,2183,SER,190.3524647842002,18.31344056490991,125.73645,63.713787,29.786854,9.561485
362801,1956p055,4141,SER,195.7292305469936,5.520746590546139,40.702366,9.268001,9.278962,2.6958196
362801,1956p055,6271,DUP,195.7292274469256,5.520771423642831,0.0,0.0,0.0,0.0
362801,1956p055,4294,SER,195.7351779823257,5.517226541992109,50.85634,10.914343,10.02087,2.769699
362801,1956p055,6273,DUP,195.7352775796902,5.517250211273024,0.0,0.0,0.0,0.0
362801,1956p055,4270,SER,195.7342357935889,5.511872178471362,91.60661,26.395845,25.473734,7.041359
362801,1956p055,4258,SER,195.7339956565311,5.512122711978418,37.902256,10.369437,10.390042,2.9867413
362801,1956p055,6272,DUP,195.7320189507959,5.540627525336333,0.0,0.0,0.0,0.0
362801,1956p055,4200,SER,195.7320321707602,5.540629306647933,17.863224,3.930833,3.373085,0.90110445
491345,1972p290,1927,SER,197.1935285196431,28.88018549061634,13.087329,4.732147,2.4544315,0.93405646
491345,1972p290,1605,SER,197.1819850283685,28.89099568474175,111.48109,43.960846,22.217474,8.756007
498860,1975p305,2014,SER,197.4829165496734,30.42129399499116,7.1539345,2.2523441,0.0,0.71178067
498860,1975p305,1524,SER,197.452025666608,30.42944441459692,385.76312,159.14899,0.0,45.19844
498860,1975p305,1534,REX,197.4529090712558,30.42953795617289,63.81731,22.879223,0.0,8.648624
498860,1975p305,1829,SER,197.4725220256504,30.42860582430374,13.237516,4.1406393,0.0,1.1515483
498860,1975p305,1828,REX,197.4725087007664,30.4293589762538,1614.8783,520.43506,0.0,108.43656
498860,1975p305,2136,SER,197.4909334384504,30.41602685475432,9.294537,2.0853133,0.0,0.84475946
404056,1983p127,2409,PSF,198.2808589758615,12.66052937330569,1138.1548,483.83267,74.42447,128.67651
404056,1983p127,2388,DEV,198.2801369723598,12.66121237220468,15.832811,4.1128087,1.015432,2.2064257
404056,1983p127,5632,DUP,198.280132761102,12.66121660555178,0.0,0.0,0.0,0.0
404056,1983p127,1936,SER,198.2608024976516,12.6977041752871,24.387104,8.392107,1.9291923,4.2429266
404056,1983p127,5631,DUP,198.2607559449053,12.69774217883409,0.0,0.0,0.0,0.0
404056,1983p127,2422,SER,198.2811769270057,12.68375142899898,57.235733,21.937492,3.0950694,7.6324043
404056,1983p127,2099,EXP,198.2685821305454,12.71326428388539,41.59866,15.298517,1.9039743,4.8735585
371408,1985p070,1774,SER,198.4552197069566,6.962585863325409,14.660201,2.5104356,1.8541883,0.8316095
371408,1985p070,2324,SER,198.4756969657215,6.960822572872489,6.437577,0.88472116,1.0802116,0.45649695
371408,1985p070,6458,DUP,198.4757039053728,6.960857917260991,0.0,0.0,0.0,0.0
371408,1985p070,1389,EXP,198.439391789458,6.976625378647349,54.021156,9.837225,8.70006,2.6403673
371408,1985p070,1407,EXP,198.4402283438341,6.977091864346733,56.74771,9.806726,10.321851,2.9839451
371408,1985p070,1416,EXP,198.4405246335886,6.977952836104018,572.0862,156.2962,169.22383,43.61063
371408,1985p070,1286,SER,198.4354238371457,6.992117184782036,6.521038,0.7459102,0.75644845,0.40255275
371408,1985p070,6457,DUP,198.4352840647814,6.99217053253688,0.0,0.0,0.0,0.0
429116,1986p172,884,SER,198.5761485151022,17.20359202479521,337.34082,189.72163,181.9878,117.32864
429116,1986p172,897,SER,198.5766331723389,17.20442568463601,46.542885,21.62822,20.580551,11.59603
429116,1986p172,912,SER,198.5769879391348,17.20529890534329,234.25632,128.77528,116.52467,79.28763
429116,1986p172,845,DEV,198.5747032604654,17.21690863744482,749.64734,432.36914,333.5009,207.62608
429116,1986p172,816,PSF,198.5737351261318,17.21751873420242,1920.4546,1038.5616,711.2476,540.79016
429116,1986p172,835,SER,198.5742331190466,17.21775436042278,91.09621,45.179417,34.886364,18.461195
429116,1986p172,589,SER,198.5664910171698,17.23412448667367,45.00834,25.219358,20.383316,13.088274
429116,1986p172,615,DEV,198.5672731060832,17.23448363526048,450.50372,279.0914,220.49864,156.91223
429116,1986p172,895,EXP,198.576531607872,17.24698504380621,344.11063,186.8104,107.29295,64.755585
429116,1986p172,926,REX,198.5775954543825,17.24691121766979,495.80685,378.96527,288.94083,210.48407
429116,1986p172,922,SER,198.577428067335,17.2472186772797,220.08743,153.01721,115.27279,77.56862
513549,1995p335,3581,SER,199.71809529744556,33.54017601633738,6.927169,3.236318,-9999.0,0.876279
513549,1995p335,3354,SER,199.69845439834071,33.531047083861154,11.038639,5.103506,-9999.0,2.345943
513550,1998p335,135,SER,199.74309558348392,33.55986181720765,26.45789,10.686515,-9999.0,6.634649
513549,1995p335,3707,EXP,199.72991145262432,33.55064241419952,18.023167,8.569347,-9999.0,2.504984
513549,1995p335,3699,REX,199.7294607733839,33.551265904257065,59.30352,25.96296,-9999.0,9.587636
513549,1995p335,3716,REX,199.730485306935,33.550092268001215,208.40433,70.13916,-9999.0,45.329422
513549,1995p335,3723,EXP,199.73104719792437,33.55052057755883,226.98016,70.37699,-9999.0,39.429035
517145,2000p342,3636,SER,200.17086135587135,34.1842683882709,14.940275,5.350508,-9999.0,5.774024
517145,2000p342,3631,SER,200.1704190887689,34.185140391813526,37.931484,12.799376,-9999.0,9.734404
517146,2003p342,445,SER,200.2378506358787,34.213770765981145,5.18963,1.925819,-9999.0,2.256675
517146,2003p342,202,SER,200.21617584878547,34.1991582168923,9.01885,3.274968,-9999.0,5.034572
517145,2000p342,3903,SER,200.1958442921871,34.19269709677002,16.352274,5.722063,-9999.0,6.815691
506276,2019p320,4957,SER,202.0120340909124,31.95875696640894,7.093591,1.8231146,0.0,1.000252
506276,2019p320,5912,DUP,202.0120587996652,31.95877025435776,0.0,0.0,0.0,0.0
506276,2019p320,5294,SER,202.0280164716707,31.93186678820862,7.841966,2.3963904,0.0,1.0883967
506276,2019p320,5311,PSF,202.0285804328857,31.93262615632243,491.04028,186.57199,0.0,58.123146
506276,2019p320,5034,SER,202.0149213727568,31.91335037256854,470.755,144.45189,0.0,40.01556
506276,2019p320,5053,EXP,202.0160490512872,31.91353145504701,108.5708,35.340153,0.0,13.635602
385687,2024p095,5132,SER,202.4943399340786,9.40343884828025,25.705753,10.187737,5.890791,8.056612
385687,2024p095,5923,DUP,202.4943379531815,9.403447558489566,0.0,0.0,0.0,0.0
385687,2024p095,4998,EXP,202.4890338010542,9.430217658322215,244.85571,113.41229,39.68232,35.310974
385687,2024p095,5922,DUP,202.4912269092639,9.410944566411583,0.0,0.0,0.0,0.0
385687,2024p095,5055,SER,202.4912720525582,9.410954546484907,31.595173,14.753281,9.149124,7.703635
385687,2024p095,4934,SER,202.4859264036922,9.443291475293258,13.146402,5.918086,7.3125772,3.121908
385687,2024p095,5921,DUP,202.4859244736586,9.44330580285102,0.0,0.0,0.0,0.0
394201,2032p110,4432,SER,203.3176292467846,11.07596409190402,48.23459,16.945265,12.416098,3.6094985
394201,2032p110,4440,EXP,203.3178121602868,11.07620638592481,761.39087,316.49362,272.55887,82.53502
394201,2032p110,4917,PSF,203.3388877855502,11.10257931629449,1730.2329,596.548,345.30862,81.0694
394201,2032p110,4939,SER,203.3395211011225,11.1023216587484,156.54317,56.88756,36.569912,14.520578
394201,2032p110,4948,DEV,203.3398844621999,11.10307079384734,89.84481,28.421831,15.524406,4.337546
394201,2032p110,4565,EXP,203.3245537692699,11.08774620061778,785.1643,294.1916,232.79233,73.40484
394201,2032p110,4567,EXP,203.3246429798482,11.08851325656476,651.6693,225.0257,181.18895,57.762238
394201,2032p110,4598,SER,203.3254213551364,11.08809108960173,36.40267,11.017242,8.110553,2.4985332
394201,2032p110,4581,SER,203.3250140051176,11.08914415139345,548.87805,177.45201,135.33618,40.561153
394201,2032p110,4676,SER,203.3288817755592,11.11713539728828,17.977531,4.9986515,4.2657366,1.9708595
394201,2032p110,6106,DUP,203.3288723847659,11.11714820891362,0.0,0.0,0.0,0.0
357095,2049p045,1243,SER,204.8640211671729,4.510612238136396,19.003822,7.7896094,3.1476252,2.0015912
357095,2049p045,6893,DUP,204.8738498089908,4.511373876377535,0.0,0.0,0.0,0.0
357095,2049p045,1506,SER,204.8738495829156,4.511382287086172,58.17128,23.98863,11.74905,6.7017374
357095,2049p045,1778,SER,204.8841890871623,4.507998329909306,171.75293,75.09291,31.28645,13.618836
357095,2049p045,1787,PSF,204.8844367982987,4.507455893307768,1040.6055,541.27484,290.05927,136.8896
