group_id,index,brickid,brickname,objid,type,ra,dec,ebv,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,Group,Gal,ID,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,z,log_M_stellar,e_log_M_stellar,log_SFR,e_log_SFR
155581,855,362972,2386p055,10809,SER,238.6670948397609,5.486108968420996,0.059208646,1.615033,1.5510938,1.4950936,1.8346927,2.2739098,80313.15,18.23512,17.734102,17.479685,17.369333,17.730034,18.20178,17.572123,13.969323,0.5010185,0.25441742,0.36476898,0.11035156,855,855,10809,0.616621903313972,572.9596,0.0017,572.7335,0.0021,11.7604,0.0098,18.3312,0.0006,1.1114,0.0010,0.5292,0.0002,-39.0428,0.0251,572.9596,0.0017,572.7335,0.0021,12.1797,0.0071,17.8088,0.0005,1.0836,0.0007,0.5292,0.0002,-39.0428,0.0251,572.9596,0.0017,572.7335,0.0021,12.5797,0.0135,17.4810,0.0018,1.0570,0.0013,0.5292,0.0002,-39.0428,0.0251,572.9596,0.0017,572.7335,0.0021,13.0128,0.0227,17.4193,0.0016,1.0282,0.0022,0.5292,0.0002,-39.0428,0.0251,0.0878,9.985,0.04,0.068,0.037
86661,856,347017,2023p027,333,SER,202.2604430623232,2.695034278347142,0.027885905,1.5388647,1.3460162,1.2351599,1.4894866,2.2586458,220511.03,16.58699,15.823219,15.440106,15.189928,15.36491,15.817006,14.354036,14.079484,0.76377106,0.3831129,0.63329124,0.25017834,856,856,333,0.601564029470166,344.1280,0.0019,343.7153,0.0021,17.0865,0.0299,16.5087,0.0013,1.7998,0.0038,0.7917,0.0006,-34.7585,0.1004,344.1280,0.0019,343.7153,0.0021,18.1557,0.0241,15.6913,0.0009,2.4339,0.0030,0.7917,0.0006,-34.7585,0.1004,344.1280,0.0019,343.7153,0.0021,19.1758,0.0413,15.2866,0.0013,3.0389,0.0050,0.7917,0.0006,-34.7585,0.1004,344.1280,0.0019,343.7153,0.0021,20.2801,0.0670,15.0378,0.0019,3.6938,0.0082,0.7917,0.0006,-34.7585,0.1004,0.1012,11.266,0.033,0.737,0.13
153817,857,358607,2239p047,5872,SER,223.9958793143707,4.739368670394452,0.038749423,1.2947812,1.376429,1.5489229,1.2250228,2.0271556,109516.15,17.230963,16.842789,16.65161,16.542738,16.740496,17.110603,14.776222,13.483119,0.38817406,0.19117928,0.30005074,0.10887146,857,857,5872,1.22703868176217,344.3030,0.0014,343.1629,0.0017,7.2106,0.0078,17.2152,0.0007,1.7804,0.0032,0.5408,0.0004,-38.3495,0.0414,344.3030,0.0014,343.1629,0.0017,7.4728,0.0067,16.8098,0.0007,1.9262,0.0026,0.5408,0.0004,-38.3495,0.0414,344.3030,0.0014,343.1629,0.0017,7.7229,0.01,16.6405,0.0012,2.0652,0.0035,0.5408,0.0004,-38.3495,0.0414,344.3030,0.0014,343.1629,0.0017,7.9936,0.0155,16.4573,0.0011,2.2157,0.0054,0.5408,0.0004,-38.3495,0.0414,0.0815,10.142,0.08,0.664,0.036
298815,858,360110,2407p050,2277,SER,240.7678594307543,5.065827187941434,0.054348756,1.4122797,1.383488,1.4426892,1.4215097,0.6398146,103254.87,18.268003,17.662588,17.312948,17.144297,17.085705,17.40439,15.669361,15.76339,0.60541534,0.3496399,0.5182915,0.16865158,858,858,2277,0.924638284907619,116.5547,0.0059,116.0862,0.0084,8.1922,0.0168,18.2536,0.0021,0.5571,0.0048,0.6427,0.0010,30.3076,0.1484,116.5547,0.0059,116.0862,0.0084,8.0481,0.0118,17.6580,0.0016,0.6004,0.0030,0.6427,0.0010,30.3076,0.1484,116.5547,0.0059,116.0862,0.0084,7.9107,0.0131,17.3200,0.0020,0.6416,0.0037,0.6427,0.0010,30.3076,0.1484,116.5547,0.0059,116.0862,0.0084,7.7619,0.0199,17.1548,0.0024,0.6863,0.0063,0.6427,0.0010,30.3076,0.1484,0.1253,10.432,0.072,0.806,0.076
90568,859,342462,1436p020,5355,SER,143.6308166117535,2.070784310120061,0.0470854,1.2800462,1.3004165,0.91855544,1.1202016,4.7456474,23806.547,18.21464,17.03237,16.559746,16.210161,16.182306,16.564232,16.091234,,1.18227,0.47262383,0.8222084,0.34958458,859,859,5355,0.941060933461519,343.8328,0.0019,343.4978,0.0021,12.0894,0.0477,18.2159,0.0022,3.2998,0.0137,0.4366,0.0006,42.2248,0.0482,343.8328,0.0019,343.4978,0.0021,11.7357,0.0328,17.1080,0.0016,3.7771,0.0099,0.4366,0.0006,42.2248,0.0482,343.8328,0.0019,343.4978,0.0021,11.3983,0.0561,16.6149,0.0032,4.2324,0.0179,0.4366,0.0006,42.2248,0.0482,343.8328,0.0019,343.4978,0.0021,11.0330,0.0944,16.3019,0.0043,4.7253,0.0299,0.4366,0.0006,42.2248,0.0482,0.1524,11.248,0.055,-0.472,0.75
387047,860,491373,2052p290,137,SER,205.1095582281833,28.92979381831818,0.013954989,1.2558647,1.1458979,0.0,1.2025098,1.9598656,91009.805,16.655277,15.779081,Infinity,15.106993,16.581087,17.23631,14.506676,13.668083,0.8761959,Infinity,0.6720886,Infinity,860,860,137,0.933222893011887,115.1754,0.0120,115.0926,0.0064,29.1157,0.0598,16.8235,0.0020,1.0549,0.0033,0.4692,0.0004,73.219,0.0551,115.1754,0.0120,115.0926,0.0064,27.1081,0.0429,16.0571,0.0013,1.2457,0.0022,0.4692,0.0004,73.219,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.1754,0.0120,115.0926,0.0064,23.1188,0.0684,15.5533,0.0022,1.6249,0.0050,0.4692,0.0004,73.219,0.0551,0.1338,11.408,0.027,0.714,0.063
161814,861,331622,3136p000,8791,SER,313.7388499230004,0.0857955326559711,0.08343331,1.7290798,1.5360364,1.238287,1.3527447,2.3971217,8314.441,18.598398,17.563381,17.105087,16.79695,16.83753,17.300707,17.225338,15.439172,1.035017,0.4582939,0.7664318,0.3081379,861,861,8791,0.653619617411614,344.3143,0.0037,344.4090,0.0021,7.1378,0.0233,18.5606,0.0021,2.0681,0.0142,0.2755,0.0007,62.6472,0.0469,344.3143,0.0037,344.4090,0.0021,6.9035,0.0157,17.5163,0.0015,2.1524,0.0095,0.2755,0.0007,62.6472,0.0469,344.3143,0.0037,344.4090,0.0021,6.6801,0.0158,17.0415,0.0021,2.2328,0.0095,0.2755,0.0007,62.6472,0.0469,344.3143,0.0037,344.4090,0.0021,6.4381,0.0237,16.7612,0.0021,2.3198,0.0144,0.2755,0.0007,62.6472,0.0469,0.1118,10.789,0.075,-0.163,0.653
99004,862,290349,0562m070,5430,SER,56.35082429758675,-7.090036074472819,0.07250476,1.6972684,1.4503791,1.229616,1.0558957,1.5629152,32903.855,18.418465,17.544424,17.1108,16.842285,16.917152,17.286509,15.72852,14.698579,0.8740406,0.43362427,0.7021389,0.26851463,862,862,5430,0.390960456215828,344.1642,0.0061,343.9910,0.0044,12.2124,0.0252,18.3996,0.0017,0.9845,0.0044,0.6305,0.0008,-89.8843,0.103,344.1642,0.0061,343.9910,0.0044,11.9536,0.0168,17.5421,0.0012,1.2639,0.0030,0.6305,0.0008,-89.8843,0.103,344.1642,0.0061,343.9910,0.0044,11.7067,0.0206,17.0747,0.0023,1.5304,0.0037,0.6305,0.0008,-89.8843,0.103,344.1642,0.0061,343.9910,0.0044,11.4395,0.0332,16.8654,0.0018,1.8189,0.0058,0.6305,0.0008,-89.8843,0.103,0.1332,10.831,0.049,0.428,0.125
97492,863,267420,0158m110,5284,DEV,15.96934693511766,-10.98990533707598,0.027815431,1.3201684,1.2136911,1.2655665,1.4495233,4.0,0.0,17.378986,16.425287,15.994666,15.714159,15.923223,16.343025,15.436235,,0.9536991,0.43062115,0.71112823,0.2805071,863,863,5284,0.572228457213518,344.0689,0.0020,344.2715,0.0024,15.2369,0.0696,17.3800,0.0030,2.6874,0.0123,0.6823,0.0005,22.2979,0.0871,344.0689,0.0020,344.2715,0.0024,15.49,0.0442,16.4457,0.0018,3.2842,0.0075,0.6823,0.0005,22.2979,0.0871,344.0689,0.0020,344.2715,0.0024,15.7315,0.0496,15.9897,0.0018,3.8536,0.0089,0.6823,0.0005,22.2979,0.0871,344.0689,0.0020,344.2715,0.0024,15.9930,0.0813,15.7353,0.0027,4.4700,0.0151,0.6823,0.0005,22.2979,0.0871,0.1263,11.279,0.026,0.388,0.122
212813,864,502760,2516p312,3151,SER,251.6188486691923,31.30970552270223,0.034940824,1.694029,1.4171923,0.0,1.3408064,6.0,17474.84,17.557945,16.45208,Infinity,15.724297,15.749013,16.140661,16.40346,,1.1058655,Infinity,0.7277832,Infinity,864,864,3151,0.348529032226373,344.4783,0.0018,344.3214,0.0019,14.8434,0.0982,17.4144,0.0034,5.0385,0.0238,0.9309,0.0011,-59.6994,0.507,344.4783,0.0018,344.3214,0.0019,14.4181,0.0641,16.3451,0.0022,5.4377,0.0150,0.9309,0.0011,-59.6994,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.4783,0.0018,344.3214,0.0019,13.5729,0.1183,15.6907,0.0041,6.2308,0.0312,0.9309,0.0011,-59.6994,0.507,0.1663,11.442,0.037,-0.073,0.408
100808,865,278739,0074m090,5231,SER,7.54609946968566,-8.99412531978003,0.038671073,1.4601201,1.3223705,1.7623316,1.5983554,3.3350875,4598.073,18.612656,17.65668,17.251352,16.969826,17.207785,17.756159,18.555178,13.911842,0.9559765,0.40532684,0.6868534,0.28152657,865,865,5231,0.477397236248208,343.6437,0.0016,344.1607,0.0019,4.7736,0.0152,18.5466,0.0023,3.0773,0.0256,0.5681,0.0012,37.7944,0.1024,343.6437,0.0016,344.1607,0.0019,4.5572,0.0101,17.6020,0.0015,3.2271,0.0162,0.5681,0.0012,37.7944,0.1024,343.6437,0.0016,344.1607,0.0019,4.3508,0.0095,17.2224,0.0015,3.3700,0.0179,0.5681,0.0012,37.7944,0.1024,343.6437,0.0016,344.1607,0.0019,4.1273,0.0142,16.9457,0.0022,3.5248,0.0293,0.5681,0.0012,37.7944,0.1024,0.0964,10.486,0.025,-1.819,0.826
408202,866,466658,1440p242,5349,SER,144.1224707091067,24.31010469666231,0.024416659,1.645535,1.7684835,1.2792708,1.2037965,6.0,22207.05,17.075012,16.161158,15.755439,15.515544,15.816997,16.379662,16.958563,,0.9138546,0.4057188,0.6456137,0.23989487,866,866,5349,0.459043035366147,344.3825,0.0043,343.4406,0.0038,8.1652,0.0666,17.0850,0.0050,3.3820,0.0394,0.7237,0.0023,60.9891,0.2996,344.3825,0.0043,343.4406,0.0038,7.1851,0.0394,16.2684,0.0034,3.4634,0.0238,0.7237,0.0023,60.9891,0.2996,344.3825,0.0043,343.4406,0.0038,6.25,0.0268,15.8287,0.0027,3.5410,0.0205,0.7237,0.0023,60.9891,0.2996,344.3825,0.0043,343.4406,0.0038,5.2377,0.0439,15.7035,0.0044,3.6251,0.0337,0.7237,0.0023,60.9891,0.2996,0.0698,10.727,0.033,-1.81,0.624
427468,867,427838,2248p170,3058,SER,224.8212909062085,17.06491499052742,0.035096675,1.5280913,1.5992035,0.0,1.3089814,2.1976967,13179.154,18.546602,17.463427,Infinity,16.663721,16.601816,16.996069,16.510395,,1.0831757,Infinity,0.7997055,Infinity,867,867,3058,0.495799417940452,573.3113,0.0025,573.3220,0.0047,11.2589,0.0309,18.4968,0.0021,1.6687,0.0078,0.3167,0.0005,24.0097,0.043,573.3113,0.0025,573.3220,0.0047,10.6846,0.0199,17.4563,0.0012,1.8712,0.0046,0.3167,0.0005,24.0097,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.3113,0.0025,573.3220,0.0047,9.5435,0.0397,16.6640,0.0026,2.2734,0.0113,0.3167,0.0005,24.0097,0.043,0.1446,11.144,0.047,-0.296,0.692
460056,868,426256,1717p167,5563,SER,171.9013340083,16.80915894706832,0.02774075,1.1939397,1.1416979,1.2776077,1.096482,4.175616,13334.771,17.791773,16.826122,16.443117,16.1827,16.37347,16.850348,18.757593,15.921015,0.96565056,0.38300514,0.6434231,0.26041794,868,868,5563,0.465097970141261,343.9679,0.0017,344.0503,0.0016,8.2169,0.0574,17.7367,0.0040,3.7266,0.0250,0.9282,0.0014,-48.27,0.6322,343.9679,0.0017,344.0503,0.0016,8.2578,0.0349,16.7791,0.0024,3.9879,0.0149,0.9282,0.0014,-48.27,0.6322,343.9679,0.0017,344.0503,0.0016,8.2968,0.0386,16.3836,0.0025,4.2373,0.0161,0.9282,0.0014,-48.27,0.6322,343.9679,0.0017,344.0503,0.0016,8.3390,0.0652,16.1294,0.0041,4.5072,0.0276,0.9282,0.0014,-48.27,0.6322,0.1257,10.964,0.021,-1.245,0.787
148989,869,315441,2283m027,4943,SER,228.4418032149941,-2.692886822474832,0.14693375,1.4822116,1.501856,1.2635293,1.2013273,6.0,8615.184,17.87013,16.93562,16.534426,16.251993,16.403297,16.939184,17.748373,13.87373,0.9345112,0.40119362,0.6836262,0.28243256,869,869,4943,0.421474144356163,114.9786,0.0015,114.5140,0.0015,9.2510,0.0953,17.5833,0.0040,7.2742,0.0536,0.9400,0.0013,-45.5437,0.6889,114.9786,0.0015,114.5140,0.0015,10.2042,0.0823,16.6130,0.0029,9.5469,0.0457,0.9400,0.0013,-45.5437,0.6889,114.9786,0.0015,114.5140,0.0015,11.1137,0.126,16.2091,0.0037,*11.7154*,*0.0698*,0.9400,0.0013,-45.5437,0.6889,114.9786,0.0015,114.5140,0.0015,12.0982,0.1954,15.8590,0.0050,*14.0628*,*0.1084*,0.9400,0.0013,-45.5437,0.6889,0.0751,10.515,0.021,-0.9,0.642
388663,870,478593,2004p265,2034,SER,200.4340845661507,26.56966730182302,0.017616922,1.254581,1.3840439,1.1434115,1.1795509,2.43496,9050.782,18.505465,17.586687,17.183853,16.932545,16.94145,17.307384,16.245443,15.789083,0.91877747,0.40283394,0.6541424,0.25130844,870,870,2034,0.565141424136048,343.1542,0.0042,343.6370,0.0031,7.4821,0.0332,18.4224,0.0032,1.8186,0.0141,0.5101,0.0011,-85.5469,0.0999,343.1542,0.0042,343.6370,0.0031,7.1017,0.0224,17.5878,0.0021,2.1013,0.0092,0.5101,0.0011,-85.5469,0.0999,343.1542,0.0042,343.6370,0.0031,6.7387,0.0225,17.1602,0.0024,2.3710,0.0107,0.5101,0.0011,-85.5469,0.0999,343.1542,0.0042,343.6370,0.0031,6.3458,0.0338,16.9430,0.0031,2.6629,0.0174,0.5101,0.0011,-85.5469,0.0999,0.1446,10.966,0.035,0.247,0.119
386841,871,416839,2471p150,5345,SER,247.1898855923579,15.12188778695786,0.0645467,1.6139034,1.4250281,0.0,1.3233176,4.860092,37083.062,17.08165,16.107103,Infinity,15.310141,15.251841,15.732071,15.160462,15.307036,0.97454643,Infinity,0.79696274,Infinity,871,871,5345,2.36658859588777,115.4112,0.0034,114.8285,0.0028,28.3514,0.2880,16.8574,0.0049,5.7699,0.0395,0.2303,0.0004,-53.9138,0.0311,115.4112,0.0034,114.8285,0.0028,26.4811,0.1827,15.9254,0.0033,5.8467,0.0261,0.2303,0.0004,-53.9138,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.4112,0.0034,114.8285,0.0028,22.7648,0.2237,15.2259,0.0045,5.9992,0.0359,0.2303,0.0004,-53.9138,0.0311,0.0596,10.739,0.03,-0.338,0.656
334407,872,333392,0361p005,9994,SER,36.22958664828109,0.6198652474073674,0.03950501,1.2821145,1.1122113,1.1171335,0.99337584,1.9523956,358495.28,18.010092,17.190556,16.824688,16.6048,16.69935,17.0993,15.378254,14.029651,0.8195362,0.3658676,0.5857563,0.21988869,872,872,9994,0.846278008043353,344.5710,0.0017,344.5660,0.0019,9.8903,0.0118,18.0026,0.0011,1.1720,0.0026,0.8400,0.0005,7.0575,0.1199,344.5710,0.0017,344.5660,0.0019,9.7492,0.0067,17.1771,0.0006,1.7096,0.0016,0.8400,0.0005,7.0575,0.1199,344.5710,0.0017,344.5660,0.0019,9.6146,0.0103,16.8074,0.0007,2.2225,0.0028,0.8400,0.0005,7.0575,0.1199,344.5710,0.0017,344.5660,0.0019,9.4688,0.0184,16.6006,0.0012,2.7778,0.0049,0.8400,0.0005,7.0575,0.1199,0.1391,10.798,0.05,0.473,0.136
121530,873,359879,1828p050,2096,REX,182.8491216107933,4.912406956689985,0.017580478,1.5210575,1.560233,1.4066654,1.1789789,1.0,0.0,17.885963,17.191631,16.846552,16.65656,16.77777,17.114761,15.18414,,0.6943321,0.34507942,0.5350704,0.189991,873,873,2096,0.670046690237386,343.6584,0.0049,344.3039,0.0051,8.1009,0.0121,17.8344,0.0014,0.8851,0.0033,0.9613,0.0010,3.3973,1.1423,343.6584,0.0049,344.3039,0.0051,7.7801,0.0079,17.1540,0.0011,1.0526,0.0022,0.9613,0.0010,3.3973,1.1423,343.6584,0.0049,344.3039,0.0051,7.474,0.0102,16.8185,0.0016,1.2124,0.0031,0.9613,0.0010,3.3973,1.1423,343.6584,0.0049,344.3039,0.0051,7.1427,0.0168,16.6575,0.0018,1.3854,0.0051,0.9613,0.0010,3.3973,1.1423,0.1416,10.828,0.045,0.794,0.087
235447,874,419379,1842p155,829,SER,184.1817375511875,15.60450219857836,0.027324697,1.3217103,1.2374707,1.0302187,1.0850358,4.842544,47850.434,16.104204,15.172069,14.796772,14.524379,14.830997,15.330222,16.305462,14.985586,0.9321356,0.3752966,0.6476898,0.27239323,874,874,829,0.334396149013553,343.6738,0.0019,344.0235,0.0017,19.3137,0.0830,16.2137,0.0023,4.2349,0.0133,0.7192,0.0004,-82.6039,0.0701,343.6738,0.0019,344.0235,0.0017,19.8853,0.0532,15.2590,0.0015,4.2446,0.0082,0.7192,0.0004,-82.6039,0.0701,343.6738,0.0019,344.0235,0.0017,20.4306,0.0514,14.8981,0.0014,4.2537,0.0066,0.7192,0.0004,-82.6039,0.0701,343.6738,0.0019,344.0235,0.0017,21.0210,0.0807,14.6126,0.0021,4.2637,0.0103,0.7192,0.0004,-82.6039,0.0701,0.0822,11.275,0.027,-0.776,0.648
55180,875,334225,2443p005,5128,SER,244.3928018582823,0.5339892768391891,0.097505935,1.532598,1.4503428,1.353463,1.4466635,2.3444746,45939.01,18.234667,17.418823,17.02182,16.76247,16.62426,17.005152,15.020952,14.032725,0.8158436,0.39700317,0.656353,0.25934982,875,875,5128,1.05923104909398,113.8621,0.0079,115.6460,0.0036,24.0014,0.1312,18.1496,0.0041,1.8516,0.0115,0.2906,0.0005,-65.4077,0.0417,113.8621,0.0079,115.6460,0.0036,21.8568,0.0887,17.4227,0.0029,2.0981,0.0082,0.2906,0.0005,-65.4077,0.0417,113.8621,0.0079,115.6460,0.0036,19.8105,0.0867,17.1287,0.0030,2.3332,0.0103,0.2906,0.0005,-65.4077,0.0417,113.8621,0.0079,115.6460,0.0036,17.5953,0.1287,16.9324,0.0048,2.5877,0.0160,0.2906,0.0005,-65.4077,0.0417,0.0857,10.468,0.065,0.321,0.119
401528,876,441162,1261p195,1371,SER,126.0716451706865,19.60008803401126,0.057280693,1.3531965,1.0601708,1.176125,1.2198108,1.3301032,274059.66,16.324944,15.587059,15.266213,15.064897,15.463012,16.011683,14.97881,14.451731,0.7378845,0.3208456,0.52216244,0.20131683,876,876,1371,0.482689380935972,343.5566,0.0056,343.8966,0.0090,32.9696,0.0493,16.2610,0.0013,1.1660,0.0022,0.5821,0.0004,24.4923,0.0509,343.5566,0.0056,343.8966,0.0090,31.5874,0.0339,15.5662,0.0010,1.2565,0.0014,0.5821,0.0004,24.4923,0.0509,343.5566,0.0056,343.8966,0.0090,30.2686,0.0375,15.2880,0.0011,1.3429,0.0017,0.5821,0.0004,24.4923,0.0509,343.5566,0.0056,343.8966,0.0090,28.8410,0.0576,15.1330,0.0016,1.4364,0.0028,0.5821,0.0004,24.4923,0.0509,0.0429,10.341,0.028,-0.084,0.073
163119,877,330565,0493p000,4719,SER,49.47914926670415,-0.1095652859669569,0.07327202,1.5341973,1.3516879,1.3111299,1.0621827,5.116114,22088.309,17.824808,16.752504,16.30866,16.014284,16.151045,16.628914,17.505766,,1.0723038,0.44384384,0.7382202,0.29437637,877,877,4719,0.467315408993561,114.6106,0.0015,115.1660,0.0017,14.6664,0.1163,17.6361,0.0039,5.3333,0.0291,0.7898,0.0010,-26.4628,0.1572,114.6106,0.0015,115.1660,0.0017,13.4425,0.0682,16.6201,0.0025,5.2129,0.0167,0.7898,0.0010,-26.4628,0.1572,114.6106,0.0015,115.1660,0.0017,12.2748,0.0437,16.2320,0.0018,5.0981,0.0119,0.7898,0.0010,-26.4628,0.1572,114.6106,0.0015,115.1660,0.0017,11.0107,0.0723,16.0033,0.0032,4.9738,0.0208,0.7898,0.0010,-26.4628,0.1572,0.1417,11.249,0.024,-0.662,0.589
455869,878,427864,2315p170,1772,SER,231.5529384311097,16.93882558742369,0.033775315,1.4199504,1.4052801,0.0,1.3780558,6.0,9285.325,17.648214,16.650217,Infinity,15.955233,16.180185,16.689766,,,0.9979973,Infinity,0.69498444,Infinity,878,878,1772,0.306052048764192,344.9022,0.0028,343.7063,0.0025,66.4853,1.2241,17.0772,0.0071,9.1066,0.0538,0.7679,0.0014,65.7771,0.2034,344.9022,0.0028,343.7063,0.0025,57.2974,0.8455,16.1553,0.0060,8.6290,0.0395,0.7679,0.0014,65.7771,0.2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.9022,0.0028,343.7063,0.0025,39.0411,0.7461,15.6817,0.0077,7.6801,0.0498,0.7679,0.0014,65.7771,0.2034,0.1246,11.023,0.016,-1.441,0.774
129474,879,358597,2214p047,6077,SER,221.5993653173068,4.661105569792334,0.038026884,1.4578068,1.444747,1.3792018,1.4015727,5.187368,6090.5503,18.015953,17.372362,17.016796,16.889393,16.864243,16.774471,14.476986,13.295155,0.6435909,0.35556602,0.48296928,0.12740326,879,879,6077,0.568581722834279,343.6104,0.0026,343.4822,0.0022,6.4263,0.0396,18.0452,0.0032,4.3854,0.0309,0.5767,0.0011,89.9475,0.0968,343.6104,0.0026,343.4822,0.0022,6.8689,0.0256,17.3663,0.0020,4.2697,0.0200,0.5767,0.0011,89.9475,0.0968,343.6104,0.0026,343.4822,0.0022,7.2913,0.0298,16.9855,0.0022,4.1592,0.0184,0.5767,0.0011,89.9475,0.0968,343.6104,0.0026,343.4822,0.0022,7.7484,0.0486,16.8228,0.0034,4.0397,0.0280,0.5767,0.0011,89.9475,0.0968,0.1572,10.742,0.063,1.075,0.088
467535,880,283085,0256m082,3184,SER,25.58918939464379,-8.258769642240113,0.02787191,1.3115693,1.2303351,1.2251828,1.2389135,3.2322152,437587.75,16.765898,15.887323,15.523396,15.269496,15.62618,16.107037,15.65226,,0.8785744,0.3639269,0.6178274,0.25390053,880,880,3184,0.477773262678091,343.2180,0.0009,343.7614,0.0011,12.1265,0.0118,16.8442,0.0007,1.8927,0.0025,0.8002,0.0003,-20.2042,0.0522,343.2180,0.0009,343.7614,0.0011,12.1445,0.0071,15.9578,0.0004,2.3128,0.0014,0.8002,0.0003,-20.2042,0.0522,343.2180,0.0009,343.7614,0.0011,12.1616,0.009,15.5815,0.0005,2.7136,0.0018,0.8002,0.0003,-20.2042,0.0522,343.2180,0.0009,343.7614,0.0011,12.1802,0.0156,15.3379,0.0008,3.1474,0.0033,0.8002,0.0003,-20.2042,0.0522,0.0845,11.069,0.014,0.098,0.155
448202,881,426168,1488p167,5291,SER,148.9562825518666,16.64196280808531,0.030281138,2.3133745,1.6853678,1.4002489,1.1100096,5.8739076,1551.6311,18.693432,17.600792,17.187708,16.888168,16.980637,17.422075,,15.326526,1.0926399,0.41308403,0.7126236,0.29953957,881,881,5291,0.379709225860742,573.6408,0.0029,573.8115,0.0031,7.0904,0.0618,18.6300,0.0058,2.6828,0.0417,0.9054,0.0025,27.136,0.8723,573.6408,0.0029,573.8115,0.0031,6.4988,0.0402,17.5429,0.0034,4.0434,0.0245,0.9054,0.0025,27.136,0.8723,573.6408,0.0029,573.8115,0.0031,5.9344,0.0422,17.0589,0.0035,5.3416,0.0359,0.9054,0.0025,27.136,0.8723,573.6408,0.0029,573.8115,0.0031,5.3233,0.0667,16.8102,0.0055,6.7469,0.0631,0.9054,0.0025,27.136,0.8723,0.1606,10.965,0.027,-1.41,0.741
195380,882,352467,1260p037,3462,SER,126.0579805655856,3.846623996177913,0.028221972,1.689194,1.4692719,1.5846757,1.2307737,4.6290865,6234.972,18.091984,17.108982,16.696768,16.419403,16.573074,17.070625,16.655924,15.81786,0.9830017,0.41221428,0.689579,0.27736473,882,882,3462,0.868294189097954,343.9930,0.0032,344.2704,0.0034,7.2783,0.0762,17.9529,0.0053,4.9585,0.0571,0.8025,0.0021,7.3705,0.3546,343.9930,0.0032,344.2704,0.0034,6.8872,0.0462,16.9823,0.0035,4.7889,0.0342,0.8025,0.0021,7.3705,0.3546,343.9930,0.0032,344.2704,0.0034,6.5141,0.0378,16.6319,0.0031,4.6270,0.0270,0.8025,0.0021,7.3705,0.3546,343.9930,0.0032,344.2704,0.0034,6.1101,0.0612,16.3387,0.0052,4.4518,0.0444,0.8025,0.0021,7.3705,0.3546,0.1022,10.751,0.032,-1.084,0.847
454805,883,391503,2375p105,3829,SER,237.5500810269153,10.40977264946662,0.05725788,1.638476,1.4479704,1.3223982,1.1996943,2.860109,3528.604,18.560701,17.622362,17.247179,16.977768,17.176657,17.705385,18.598963,13.828913,0.93833923,0.3751831,0.6445942,0.2694111,883,883,3829,0.313861564615782,344.6724,0.0018,344.3286,0.0027,5.8423,0.0253,18.4899,0.0028,2.9633,0.0251,0.4226,0.0007,28.3121,0.0693,344.6724,0.0018,344.3286,0.0027,5.7066,0.0155,17.5774,0.0018,2.8665,0.0152,0.4226,0.0007,28.3121,0.0693,344.6724,0.0018,344.3286,0.0027,5.5771,0.0135,17.2101,0.0015,2.7743,0.0120,0.4226,0.0007,28.3121,0.0693,344.6724,0.0018,344.3286,0.0027,5.4370,0.0219,16.9654,0.0026,2.6743,0.0194,0.4226,0.0007,28.3121,0.0693,0.1186,10.586,0.044,0.05,0.314
