group_id,index,brickid,brickname,objid,type,ra,dec,ebv,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,Group,Gal,ID,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,z,log_M_stellar,e_log_M_stellar,log_SFR,e_log_SFR
289841,1,381400,1978p087,5511,DUP,197.8368409481846,8.831841197632084,0.029882608,1.5245728,1.3066586,1.2229083,1.1639334,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,1,1,5511,0.8630500491608,343.5442,0.0056,344.2225,0.0074,26.6616,0.0313,16.2733,0.0011,0.8746,0.0017,0.6373,0.0004,37.5071,0.0617,343.5442,0.0056,344.2225,0.0074,26.2368,0.0227,15.7129,0.0009,1.1064,0.0012,0.6373,0.0004,37.5071,0.0617,343.5442,0.0056,344.2225,0.0074,25.8315,0.0345,15.4953,0.0012,1.3277,0.0020,0.6373,0.0004,37.5071,0.0617,343.5442,0.0056,344.2225,0.0074,25.3928,0.0562,15.3205,0.0019,1.5671,0.0033,0.6373,0.0004,37.5071,0.0617,0.0677,10.536,0.033,0.45,0.066
366078,2,496220,1550p300,2191,SER,155.0662963705298,30.01385025453479,0.02782365,1.547303,1.8153527,1.5425161,1.2854625,1.9335746,15559.972,18.508871,17.5869,17.198746,16.92456,16.995945,17.397383,16.581167,14.88486,0.92197037,0.38815498,0.66234016,0.27418518,2,2,2191,0.425845475914285,572.9584,0.0031,573.5051,0.0037,6.6086,0.0198,18.4426,0.0023,1.7537,0.0103,0.7215,0.0012,-21.7756,0.1818,572.9584,0.0031,573.5051,0.0037,6.2949,0.013,17.5564,0.0013,1.8543,0.0061,0.7215,0.0012,-21.7756,0.1818,572.9584,0.0031,573.5051,0.0037,5.9956,0.0147,17.2128,0.0019,1.9502,0.0074,0.7215,0.0012,-21.7756,0.1818,572.9584,0.0031,573.5051,0.0037,5.6716,0.0235,16.9547,0.0028,2.0541,0.0128,0.7215,0.0012,-21.7756,0.1818,0.1568,11.046,0.039,0.589,0.145
67536,3,322507,1948m015,408,SER,194.753117548688,-1.428956579278553,0.021476744,1.3686957,1.3369427,1.2149686,1.1253453,6.0,10992.214,18.576616,17.550056,17.168756,16.919817,17.097652,17.65561,22.253416,,1.0265598,0.38129997,0.6302395,0.24893951,3,3,408,0.534182361098686,343.8942,0.0012,343.8740,0.0012,35.6296,0.2493,17.5477,0.0031,*10.4972*,*0.0311*,0.7211,0.0007,88.1762,0.0834,343.8942,0.0012,343.8740,0.0012,27.7442,0.1684,16.7572,0.0027,*10.7686*,*0.0256*,0.7211,0.0007,88.1762,0.0834,343.8942,0.0012,343.8740,0.0012,20.2204,0.1456,16.5810,0.0034,*11.0276*,*0.0357*,0.7211,0.0007,88.1762,0.0834,343.8942,0.0012,343.8740,0.0012,12.0759,0.2027,16.4520,0.0073,*11.3080*,*0.0545*,0.7211,0.0007,88.1762,0.0834,0.0977,10.568,0.038,-1.541,0.8
381162,4,438872,2408p190,4860,DUP,240.7754659995666,19.0082081869302,0.046408743,1.6762881,1.5772791,0.0,1.4180862,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,4,4,4860,0.360950664459389,115.4910,0.0012,115.2541,0.0013,9.1451,0.0535,17.2025,0.0027,6.3654,0.0328,0.7919,0.0009,-45.6679,0.1442,115.4910,0.0012,115.2541,0.0013,8.5131,0.0347,16.2583,0.0019,6.1588,0.0215,0.7919,0.0009,-45.6679,0.1442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.4910,0.0012,115.2541,0.0013,7.2571,0.0447,15.6825,0.0029,5.7482,0.0304,0.7919,0.0009,-45.6679,0.1442,0.1218,11.134,0.019,-1.621,0.643
326036,5,333075,3168p002,9155,SER,316.97527451024,0.1304683170541872,0.10666934,1.5215554,1.2274156,1.2850449,1.2478971,5.0554476,164603.92,16.461006,15.565996,15.160852,14.889556,16.499886,17.195974,,,0.89501,0.40514374,0.67644024,0.2712965,5,5,9155,0.826580221972902,344.7731,0.0018,343.2604,0.0026,20.8232,0.0443,16.8908,0.0015,2.2495,0.0051,0.5184,0.0003,10.3326,0.0318,344.7731,0.0018,343.2604,0.0026,21.5591,0.0248,15.9937,0.0008,2.7376,0.0028,0.5184,0.0003,10.3326,0.0318,344.7731,0.0018,343.2604,0.0026,22.2613,0.0382,15.5699,0.0011,3.2034,0.0042,0.5184,0.0003,10.3326,0.0318,344.7731,0.0018,343.2604,0.0026,23.0213,0.0687,15.3308,0.0017,3.7076,0.0076,0.5184,0.0003,10.3326,0.0318,0.0477,10.494,0.024,-0.598,0.227
456553,6,409744,2176p137,4007,SER,217.749990620551,13.66138061326895,0.021513471,1.2309778,1.1623294,0.0,1.1226431,5.413792,4084.2546,18.040163,17.066015,Infinity,16.386885,16.473824,16.824894,15.785652,14.823009,0.9741478,Infinity,0.67913055,Infinity,6,6,4007,0.898373720351972,114.5866,0.0061,114.9385,0.0050,11.3457,0.1703,18.1163,0.0088,3.5312,0.0489,0.6190,0.0023,-71.9124,0.2376,114.5866,0.0061,114.9385,0.0050,10.7478,0.1193,17.1923,0.0062,3.7885,0.0345,0.6190,0.0023,-71.9124,0.2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.5866,0.0061,114.9385,0.0050,9.5597,0.1686,16.5970,0.0093,4.2998,0.0588,0.6190,0.0023,-71.9124,0.2376,0.1551,11.122,0.031,0.591,0.121
367933,7,494954,1508p297,3542,SER,150.8693059615977,29.84382671300257,0.023901308,1.6932377,1.5472138,0.0,1.4293529,2.5355518,7643.865,18.413767,17.324364,Infinity,16.59717,16.539291,16.886473,16.593292,15.30506,1.0894032,Infinity,0.72719383,Infinity,7,7,3542,0.391347174386144,344.0151,0.0000,344.0959,0.0002,7.5702,0.0221,18.3467,0.0005,2.1455,0.0116,0.4977,0.0009,-5.5738,0.0782,344.0151,0.0000,344.0959,0.0002,7.3593,0.0152,17.2881,0.0006,2.3778,0.0074,0.4977,0.0009,-5.5738,0.0782,344.0151,0.0000,344.0959,0.0002,7.1582,0.0173,*35.6844*,*0.0026*,2.5995,0.0086,0.4977,0.0009,-5.5738,0.0782,344.0151,0.0000,344.0959,0.0002,6.9404,0.0268,16.6012,0.0008,2.8394,0.0140,0.4977,0.0009,-5.5738,0.0782,0.1661,11.243,0.046,-0.05,0.631
407672,8,479720,1549p267,652,SER,154.8748253901251,26.77795376356905,0.030972522,1.7168941,1.8042581,1.3015989,1.191829,4.7670603,1969.383,18.363071,17.505545,17.16577,16.946842,17.22969,17.720951,,,0.8575268,0.3397751,0.55870247,0.21892738,8,8,652,0.390929823729479,573.3792,0.0021,573.6819,0.0023,4.9525,0.0358,18.2623,0.0041,4.8632,0.0620,0.6699,0.0015,8.6076,0.1639,573.3792,0.0021,573.6819,0.0023,4.643,0.0204,17.4093,0.0025,4.8676,0.0353,0.6699,0.0015,8.6076,0.1639,573.3792,0.0021,573.6819,0.0023,4.3478,0.0174,17.0848,0.0022,4.8717,0.0297,0.6699,0.0015,8.6076,0.1639,573.3792,0.0021,573.6819,0.0023,4.0282,0.0310,16.8941,0.0042,4.8762,0.0532,0.6699,0.0015,8.6076,0.1639,0.1178,10.53,0.035,-0.179,0.297
194893,9,361167,1457p052,1663,SER,145.7125678259787,5.232417615374378,0.04690649,1.5406288,1.5110946,1.2739391,1.2089412,3.6093726,28763.545,17.996603,17.05315,16.618229,16.357805,17.42719,18.19398,15.256141,,0.94345284,0.43492126,0.6953449,0.26042366,9,9,1663,0.365637562592338,573.2209,0.0021,573.2013,0.0026,12.7006,0.0702,17.8700,0.0035,3.0077,0.0178,0.6401,0.0010,-34.3964,0.1066,573.2209,0.0021,573.2013,0.0026,11.7263,0.044,16.9887,0.0022,3.1686,0.0111,0.6401,0.0010,-34.3964,0.1066,573.2209,0.0021,573.2013,0.0026,10.7967,0.0386,16.6443,0.0022,3.3221,0.0112,0.6401,0.0010,-34.3964,0.1066,573.2209,0.0021,573.2013,0.0026,9.7904,0.0606,16.4229,0.0035,3.4883,0.0182,0.6401,0.0010,-34.3964,0.1066,0.1207,10.983,0.032,0.25,0.132
394740,10,444233,2202p200,1934,SER,220.1731492264396,19.90418371244418,0.021752195,1.7979748,1.2169396,0.0,1.8498229,1.5811996,15085.733,18.515514,17.481646,Infinity,16.615705,16.2291,16.618937,16.16572,15.663028,1.0338688,Infinity,0.8659401,Infinity,10,10,1934,0.339175465144069,344.0496,0.0075,343.6653,0.0031,15.8366,0.0433,18.4383,0.0020,1.5075,0.0063,0.2262,0.0003,-80.3135,0.0289,344.0496,0.0075,343.6653,0.0031,15.2895,0.0304,17.4201,0.0015,1.5954,0.0044,0.2262,0.0003,-80.3135,0.0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0496,0.0075,343.6653,0.0031,14.2025,0.0405,16.6156,0.0018,1.7701,0.0069,0.2262,0.0003,-80.3135,0.0289,0.0972,10.805,0.067,-0.344,0.594
221750,11,384140,1707p092,1483,SER,170.703712971994,9.181744147271695,0.036830585,1.4615552,1.2804465,1.4902129,1.0876611,5.2986712,40499.043,16.515629,15.844204,15.510645,15.298159,15.332811,15.599589,14.144096,12.722013,0.67142487,0.33355904,0.5460453,0.21248627,11,11,1483,0.44138168921571,344.2656,0.0012,344.2818,0.0011,14.8175,0.0574,16.3613,0.0016,5.6933,0.0121,0.8177,0.0006,78.0633,0.1021,344.2656,0.0012,344.2818,0.0011,18.7171,0.0501,15.5959,0.0012,6.1933,0.0090,0.8177,0.0006,78.0633,0.1021,344.2656,0.0012,344.2818,0.0011,22.4379,0.0773,15.2409,0.0014,6.6703,0.0100,0.8177,0.0006,78.0633,0.1021,344.2656,0.0012,344.2818,0.0011,26.4656,0.1198,14.8558,0.0018,7.1867,0.0144,0.8177,0.0006,78.0633,0.1021,0.1125,11.057,0.056,1.171,0.125
441445,12,473394,1970p255,3857,REX,197.0781618422557,25.52890932054453,0.01595456,1.4915739,1.5047404,1.4739445,1.2954047,1.0,0.0,17.926222,17.136215,16.74769,16.499702,16.490334,16.792828,15.818686,13.481768,0.79000664,0.388525,0.63651276,0.24798775,12,12,3857,0.427052470314157,343.7162,0.0025,344.6046,0.0025,8.6405,0.0144,17.6965,0.0013,1.4505,0.0044,0.9326,0.0009,82.9325,0.5026,343.7162,0.0025,344.6046,0.0025,8.2734,0.0092,16.9523,0.0009,1.7345,0.0027,0.9326,0.0009,82.9325,0.5026,343.7162,0.0025,344.6046,0.0025,7.9232,0.012,16.5647,0.0013,2.0055,0.0040,0.9326,0.0009,82.9325,0.5026,343.7162,0.0025,344.6046,0.0025,7.5441,0.0201,16.3784,0.0017,2.2988,0.0070,0.9326,0.0009,82.9325,0.5026,0.1393,10.957,0.032,0.76,0.094
399120,13,432964,1260p180,4132,SER,126.1865163779526,17.93775475113703,0.04180238,1.1941774,1.2303227,1.0605447,1.322533,6.0,2409.465,18.352768,17.27053,16.84734,16.556044,16.595734,17.01248,,,1.0822372,0.42319107,0.7144871,0.291296,13,13,4132,0.519084137316702,344.2685,0.0020,343.7060,0.0020,4.0931,0.0383,18.3316,0.0051,5.0932,0.0714,0.8972,0.0024,79.6793,0.7573,344.2685,0.0020,343.7060,0.0020,4.1151,0.0235,17.2683,0.0031,5.0257,0.0411,0.8972,0.0024,79.6793,0.7573,344.2685,0.0020,343.7060,0.0020,4.1361,0.0199,16.8255,0.0026,4.9613,0.0293,0.8972,0.0024,79.6793,0.7573,344.2685,0.0020,343.7060,0.0020,4.1589,0.0318,16.5758,0.0040,4.8916,0.0512,0.8972,0.0024,79.6793,0.7573,0.1512,11.011,0.039,-1.118,0.847
92621,14,351225,1751p035,3292,SER,175.1324152262031,3.484866613012226,0.022256438,1.631507,1.657942,1.258871,1.256114,1.5598963,70544.695,17.58673,17.064142,16.793373,16.647724,,,,,0.5225868,0.27076912,0.41641808,0.14564896,14,14,3292,0.994472077967551,343.9309,0.0060,343.7874,0.0050,13.6390,0.0320,17.5450,0.0020,1.1730,0.0044,0.7949,0.0008,-53.7161,0.2119,343.9309,0.0060,343.7874,0.0050,13.8241,0.0231,17.0217,0.0015,1.4097,0.0030,0.7949,0.0008,-53.7161,0.2119,343.9309,0.0060,343.7874,0.0050,14.0008,0.0376,16.7273,0.0022,1.6357,0.0048,0.7949,0.0008,-53.7161,0.2119,343.9309,0.0060,343.7874,0.0050,14.1921,0.0620,16.5749,0.0033,1.8802,0.0080,0.7949,0.0008,-53.7161,0.2119,0.0917,10.193,0.056,0.419,0.08
316053,15,391479,2314p105,448,SER,231.300987325122,10.43693518443214,0.034900106,1.2276946,1.3648497,1.3831499,1.6813354,1.3883531,86103.15,17.5685,16.903154,16.539995,16.30399,16.49307,16.969501,15.522351,15.316387,0.66534615,0.36315918,0.59916496,0.23600578,15,15,448,0.393938677404644,573.4284,0.0031,572.5410,0.0059,16.1566,0.0286,17.5416,0.0015,1.1967,0.0034,0.4248,0.0003,-12.0888,0.0354,573.4284,0.0031,572.5410,0.0059,15.5137,0.0187,16.8832,0.0010,1.2741,0.0021,0.4248,0.0003,-12.0888,0.0354,573.4284,0.0031,572.5410,0.0059,14.9003,0.0206,16.5683,0.0011,1.3479,0.0025,0.4248,0.0003,-12.0888,0.0354,573.4284,0.0031,572.5410,0.0059,14.2363,0.0329,16.3742,0.0018,1.4279,0.0042,0.4248,0.0003,-12.0888,0.0354,0.0934,10.605,0.031,0.305,0.084
398287,16,332031,0558p002,991,SER,55.78836525096371,0.2660505203597386,0.088591106,1.2670413,1.0946463,1.2104945,1.0918648,6.0,21714.354,17.923653,16.695131,16.24414,15.885182,15.86075,16.248722,17.911264,15.190675,1.2285213,0.45099068,0.8099489,0.35895824,16,16,991,0.755085834011308,343.9756,0.0016,344.0566,0.0016,23.1569,0.3429,17.4981,0.0059,8.7630,0.0661,0.7458,0.0012,-16.0609,0.1617,343.9756,0.0016,344.0566,0.0016,20.8177,0.2074,16.3349,0.0039,9.2495,0.0423,0.7458,0.0012,-16.0609,0.1617,343.9756,0.0016,344.0566,0.0016,18.5857,0.1438,15.8810,0.0031,9.7136,0.0384,0.7458,0.0012,-16.0609,0.1617,343.9756,0.0016,344.0566,0.0016,16.1697,0.2240,15.6319,0.0050,*10.2160*,*0.0590*,0.7458,0.0012,-16.0609,0.1617,0.1685,11.487,0.008,-1.537,0.477
444083,17,434630,2035p182,1804,SER,203.4810031547932,18.15036382132875,0.02486507,1.787187,1.3424039,1.2183678,1.052206,5.911197,7571.301,18.05162,16.9704,16.580414,16.258532,16.386503,16.880968,18.900822,,1.0812206,0.38998604,0.7118683,0.32188225,17,17,1804,0.491812353770492,344.8076,0.0026,343.8282,0.0025,14.7669,0.2080,17.8561,0.0070,5.4310,0.0550,0.8371,0.0017,78.5027,0.3384,344.8076,0.0026,343.8282,0.0025,13.9004,0.1256,16.8157,0.0044,5.7333,0.0333,0.8371,0.0017,78.5027,0.3384,344.8076,0.0026,343.8282,0.0025,13.0736,0.1107,16.4793,0.0040,6.0219,0.0319,0.8371,0.0017,78.5027,0.3384,344.8076,0.0026,343.8282,0.0025,12.1787,0.1829,16.1735,0.0071,6.3342,0.0533,0.8371,0.0017,78.5027,0.3384,0.1465,11.091,0.023,-1.296,0.805
430258,18,460232,1936p230,2561,SER,193.7074151326179,23.00423176542983,0.027857853,1.7918615,1.3522546,1.3960077,1.2480178,3.8101368,10039.115,17.655031,16.766214,16.434584,16.158014,16.534492,17.086283,18.874798,14.822379,0.88881683,0.3316307,0.6082001,0.27656937,18,18,2561,0.459675195918021,573.4154,0.0030,572.7186,0.0031,9.9810,0.0589,17.5778,0.0035,3.1853,0.0196,0.9387,0.0016,8.1574,0.878,573.4154,0.0030,572.7186,0.0031,10.2806,0.0358,16.6691,0.0021,3.8273,0.0116,0.9387,0.0016,8.1574,0.878,573.4154,0.0030,572.7186,0.0031,10.5665,0.0533,16.2715,0.0027,4.4397,0.0167,0.9387,0.0016,8.1574,0.878,573.4154,0.0030,572.7186,0.0031,10.8760,0.0924,16.0038,0.0041,5.1028,0.0293,0.9387,0.0016,8.1574,0.878,0.0758,10.546,0.048,-0.359,0.56
158536,19,413059,3511p142,1235,SER,351.0387163968351,14.17386128941626,0.04435502,1.4254526,1.1888968,0.0,1.9127332,4.8319163,2304.442,18.64345,17.511377,Infinity,16.662222,16.454735,16.846418,16.542526,14.699518,1.1320724,Infinity,0.8491554,Infinity,19,19,1235,0.281663080930209,344.1213,0.0035,344.0397,0.0050,18.1825,0.2041,18.4800,0.0057,4.5288,0.0369,0.2901,0.0007,-6.4402,0.0586,344.1213,0.0035,344.0397,0.0050,16.8052,0.1317,17.3753,0.0039,4.8255,0.0252,0.2901,0.0007,-6.4402,0.0586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.1213,0.0035,344.0397,0.0050,14.0683,0.1282,16.6196,0.0041,5.4150,0.0353,0.2901,0.0007,-6.4402,0.0586,0.1466,11.201,0.068,0.238,0.485
422420,20,433002,1360p180,4823,SER,136.1407407839945,17.94671493587824,0.030202683,1.4591551,1.4224905,1.3153243,1.1715758,4.2388077,11998.058,18.035667,17.189241,16.741062,16.488493,16.730986,17.038538,14.929613,,0.846426,0.44817924,0.70074844,0.2525692,20,20,4823,0.407814045586696,115.2321,0.0018,115.2741,0.0020,9.0800,0.0333,18.0404,0.0025,2.1517,0.0117,0.7386,0.0011,-49.2412,0.1551,115.2321,0.0018,115.2741,0.0020,9.1304,0.025,17.2018,0.0017,3.0918,0.0093,0.7386,0.0011,-49.2412,0.1551,115.2321,0.0018,115.2741,0.0020,9.1785,0.0369,16.7557,0.0021,3.9888,0.0150,0.7386,0.0011,-49.2412,0.1551,115.2321,0.0018,115.2741,0.0020,9.2305,0.0590,16.5251,0.0030,4.9598,0.0240,0.7386,0.0011,-49.2412,0.1551,0.0886,10.576,0.061,0.665,0.1
428122,21,456205,1844p222,1562,SER,184.3971293080736,22.36922171703771,0.031759173,1.2767794,1.1485785,1.3090892,1.2702075,4.6393056,25305.838,17.343822,16.385557,15.988726,15.69573,15.91418,16.42796,,13.128221,0.9582653,0.3968315,0.68982697,0.29299545,21,21,1562,0.745634764328644,115.5199,0.0026,114.8498,0.0020,15.8159,0.1218,17.2084,0.0041,4.5266,0.0274,0.4811,0.0006,83.2777,0.0533,115.5199,0.0026,114.8498,0.0020,14.6643,0.0693,16.3052,0.0026,4.4884,0.0160,0.4811,0.0006,83.2777,0.0533,115.5199,0.0026,114.8498,0.0020,13.5655,0.0463,15.9461,0.0019,4.4519,0.0123,0.4811,0.0006,83.2777,0.0533,115.5199,0.0026,114.8498,0.0020,12.3760,0.0828,15.7164,0.0035,4.4123,0.0212,0.4811,0.0006,83.2777,0.0533,0.1007,11.055,0.021,-0.626,0.395
230243,22,378329,1422p082,2445,SER,142.2063897406205,8.246833191769918,0.053292543,1.4535205,1.3212743,0.9386388,1.1821748,2.4517925,97771.086,17.478842,16.636892,16.242771,15.998436,17.029984,17.257036,20.953487,,0.84194946,0.39412117,0.63845634,0.24433517,22,22,2445,0.379847422108876,573.5536,0.0027,573.2718,0.0022,13.1477,0.0189,17.6197,0.0012,1.1411,0.0028,0.7655,0.0005,59.6584,0.0954,573.5536,0.0027,573.2718,0.0022,13.8356,0.0164,16.7520,0.0009,1.7858,0.0024,0.7655,0.0005,59.6584,0.0954,573.5536,0.0027,573.2718,0.0022,14.492,0.0317,16.3370,0.0016,2.4010,0.0047,0.7655,0.0005,59.6584,0.0954,573.5536,0.0027,573.2718,0.0022,15.2026,0.0520,16.1123,0.0021,3.0669,0.0077,0.7655,0.0005,59.6584,0.0954,0.1084,10.876,0.025,0.21,0.093
221491,23,381292,1705p087,2728,SER,170.5330903066074,8.82255704248549,0.040018696,1.3077366,1.3797942,1.0281637,1.1178643,5.126312,4934.173,18.27834,17.26242,16.840384,16.567503,16.786297,17.265509,,,1.0159187,0.42203712,0.6949177,0.27288055,23,23,2728,0.822556260333512,344.2157,0.0027,344.5091,0.0027,7.4284,0.1040,18.0345,0.0064,6.6992,0.0810,0.9505,0.0023,-16.4309,1.4915,344.2157,0.0027,344.5091,0.0027,6.8323,0.0614,17.0654,0.0042,6.3827,0.0475,0.9505,0.0023,-16.4309,1.4915,344.2157,0.0027,344.5091,0.0027,6.2636,0.0459,16.6855,0.0036,6.0808,0.0373,0.9505,0.0023,-16.4309,1.4915,344.2157,0.0027,344.5091,0.0027,5.6480,0.0765,16.4618,0.0062,5.7539,0.0635,0.9505,0.0023,-16.4309,1.4915,0.1119,10.763,0.021,-1.692,0.736
268136,24,378679,2306p082,2071,SER,230.5986689961798,8.284252966980585,0.033558078,1.5718136,1.3201559,1.8143828,1.3537539,3.256746,69207.65,16.65078,15.883837,15.543065,15.276258,15.374691,15.771366,13.68725,12.673768,0.766943,0.34077168,0.6075783,0.2668066,24,24,2071,0.30108171188922,573.6198,0.0012,573.1357,0.0010,10.2219,0.0106,16.5738,0.0007,2.5701,0.0036,0.7383,0.0004,-79.3832,0.051,573.6198,0.0012,573.1357,0.0010,9.7,0.007,15.8388,0.0005,2.8572,0.0021,0.7383,0.0004,-79.3832,0.051,573.6198,0.0012,573.1357,0.0010,9.202,0.0084,15.5301,0.0006,3.1312,0.0029,0.7383,0.0004,-79.3832,0.051,573.6198,0.0012,573.1357,0.0010,8.6629,0.0136,15.3030,0.0008,3.4279,0.0052,0.7383,0.0004,-79.3832,0.051,0.05,10.41,0.052,0.521,0.109
354690,25,461328,1309p232,5549,SER,131.0541036502069,23.34699680899701,0.02870307,1.6973933,1.3584946,1.4538274,1.3252951,5.0529695,15084.582,18.0243,16.978434,16.548859,16.269156,16.364187,16.835611,16.703922,,1.045866,0.42957497,0.7092781,0.27970314,25,25,5549,0.524628769218693,343.9501,0.0015,344.5563,0.0017,11.2428,0.0941,17.7832,0.0040,6.0280,0.0394,0.7337,0.0009,24.3575,0.1203,343.9501,0.0015,344.5563,0.0017,10.527,0.0533,16.7851,0.0025,5.9200,0.0225,0.7337,0.0009,24.3575,0.1203,343.9501,0.0015,344.5563,0.0017,9.844,0.0393,16.3864,0.0019,5.8170,0.0180,0.7337,0.0009,24.3575,0.1203,343.9501,0.0015,344.5563,0.0017,9.1046,0.0710,16.1520,0.0036,5.7055,0.0320,0.7337,0.0009,24.3575,0.1203,0.1274,10.976,0.033,-1.316,0.707
464267,26,423595,1985p162,3565,SER,198.5969546255954,16.178754517878,0.024659846,1.240812,1.1535324,1.1537837,1.040575,6.0,48543.555,17.407639,16.457418,16.06635,15.786609,16.103622,16.63327,,12.760275,0.9502201,0.3910675,0.67080975,0.27974224,26,26,3565,0.424633782498436,573.2157,0.0009,573.4660,0.0009,8.9686,0.0405,17.3906,0.0022,4.0895,0.0161,0.9161,0.0007,36.8389,0.2661,573.2157,0.0009,573.4660,0.0009,10.3355,0.0243,16.3745,0.0013,5.7813,0.0094,0.9161,0.0007,36.8389,0.2661,573.2157,0.0009,573.4660,0.0009,11.6398,0.0377,15.9562,0.0014,7.3955,0.0136,0.9161,0.0007,36.8389,0.2661,573.2157,0.0009,573.4660,0.0009,13.0516,0.0660,15.5680,0.0020,9.1429,0.0239,0.9161,0.0007,36.8389,0.2661,0.0982,10.923,0.049,-1.24,0.715
160959,27,282901,3391m085,6473,SER,339.2122925944115,-8.458754026363213,0.053013764,1.5859874,1.5142081,1.1644852,1.0531574,4.119367,5680.8916,17.856045,17.01277,16.621302,16.353369,16.26154,16.626286,,,0.84327507,0.39146805,0.65940094,0.2679329,27,27,6473,0.351471381639698,344.4454,0.0015,343.5959,0.0012,5.3634,0.0142,17.7008,0.0016,4.7264,0.0234,0.4812,0.0006,86.5299,0.0477,344.4454,0.0015,343.5959,0.0012,5.1459,0.0086,16.9092,0.0010,4.3210,0.0139,0.4812,0.0006,86.5299,0.0477,344.4454,0.0015,343.5959,0.0012,4.9384,0.0075,16.5785,0.0010,3.9342,0.0101,0.4812,0.0006,86.5299,0.0477,344.4454,0.0015,343.5959,0.0012,4.7137,0.0124,16.3203,0.0016,3.5155,0.0167,0.4812,0.0006,86.5299,0.0477,0.082,10.584,0.034,0.077,0.172
58532,28,331244,2191p000,384,SER,219.0038142779124,-0.110443517896728,0.041127376,1.4578806,1.3031167,1.1708821,1.1958973,6.0,166393.8,16.965815,16.030455,15.628258,15.34138,15.641417,16.203901,16.904081,14.608475,0.93535995,0.40219688,0.6890745,0.28687763,28,28,384,0.74955351466027,344.7126,0.0006,344.1432,0.0007,20.4555,0.0870,16.6596,0.0019,7.4267,0.0178,0.7845,0.0004,29.9095,0.0602,344.7126,0.0006,344.1432,0.0007,19.8528,0.0531,15.7453,0.0012,7.5830,0.0109,0.7845,0.0004,29.9095,0.0602,344.7126,0.0006,344.1432,0.0007,19.2777,0.04,15.3448,0.0010,7.7321,0.0085,0.7845,0.0004,29.9095,0.0602,344.7126,0.0006,344.1432,0.0007,18.6552,0.0627,15.0901,0.0014,7.8935,0.0133,0.7845,0.0004,29.9095,0.0602,0.0568,10.633,0.032,-1.378,0.876
462142,29,427602,1631p170,4226,REX,163.1805104586362,17.00267715236695,0.03144216,1.2436397,1.250445,1.3536558,1.1086262,1.0,0.0,18.203552,17.668486,17.368061,17.233248,17.360987,17.71046,15.584633,13.500341,0.5350666,0.30042458,0.43523788,0.13481331,29,29,4226,0.63255091385593,344.9271,0.0035,344.3409,0.0036,6.9486,0.0143,18.0674,0.0018,1.2048,0.0048,0.9620,0.0012,26.5806,1.2665,344.9271,0.0035,344.3409,0.0036,6.6281,0.0087,17.5690,0.0012,1.4055,0.0030,0.9620,0.0012,26.5806,1.2665,344.9271,0.0035,344.3409,0.0036,6.3223,0.0121,17.2797,0.0015,1.5970,0.0049,0.9620,0.0012,26.5806,1.2665,344.9271,0.0035,344.3409,0.0036,5.9912,0.0208,17.1914,0.0027,1.8042,0.0085,0.9620,0.0012,26.5806,1.2665,0.132,10.45,0.057,0.708,0.062
