Group_1,Gal_1,log(M_stellar),ra_1,dec_1,zmemb,PLATE,MJD,FIBERID,RA,DEC,Z,Z_ERR,ZNUM,VEL_STARS,REDSHIFT,SIGMA_STARS,SIGMA_STARS_ERR,CHISQ,FILENAME,BPT,NAME,LAMBDA,KIND,A,V,V_ERR,SIG,SIG_ERR,AMPLITUDE,AMPLITUDE_ERR,FLUX,FLUX_ERR,EW,EW_ERR,FLUX_CONT,FLUX_CONT_ERR,AON,EBMV,EBMV_ERR,EBMV_SFD,FIT_WARNING,ERROR_WARNING,LEGACY_TARGET1,LEGACY_TARGET2,SPECIAL_TARGET1,SPECIAL_TARGET2,BOSS_TARGET1,BOSS_TARGET2,ANCILLARY_TARGET1,ANCILLARY_TARGET2,SPECPRIMARY,SPECOBJID,Separation
20,3,7.772830640581066,13.04660065707238,-1.128448197229796,0.104819,394,51812,128,13.045936,-1.1293047,0.10479305,7.582706E-6,1,29925.217,0.10497176,57.6708,19.925512,0.97096354,emlinekin-0394-51812-0128.fits,Star Forming,"(HeII, [NeV], [NeV], [OII], [OII], [NeIII], [NeIII], H5, He, Hd, Hg, [OIII], HeII, [ArIV], [ArIV], Hb, [OIII], [OIII], [NI], [NI], HeI, [OI], [OI], [NII], Ha, [NII], [SII], [SII])","(3203.15, 3345.81, 3425.81, 3726.03, 3728.73, 3868.69, 3967.4, 3889.05, 3970.07, 4101.73, 4340.46, 4363.15, 4685.74, 4711.3, 4740.1, 4861.32, 4958.83, 5006.77, 5197.9, 5200.39, 5875.6, 6300.2, 6363.67, 6547.96, 6562.8, 6583.34, 6716.31, 6730.68)","(l, l, l, l, l, l, l, l, l, l, l, l, l, l, l, l, d17, l, l, l, l, l, l, d25, l, l, l, l)","(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.34, 1.0, 1.0, 1.0, 1.0)","(29925.217, 29925.217, 28925.217, 29926.959, 29928.35, 29862.791, 30009.1, 29967.326, 29998.17, 29949.396, 29942.793, 29925.217, 29925.217, 29925.217, 29980.936, 29946.71, 29951.395, 29951.395, 29925.217, 30111.018, 29927.826, 29977.295, 29925.217, 29964.65, 29956.186, 29964.65, 29964.703, 29966.56)","(-0.0, -0.0, -0.0, 14.23464, 9.395979, 124.06735, 93.405426, 33.567295, 53.014034, 23.850748, 10.269743, -0.0, -0.0, -0.0, 91.50582, 4.8038926, 9.742866, 9.742866, -0.0, 102.72102, 35.466763, 19.436666, -0.0, 4.9286375, 1.7879964, 4.9286375, 5.5900936, 10.107811)","(10.0, 10.0, 10.0, 71.957794, 70.537415, 201.86261, 134.6113, 23.15602, 55.82824, 32.642258, 61.91039, 10.0, 10.0, 10.0, 101.3304, 69.09344, 69.596596, 69.596596, 10.0, 21.995174, 114.95678, 21.598421, 10.0, 42.919693, 57.816647, 42.919693, 48.448975, 42.681717)","(-0.0, -0.0, -0.0, 22.85765, 23.094128, 260.05847, 139.14201, 68.13557, 129.64627, 48.211094, 20.750212, -0.0, -0.0, -0.0, 189.07527, 9.37717, 19.715166, 19.715166, -0.0, 210.22574, 72.93475, 39.862137, -0.0, 7.861714, 3.6866252, 7.861714, 11.037445, 18.63259)","(0.0, 0.0, Infinity, 18.094051, 29.636747, 0.34659338, 3.2448018, 5.910199, 5.3341885, 5.93547, 10.682162, 0.0, 0.0, 0.0, 1.1049551, 20.419382, 2.9894009, 8.541145, 0.0, 1.5626967, 1.2098926, 2.9480875, 0.0, 6.142878, 54.68578, 18.067287, 9.982028, 7.321438)","(-0.0, -0.0, -0.0, 1.7700654, 1.9644811, 1.0982479, 1.3038684, 1.0640894, 1.108987, 0.8982345, 0.85495347, -0.0, -0.0, -0.0, 0.65875584, 0.976604, 0.24412279, 0.69749373, -0.0, 0.6708373, 0.4053703, 0.3900572, -0.0, 0.23224202, 1.5182992, 0.68306476, 0.510589, 0.5315187)","(0.0, 0.0, Infinity, 58.960793, 95.54619, 2.6136308, 17.606882, 13.956968, 16.255001, 15.662046, 37.383495, 0.0, 0.0, 0.0, 5.736843, 84.83746, 12.844088, 36.69739, 0.0, 4.9069605, 8.562752, 11.187182, 0.0, 28.024113, 279.9121, 82.42386, 48.499977, 34.086617)","(0.0, 0.0, 0.0, 14.473713, 20.63249, 16.971663, 18.353418, 7.8937893, 14.949295, 6.730553, 7.0292454, 0.0, 0.0, 0.0, 9.389873, 7.9960284, 2.757739, 7.8792543, 0.0, 11.390961, 5.184686, 3.9467666, 0.0, 2.2519896, 12.717218, 6.623499, 4.8421726, 5.7318726)","(0.0, 0.0, 8.69344E37, 7.180458, 13.776864, 0.22713679, 2.1334841, 1.6508623, 2.1332607, 1.677687, 4.015337, 0.0, 0.0, 0.0, 0.48637155, 9.597302, 1.1519512, 3.5789413, 0.0, 0.48813435, 0.87695605, 1.2430813, 0.0, 3.194918, 34.464676, 9.541926, 5.6691113, 3.9874082)","(NaN, NaN, 1.3859918E36, 2.186551, 3.4272432, 1.47495, 2.2708797, 0.94050634, 1.9760383, 0.72451305, 0.79425377, NaN, NaN, NaN, 0.7961019, 0.9784586, 0.24779126, 0.77082354, NaN, 1.1332453, 0.5311241, 0.43875238, NaN, 0.28134564, 1.658652, 0.781107, 0.5684807, 0.67156243)","(0.0, 0.0, 4.4496875, 4.923098, 4.1593394, 7.009993, 5.0813427, 5.1618614, 4.693012, 5.829072, 5.951637, 7.452696, 7.6520195, 7.5614524, 7.8157673, 5.9168835, 7.5222344, 6.9439673, 6.9636045, 6.9094796, 7.0283957, 6.628939, 6.5343633, 6.5553026, 6.074775, 6.4684186, 6.452994, 6.452994)","(0.0, 0.0, 0.0637804, 0.8863756, 0.51283056, 0.29839703, 1.0932912, 0.3512131, 0.51785, 0.24497232, 0.3625983, 0.12866823, 0.046807405, 0.11858004, 0.08059969, 0.22496237, 0.076815195, 0.1031816, 0.14069878, 0.20074056, 0.07328805, 0.03933276, 0.018884752, 0.2285636, 0.07931926, 0.082304075, 0.014168645, 0.015923684)","(0.0, 0.0, 1.5770593E38, 8.692941, 14.242804, 0.16919391, 1.600948, 2.8915575, 2.6325738, 2.9697547, 5.4719396, 0.0, 0.0, 0.0, 0.5866986, 10.952185, 4.634968, 4.634968, 0.0, 0.8606973, 0.6978645, 1.7400703, 0.0, 10.84121, 32.776356, 10.84121, 6.0333295, 4.428616)",0.09479862,0.011441072,0.05147986,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,64,0,0,0,0,0,0,0,0,"    443639778068424704",3.9026300575056796
74,1,7.9862205089680245,128.6624563525526,15.76384033243654,0.106065,2276,53712,94,128.66204,15.762943,0.10599749,9.185569E-6,1,30295.12,0.10633598,63.85318,15.270122,0.9318393,emlinekin-2276-53712-0094.fits,Star Forming,"(HeII, [NeV], [NeV], [OII], [OII], [NeIII], [NeIII], H5, He, Hd, Hg, [OIII], HeII, [ArIV], [ArIV], Hb, [OIII], [OIII], [NI], [NI], HeI, [OI], [OI], [NII], Ha, [NII], [SII], [SII])","(3203.15, 3345.81, 3425.81, 3726.03, 3728.73, 3868.69, 3967.4, 3889.05, 3970.07, 4101.73, 4340.46, 4363.15, 4685.74, 4711.3, 4740.1, 4861.32, 4958.83, 5006.77, 5197.9, 5200.39, 5875.6, 6300.2, 6363.67, 6547.96, 6562.8, 6583.34, 6716.31, 6730.68)","(l, l, l, l, l, l, l, l, l, l, l, l, l, l, l, l, d17, l, l, l, l, l, l, d25, l, l, l, l)","(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.34, 1.0, 1.0, 1.0, 1.0)","(30295.12, 30295.12, 29295.12, 30226.941, 30174.664, 29295.105, 30295.12, 30297.904, 30317.883, 30270.912, 30293.473, 30295.12, 30619.982, 30295.12, 30295.12, 30290.287, 30333.13, 30333.13, 30295.12, 30296.639, 30302.13, 30287.537, 29406.898, 30276.252, 30290.393, 30276.252, 30292.824, 30289.947)","(-0.0, -0.0, -0.0, 116.31754, 68.173065, -0.0, -0.0, 79.06559, 44.98182, 22.246763, 21.355782, -0.0, 137.43369, -0.0, -0.0, 8.133645, 22.830482, 22.830482, -0.0, 73.41524, 78.63256, 28.76225, 151453.75, 8.217893, 1.81196, 8.217893, 10.285827, 16.67095)","(10.0, 10.0, 9.993728, 22.29818, 150.36392, 3028.1348, 9.999918, 174.57617, 1.6512051, 4.914593, 61.312878, 10.0, 102.02236, 10.0, 10.0, 62.076015, 44.38839, 44.38839, 10.0, 100.20442, 156.08713, 4.7126584, 1500.1449, 57.263214, 46.43826, 57.263214, 69.776146, 61.99127)","(-0.0, -0.0, -0.0, 371.12125, 39.050743, 6203.0527, -0.0, 86.40571, 114.62984, 52.33897, 26.352064, -0.0, 181.97917, -0.0, -0.0, 9.806456, 30.077703, 30.077703, -0.0, 95.87987, 82.99166, 60.34986, 157351.88, 10.546933, 2.2204673, 10.546933, 11.059314, 22.19779)","(0.0, 0.0, 0.0, 2.203151, 15.071618, 0.1855983, 0.0, 2.7683883, 2.8890674, 5.326882, 5.2846766, 0.0, 0.8416481, 0.0, 0.0, 12.470072, 1.400425, 4.001214, 0.0, 1.5316858, 1.0897365, 1.832829, 0.017788274, 4.760314, 43.383846, 14.000924, 6.6424837, 3.9729035)","(-0.0, -0.0, -0.0, 3.7156577, 1.9741344, 0.15879531, -0.0, 0.5492953, 0.9313016, 0.8800514, 0.6397523, -0.0, 0.5678478, -0.0, -0.0, 0.79954636, 0.21706489, 0.6201854, -0.0, 0.587921, 0.3362132, 0.47187898, 0.08349375, 0.25301924, 1.6689572, 0.74417424, 0.490487, 0.41491294)","(0.0, 0.0, 0.0, 4.9664097, 84.41801, 20.049809, 0.0, 18.433964, 6.527948, 12.46863, 18.42627, 0.0, 4.350501, 0.0, 0.0, 49.00003, 4.919944, 14.056982, 0.0, 8.662993, 9.936746, 6.5778975, 1.5675046, 24.35869, 202.96194, 71.6432, 38.383656, 21.599339)","(0.0, 0.0, 0.0, 59.25304, 28.72295, 0.0, 0.0, 8.977205, 8.667282, 4.5550427, 5.487111, 0.0, 7.4064546, 0.0, 0.0, 7.1247616, 1.4909801, 4.259943, 0.0, 6.71702, 6.9495997, 3.8116214, 775.5259, 2.7560565, 11.04113, 8.106049, 5.2804284, 4.9596663)","(0.0, 0.0, 0.0, 0.63233566, 11.95899, 1.7925472, 0.0, 2.075667, 0.942396, 1.2726051, 1.8504052, 0.0, 0.3695951, 0.0, 0.0, 5.185144, 0.42892453, 1.3492755, 0.0, 0.849372, 0.9861959, 0.7048095, 0.17160127, 2.6943429, 24.044935, 8.060619, 4.321835, 2.4309597)","(NaN, NaN, NaN, 7.545074, 4.342344, 0.07461271, NaN, 1.0180205, 1.2555448, 0.46853396, 0.5614451, NaN, 0.6292261, NaN, NaN, 0.77237713, 0.13009362, 0.40965068, NaN, 0.66106457, 0.6898779, 0.40847775, 84.90005, 0.31623787, 1.3808411, 0.9214382, 0.5962107, 0.5587871)","(0.0, 0.0, 0.0, 4.207237, 3.782738, 6.109451, 4.252925, 4.864088, 3.8344145, 5.5149946, 5.768423, 6.784966, 7.0836897, 7.0069876, 7.268629, 5.7902465, 7.0960674, 6.4750404, 6.4548397, 6.4548397, 6.74621, 6.426863, 6.319717, 6.3367906, 5.9224463, 6.2448926, 6.2957063, 6.304284)","(0.0, 0.0, 0.0, 0.74363667, 0.47873917, 0.24978223, 0.9134115, 0.28037736, 0.421704, 0.24816969, 0.33218205, 0.1639145, 0.05074974, 0.14533716, 0.07862245, 0.18034762, 0.06168903, 0.10452133, 0.121589646, 0.43147236, 0.07356167, 0.026895715, 0.026300488, 0.18731627, 0.091350436, 0.08020306, 0.010736351, 0.017898167)","(0.0, 0.0, 0.0, 1.1322002, 7.7482285, 0.09725533, 0.0, 1.4546021, 1.5342296, 2.8765368, 2.9368503, 0.0, 0.48590788, 0.0, 0.0, 7.3300567, 2.3857212, 2.3857212, 0.0, 0.9299552, 0.6999665, 1.2108282, 0.011806467, 9.437391, 29.202166, 9.437391, 4.5172453, 2.7043192)",0.11567445,0.016539726,0.036811687,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,64,0,0,0,0,0,0,0,1,"   2562574088774117376",3.5378337618317413
74,3,8.430544515619072,128.6843710942975,15.79049411645369,0.10596,2276,53712,189,128.68383,15.790994,0.10593146,7.740058E-6,1,30263.098,0.10621782,68.251434,11.904828,0.95008165,emlinekin-2276-53712-0189.fits,Star Forming,"(HeII, [NeV], [NeV], [OII], [OII], [NeIII], [NeIII], H5, He, Hd, Hg, [OIII], HeII, [ArIV], [ArIV], Hb, [OIII], [OIII], [NI], [NI], HeI, [OI], [OI], [NII], Ha, [NII], [SII], [SII])","(3203.15, 3345.81, 3425.81, 3726.03, 3728.73, 3868.69, 3967.4, 3889.05, 3970.07, 4101.73, 4340.46, 4363.15, 4685.74, 4711.3, 4740.1, 4861.32, 4958.83, 5006.77, 5197.9, 5200.39, 5875.6, 6300.2, 6363.67, 6547.96, 6562.8, 6583.34, 6716.31, 6730.68)","(l, l, l, l, l, l, l, l, l, l, l, l, l, l, l, l, d17, l, l, l, l, l, l, d25, l, l, l, l)","(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.34, 1.0, 1.0, 1.0, 1.0)","(30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098, 30263.098)","(-0.0, -0.0, -0.0, 9.719179, 9.792189, 39.929832, 1026.7924, 26.279095, 47.139454, 17.260105, 9.490895, -0.0, 89.650276, -0.0, 461.37967, 3.5697987, 7.76394, 7.76394, 896.34796, 374.92374, 15.292886, 18.52266, 53.23262, 3.4539514, 1.1715856, 3.4539514, 5.0418086, 6.595423)","(10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0)","(-0.0, -0.0, 7.9200649E10, 16.34028, 23.677443, 80.9921, 1519.1309, 54.998573, 115.84702, 35.4631, 19.284292, -0.0, 187.51022, -0.0, 971.21216, 6.966331, 15.5041685, 15.5041685, 621.9748, 704.0631, 28.928232, 35.335846, 109.54801, 7.458033, 2.1623452, 7.458033, 9.469016, 14.15442)","(0.0, 0.0, Infinity, 31.152477, 30.678556, 3.8703737, 0.20174292, 5.075128, 4.4374948, 6.6878653, 11.250149, 0.0, 1.0393393, 0.0, 0.19910158, 29.040339, 4.1911397, 11.974685, 0.46652496, 1.1659726, 4.658964, 3.109881, 0.9930551, 10.538515, 93.11619, 30.995632, 15.006274, 11.347637)","(-0.0, -0.0, -0.0, 2.6209588, 2.5377653, 1.4601649, 1.5055256, 1.2649696, 1.3192137, 1.1649854, 1.1624455, -0.0, 0.9397152, -0.0, 0.9135816, 1.5557652, 0.36588, 1.0453714, 4.6480193, 1.57461, 0.79895467, 0.59957606, 0.5510167, 0.44916183, 2.9688997, 1.3210641, 0.91296226, 0.8411631)","(0.0, 0.0, Infinity, 66.89452, 65.9246, 8.629159, 0.46127075, 11.374759, 10.1528425, 15.809067, 28.141396, 0.0, 2.806643, 0.0, 0.54389346, 81.35936, 12.0932045, 34.552013, 1.3975084, 3.4944263, 15.7758665, 11.290797, 3.6419387, 39.98318, 352.18106, 117.59759, 58.083828, 44.016552)","(0.0, 0.0, 0.0, 7.7986097, 9.926542, 7.896594, 73.000694, 5.407406, 10.63768, 5.643762, 4.287549, 0.0, 9.136761, 0.0, 34.53442, 5.1508737, 1.5698605, 4.485316, 154.23904, 49.86609, 3.2677794, 3.1984563, 4.81689, 2.091407, 12.945755, 6.151197, 4.642938, 4.1881514)","(0.0, 0.0, 0.0, 4.618387, 4.9775376, 0.4232265, 0.031926785, 0.74640906, 0.7649225, 0.9413267, 1.5954442, 0.0, 0.13265838, 0.0, 0.025271008, 5.0331445, 0.5941072, 1.8447262, 0.07562216, 0.18988883, 0.87635845, 0.6802303, 0.2233076, 2.471985, 23.47741, 7.394425, 3.6727126, 2.786167)","(NaN, NaN, NaN, 1.0064973, 0.9242638, 0.38771093, 5.0527363, 0.3569223, 0.80704784, 0.34043393, 0.26627004, NaN, 0.43186384, NaN, 1.6045781, 0.38265932, 0.07805753, 0.24309981, 8.346205, 2.7097566, 0.18247433, 0.19314297, 0.29538026, 0.16216786, 1.0259153, 0.4206829, 0.30162445, 0.27029058)","(0.0, 0.0, 0.0, 11.059075, 10.113982, 15.698972, 11.187048, 11.7476225, 10.278978, 13.100429, 13.930678, 16.623997, 16.987082, 16.690195, 17.32293, 13.080141, 16.539652, 15.249695, 15.162885, 15.100647, 15.135779, 14.126594, 13.908283, 13.871453, 12.870556, 13.653324, 13.629375, 13.620479)","(0.0, 0.0, 0.0, 2.0279963, 1.0860673, 0.61006683, 2.3063233, 0.57410604, 1.263248, 0.7246222, 0.91832787, 0.26156738, 0.10749851, 0.25909162, 0.19040672, 0.5001616, 0.1640139, 0.21617685, 0.28915837, 0.48730037, 0.1618814, 0.07766438, 0.042489726, 0.484412, 0.1864629, 0.16822562, 0.02551499, 0.033450976)","(0.0, 0.0, 1.9924028E38, 18.589575, 18.309752, 2.3290927, 0.12208753, 3.0576656, 2.6858134, 4.0772324, 6.944241, 0.0, 0.65220165, 0.0, 0.12524576, 18.365564, 7.6197734, 7.6197734, 0.2991642, 0.74776596, 3.0615473, 2.0685732, 0.66187507, 20.79712, 62.440292, 20.79712, 10.107385, 7.646227)",0.05,0.010877682,0.037374504,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,64,0,0,0,0,0,0,0,1,"   2562600202175277056",2.5984556015576437
79,1,9.137470795690707,143.0164322817605,16.01371716945271,0.040354,2579,54068,458,143.0165,16.013753,0.04032821,6.198394E-6,1,11907.62,0.040518917,37.726185,25.627554,0.9239217,emlinekin-2579-54068-0458.fits,Star Forming,"(HeII, [NeV], [NeV], [OII], [OII], [NeIII], [NeIII], H5, He, Hd, Hg, [OIII], HeII, [ArIV], [ArIV], Hb, [OIII], [OIII], [NI], [NI], HeI, [OI], [OI], [NII], Ha, [NII], [SII], [SII])","(3203.15, 3345.81, 3425.81, 3726.03, 3728.73, 3868.69, 3967.4, 3889.05, 3970.07, 4101.73, 4340.46, 4363.15, 4685.74, 4711.3, 4740.1, 4861.32, 4958.83, 5006.77, 5197.9, 5200.39, 5875.6, 6300.2, 6363.67, 6547.96, 6562.8, 6583.34, 6716.31, 6730.68)","(l, l, l, l, l, l, l, l, l, l, l, l, l, l, l, l, d17, l, l, l, l, l, l, d25, l, l, l, l)","(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.34, 1.0, 1.0, 1.0, 1.0)","(11907.62, 11907.62, 11907.62, 11920.667, 11926.628, 11875.814, 11871.057, 11848.637, 11918.583, 11918.589, 11920.516, 12072.561, 11820.718, 12907.62, 11907.62, 11929.703, 11940.206, 11940.206, 12212.806, 12241.901, 11983.164, 11948.842, 11860.711, 11941.019, 11935.344, 11941.019, 11934.276, 11944.591)","(-0.0, -0.0, -0.0, 22.054575, 18.462387, 22.978003, 56.232414, 81.75937, 49.37343, 14.3303795, 8.574159, -0.0, 237.48886, -0.0, -0.0, 4.471345, 2.797772, 2.797772, -0.0, -0.0, 82.36643, 15.104523, 162.19713, 5.7304516, 2.1091383, 5.7304516, 4.6060605, 7.032623)","(10.0, 10.0, 10.0, 65.8887, 70.193016, 17.748297, 16.577675, 165.9037, 79.802315, 24.030804, 33.305225, 779.1782, 407.93933, 250.40356, 0.07126034, 36.870842, 24.865742, 24.865742, 10.0, 864.679, 44.64565, 36.5607, 203.29974, 18.399643, 38.355083, 18.399643, 30.730183, 29.539167)","(-0.0, -0.0, -0.0, 13.999272, 19.206078, 40.336193, 90.36318, 83.05339, 70.09942, 22.719395, 12.396022, -0.0, 242.2249, -0.0, -0.0, 5.8891816, 4.114986, 4.114986, -0.0, -0.0, 110.25585, 19.935497, 171.40744, 9.774605, 2.191323, 9.774605, 6.5536838, 10.131913)","(0.0, 0.0, 0.0, 61.376812, 79.11269, 12.957389, 6.093664, 5.2980027, 9.381084, 14.23041, 21.19754, 0.0, 1.3665199, 0.0, 0.0, 32.171535, 18.174286, 51.92653, 0.0, 0.0, 1.0502491, 5.613045, 0.6506508, 3.8030794, 67.21177, 11.185527, 15.197197, 10.191402)","(-0.0, -0.0, -0.0, 7.9753985, 7.602992, 2.1502395, 2.2994177, 1.1161131, 1.4713364, 1.757688, 2.1077747, -0.0, 0.40299127, -0.0, -0.0, 2.7235487, 1.4634427, 4.181265, -0.0, -0.0, 0.57763636, 0.7725743, 0.27800328, 0.31158274, 4.622419, 0.9164198, 1.1397914, 0.87438935)","(0.0, 0.0, 0.0, 179.33385, 239.52214, 27.912638, 13.395439, 31.710659, 32.64626, 33.53122, 55.98602, 0.0, 22.9754, 0.0, 0.0, 97.57329, 52.52126, 150.06075, 0.0, 0.0, 4.0810075, 22.015148, 7.6499376, 13.984271, 278.17142, 41.130207, 61.0557, 40.720844)","(0.0, 0.0, 0.0, 57.820393, 56.580357, 12.860654, 17.290703, 17.851906, 19.04679, 9.34892, 11.221892, 0.0, 18.854982, 0.0, 0.0, 15.973684, 7.0336413, 20.096119, 0.0, 0.0, 6.1044874, 5.51351, 6.5665083, 1.8105415, 27.673521, 5.325122, 7.075065, 5.7624536)","(0.0, 0.0, 0.0, 15.355555, 24.041975, 1.8197861, 1.1990502, 2.780377, 3.1392972, 2.878172, 5.0668607, 0.0, 1.7844758, 0.0, 0.0, 10.212638, 4.4016814, 13.669142, 0.0, 0.0, 0.43822965, 2.6563861, 0.9500835, 1.7817656, 38.58896, 5.3262954, 8.037086, 5.3685527)","(NaN, NaN, NaN, 5.6472683, 6.3456235, 0.8414609, 1.5707166, 1.5768543, 1.8533524, 0.8145425, 1.0778699, NaN, 1.4647194, NaN, NaN, 1.7368467, 0.59400064, 1.8558385, NaN, NaN, 0.65557516, 0.66683984, 0.8157009, 0.24215545, 3.9457722, 0.69849694, 0.9416184, 0.76537234)","(0.0, 0.0, 0.0, 5.836365, 4.980845, 7.8329945, 5.7881203, 5.841948, 5.3899655, 6.1516247, 6.0235305, 7.465852, 7.3225946, 7.2210484, 7.385191, 5.543575, 6.997696, 6.471438, 6.3328395, 6.245967, 5.962996, 5.4750957, 5.346977, 5.287982, 4.8622932, 5.2167897, 5.182881, 5.180303)","(0.0, 0.0, 0.0, 1.029973, 0.5831422, 0.28877196, 1.2904688, 0.39422315, 0.48152015, 0.2873737, 0.42127886, 0.13025127, 0.05085204, 0.118911974, 0.074268356, 0.2424011, 0.054935217, 0.10855129, 0.12351164, 0.07615134, 0.071733326, 0.02661904, 0.033135615, 0.19959751, 0.08048246, 0.06396636, 0.014152879, 0.014750721)","(0.0, 0.0, 0.0, 19.32846, 24.92418, 4.169769, 1.9894987, 1.7100762, 3.0639753, 4.73502, 7.281874, 0.0, 0.4897515, 0.0, 0.0, 11.76294, 19.289078, 19.289078, 0.0, 0.0, 0.423778, 2.3367221, 0.2722748, 4.7618017, 28.568289, 4.7618017, 6.533627, 4.3860826)",0.12854184,0.032134943,0.039786033,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,64,0,0,0,0,0,0,0,1,"   2903821822078248960",0.26748261239135673
