Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV
158,2,473,216.5451448858078,29.74552186279333,EXP,0.450125524772851,696.7065,0.0266,1032.4515,0.0326,16.0137,0.0810,18.0881,0.0049,0.8479,0.0068,0.8070,0.0020,-20.7128,0.6738,696.7065,0.0266,1032.4515,0.0326,16.0509,0.0639,17.5306,0.004,0.9501,0.0049,0.8070,0.0020,-20.7128,0.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.7065,0.0266,1032.4515,0.0326,16.1247,0.1368,17.1801,0.0073,1.1530,0.0120,0.8070,0.0020,-20.7128,0.6738,495183,2166p297,473,0.017025635,58.001343,96.48838,0.0,133.43134,1.7517518,1.327864,0.0,1.4081305,1.0,0.0,4.2215676,12731.322,0.07848676,201816.0,-0.05995016,92079.64,18.091404,17.538813,Infinity,17.186855,17.758007,18.423168,18.031265,,0.5525913,Infinity,0.35195732,Infinity,216.54525,29.7455833,14 26 10.86,+29 44 44.1,0.05853,,20.0103,19.5438
159,2,2187,219.221051338999,12.13901051400059,SER,0.675560761871677,907.2357,0.0046,380.8804,0.0071,16.9631,0.0442,17.1325,0.002,1.5653,0.0050,0.5741,0.0007,-28.4105,0.0826,907.2357,0.0046,380.8804,0.0071,17.0516,0.0262,16.4814,0.0013,1.6248,0.0028,0.5741,0.0007,-28.4105,0.0826,907.2357,0.0046,380.8804,0.0071,17.1361,0.0374,16.1929,0.0021,1.6816,0.0038,0.5741,0.0007,-28.4105,0.0826,907.2357,0.0046,380.8804,0.0071,17.2276,0.0654,15.9885,0.0028,1.7430,0.0069,0.5741,0.0007,-28.4105,0.0826,401323,2192p122,2187,0.027816731,145.45796,267.51453,345.80624,417.739,1.1821758,1.3430754,1.6212838,1.2632622,1.9187262,103451.68,4.9814267,108322.7,0.1585098,1401086.6,-0.2336806,1709550.9,17.093157,16.431631,16.152918,15.947738,16.614252,17.004913,14.798161,12.199721,0.6615257,0.27871323,0.4838934,0.20518017,219.220875,12.1392222,14 36 53.01,+12 08 21.2,0.0,,20.2381,19.6285
159,3,5319,219.2428588429306,12.16787348845842,DUP,0.675560761871677,908.8956,0.0027,686.6822,0.0022,32.6258,0.0831,15.9467,0.0017,2.3576,0.0050,0.7455,0.0005,-54.4361,0.0789,908.8956,0.0027,686.6822,0.0022,36.1443,0.0584,15.0588,0.001,2.9634,0.0033,0.7455,0.0005,-54.4361,0.0789,908.8956,0.0027,686.6822,0.0022,39.5014,0.1007,14.6542,0.0016,3.5415,0.0051,0.7455,0.0005,-54.4361,0.0789,908.8956,0.0027,686.6822,0.0022,43.1355,0.1689,14.3912,0.0022,4.1673,0.0085,0.7455,0.0005,-54.4361,0.0789,401323,2192p122,5319,0.026437096,0.0,0.0,0.0,0.0,1.2104131,1.3075571,1.6212838,1.163893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,219.2427083,12.1683056,14 36 58.25,+12 10 05.9,0.055027,,19.4488,18.7914
159,4,3116,219.2652855248565,12.17632928967613,SER,0.675560761871677,613.947,0.002,777.4355,0.0044,25.8339,0.0188,16.148,7.0E-4,0.8907,0.0013,0.3598,0.0001,14.2959,0.0129,613.947,0.002,777.4355,0.0044,25.8049,0.0134,15.3074,5.0E-4,1.2764,0.0009,0.3598,0.0001,14.2959,0.0129,613.947,0.002,777.4355,0.0044,25.7772,0.0206,14.9106,8.0E-4,1.6445,0.0015,0.3598,0.0001,14.2959,0.0129,613.947,0.002,777.4355,0.0044,25.7472,0.0338,14.6520,0.0009,2.0429,0.0025,0.3598,0.0001,14.2959,0.0129,401323,2192p122,3116,0.025694022,39.035637,65.32553,109.93137,97.5824,1.2104131,1.3075571,1.6212838,1.163893,6.0,136.83887,0.45561266,483690.3,0.09446773,194165.78,-0.032776754,125034.72,18.521347,17.962292,17.397196,17.526571,16.578176,16.336142,15.770236,13.59324,0.5590553,0.5650959,0.43572044,-0.12937546,219.2653333,12.1764167,14 37 03.68,+12 10 35.1,0.188742,,19.568,19.5384
159,1,2183,219.2209261720926,12.16126139104753,DEV,0.675560761871677,313.1553,0.0041,893.5401,0.0042,1.1865,0.0254,18.1363,0.0127,*19.9950*,*0.7066*,0.8286,0.0050,-10.4408,0.9305,313.1553,0.0041,893.5401,0.0042,1.9294,0.0290,17.5931,0.0102,*17.8422*,*0.5304*,0.8286,0.0050,-10.4408,0.9305,313.1553,0.0041,893.5401,0.0042,2.6382,0.0563,16.9958,0.01,*15.7880*,*0.4149*,0.8286,0.0050,-10.4408,0.9305,313.1553,0.0041,893.5401,0.0042,3.4055,0.0896,17.0772,0.0114,*13.5644*,*0.4036*,0.8286,0.0050,-10.4408,0.9305,401323,2192p122,2183,0.026866361,410.33264,892.1476,1269.9329,1599.2595,1.2104131,1.3075571,1.6212838,1.163893,4.0,0.0,12.171076,19703.52,-0.043525063,2947242.0,-0.1369668,5320336.5,15.96716,15.123908,14.740548,14.490203,14.868569,15.391562,15.061044,13.794565,0.8432522,0.3833599,0.63370514,0.25034523,219.2206667,12.1612778,14 36 52.96,+12 09 40.6,0.054808,,19.4267,19.203
160,1,35,219.6912603223076,9.04091980277455,SER,0.642772114763251,598.746,0.0018,735.1161,0.0018,6.3725,0.0078,16.9286,8.0E-4,1.9063,0.0042,0.9858,0.0006,-9.6115,1.6527,598.746,0.0018,735.1161,0.0018,6.0887,0.0053,16.3358,6.0E-4,1.8237,0.0026,0.9858,0.0006,-9.6115,1.6527,598.746,0.0018,735.1161,0.0018,5.8179,0.0055,16.1054,7.0E-4,1.7448,0.0025,0.9858,0.0006,-9.6115,1.6527,598.746,0.0018,735.1161,0.0018,5.5247,0.0083,15.9550,0.0011,1.6594,0.0041,0.9858,0.0006,-9.6115,1.6527,382911,2198p090,35,0.036624976,57.68422,91.86728,104.46823,120.2503,1.7650682,1.7170208,1.5792856,1.2767698,3.8040664,2060.6218,1.6648026,80596.38,-0.25520748,366128.06,-0.09148963,256046.94,18.097357,17.592098,17.45254,17.299784,17.56583,17.952793,16.144869,15.027272,0.50525856,0.13955879,0.29231453,0.15275574,219.6914583,9.0409444,14 38 45.95,+09 02 27.4,0.030605,,20.192,20.1538
160,2,159,219.6972295133376,9.03095727003908,SER,0.642772114763251,925.5664,0.0045,652.3549,0.0038,5.8455,0.0386,18.0732,0.0033,4.0641,0.0308,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,6.6603,0.0303,17.5254,0.0025,3.9393,0.0202,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,7.4377,0.0499,17.3457,0.0035,3.8201,0.0223,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,8.2793,0.0808,17.1026,0.0053,3.6912,0.0355,0.5556,0.0018,-80.1167,0.1544,382911,2198p090,159,0.036746163,3.9344027,3.8514493,4.012699,3.5968087,1.7650682,1.7170208,1.5792856,1.2767698,0.5,116.51888,0.8368052,4015.227,0.1218136,1565.5298,0.30540642,1981.3342,21.012802,21.03594,20.99141,21.110207,18.704237,19.153776,,12.828657,-0.023138046,0.04453087,-0.07426643,-0.1187973,219.6975833,9.031,14 38 47.42,+09 01 51.6,0.0,,19.4261,18.9803
160,3,553,219.7153122101575,9.046957064626492,REX,0.642772114763251,853.114,0.002,509.1393,0.0023,5.5472,0.0260,17.0368,0.0031,*19.9999*,*0.1958*,0.4946,0.0012,82.7472,0.0949,853.114,0.002,509.1393,0.0023,3.7181,0.0173,16.207,0.0025,*16.3193*,*0.1283*,0.4946,0.0012,82.7472,0.0949,853.114,0.002,509.1393,0.0023,1.9728,0.0092,16.045,0.0033,*12.8075*,*0.1493*,0.4946,0.0012,82.7472,0.0949,853.114,0.002,509.1393,0.0023,*0.0836*,*0.0031*,16.1919,0.0080,9.0060,0.2409,0.4946,0.0012,82.7472,0.0949,382911,2198p090,553,0.036673956,146.05856,256.73624,323.48083,390.10812,1.8367014,1.703331,1.4297341,1.3135701,1.0,0.0,1.3923476,2168185.2,0.0,0.0,0.0,0.0,17.088682,16.476282,16.225378,16.022038,16.239187,16.671824,14.569539,13.474358,0.61240005,0.25090408,0.4542446,0.20334053,219.7154167,9.0469722,14 38 51.70,+09 02 49.1,0.030822,,19.0701,18.6646
160,4,900,219.7307285148444,9.055148947980484,SER,0.642772114763251,389.872,0.0039,847.7355,0.0032,10.9904,0.0097,17.1043,8.0E-4,0.8044,0.0018,0.7846,0.0004,50.8575,0.1137,389.872,0.0039,847.7355,0.0032,10.9386,0.0075,16.7188,8.0E-4,0.8917,0.0010,0.7846,0.0004,50.8575,0.1137,389.872,0.0039,847.7355,0.0032,10.8892,0.0112,16.5177,0.001,0.9749,0.0017,0.7846,0.0004,50.8575,0.1137,389.872,0.0039,847.7355,0.0032,10.8357,0.0178,16.4707,0.0016,1.0650,0.0030,0.7846,0.0004,50.8575,0.1137,382911,2198p090,900,0.036391232,142.95929,202.10762,241.66132,254.61969,1.8367014,1.703331,1.4297341,1.3135701,0.8828504,237861.78,2.8317869,373726.56,-0.02775813,2492478.5,0.12337346,5098591.0,17.111969,16.736044,16.541983,16.48527,17.406935,18.323233,14.903,12.784541,0.37592506,0.19406128,0.25077438,0.056713104,219.7307917,9.0550556,14 38 55.39,+09 03 18.2,0.086179,,19.2198,18.3777
162,1,4783,222.6836429206116,21.75444834306291,SER,0.456033594500779,369.5476,0.0021,531.2964,0.002,244.0008,4.3500,15.5838,0.0077,9.9548,0.0482,0.5925,0.0007,-53.7135,0.0657,369.5476,0.0021,531.2964,0.002,264.1949,3.3845,14.8256,0.0054,*11.2019*,*0.0369*,0.5925,0.0007,-53.7135,0.0657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.5476,0.0021,531.2964,0.002,304.3206,8.3618,14.2884,0.0104,*13.6799*,*0.0887*,0.5925,0.0007,-53.7135,0.0657,453672,2225p217,4783,0.03202837,37.95934,56.734238,0.0,75.254234,1.3485589,1.4850538,0.0,1.5796468,3.1699524,2837.1328,0.66646343,340528.62,0.070681974,185253.23,-0.17122439,249357.05,18.551702,18.115387,Infinity,17.808672,18.212814,18.852507,17.299877,,0.43631554,Infinity,0.306715,Infinity,222.6837917,21.7543611,14 50 44.11,+21 45 15.7,0.0,,19.8303,20.1727
162,4,402,222.7341134985892,21.73695668393236,SER,0.456033594500779,829.4769,0.0327,786.2138,0.0241,13.1510,0.0648,19.0511,0.0045,0.7852,0.0070,0.7185,0.0020,87.4561,0.4645,829.4769,0.0327,786.2138,0.0241,12.9758,0.0641,18.7452,0.0049,0.8702,0.0073,0.7185,0.0020,87.4561,0.4645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.4769,0.0327,786.2138,0.0241,12.6278,0.1603,18.5774,0.0116,1.0390,0.0206,0.7185,0.0020,87.4561,0.4645,453673,2228p217,402,0.032834783,233.73506,488.5379,0.0,887.91815,1.4052161,1.4587334,0.0,1.3784177,4.293833,55966.56,10.185713,27720.38,-0.06635633,1770391.5,-0.26619852,3024645.2,16.57819,15.777755,Infinity,15.129067,15.410731,15.873926,14.81669,15.24978,0.80043507,Infinity,0.64868736,Infinity,222.734125,21.7365556,14 50 56.19,+21 44 11.6,0.070224,,20.0333,19.2583
162,2,5097,222.698087709932,21.75550980625253,EXP,0.456033594500779,1013.6578,0.0024,771.4402,0.0027,2.4171,0.0071,18.5499,0.0016,2.8208,0.0262,0.6814,0.0022,-32.1671,0.2618,1013.6578,0.0024,771.4402,0.0027,2.6830,0.0065,18.0921,0.0014,2.6648,0.0177,0.6814,0.0022,-32.1671,0.2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.6578,0.0024,771.4402,0.0027,3.2112,0.0163,17.7554,0.0032,2.3548,0.0388,0.6814,0.0022,-32.1671,0.2618,453672,2225p217,5097,0.032372277,25.194206,33.66712,0.0,40.655235,1.3874123,1.4850538,0.0,1.5796468,1.0,0.0,3.758112,9727.621,-0.1810004,141283.14,0.017100736,63388.64,18.996748,18.681986,Infinity,18.47721,19.639479,,,,0.31476212,Infinity,0.20477676,Infinity,222.6978333,21.7556667,14 50 47.48,+21 45 20.4,0.0,,20.2229,20.1447
162,3,6200,222.7211992797918,21.74704962514413,DUP,0.456033594500779,534.5895,0.0041,669.9742,0.0026,14.1769,0.0143,16.9312,9.0E-4,1.1586,0.0021,0.5333,0.0003,88.3219,0.0404,534.5895,0.0041,669.9742,0.0026,13.5345,0.0114,16.237,7.0E-4,1.4260,0.0019,0.5333,0.0003,88.3219,0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.5895,0.0041,669.9742,0.0026,12.2581,0.0241,15.7320,0.0014,1.9574,0.0048,0.5333,0.0003,88.3219,0.0404,453673,2228p217,6200,0.0327821,0.0,0.0,0.0,0.0,1.4981487,1.409343,0.0,1.4040467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,222.721125,21.7468333,14 50 53.07,+21 44 48.6,0.059624,,19.5421,18.824
164,1,5684,226.257393613647,8.709469189893905,REX,0.54058022616801,890.0229,0.0028,476.8564,0.0026,14.6275,0.0111,16.356,6.0E-4,1.3321,0.0015,0.9434,0.0004,72.4224,0.2989,890.0229,0.0028,476.8564,0.0026,14.4870,0.0072,15.8105,5.0E-4,1.4363,0.0010,0.9434,0.0004,72.4224,0.2989,890.0229,0.0028,476.8564,0.0026,14.3530,0.0095,15.5944,8.0E-4,1.5358,0.0013,0.9434,0.0004,72.4224,0.2989,890.0229,0.0028,476.8564,0.0026,14.2079,0.0157,15.4040,0.0008,1.6434,0.0021,0.9434,0.0004,72.4224,0.2989,381512,2261p087,5684,0.033906676,257.39514,427.1057,550.6002,635.1726,1.5192568,1.5520905,1.8888202,1.5478872,1.0,0.0,3.3711457,607870.44,0.0,0.0,0.0,0.0,16.4735,15.923661,15.647909,15.49277,15.619901,16.023607,13.796786,13.06055,0.54983807,0.27575207,0.43089104,0.15513897,226.2574583,8.7095278,15 05 01.79,+08 42 34.3,0.07397,,18.9671,18.0069
164,2,211,226.2709126721782,8.731861193811778,DEV,0.54058022616801,706.4758,0.0038,784.6589,0.0068,16.1659,0.0733,18.5224,0.0035,1.6920,0.0142,0.2598,0.0007,-28.3747,0.0562,706.4758,0.0038,784.6589,0.0068,14.7061,0.0485,17.7645,0.0023,2.4875,0.0111,0.2598,0.0007,-28.3747,0.0562,706.4758,0.0038,784.6589,0.0068,13.3132,0.0598,17.3289,0.003,3.2466,0.0192,0.2598,0.0007,-28.3747,0.0562,706.4758,0.0038,784.6589,0.0068,11.8054,0.0972,17.2024,0.0041,4.0682,0.0315,0.2598,0.0007,-28.3747,0.0562,381513,2263p087,211,0.03479361,37.32033,80.84294,119.75202,152.18768,1.6129936,1.6569086,1.3637538,1.5160718,4.0,0.0,4.5824904,10510.509,0.32977396,383518.6,-0.50190854,445309.03,18.570137,17.730894,17.304293,17.044052,17.14704,17.390158,15.849152,14.339862,0.83924294,0.4266014,0.68684196,0.26024055,226.2712917,8.7313889,15 05 05.11,+08 43 53.0,0.0,,19.9005,20.3944
164,4,611,226.2860016960066,8.741545801688666,SER,0.54058022616801,663.6917,0.0029,578.643,0.0021,7.1944,0.0090,17.745,0.001,1.2850,0.0039,0.5807,0.0006,76.6066,0.0622,663.6917,0.0029,578.643,0.0021,6.9613,0.0061,17.119,8.0E-4,1.4255,0.0027,0.5807,0.0006,76.6066,0.0622,663.6917,0.0029,578.643,0.0021,6.7388,0.0070,16.8405,0.001,1.5595,0.0035,0.5807,0.0006,76.6066,0.0622,663.6917,0.0029,578.643,0.0021,6.4980,0.0110,16.6670,0.0011,1.7046,0.0055,0.5807,0.0006,76.6066,0.0622,381513,2263p087,611,0.034757935,36.30075,47.69395,55.494892,56.976143,1.6014298,1.594925,1.5341749,1.6916672,0.5,37520.69,2.1695573,155471.16,0.30240956,696521.1,-0.085184895,416652.34,18.60021,18.303843,18.139368,18.110767,18.401892,18.997627,16.720772,,0.29636765,0.16447449,0.19307518,0.028600693,226.2864583,8.7413333,15 05 08.75,+08 44 28.8,0.0,,19.5224,19.4263
164,3,287,226.2740593596376,8.71686874945827,SER,0.54058022616801,501.4397,0.0068,917.725,0.0089,8.3617,0.0138,18.6234,0.0016,0.3971,0.0039,0.5306,0.0006,-8.1347,0.1098,501.4397,0.0068,917.725,0.0089,8.3642,0.0113,18.3153,0.0018,0.4699,0.0026,0.5306,0.0006,-8.1347,0.1098,501.4397,0.0068,917.725,0.0089,8.3665,0.0153,18.1223,0.0023,0.5392,0.0042,0.5306,0.0006,-8.1347,0.1098,501.4397,0.0068,917.725,0.0089,8.3691,0.0230,18.1039,0.0027,0.6144,0.0071,0.5306,0.0006,-8.1347,0.1098,381513,2263p087,287,0.034626346,77.88551,139.92111,181.59793,217.82266,1.5185274,1.546247,1.5405147,1.53485,1.5065013,77568.195,1.788908,470409.75,-0.23219976,2343908.2,0.11741179,1800204.5,17.771358,17.135292,16.852222,16.654743,16.949064,17.437614,15.765447,16.389673,0.63606644,0.2830696,0.48054886,0.19747925,226.2741667,8.7169444,15 05 05.80,+08 43 01.0,0.073949,,19.8088,19.8926
165,3,3275,226.8911971335406,28.82778694790616,PSF,0.458650508919444,375.9112,0.0032,412.6294,0.0038,9.3550,0.0122,17.5219,0.0011,1.1517,0.0030,0.7880,0.0007,-16.9371,0.147,375.9112,0.0032,412.6294,0.0038,8.9532,0.0093,16.742,9.0E-4,1.3759,0.0023,0.7880,0.0007,-16.9371,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.9112,0.0032,412.6294,0.0038,8.1548,0.0217,16.1808,0.0019,1.8214,0.0064,0.7880,0.0007,-16.9371,0.147,490186,2268p287,3275,0.026785513,15.463981,11.087837,0.0,6.366137,1.6872299,1.472099,0.0,1.2866373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.526697,19.887882,Infinity,20.49031,,,,16.154842,-0.36118507,Infinity,-0.60242844,Infinity,226.8910833,28.8277778,15 07 33.86,+28 49 40.0,0.0,,18.5218,18.9242
165,4,3660,226.9098608436222,28.81407667194163,SER,0.458650508919444,1012.3591,0.0249,870.4575,0.0076,19.6879,0.0481,18.2965,0.0024,0.5895,0.0048,0.1634,0.0005,73.1729,0.0361,1012.3591,0.0249,870.4575,0.0076,19.2629,0.0500,17.7877,0.0026,0.8892,0.0049,0.1634,0.0005,73.1729,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.3591,0.0249,870.4575,0.0076,18.4184,0.1342,17.4768,0.0054,1.4847,0.0151,0.1634,0.0005,73.1729,0.0361,490186,2268p287,3660,0.027293438,94.171616,195.594,0.0,343.66156,1.6872299,1.472099,0.0,1.2866373,1.4097916,68169.9,2.3017104,266491.9,0.09430248,2123045.8,-0.06945489,1585339.4,17.5652,16.77161,Infinity,16.159672,16.265333,16.690722,14.933937,13.458634,0.79359055,Infinity,0.6119385,Infinity,226.9099167,28.8139722,15 07 38.38,+28 48 50.3,0.05849,,20.2269,20.4968
165,2,3020,226.877785520467,28.84735139818016,PSF,0.458650508919444,761.5251,0.0044,869.7444,0.004,*0.0276*,*0.0185*,17.9606,0.1055,3.1005,0.2799,0.5944,0.0057,16.883,0.5809,761.5251,0.0044,869.7444,0.004,*0.4676*,*0.0136*,17.6576,0.0012,4.0112,0.1696,0.5944,0.0057,16.883,0.5809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.5251,0.0044,869.7444,0.004,1.3420,0.0114,17.3132,0.0039,5.8207,0.1634,0.5944,0.0057,16.883,0.5809,490186,2268p287,3020,0.026241418,58.241043,77.3724,0.0,95.6587,1.4706868,1.3278695,0.0,1.4973152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.086927,17.778534,Infinity,17.54819,16.143911,15.746133,14.789938,13.585973,0.30839348,Infinity,0.23034477,Infinity,226.87775,28.8474167,15 07 30.66,+28 50 50.7,0.0,,17.7761,17.7584
165,1,2657,226.8570453536956,28.84742332859366,SER,0.458650508919444,600.2262,0.019,600.3701,0.0139,*0.3176*,*0.0820*,19.5767,0.0061,3.3192,1.0659,0.4691,0.0721,-22.4346,3.952,600.2262,0.019,600.3701,0.0139,*0.2536*,*0.0991*,19.9172,0.0126,3.3589,1.6247,0.4691,0.0721,-22.4346,3.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.2262,0.019,600.3701,0.0139,*0.1264*,*0.2330*,20.4623,0.0660,3.4377,4.2624,0.4691,0.0721,-22.4346,3.952,490186,2268p287,2657,0.025849871,44.631294,73.33687,0.0,107.41911,1.4706868,1.3278695,0.0,1.4973152,1.2647116,9272.358,4.9758053,343016.25,-0.5885677,341724.34,0.35140347,1155104.4,18.375902,17.836695,Infinity,17.422297,17.622786,18.181204,16.57474,15.730214,0.53920746,Infinity,0.4143982,Infinity,226.856875,28.8471667,15 07 25.65,+28 50 49.8,0.05809,,19.7947,19.8993
168,1,3930,228.146769499315,26.561050495425,PSF,0.462696057480563,410.1721,0.0088,787.6019,0.0065,13.6200,0.0411,18.1675,0.0025,1.2970,0.0056,0.6686,0.0010,-54.663,0.1735,410.1721,0.0088,787.6019,0.0065,13.0952,0.0357,17.7411,0.0024,1.3789,0.0050,0.6686,0.0010,-54.663,0.1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.1721,0.0088,787.6019,0.0065,12.0524,0.0960,17.5221,0.0066,1.5415,0.0146,0.6686,0.0010,-54.663,0.1735,478692,2280p265,3930,0.05564541,339.94202,303.4534,0.0,242.7748,1.4894725,1.4982721,0.0,1.2785676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.171488,16.29477,Infinity,16.536991,18.661901,19.328289,18.610733,,-0.12328148,Infinity,-0.24222183,Infinity,228.1467083,26.5611389,15 12 35.21,+26 33 40.1,0.0,,18.9182,17.9217
168,2,4071,228.1551079683782,26.57635339860423,SER,0.462696057480563,808.312,0.005,731.7448,0.0152,23.0896,0.0443,17.7756,0.0015,1.1080,0.0033,0.1943,0.0003,-18.4461,0.0229,808.312,0.005,731.7448,0.0152,24.3621,0.0484,17.4185,0.0018,1.1616,0.0031,0.1943,0.0003,-18.4461,0.0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.312,0.005,731.7448,0.0152,26.8907,0.1383,17.1241,0.0044,1.2681,0.0087,0.1943,0.0003,-18.4461,0.0229,478692,2280p265,4071,0.054949567,67.13643,86.87848,0.0,103.45351,1.5859658,1.5111958,0.0,1.2824688,0.7958854,63998.17,4.9748755,32541.53,0.55117387,2367958.2,-0.3776151,1868253.5,17.932604,17.65272,Infinity,17.463137,18.176495,18.808512,19.798744,16.334711,0.27988434,Infinity,0.18958282,Infinity,228.1554167,26.5760278,15 12 37.30,+26 34 33.7,0.032967,,19.4463,19.3007
168,3,4331,228.1697898704123,26.57489943229878,SER,0.462696057480563,627.6507,0.0079,712.58,0.0037,14.4850,0.0290,17.7945,0.0015,1.3760,0.0040,0.3335,0.0004,-65.6995,0.0413,627.6507,0.0079,712.58,0.0037,14.3798,0.0291,17.5559,0.0017,1.3788,0.0038,0.3335,0.0004,-65.6995,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.6507,0.0079,712.58,0.0037,14.1707,0.0806,17.4411,0.0048,1.3842,0.0105,0.3335,0.0004,-65.6995,0.0413,478692,2280p265,4331,0.054666076,64.95812,81.869774,0.0,92.71866,1.5859658,1.5111958,0.0,1.2824688,1.1541529,38806.113,3.0222995,76381.49,-0.34099394,1063719.4,-0.2898832,980089.4,17.968416,17.717192,Infinity,17.582083,18.228937,18.769924,17.271269,,0.25122452,Infinity,0.13510895,Infinity,228.1701667,26.5748333,15 12 40.84,+26 34 29.4,0.0,,18.7806,18.579
168,4,4649,228.187522824389,26.58034235816466,SER,0.462696057480563,911.1864,0.0013,522.3654,0.0017,0.6293,0.0764,16.0723,0.0749,0.2703,0.1570,*0.0807*,*0.0049*,31.6771,0.2749,911.1864,0.0013,522.3654,0.0017,*0.4393*,*0.0594*,16.292,0.0188,1.1963,0.3280,*0.0807*,*0.0049*,31.6771,0.2749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.1864,0.0013,522.3654,0.0017,*0.0617*,*0.0282*,16.4611,0.0798,3.0363,0.6721,*0.0807*,*0.0049*,31.6771,0.2749,478692,2280p265,4649,0.05411434,54.810253,83.171875,0.0,109.23043,1.5859658,1.5111958,0.0,1.2824688,1.5409418,20961.18,3.7680736,28900.016,-0.07284898,336999.97,-0.20021252,622515.0,18.152845,17.700058,Infinity,17.40414,18.172665,18.65398,18.305552,,0.4527874,Infinity,0.2959175,Infinity,228.1875417,26.5801667,15 12 45.01,+26 34 48.6,0.033404,,19.7751,19.6437
170,4,2460,230.1988059847707,30.45536469076909,REX,0.496111835506388,386.4198,0.0042,530.6796,0.0041,17.3680,0.0314,16.2969,0.0014,1.6866,0.0035,0.9597,0.0008,-25.2538,0.7442,386.4198,0.0042,530.6796,0.0041,18.0502,0.0254,15.5076,0.0011,1.9736,0.0027,0.9597,0.0008,-25.2538,0.7442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.4198,0.0042,530.6796,0.0041,19.4057,0.0671,14.9119,0.0023,2.5438,0.0068,0.9597,0.0008,-25.2538,0.7442,498973,2302p305,2460,0.022539776,253.91853,503.81522,0.0,842.4026,1.488821,1.4360499,0.0,1.1129484,1.0,0.0,3.6024342,218901.98,0.0,0.0,0.0,0.0,16.488264,15.744322,Infinity,15.186201,15.360735,15.837771,14.431102,14.387178,0.74394226,Infinity,0.5581207,Infinity,230.19875,30.4554167,15 20 47.70,+30 27 19.5,0.081006,,19.9709,19.1758
