Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv
39,3,0.157394,29.6653533612545,-33.7557267984171,1.3163788746206695,1.3301885046270776,14.6342,0.5795,14.7095,0.6601,14.7814,0.737,14.8592,0.8203,0.0105,0.0017,0.008,0.001,0.0131,0.0017,0.0213,0.0031,17.731332162607504,17.409345060697497,17.026819537361057,17.255296384185158,0.019086022
39,4,0.062604,29.68659056847958,-33.75728046432995,0.7357703394193713,0.7546969493904214,5.3664,1.4028,5.4623,1.6308,5.5537,1.8484,5.6527,2.0839,0.0052,0.0034,0.0036,0.0023,0.0057,0.0034,0.0095,0.0056,17.88188937645865,17.4897386811808,17.246260249176455,17.174111409382608,0.019105537
40,3,0.0289,30.96466705372731,-31.14377393611345,0.31864962031180255,0.2611188354542868,14.8916,0.5343,14.5148,0.6172,14.1552,0.6963,13.766,0.782,0.0038,0.0005,0.0028,0.0003,0.0038,0.0005,0.0059,0.0008,16.38032513191848,16.075298117320642,15.910310837490488,15.815658502427285,0.022625748
40,2,0.0289,30.95856931662525,-31.14696311824521,0.031455590114166654,0.07566234796542126,12.0249,0.4039,12.0586,0.4513,12.0907,0.4966,12.1254,0.5456,0.0073,0.0014,0.0052,0.0008,0.0074,0.0012,0.0121,0.0022,17.814325526613448,17.57765576217557,17.434514994502116,17.37788323254414,0.022556743
40,4,0.0665,30.97886528617959,-31.15557516968853,1.0816948843161498,1.1265879080382657,10.1025,0.7328,10.2225,0.7903,10.337,0.8452,10.4609,0.9047,0.0086,0.0025,0.0052,0.0015,0.0073,0.0019,0.0127,0.0033,18.164502669570123,17.663438289168663,17.361984540562176,17.305370686854356,0.022416946
40,1,0.0289,30.9478588830863,-31.16082085071439,-0.0001485055175045602,0.017672990039153902,13.7588,3.8465,12.39,3.6282,11.0841,3.4199,9.6704,3.1945,0.043,0.0116,0.0265,0.0072,0.022,0.0067,0.0346,0.0109,17.99965460388197,17.328135477454623,17.018341218058875,16.78886962128996,0.022319773
43,3,0.060526,36.23039555650625,-27.2663842386504,0.33412230999135595,0.2624968461332422,11.419,0.5541,10.9518,0.6593,10.5061,0.7597,10.0236,0.8684,0.0058,0.0012,0.0036,0.0007,0.0047,0.0009,0.008,0.0017,17.55598925361527,16.90341737220098,16.591997537171903,16.400044289021825,0.01437738
43,1,0.060526,36.20420687265285,-27.2753540644782,0.25107103798262465,0.2487017952861521,13.5067,0.6856,13.3426,0.7178,13.1861,0.7485,13.0166,0.7818,0.0186,0.0022,0.0132,0.0013,0.0206,0.0023,0.0338,0.004,18.2128582514599,17.8519599743115,17.60878684032499,17.58280141326579,0.013722445
43,2,0.060465,36.2089162292208,-27.28800563203144,1.086026384151344,1.124999459505558,15.9934,0.492,15.8966,0.6539,15.8044,0.8084,15.7044,0.9756,0.0109,0.001,0.0085,0.0006,0.0134,0.0012,0.0214,0.0021,17.557820007123514,17.000474965083452,16.719539559222877,16.589405716072054,0.013799462
43,4,0.2141,36.23801027176443,-27.29013761456291,2.2760144531706565,2.3150823744339313,9.5663,3.9081,11.3772,4.5676,13.105,5.1969,14.9753,5.8781,0.0584,0.0198,0.0428,0.0128,0.0752,0.0175,0.1251,0.0294,18.340361458524455,17.680534390612202,17.196602796428262,17.228484065870074,0.014397512
45,2,0.025821,40.45548347271463,-20.81498328999302,0.6407257486481779,0.6053889361945544,12.6372,2.2182,13.4792,2.095,14.2826,1.9774,15.1522,1.8502,0.0059,0.001,0.004,0.0007,0.0042,0.0005,0.0063,0.0007,15.189764930315128,14.743408915866384,14.513003942667666,14.48011022032524,0.028673038
45,1,0.01016,40.44927762952605,-20.79883391234892,-0.6552170979910255,-0.6997584487009956,60.4371,1.0373,59.3466,1.1265,58.3062,1.2117,57.1799,1.3038,0.0535,0.0011,0.036,0.0007,0.0422,0.0008,0.0669,0.0014,15.78196072055505,15.309461441927523,15.077879847158282,14.997374357408633,0.028452681
45,3,0.025821,40.46024699097511,-20.81220742929486,0.6690541621897275,0.6741340814560264,38.4525,2.4608,38.0174,2.3254,37.6023,2.1961,37.1529,2.0562,0.0434,0.0025,0.0294,0.0016,0.028,0.0014,0.0411,0.002,15.946274474491863,15.536120846744293,15.29658435640132,15.251723480088385,0.028742889
45,4,0.025821,40.47213910499156,-20.81537556564252,-0.7152237638983827,-0.7651578652412017,29.1625,1.3374,29.8608,1.3,30.5271,1.2644,31.2483,1.2259,0.0784,0.0038,0.0532,0.0024,0.0602,0.0025,0.0941,0.0041,17.547335646214908,17.174682187189102,16.938915752019774,16.910528611763276,0.028978743
47,3,0.069815,43.45430953410411,-41.95596963694773,0.41995123187586714,0.4166763255884547,14.7746,0.3857,14.9171,0.4442,15.0531,0.5001,15.2003,0.5605,0.0198,0.0021,0.0168,0.0014,0.0247,0.0024,0.0381,0.0042,18.54394536757439,18.277783120467475,18.02281658139765,18.033034963373712,0.013942841
47,2,0.069815,43.45328850894474,-41.96649072958697,0.1844598990638069,0.30393558981725377,9.2386,0.5126,9.2759,0.5939,9.3115,0.6715,9.3501,0.7556,0.0182,0.0038,0.0146,0.0023,0.0223,0.0041,0.0353,0.0072,18.98895315751832,18.75479540321458,18.509021046591567,18.547901011155208,0.014057335
47,1,0.069815,43.43166948705896,-41.97722464626543,0.27270105909699893,0.28649102060743203,9.7277,0.5217,9.7946,0.5695,9.8584,0.615,9.9274,0.6643,0.0077,0.0018,0.0049,0.001,0.0063,0.0013,0.0105,0.0023,18.152342401120787,17.625668224134014,17.265936090046658,17.15677343365229,0.013843811
47,4,0.069815,43.46510686074172,-41.97949312861047,1.1100660291870579,1.1414169097950104,12.3535,0.6736,12.7015,0.8016,13.0336,0.9237,13.3931,1.0558,0.0057,0.0009,0.0036,0.0006,0.0054,0.0008,0.0092,0.0014,17.215096985305124,16.619792678947324,16.310037965344314,16.158511589340833,0.014092954
48,1,0.0958,45.03859046574656,-36.38120277446424,0.4796555177430353,0.530266130600678,22.8317,1.6369,22.2581,1.9212,21.7107,2.1925,21.1183,2.4861,0.0607,0.0049,0.0355,0.0026,0.0476,0.0038,0.0837,0.0071,17.719708642958384,17.010239480489986,16.643778303504963,16.484972010783576,0.017747942
48,2,0.0958,45.04357933448144,-36.35840573048463,0.9276487701216816,0.898364392375461,20.8823,0.7446,20.2916,0.8835,19.728,1.016,19.118,1.1595,0.0124,0.001,0.0079,0.0006,0.009,0.0007,0.0147,0.0012,17.11662738387073,16.272901244026084,15.868502002573079,15.636212845749023,0.017829526
54,1,0.10668,52.93920447662241,-39.61423111947493,0.9450985272727994,0.9825610508723077,7.2915,0.6596,7.6421,0.7665,7.9768,0.8686,8.339,0.9791,0.0128,0.0036,0.0075,0.0021,0.0103,0.0027,0.0182,0.0047,18.319918660623845,17.809004450114706,17.43016889391913,17.38370188357086,0.016788945
54,2,0.10668,52.94671752743711,-39.6313705245943,0.7522203900289703,0.7382161037156667,11.5892,0.7093,11.4413,0.8346,11.3003,0.9543,11.1476,1.0837,0.0094,0.0016,0.0059,0.001,0.0074,0.0013,0.0125,0.0022,17.73142399879534,16.996426512460758,16.585754446769766,16.418591909365094,0.016637748
54,3,0.10668,52.95790597526705,-39.63148912885078,0.4211049308023114,0.5698379535067204,7.8124,1.289,7.9009,1.3441,7.9854,1.3966,8.0769,1.4535,0.0186,0.0064,0.0114,0.0038,0.0135,0.0043,0.023,0.0073,18.98389378593594,18.274380271375122,17.837204927326823,17.678088471261983,0.016806008
56,3,0.1064,53.44363247558491,-30.33458516543448,1.0982682091217573,1.0506077153402256,21.317,1.1995,20.1592,1.4842,19.0545,1.7559,0.0,0.0,0.0258,0.002,0.0167,0.0013,0.0273,0.0024,0.0,0.0,17.162458711149803,16.381758065283485,15.97049773142139,15.754075668031959,0.014927684
56,2,0.1061,53.43844343605756,-30.3025939673689,0.5472823620354745,0.5707092183028752,7.5607,0.9351,7.4569,1.0463,7.3578,1.1523,0.0,0.0,0.0129,0.004,0.0089,0.0027,0.0152,0.0047,0.0,0.0,18.74216673976338,18.225985244185043,17.859468463996453,17.819021568410573,0.01512724
56,4,0.1064,53.44537476493722,-30.30588441877911,1.4620068616054542,1.494078160644813,6.4792,3.808,6.5357,3.9744,6.5896,4.1331,0.0,0.0,0.0275,0.0194,0.0148,0.0097,0.0233,0.0152,0.0,0.0,18.318253383001544,17.39530444448666,16.913120907687283,16.71252955557151,0.01508493
56,1,0.130297,53.43533681994836,-30.31760628997305,1.9137286123627923,1.9595627684680146,10.5565,0.938,9.7433,1.3097,8.9675,1.6643,0.0,0.0,0.0072,0.0017,0.0045,0.0011,0.0068,0.002,0.0,0.0,17.426179375770914,16.514723007585452,16.019018078302445,15.792067008199234,0.015213116
60,2,0.004923,55.61118847941587,-41.14467798349656,-0.9711211040381436,-1.0393964111458036,32.1839,1.5339,33.4988,1.4585,34.7535,1.3866,36.1116,1.3088,0.0101,0.0006,0.0061,0.0004,0.0095,0.0005,0.0167,0.0008,14.859595366356265,14.365825716668,14.140598284760584,14.060887788004372,0.016196558
60,4,0.004923,55.63225419210978,-41.14952251705099,-1.8926983763207401,-1.9824671061231411,23.3625,0.3164,23.3892,0.4288,23.4147,0.536,23.4423,0.652,0.0222,0.0018,0.0177,0.0012,0.029,0.0022,0.0468,0.0039,17.98537209720085,17.546925247267342,17.33086549857159,17.269656702776473,0.01602056
60,1,0.004923,55.61115773427836,-41.1554598853192,-0.8698049907590164,-0.8164779818707437,8.0505,0.8975,13.9151,2.3278,19.5108,3.6925,25.5681,5.1699,0.0244,0.0061,0.0973,0.0133,0.1888,0.0249,0.2889,0.038,18.720903471743057,18.403821855735973,18.283601970143106,18.201618404342028,0.016171342
61,1,0.030718,56.42341185017834,-12.30330804051288,0.33574226759911774,0.05292776854056491,107.1812,0.3639,108.0509,0.3707,108.8808,0.3771,109.7792,0.384,0.0844,0.0009,0.0633,0.0005,0.0836,0.0008,0.1295,0.0015,16.716934308893936,16.45643489143255,16.206197974889395,16.197439804678368,0.06215981
61,3,0.030718,56.42954445264876,-12.29587363496046,1.1043910931885694,1.1294743959418412,24.1887,3.9117,24.8707,3.8468,25.5215,3.785,26.2259,3.718,0.0322,0.0039,0.0197,0.0025,0.0257,0.0026,0.0439,0.0042,15.313324272488286,14.833172751968108,14.570929278318392,14.482969847611992,0.06231305
61,2,0.030718,56.42748324186661,-12.27369585735638,-0.29797615290778445,-0.4321065060571261,7.7468,7.3857,7.4501,6.2939,7.167,5.2521,6.8605,4.1243,0.0478,0.0377,0.0276,0.0223,0.0192,0.0132,0.0331,0.0211,17.516486946941708,17.021582549320662,16.725337245411502,16.49017349495467,0.06335367
61,4,0.030718,56.430349879522,-12.26294740384917,0.05948963188917844,-0.028303081082020398,12.4697,0.7208,12.0831,0.8355,11.7143,0.9449,11.3151,1.0634,0.0084,0.0016,0.0054,0.001,0.0067,0.0013,0.0111,0.0022,17.083031007458388,16.580627259482924,16.36871465725414,16.20048615502774,0.063901246
65,3,0.014563,67.54549287179941,6.94415958300997,0.15449590773870092,0.04736701728824144,55.6173,1.7081,54.4801,1.6084,53.395,1.5133,52.2204,1.4103,0.1317,0.0035,0.0783,0.002,0.0612,0.0015,0.1015,0.0026,15.0292365335324,14.35676747250139,14.072920353907797,13.865954240967522,0.20575655
66,3,0.067166,70.54332072433151,-23.25027864642653,nan,1.1750384961797238,28.1906,2.2937,26.875,2.621,25.6198,2.9333,24.2609,3.2714,0.0349,0.0028,0.0204,0.0015,0.0264,0.0021,0.0463,0.0039,nan,nan,nan,nan,0.045269232
66,2,0.067166,70.54116695597808,-23.23700230467508,1.285238394252012,1.338506666621175,14.2687,1.9614,13.6044,1.9841,12.9705,2.0057,12.2844,2.0291,0.0137,0.0024,0.0081,0.0013,0.0102,0.0016,0.0178,0.003,20.631401912765327,20.49782358633025,20.313625472829468,20.676616089274663,0.046029452
66,4,0.067166,70.55179936391094,-23.2424223098053,0.47381582632372954,0.4472250100980606,10.8155,0.5228,10.6497,0.4858,10.4916,0.4505,10.3204,0.4123,0.0241,0.0044,0.0167,0.0024,0.0252,0.0044,0.0416,0.0079,18.83130351684523,18.7530331698888,18.542463526845374,18.68306485782891,0.045703657
66,1,0.067166,70.52219347840752,-23.24916053708371,1.182508161210702,1.2171425108670864,4.1106,2.3086,4.8742,2.3875,5.6028,2.4627,6.3915,2.5442,0.0084,0.0081,0.006,0.0048,0.0111,0.0062,0.0188,0.0108,20.2260547670705,20.09613762899641,19.867710776075906,19.93868612059299,0.045358613
67,3,0.075992,71.10617325880328,-21.86501550591355,0.967164634051759,1.0058869532121655,14.9718,0.7501,14.5802,0.8468,14.2066,0.9391,13.8021,1.039,0.0087,0.0012,0.0054,0.0007,0.0069,0.001,0.0117,0.0018,17.619933928372145,16.80311879221869,16.41944920413906,16.169774794924088,0.05540152
67,2,0.075992,71.08374050309193,-21.87837950419339,1.0945275849586125,1.139335860110915,3.7449,2.285,3.7307,2.2164,3.7172,2.151,3.7026,2.0802,0.0053,0.0111,0.0035,0.0052,0.0049,0.0072,0.0082,0.0144,18.40933450440824,18.004932899572214,17.69339955436442,17.636886622008806,0.055256926
67,4,0.075992,71.12449448156778,-21.87924339533691,0.6283995283965833,0.4321998141916108,11.3742,1.3978,11.7379,2.1379,12.0849,2.844,12.4605,3.6085,0.0144,0.0031,0.0114,0.0024,0.0206,0.0044,0.0339,0.0073,17.43957924594747,16.7198492162304,16.302154097376352,16.105125362696658,0.056838658
67,1,0.075992,71.07582040865003,-21.87990448550879,1.7000353097890102,1.7426504104374363,8.1274,1.8729,7.9062,1.5917,7.6952,1.3234,7.4668,1.0329,0.0061,0.0023,0.0038,0.0013,0.0036,0.0011,0.0057,0.0019,20.37216693457805,19.003197025461215,18.470445221749735,18.031404332265407,0.05503123
69,2,0.079085,76.1235594281997,-18.71315542993489,0.6070640635075151,0.6685681873944702,10.3977,1.2858,10.1738,1.3973,9.9601,1.5038,9.7287,1.619,0.0412,0.008,0.0288,0.0054,0.0483,0.0093,0.0808,0.0158,18.70300918161408,18.460739252439176,18.21726399430227,18.253941663002824,0.05624637
69,1,0.079085,76.119033695372,-18.67883717310202,1.4822767860303347,1.4902629266271763,17.21,0.9673,17.4222,1.2947,17.6247,1.607,17.8439,1.9452,0.0075,0.0008,0.0045,0.0005,0.0072,0.0007,0.0125,0.0013,16.007514748139755,15.292860967565943,14.918407106314433,14.71858861534969,0.056397155
69,3,0.079085,76.12872756807623,-18.69552750239949,1.5202103186267362,1.5746292820424177,23.2067,0.6968,26.1243,0.9415,28.9082,1.175,31.9217,1.4277,0.0703,0.0035,0.0757,0.0033,0.137,0.0059,0.2154,0.0094,18.21333144238984,17.830432508642165,17.578126912223837,17.561224569958576,0.057008445
72,3,0.03368,97.22231387110172,-69.69733218703982,nan,0.8547668187611865,31.3093,0.8973,34.0784,1.3213,36.7206,1.7259,39.5807,2.1638,0.0899,0.0044,0.0852,0.0037,0.1471,0.006,0.2321,0.0094,nan,nan,nan,nan,0.08792646
72,4,0.03368,97.22345319052988,-69.68528612598803,0.6206202877150222,0.44600979033124766,27.8342,1.6032,28.6603,1.6346,29.4486,1.6645,30.3018,1.697,0.1842,0.0122,0.1154,0.0077,0.1533,0.0086,0.2596,0.0141,15.835522820454615,15.354561290786807,15.13952682669283,15.004126103936038,0.08825557
74,1,0.106065,128.6624563525526,15.76384033243654,0.4221512890472283,0.6569438114500592,10.829,0.9877,10.7234,1.1213,10.6227,1.2488,10.5136,1.3867,0.0412,0.0066,0.0262,0.004,0.0383,0.0062,0.065,0.0108,21.6010975355602,21.35371514282164,21.066282591269324,21.44936012046131,0.036841176
74,4,0.231664,128.7059611543737,15.79771320620018,1.814641621405574,1.8479178591354533,1.6238,2.7485,1.6446,3.5411,1.6644,4.2974,1.6859,5.1161,0.0095,0.0595,0.006,0.0407,0.0081,0.0668,0.0136,0.1121,18.733206456214077,17.947306313512588,17.548277303353238,17.45395138898857,0.03672075
74,3,0.10596,128.6843710942975,15.79049411645369,1.193902920547469,1.2428467861748391,7.5859,1.5323,7.4107,1.6236,7.2435,1.7107,7.0625,1.805,0.0179,0.0066,0.0111,0.004,0.0151,0.0055,0.0258,0.0094,21.314473042180293,20.94005752336424,20.740585258251343,20.842134528803605,0.03737228
74,2,0.105406,128.6674180043287,15.78626723646112,1.7441192703610255,1.7815370198926885,21.2967,7.7407,20.9042,7.4248,20.5297,7.1234,20.1243,6.7971,0.1775,0.0342,0.115,0.0217,0.1128,0.0197,0.1755,0.0306,16.592008003182432,15.861326631644916,15.412568042553715,15.259566754016449,0.037424065
75,4,0.029043,129.7310932089061,1.412784557146267,-0.4023591934139681,-0.3608307414356524,18.8229,0.6713,19.35,0.7218,19.853,0.77,20.3975,0.8221,0.0795,0.006,0.0405,0.0026,0.0877,0.0065,0.1608,0.0122,18.121590674596874,17.63366821960818,17.42563057087109,17.30837802949653,0.055550557
75,1,0.029043,129.7108345362294,1.404989034976722,0.6930493990660338,0.6750198954636399,22.6987,1.7745,23.3501,1.8346,23.9716,1.892,24.6444,1.9542,0.0258,0.0022,0.0154,0.0013,0.0326,0.0026,0.0575,0.0046,15.814401695406326,15.562588836917143,15.307841631259414,15.282925495309941,0.05517295
75,3,0.029274,129.718088653798,1.399198747685501,1.180506144355208,1.2164003403969925,14.9267,4.7179,12.7453,4.196,10.6638,3.6981,8.4107,3.1591,0.0147,0.0042,0.0092,0.0026,0.0083,0.003,0.0131,0.005,15.46270253138743,14.797756346531036,14.497026853178825,14.322995798746138,0.05535798
77,4,0.063449,137.1821683729567,30.89134443978931,nan,1.147061096607521,2.0148,5.9743,7.3255,6.1815,0.0,0.0,17.8778,6.5932,0.0155,0.0958,0.6228,0.2688,0.0,0.0,1.8607,0.7575,nan,nan,nan,nan,0.028093811
77,1,0.062972,137.1614682167713,30.88936418749903,0.4731315112740013,0.41925149326823785,7.8405,1.7375,7.8012,1.8725,0.0,0.0,7.7232,2.1408,0.0322,0.0113,0.0334,0.0112,0.0,0.0,0.0902,0.0312,17.84255083320483,17.356336000189245,nan,17.006860056334535,0.028247949
77,2,0.06384,137.1623837628655,30.87827335513489,0.6841145756571656,0.6924492759560774,10.5729,2.1575,10.3821,2.3469,0.0,0.0,10.0031,2.7233,0.0456,0.0129,0.0469,0.013,0.0,0.0,0.1271,0.0362,17.528550546929367,17.079653292027498,nan,16.731738283733968,0.027906865
79,4,0.039894,143.0551904226769,15.98970612539843,0.3423915745005992,0.36223136736683514,22.1809,0.6324,21.1852,0.7479,20.2351,0.858,19.2066,0.9773,0.0138,0.0013,0.009,0.0008,0.0115,0.0012,0.0188,0.0021,17.108476594510506,16.398567790940632,16.037838877296863,15.80521831470609,0.03822261
79,3,0.039894,143.0456006879086,15.98871735974647,0.6076625812681531,0.49869888992430766,38.6036,1.4903,39.5357,1.7927,40.4251,2.0814,41.3878,2.3938,0.0867,0.0035,0.0708,0.0028,0.1195,0.0047,0.1927,0.0077,16.623657775536117,16.151227557546004,15.867181265670437,15.76773733733958,0.03859613
79,2,0.040148,143.0317518534595,15.99813279206816,0.6766222763732337,0.6446205314529685,25.5296,1.6369,24.6064,1.8611,23.7256,2.0751,22.7721,2.3067,0.051,0.0036,0.0373,0.0027,0.06,0.0048,0.0986,0.0078,16.55243564348987,16.147669390339082,15.878141835497201,15.824195523853357,0.039178833
79,1,0.040354,143.0164322817605,16.01371716945271,0.025369152355764868,0.042839541066959086,10.8936,0.4533,11.3167,0.566,11.7203,0.6736,12.1572,0.79,0.019,0.0028,0.0174,0.002,0.0256,0.0035,0.0384,0.0057,18.092739609588453,17.707590228796036,17.517989299413074,17.42715793922226,0.039790135
85,3,0.022012,153.2552584410947,17.03427513335899,1.4496666996005452,1.4918306905575047,41.6149,0.9702,40.1949,1.0876,38.84,1.1995,37.3733,1.3207,0.0127,0.0005,0.0087,0.0004,0.0094,0.0004,0.0143,0.0006,14.159676761005413,13.384172783725397,13.023103710683067,12.778985826926661,0.032711726
85,2,0.022,153.2432671688487,17.03079459778517,0.05325333047822767,0.0011323051993663569,35.1355,0.6009,34.715,0.7188,34.3138,0.8312,33.8795,0.9529,0.0241,0.0013,0.0172,0.0008,0.0234,0.0012,0.0374,0.002,16.144277822541515,15.623123788471299,15.35155541163862,15.22364967913598,0.03277961
85,4,0.022102,153.2742230933507,17.04376906687544,-0.11573929662480609,-0.14066715006972785,18.7138,1.5655,19.5235,1.6151,20.2961,1.6625,21.1324,1.7139,0.0246,0.0027,0.0156,0.0018,0.0227,0.0022,0.0386,0.0036,16.207088119179957,15.65805998351468,15.391914569768634,15.268702180102476,0.0326991
88,1,0.115493,155.93016937439643,33.42009694413524,0.5389706043710589,0.6830970308661612,8.974,0.8715,8.9495,0.9161,0.0,0.0,8.9009,1.0046,0.0405,0.0072,0.035,0.0061,0.0,0.0,0.0906,0.017,19.261512212655685,18.900484868854385,-114297029956.2711,18.652683360090453,0.025512
88,3,0.115493,155.94277343085915,33.41409223936866,1.333236880416047,1.3477055017367636,6.1909,1.5032,6.0263,1.7362,0.0,0.0,5.699,2.1991,0.0071,0.0039,0.0051,0.0028,0.0,0.0,0.0134,0.0077,17.69375311296797,17.014247775958644,-114239890523.63594,16.490621872095772,0.025336
88,2,0.11571,155.93727781519456,33.41405137073238,0.7132879191119752,0.7268916041398246,5.5881,1.1573,5.5705,1.3708,0.0,0.0,5.5356,1.7949,0.0064,0.0034,0.0047,0.0024,0.0,0.0,0.012,0.0063,18.02853506764716,17.353103367476283,-114408570404.77448,16.85943318934009,0.025377
88,4,0.124611,155.9664835835643,33.40516276013409,1.0070844126094798,0.9941142949520785,9.247,0.6491,9.1845,0.8932,0.0,0.0,9.0603,1.3783,0.0068,0.0013,0.0059,0.0011,0.0,0.0,0.0159,0.0033,17.721630929230834,17.03542303849003,-120658262924.01358,16.554813533322214,0.024761
89,1,0.240906,157.0206666929759,31.23020816330698,1.4895914738684386,1.3544183278825823,20.8484,0.3751,20.7371,0.4276,0.0,0.0,20.5159,0.5319,0.0203,0.0018,0.0181,0.0015,0.0,0.0,0.0502,0.0047,17.725668700125265,17.14602293839717,nan,16.964400810951567,0.019625831
89,3,0.240906,157.0303310450496,31.22960425904854,1.625525828816702,1.7297559219387626,2.5558,4.0499,2.4706,3.9668,0.0,0.0,2.3015,3.8015,0.0223,0.1153,0.0138,0.07,0.0,0.0,0.0327,0.1579,19.533386510217866,18.632641149253633,nan,18.14526330365832,0.019521337
89,4,0.044971,157.034626533431,31.20686057030345,0.29105359255344077,0.2635592379941869,12.9784,1.2649,12.9335,1.2524,0.0,0.0,12.8443,1.2276,0.0216,0.0033,0.0182,0.0025,0.0,0.0,0.0517,0.0073,17.656483664148784,17.40460587798997,nan,17.20925201548886,0.018932596
89,2,0.240906,157.0207094719814,31.19713507979533,1.3662815448539316,1.2907613882373834,4.6441,1.0212,4.6299,1.0731,0.0,0.0,4.6015,1.1762,0.0159,0.0126,0.0139,0.0106,0.0,0.0,0.0379,0.0288,19.38104239989025,18.835895062611616,nan,18.634746861807276,0.018813742
90,4,0.043596,160.1178137831449,24.23412248992252,0.8536695603782416,0.8591319324320352,44.7024,2.4279,41.2282,2.6892,37.9133,2.9386,34.3249,3.2085,0.0926,0.0046,0.0597,0.003,0.0632,0.0036,0.1008,0.0059,15.859673531173726,15.18105609536144,14.824674049013964,14.602890946945015,0.022839496
90,2,0.043596,160.0996401426918,24.23677740509459,0.32915997370091254,0.36727751188356095,11.8928,0.4533,11.4146,0.5303,10.9583,0.6038,10.4644,0.6834,0.0423,0.0075,0.0286,0.0043,0.0315,0.005,0.0488,0.0088,18.391994776197674,17.982727936802657,17.658368371058355,17.597280407737873,0.022828387
90,3,0.04348,160.105463817595,24.22891625645232,0.06234338523106153,0.07681572495629929,6.4231,4.752,8.975,4.8768,11.4099,4.9958,14.0456,5.1246,0.0497,0.0304,0.0564,0.0228,0.0935,0.0233,0.1419,0.032,17.780757958055748,17.31919334464641,17.10316552254894,16.994299307577784,0.022847438
90,1,0.111183,160.0979346994472,24.218117062578,0.7040552281421366,0.6622027218896616,5.5287,0.6178,5.337,0.7576,5.154,0.891,4.956,1.0355,0.0067,0.0038,0.0045,0.0025,0.0055,0.0032,0.0087,0.0054,21.13533447632176,21.09883815771958,20.732985623967572,21.372003208598375,0.022866905
91,1,0.022068,161.0694624321164,2.787771575071178,-0.1477391404868449,-0.21113033626037492,14.5551,2.2223,14.0642,2.5248,13.5959,2.8134,13.0889,3.1258,0.0109,0.0021,0.0063,0.0011,0.0091,0.0018,0.0162,0.0032,15.779178024264906,15.134582150483146,14.828900261731519,14.645164556669066,0.037806675
91,4,0.021862,161.0886590441903,2.793372537284227,0.477329125258132,0.5098082544195002,46.6176,0.5345,43.4413,0.7029,40.4107,0.8636,37.13,1.0376,0.0129,0.0005,0.0086,0.0003,0.0104,0.0005,0.0169,0.0008,15.76261863986201,14.968628263761824,14.547822233612317,14.261980092439092,0.037751343
91,3,0.101,161.0837845321902,2.805499092512202,2.31663445426652,2.365058445392421,5.8679,8.9483,5.1188,8.2599,4.4041,7.6029,3.6304,6.8918,0.03,0.0492,0.0189,0.0317,0.0156,0.0326,0.0238,0.0517,16.982119711491254,16.562629738373108,16.178387813906234,16.095995217495915,0.037757788
91,2,0.02192,161.074430010559,2.801448483886973,nan,-0.3368498577415462,10.0695,0.9339,9.5703,1.2187,9.094,1.4905,8.5784,1.7847,0.0096,0.0019,0.0068,0.0015,0.0104,0.0025,0.0169,0.0042,nan,nan,nan,nan,0.037762705
93,1,0.0364,161.7856875878521,-2.358856722769892,nan,0.24718958554848847,46.945,2.1612,50.2296,2.5888,53.3635,2.9969,56.756,3.4386,0.0397,0.0016,0.0298,0.0011,0.0486,0.0017,0.0793,0.0028,nan,nan,nan,nan,0.042180613
93,3,0.036855,161.8018864878908,-2.332915819015037,0.471168494824715,0.44053325595907644,20.1884,0.7568,20.3272,0.8315,20.4597,0.9027,20.6031,0.9799,0.0089,0.0007,0.0076,0.0005,0.0117,0.0008,0.0182,0.0014,16.180210506646326,15.712743397007014,15.441125670025867,15.356156340571662,0.0427374
93,2,0.0715,161.7988142070167,-2.311209411369505,0.7158860820967821,0.6249044199957048,17.002,0.6564,17.0367,0.8144,17.0698,0.9651,17.1057,1.1283,0.012,0.0012,0.0104,0.0008,0.0158,0.0014,0.0245,0.0024,16.966479293278063,16.431354358506415,16.105515021326756,16.005108606513723,0.043063596
96,4,0.028677,165.3026356518377,16.72426358807883,0.49719304255055263,0.42677256873332503,39.5345,0.9795,37.9,1.0567,36.3405,1.1304,34.6523,1.2102,0.0429,0.0015,0.0294,0.001,0.0314,0.0011,0.0478,0.0018,15.210015239178645,14.581255978545919,14.272087049253429,14.091550635989885,0.019108232
96,3,0.028677,165.2900877920556,16.75221064756445,-0.5019552685381807,-0.5528210777876001,11.6249,1.4997,11.2721,1.6503,10.9355,1.794,10.5712,1.9495,0.153,0.0252,0.1067,0.0178,0.1602,0.0287,0.2636,0.0476,18.735276906754944,18.34492512389701,18.0418020384547,17.993307342593894,0.019011
96,2,0.028677,165.2834657745998,16.73486998596282,-0.3942699484349692,-0.43478119113878755,27.0581,1.2497,26.3927,1.1849,25.7579,1.123,25.0706,1.0561,0.3131,0.0153,0.2032,0.0094,0.2779,0.0138,0.464,0.0238,18.39565905055122,18.083918196100363,17.89238687915203,17.858163253770115,0.019123863
