Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv
188,1,0.055752,314.848228737484,-60.66764493567462,1.1194260785485053,1.1216550612740104,26.0321,4.1715,26.9401,5.0788,27.8064,5.9445,28.7443,6.8817,0.0875,0.0104,0.0476,0.0057,0.0807,0.0092,0.1465,0.0167,15.129269692019305,14.240152310786682,13.878337290933642,13.60397553228233,0.04092898
188,2,0.055752,314.8554311159941,-60.65726601337487,0.7365129593537763,0.503435781330646,5.9348,1.4972,6.0803,1.5409,6.2191,1.5826,6.3694,1.6277,0.0082,0.0047,0.0048,0.003,0.0073,0.0038,0.0129,0.0063,16.71958367757161,16.117409898679053,15.864745019440653,15.706190579771906,0.04102526
189,1,0.029797,319.3413486550888,-35.90026721640999,nan,0.7743433001289066,25.9244,1.9534,27.7094,2.3266,29.4125,2.6827,0.0,0.0,0.0198,0.0016,0.0195,0.0014,0.0378,0.0028,0.0,0.0,nan,nan,nan,nan,0.068159506
189,3,0.029797,319.3556826032616,-35.91792837255518,nan,0.5619691735789889,11.1068,1.0678,12.2061,1.1353,13.255,1.1998,0.0,0.0,0.019,0.0038,0.0195,0.0031,0.0285,0.0047,0.0,0.0,nan,nan,16.891309403801888,nan,0.06756172
189,2,0.029797,319.3494413525481,-35.92204608091316,nan,-0.08566181156736974,7.8829,1.1821,8.7041,1.1776,9.4876,1.1734,0.0,0.0,0.0139,0.0051,0.0136,0.0039,0.0192,0.0055,0.0,0.0,nan,nan,16.98564849536886,nan,0.06756886
189,4,0.029797,319.3614926524389,-35.92601140014751,0.044705594484316435,-0.03491494966580788,10.4372,1.3087,12.405,1.4661,14.2826,1.6164,0.0,0.0,0.0186,0.0035,0.0233,0.0032,0.0386,0.0049,0.0,0.0,16.774104775292763,15.512649257951928,16.664677085673127,nan,0.0671943
190,3,0.073594,319.5107844473522,-50.76681690602447,1.0329390963696916,0.9779451078148824,26.2784,0.759,27.6169,1.0137,28.8941,1.2567,30.2765,1.5198,0.0423,0.0021,0.0495,0.0023,0.0866,0.004,0.1336,0.0062,16.49877776942054,16.073915044728043,15.770608496459253,15.769472135265472,0.025448253
190,4,0.073594,319.5438594395214,-50.75701221930069,nan,0.48918698743862876,31.7904,2.9396,32.2004,3.4274,32.5915,3.8928,33.0149,4.3966,0.0896,0.0069,0.0527,0.0039,0.0742,0.0054,0.1303,0.0097,nan,nan,nan,nan,0.025416357
190,2,0.073594,319.5052541550052,-50.73937955580364,0.6043111743262344,0.41928635885281906,10.3951,0.9253,10.2129,1.165,10.0391,1.3938,9.8509,1.6414,0.0204,0.0035,0.0182,0.0031,0.0294,0.0054,0.046,0.0086,17.74518231470317,17.19675481535771,16.828472265920148,16.73659810248657,0.02645118
193,1,0.051666,327.6956792617502,-61.76406275227215,nan,0.538381348887965,49.9457,2.1129,50.0372,2.4431,50.1245,2.7581,50.2191,3.0991,0.0455,0.0019,0.0258,0.001,0.0291,0.0011,0.0523,0.0021,nan,nan,nan,nan,0.034454837
193,2,0.051666,327.6992817943159,-61.73029127171835,0.2114660877524681,0.2350134261310597,12.726,1.4895,12.3378,1.4975,11.9675,1.505,11.5665,1.5133,0.0749,0.0114,0.0404,0.0054,0.0613,0.0086,0.1121,0.0167,18.62494942561933,18.331061395771407,18.133741374364863,18.123821009857622,0.034569897
193,4,0.051666,327.709980066331,-61.74423853155358,0.34772221246408996,0.17107795326236364,10.157,1.1633,9.5966,1.1987,9.0618,1.2325,8.483,1.2691,0.0062,0.0019,0.0037,0.0011,0.0035,0.001,0.006,0.0019,17.720443146055217,16.757669287839608,16.3710179344685,16.03036015708428,0.03462189
193,3,0.051666,327.7088866696533,-61.72467840426133,0.03762329567227418,-0.0009106783676688934,11.428,1.3349,11.3368,1.5118,11.2499,1.6806,11.1558,1.8633,0.0354,0.0078,0.0187,0.0041,0.0302,0.0065,0.0556,0.0119,18.391413363460376,18.009064056330597,17.769366118490108,17.70409776734931,0.0345658
194,3,0.067693,330.1994831215273,-42.81518002453856,0.13128054177388115,0.16722147329239512,15.8099,0.9135,14.858,0.8448,13.9497,0.7793,12.9665,0.7083,0.0851,0.0089,0.0487,0.0041,0.0693,0.007,0.1234,0.0135,19.911371938266885,19.388794258510156,19.121388293354215,19.03526397366196,0.01297442
194,1,0.067693,330.1682493429522,-42.81854129533422,0.729912799263067,0.7450558637788607,17.1391,0.73,16.8254,0.8305,16.5261,0.9264,16.2021,1.0302,0.0106,0.0014,0.0058,0.0007,0.0091,0.0012,0.0165,0.0022,17.26528162060176,16.645872831630925,16.318118252878833,16.181683002569272,0.013056566
194,2,0.067693,330.1806055696276,-42.82142188853504,1.6723837187031858,1.7211739219494806,9.3017,1.0781,8.6474,1.665,8.0231,2.225,7.3473,2.8312,0.0048,0.0014,0.0025,0.0008,0.004,0.0016,0.0074,0.0028,16.6641517410614,15.81843620832707,15.458631122149754,15.169999219795212,0.013006653
194,4,0.067693,330.211453243805,-42.8283383241871,0.4556906957373599,0.39099376127792773,20.0364,0.5641,19.64,0.6829,19.2619,0.7963,18.8525,0.9191,0.0107,0.0009,0.0067,0.0004,0.0105,0.0008,0.018,0.0016,16.989462354874348,16.339241526675742,16.017783827166227,15.883991843758286,0.012926363
195,3,0.069838,330.6317468517943,-22.89038742930997,nan,0.44354196331708273,40.2134,4.2837,41.3666,4.801,42.4669,5.2946,43.658,5.8289,0.1098,0.007,0.0623,0.004,0.1203,0.0074,0.2149,0.0133,nan,nan,nan,nan,0.0270903
195,1,0.07177,330.6068842176135,-22.88645268623148,nan,0.5480930877998738,12.4631,1.4744,11.9326,1.7045,11.4265,1.924,10.8787,2.1616,0.0055,0.001,0.0031,0.0006,0.0056,0.0011,0.01,0.002,nan,nan,nan,nan,0.027908985
195,4,0.069838,330.6448439367783,-22.90050394610396,0.29332001857401124,0.23413965223289424,11.7316,0.4372,11.7757,0.5385,11.8177,0.6351,11.8633,0.7397,0.0085,0.0012,0.007,0.0008,0.0122,0.0017,0.0197,0.0029,17.921896805687282,17.35383880552439,17.062692716598356,16.93322141049603,0.026839491
196,2,0.0342,332.1291946514334,-57.30171219464453,0.4020594744432735,0.3429817568654574,28.4863,1.2792,28.2892,1.382,28.1013,1.48,27.8978,1.5861,0.0219,0.0013,0.0175,0.001,0.031,0.0017,0.0508,0.0029,16.508758580172834,16.060128074943208,15.803708611913326,15.743960372355604,0.023138942
196,3,0.0342,332.1321567400203,-57.28301894705007,0.02264810307331011,0.05307923348040333,7.4447,2.2522,7.073,2.0618,6.7183,1.8801,6.3343,1.6834,0.0327,0.0154,0.0207,0.0094,0.0321,0.0139,0.0549,0.024,18.814212372514657,18.508462172729626,18.330581724571754,18.267939899990154,0.022783559
196,4,0.0342,332.1453394502563,-57.29395170459528,0.3363719340525435,0.24768695142790698,3.3591,1.1639,3.297,1.326,3.2378,1.4807,3.1737,1.6481,0.0019,0.0028,0.0013,0.0021,0.002,0.0034,0.0033,0.0057,17.286532473678434,17.08789337884114,16.733283864598313,16.762378036297754,0.022837708
196,1,0.0342,332.1212838678745,-57.27773774592522,0.3228321072321094,0.36149651164955543,19.501,1.0816,19.9518,1.3352,20.3819,1.5772,20.8475,1.8391,0.049,0.004,0.05,0.004,0.092,0.0075,0.1463,0.0119,17.878713022208938,17.46620097197214,17.240029180940873,17.154530334669314,0.022832476
197,2,0.045558,332.2561147626935,17.82129467021664,nan,0.6683988278768886,27.0323,1.5287,26.5262,1.6345,0.0,0.0,25.5205,1.8448,0.017,0.0014,0.0124,0.001,0.0,0.0,0.0238,0.0017,nan,nan,nan,nan,0.052047838
197,3,0.045078,332.2606291955395,17.83857412430546,1.116114624914049,1.1153250862192525,23.8485,1.1009,24.2023,1.4861,0.0,0.0,24.9052,2.2513,0.0105,0.0008,0.0095,0.0007,0.0,0.0,0.0228,0.0016,15.265578709644767,14.56361384701264,nan,13.973846702098353,0.052402996
197,1,0.045558,332.247120157879,17.8391415995514,0.1257084844825549,-0.03041058776996408,14.6875,1.8968,14.777,2.3269,0.0,0.0,14.9548,3.1817,0.0388,0.0063,0.0303,0.0049,0.0,0.0,0.0726,0.0119,17.107781621982745,16.25597527214481,nan,15.61254653352731,0.052348707
197,4,0.045558,332.2784720715445,17.82663051691459,0.3472914424018647,0.2317339859437091,26.2422,0.4996,26.9941,0.528,0.0,0.0,28.488,0.5845,0.0401,0.0024,0.0406,0.0021,0.0,0.0,0.0925,0.0054,18.040547387130893,17.720632654609435,nan,17.451805397753056,0.052241728
199,2,0.0332,334.6639509486999,-24.17093920143219,0.7508218725019198,0.7808140013300644,41.1857,1.4223,38.7232,1.5328,36.3735,1.6383,33.83,1.7525,0.0293,0.0013,0.0197,0.0008,0.0195,0.0009,0.0293,0.0014,16.184850262864963,15.28388893494168,14.84917475558388,14.461469356019204,0.035009988
199,4,0.0828,334.6864028586588,-24.19869772673049,0.746218419784304,0.6523853574393694,7.0723,1.0069,7.3076,0.9855,7.5321,0.9652,7.7751,0.9432,0.0125,0.0042,0.0089,0.0027,0.0136,0.0036,0.0223,0.006,18.334640676447727,17.878413831958824,17.586917156628182,17.51422992418699,0.034706965
199,1,0.0332,334.6573136068217,-24.16205358286453,-0.2869814474231731,-0.3022000662081581,4.3448,1.4781,4.8584,1.444,5.3485,1.4114,5.879,1.3762,0.0132,0.0096,0.0107,0.0059,0.0181,0.0074,0.0292,0.0126,23.356424823271105,22.08892573295865,22.083964097030634,21.706558060006973,0.034934808
201,1,0.044191,335.5829964818444,-61.29467280196997,0.23452732622042483,0.15926141713693376,13.1792,0.846,12.6094,0.9912,12.0657,1.1297,11.4772,1.2796,0.0091,0.0014,0.0055,0.0008,0.0077,0.0012,0.0133,0.0022,17.436728102547246,16.79279144027699,16.431826519627574,16.24695102111608,0.03454934
201,2,0.044191,335.5996443886925,-61.27986027285171,0.7753517956933678,0.8039411172294599,27.8107,0.8172,26.5693,1.1353,25.3848,1.4387,24.1026,1.7671,0.008,0.0006,0.0047,0.0003,0.0067,0.0005,0.0116,0.0009,16.126756147485782,15.25451765160846,14.856115593663432,14.581622790730679,0.035134714
201,4,0.044191,335.6321568483304,-61.29583388651325,0.3134381206904848,0.3556929394588604,1.7417,2.0378,1.9301,2.3889,2.1099,2.724,2.3046,3.0867,0.0085,0.0408,0.0055,0.0248,0.0073,0.0282,0.0122,0.0479,19.73728182284354,19.04924272002361,18.59844483478358,18.45958534366155,0.034992084
201,3,0.044191,335.6026170743777,-61.26484286143308,0.16941248882026017,0.1892663246186892,16.233,0.9431,16.6406,1.2702,17.0295,1.5822,17.4504,1.92,0.028,0.0027,0.0236,0.0022,0.0417,0.004,0.0674,0.0066,17.595703251445286,17.048838762468304,16.737978875366775,16.602455069876008,0.0352306
202,4,0.049985,336.3839405006032,-27.70813358587692,nan,0.8961016052104291,19.9446,1.3647,20.149,1.719,20.344,2.057,20.5551,2.4229,0.011,0.0011,0.0072,0.0007,0.0137,0.0013,0.0236,0.0023,nan,nan,nan,nan,0.018334107
202,1,0.0509,336.3578906693227,-27.70135233137985,nan,0.7879833843627893,19.5684,1.5395,19.0386,1.6543,18.5331,1.7638,17.9859,1.8824,0.0103,0.0011,0.0054,0.0006,0.0081,0.0009,0.0151,0.0017,nan,nan,nan,nan,0.018404335
202,2,0.049985,336.3657338106652,-27.70253071905433,1.0071263651010085,1.039432957409927,22.8195,1.8251,21.4114,1.886,20.0679,1.9442,18.6136,2.0071,0.0352,0.0035,0.0199,0.0017,0.028,0.0028,0.0502,0.0054,16.9054413056097,16.131139467722555,15.807474907918493,15.55187088586129,0.018384205
202,3,0.186063,336.3831938210164,-27.70142831744614,1.9331517083856706,1.9749155990125598,9.4593,1.085,8.8295,1.1098,8.2286,1.1334,7.5782,1.159,0.0239,0.0049,0.0146,0.0033,0.0243,0.0064,0.0423,0.0109,18.281911235452817,17.726878838615512,17.404485526520258,17.42442751800014,0.018322498
204,1,0.0621,338.057883557289,-25.45337815863833,nan,0.6041476798249423,30.5491,2.3948,0.0,0.0,34.408,3.7869,36.4476,4.5227,0.1248,0.0092,0.0,0.0,0.1553,0.0106,0.2459,0.0168,nan,nan,nan,nan,0.026153285
204,2,0.0621,338.077933941519,-25.44826101628676,nan,0.20364296687837324,23.9287,0.7718,0.0,0.0,21.5373,1.0942,20.2733,1.2646,0.0773,0.0051,0.0,0.0,0.1018,0.0078,0.1548,0.0125,nan,nan,17.005038373076417,16.940166155139284,0.026364917
204,3,0.032159,338.0910084246492,-25.42946471467037,nan,-0.1633897838897429,22.2646,1.1954,0.0,0.0,24.0266,1.5855,24.9579,1.7917,0.0347,0.0025,0.0,0.0,0.0329,0.0021,0.0537,0.0035,nan,nan,nan,nan,0.026782347
204,4,0.0363,338.1124436370977,-25.42637314902058,nan,1.1168537763750095,28.8852,1.5751,0.0,0.0,29.1137,2.4742,29.2345,2.9493,0.0327,0.0025,0.0,0.0,0.0291,0.0023,0.0489,0.0038,nan,nan,14.216093388747007,13.885581489627617,0.026670478
205,4,0.054818,338.3209427720652,-60.92597572467674,0.5166085255747959,0.5441158344777914,13.9089,4.0888,14.087,4.8504,14.2569,5.577,14.4408,6.3636,0.0228,0.006,0.012,0.0032,0.0172,0.0043,0.0319,0.0081,16.298962119543326,15.37309089286671,14.987589661160289,14.704482290153516,0.026472494
205,1,0.055939,338.2640070806825,-60.9110502359763,1.6337495894592706,1.6879839876159402,11.594,0.8873,11.2969,0.9545,11.0134,1.0186,10.7065,1.088,0.037,0.0052,0.028,0.0033,0.0477,0.0063,0.0785,0.011,18.553348664519255,18.419968233965115,18.230907078817783,18.284378324379713,0.026766077
205,2,0.054818,338.2875656427148,-60.92516658869187,0.46626314449728135,0.4725856209680437,11.0069,1.4278,9.9584,1.4608,8.9581,1.4922,7.8751,1.5262,0.0118,0.0025,0.0073,0.0014,0.0073,0.0016,0.012,0.0028,17.47048894536674,16.722643010007346,16.37859832747292,16.173399615248705,0.026471628
205,3,0.054818,338.3103637873838,-60.92873541475647,0.13462392504524345,0.1558143655230495,10.0325,1.5847,10.2799,1.5483,10.5159,1.5135,10.7714,1.4759,0.0125,0.0032,0.0069,0.0019,0.0101,0.0022,0.0183,0.0039,17.747156622527044,17.20659441823081,16.951960277992967,16.825439624349343,0.026402712
208,4,0.0689,340.8098459715883,-34.62176543303803,nan,0.6344925724831718,7.9268,1.6674,0.0,0.0,6.44,2.1793,5.6541,2.4499,0.0271,0.0182,0.0,0.0,0.0062,0.0037,0.0116,0.0078,nan,nan,nan,nan,0.014730775
208,2,0.069,340.7882439743357,-34.63624991815743,nan,0.4311802339938051,13.2356,0.3851,0.0,0.0,13.4282,0.6392,13.53,0.7735,0.0217,0.004,0.0,0.0,0.0171,0.0027,0.0258,0.0044,nan,nan,17.385228465545246,17.303766202901837,0.014662474
209,2,0.0742,343.2062039909486,-24.96546547718215,nan,0.7027422889253359,11.9641,0.8324,0.0,0.0,10.603,1.337,9.8836,1.6036,0.0137,0.0026,0.0,0.0,0.0137,0.0027,0.0213,0.0045,nan,nan,16.63484088256687,16.4610284370806,0.025813174
209,3,0.0744,343.2215152223864,-24.97424294348244,nan,0.24669064517724593,4.3398,4.2592,0.0,0.0,5.3422,3.6465,5.872,3.3227,0.0545,0.0888,0.0,0.0,0.0544,0.0466,0.0861,0.0698,nan,nan,17.93206195736351,18.01621356561585,0.025584737
209,1,0.079258,343.1982580892699,-24.94512935850476,nan,1.0530578995029796,36.7439,0.8214,0.0,0.0,31.9521,1.1948,29.4194,1.3921,0.0435,0.0022,0.0,0.0,0.0248,0.0013,0.0378,0.0021,nan,nan,15.637927955887314,15.22073656508915,0.026288219
210,4,0.0323,343.5708158779337,-18.15614840085374,nan,-0.2088216361526456,14.676,1.0232,0.0,0.0,14.67,1.2589,14.6668,1.3835,0.0504,0.0051,0.0,0.0,0.0795,0.0081,0.121,0.0126,nan,nan,17.398294023519277,17.28230697734345,0.041407283
210,3,0.0323,343.547251313443,-18.15967245883559,nan,-0.4498774590414225,4.0986,2.4196,0.0,0.0,5.0504,2.2235,5.5535,2.1199,0.0106,0.0117,0.0,0.0,0.0148,0.0081,0.0229,0.0131,nan,nan,17.244758521939364,17.132126786731686,0.041308858
213,3,0.078681,347.4462482418533,-48.58462705000017,1.2092325789108145,1.249717787554001,8.021,0.817,7.609,0.9509,7.2159,1.0787,6.7904,1.2169,0.0091,0.0026,0.0057,0.0016,0.0076,0.0024,0.0129,0.0041,18.04377139583723,17.524110484220646,17.211328464489693,17.127210859634438,0.013657797
213,2,0.078681,347.444762394276,-48.55384331812657,0.8062717529618251,0.8011958728207063,14.2253,1.2042,13.6079,1.2767,13.0188,1.3459,12.381,1.4209,0.0111,0.0016,0.0066,0.001,0.0092,0.0014,0.0161,0.0024,17.179797507417952,16.672079694280335,16.354468076751317,16.302393974697623,0.014085347
213,1,0.078681,347.4357017426645,-48.56294685068662,0.6494441891716569,0.6464227028027931,12.1807,0.5871,11.9277,0.7122,11.6862,0.8316,11.4248,0.9608,0.0103,0.002,0.0064,0.0012,0.0094,0.0018,0.0161,0.0032,18.041904350114198,17.547470994141452,17.235510836876234,17.151360279291524,0.014222773
213,4,0.078681,347.4574403050963,-48.57106160520841,1.3119364787065777,1.3032015806034902,22.1153,1.1294,22.4551,1.5287,22.7793,1.9096,23.1302,2.322,0.0148,0.0011,0.0124,0.0009,0.0214,0.0016,0.0346,0.0026,16.41028607220248,15.897248636821965,15.561633703483453,15.470832940974093,0.014161017
214,4,0.050175,351.9253353517234,-47.04079402117257,0.9207324896102289,0.8958243101977228,30.9031,2.3293,32.7814,2.6974,34.5736,3.0486,36.5136,3.4288,0.0362,0.0025,0.0231,0.0015,0.0408,0.0024,0.0704,0.0041,15.846853430874422,15.335357997284973,15.048148302469519,14.963116494765043,0.010034462
214,3,0.050175,351.9164013171111,-47.06861576056008,0.32313438574746733,0.37612461264864017,17.2602,0.5358,17.1265,0.6253,16.999,0.7106,16.861,0.803,0.0341,0.0037,0.0233,0.002,0.0362,0.0035,0.0602,0.0064,18.727027498519917,18.328293743417763,18.088042058602905,18.03946121410429,0.009192308
214,1,0.050175,351.9075465511025,-47.03074114673951,0.10587269783661846,0.18902670483749695,4.6434,1.3377,4.7527,1.3946,4.8569,1.4489,4.9698,1.5077,0.0075,0.0061,0.0047,0.0035,0.0074,0.005,0.0127,0.0089,18.350053995938243,17.987829620918443,17.78403559165246,17.728157899055127,0.010109277
214,2,0.050175,351.9120683663076,-47.05100552668689,0.09115749241062865,0.04604975930015165,12.7065,0.7176,12.6633,0.9312,12.622,1.135,12.5774,1.3555,0.021,0.0034,0.0172,0.0022,0.0298,0.0044,0.0483,0.0076,18.32044906775658,18.076720089768628,17.883637998267403,17.884054128407197,0.009713742
215,4,0.1247,352.389367184466,-32.44844962763192,0.8951108846040476,0.8481539677089867,21.463,0.7807,19.5092,1.2754,17.6449,1.7473,15.6269,2.2582,0.0347,0.0016,0.0225,0.0011,0.024,0.0019,0.0381,0.0031,17.307785049519435,16.29848264544096,15.851290529953692,15.618864137345655,0.016612513
215,1,0.1242,352.3669590000344,-32.44754306333219,1.1096016856541606,1.141477090179018,16.4875,0.657,14.2502,0.827,12.1154,0.9891,9.8045,1.1647,0.0208,0.001,0.0141,0.0009,0.0133,0.0014,0.0196,0.0022,20.987874409267796,20.82253613649267,20.44079841291383,20.91213752099645,0.016654084
215,2,0.1241,352.3715011013849,-32.427391174955,1.0831833445619203,1.1177857682671561,17.0121,0.6665,15.0113,0.756,13.1022,0.8414,11.0356,0.9339,0.048,0.0023,0.0317,0.0018,0.0319,0.0027,0.0491,0.0043,18.355908938637594,17.756042081498737,17.371949289461696,17.315630676434903,0.016606642
215,3,0.1256,352.3714067618029,-32.40790169684816,0.9376644746165788,1.0158174213555355,29.8896,0.3066,22.4284,0.7486,15.3094,1.1703,7.6031,1.6268,0.3751,0.0195,0.5446,0.0535,0.8987,0.1019,1.3265,0.1556,21.557722621290118,21.373232315320966,21.168951944221696,22.62506319303988,0.0165816
216,3,0.100413,352.5592353363334,-44.17708082952119,0.625705956111835,0.6351756994080358,3.6915,2.371,3.5782,2.1619,3.4702,1.9624,3.3533,1.7464,0.0133,0.0307,0.0086,0.0158,0.0123,0.0216,0.0206,0.0408,19.139858710587983,19.046354604681632,18.761523149257453,18.95119512001709,0.012400882
216,2,0.100413,352.534309029643,-44.20566659568149,0.8821961901328255,0.7976406208329703,13.0379,0.6633,12.2184,0.8816,11.4364,1.0899,10.59,1.3154,0.0089,0.0013,0.0053,0.0007,0.0077,0.0012,0.0134,0.0022,17.45770965986098,16.85689569961625,16.466049506381374,16.341015994055482,0.012286343
219,2,0.151401,354.8820962678649,-38.66287818241952,1.4744486987714414,1.5138965263374686,11.4058,0.484,11.1406,0.5967,10.8876,0.7043,10.6137,0.8207,0.0101,0.0017,0.0068,0.001,0.008,0.0014,0.0127,0.0024,20.842617403349912,20.612947047199285,20.237864397772668,20.761472737473753,0.015677394
219,4,0.151401,354.9000903358491,-38.66600414549488,0.9610460325303656,0.9948782232068005,17.1819,2.5678,17.3192,3.3923,17.4502,4.1789,17.592,5.0305,0.1018,0.0162,0.0585,0.0089,0.0724,0.0124,0.1286,0.0225,17.887824911351494,16.644166391464875,16.16309363514778,15.862958770807369,0.015688432
219,3,0.151401,354.884141158829,-38.66708450291387,1.834028231168487,1.8438866058989234,2.5951,2.3246,2.7124,2.3292,2.8243,2.3335,2.9455,2.3382,0.0063,0.0176,0.004,0.0102,0.0049,0.0122,0.0081,0.0215,19.362982712888247,19.042538629992833,18.556084613947085,18.773238572692193,0.015590299
219,1,0.151401,354.8725750680164,-38.68281662956218,0.8286014803715904,0.7276571948382013,17.2095,0.8457,16.7979,1.003,16.4051,1.1531,15.98,1.3156,0.0254,0.0025,0.0159,0.0015,0.0167,0.0017,0.0273,0.0029,17.645639813182285,16.663915783708802,16.217837060853224,16.005486736208955,0.014860652
222,4,0.0473,356.1180250548215,-26.03973882423549,nan,0.5090303198980664,27.1913,0.6118,0.0,0.0,27.6652,0.9221,27.9157,1.0861,0.0174,0.0009,0.0,0.0,0.0297,0.0016,0.0438,0.0024,nan,nan,15.485258330185648,15.296725188056127,0.022598801
222,3,0.0656,356.097101122869,-26.03414898592299,nan,0.20061849207426796,7.9864,0.489,0.0,0.0,7.3152,0.6308,6.9605,0.7057,0.0161,0.0061,0.0,0.0,0.0161,0.007,0.0256,0.0112,nan,nan,17.84997618153869,17.77302769189093,0.022182597
222,1,0.0653,356.0772525732302,-26.03991579791621,nan,0.634773124440656,9.3019,0.7425,0.0,0.0,9.407,0.8217,9.4626,0.8636,0.0121,0.0036,0.0,0.0,0.0149,0.0035,0.0224,0.0058,nan,nan,17.252113587606175,17.198706673363706,0.021982241
222,2,0.064852,356.079974460215,-26.01726180005255,nan,0.8056737665018172,13.4464,1.1301,0.0,0.0,13.2706,1.6674,13.1776,1.9513,0.0088,0.0013,0.0,0.0,0.012,0.0018,0.0182,0.0028,nan,nan,nan,nan,0.021779247
223,3,0.004003,357.5307058824425,-47.1908624101798,-1.1697409881734995,-1.1604827258113044,46.312,3.3246,50.0284,3.8814,53.5744,4.4126,57.4129,4.9877,0.0691,0.0034,0.0402,0.002,0.0555,0.0024,0.098,0.0041,15.281055162590182,14.52028204259344,14.18278309243672,13.964116403533033,0.014474443
223,2,0.065619,357.5177725993774,-47.17147447864551,1.1858330410369113,1.1273789334243638,10.5565,1.0906,10.1492,1.3361,9.7605,1.5705,9.3397,1.8241,0.0042,0.001,0.0025,0.0006,0.0034,0.0008,0.0058,0.0014,16.155366632907256,15.6116817799399,15.319870687252799,15.180649769528129,0.015353147
223,4,0.004003,357.5591551925609,-47.17951822743905,-1.5069743392139232,-1.4884750145448837,14.6612,1.1033,13.9984,1.3263,13.3659,1.5391,12.6814,1.7694,0.0168,0.0021,0.0105,0.0013,0.0123,0.0016,0.0206,0.0028,17.24083259771382,16.527545025768635,16.155138038889916,15.944336309420004,0.014398219
223,1,0.004003,357.5073170890037,-47.1479227381393,-1.036124014114014,-0.983762467539588,10.4462,0.5323,10.5866,0.5735,10.7206,0.6129,10.8657,0.6554,0.0319,0.0047,0.0273,0.0025,0.0366,0.0043,0.0541,0.0078,18.983054327940525,18.682502600489865,18.56090142746806,18.49244982737534,0.015321258
224,2,0.017949,357.8276669537565,20.57793421512811,0.16042990167666105,0.13894692194576486,53.7899,0.7542,52.3656,0.8608,0.0,0.0,49.5355,1.0725,0.0385,0.001,0.0375,0.001,0.0,0.0,0.0907,0.0026,15.487416798058923,15.051368691211207,nan,14.681458810014865,0.079179265
224,4,0.018483,357.8615641601616,20.586124635675,0.17483416494099835,-0.3700786286122675,22.3121,4.9667,20.2657,4.5187,0.0,0.0,16.1994,3.6286,0.0181,0.0028,0.0118,0.0018,0.0,0.0,0.0107,0.0021,14.261144828556878,13.305198954606684,nan,12.593703463062612,0.07871491
224,3,0.018369,357.840413582652,20.57396363703894,-0.16805800619429334,-0.22227632023540522,31.0091,0.6959,31.2139,0.7189,0.0,0.0,31.621,0.7646,0.0614,0.0025,0.065,0.0026,0.0,0.0,0.1643,0.0071,16.307688363896585,15.97185520117437,nan,15.717002984496865,0.07905436
224,1,0.080446,357.8025875200315,20.57623254962149,0.7786793198178881,0.517893871021526,12.969,0.8453,12.9238,0.8988,0.0,0.0,12.8339,1.0051,0.029,0.0048,0.0278,0.004,0.0,0.0,0.0684,0.0115,17.670661109132418,17.20458243197514,nan,16.81963317253731,0.0790997
227,1,0.055448,4.225187674543504,-51.08605817611758,0.9742442951036221,1.020710940921786,22.8158,1.8359,19.8757,1.9608,17.0704,2.08,14.0337,2.2091,0.0348,0.0034,0.0194,0.002,0.0132,0.0019,0.0247,0.0032,19.429002317462828,19.50506595748312,20.72102804053796,21.941227336751073,0.018877365
227,3,0.055448,4.248883098900224,-51.038932954875,1.5431627084230488,1.5968809390474554,11.2654,2.0755,11.9861,2.339,12.6737,2.5904,13.418,2.8625,0.0218,0.0049,0.0137,0.0029,0.0153,0.0028,0.0253,0.0048,17.53050967690712,16.75484003171408,16.361971367166323,16.15884090953637,0.017795358
227,5,0.055448,4.28443846200191,-51.0454105148111,0.13842397922890903,0.06300179881149326,4.3382,1.1485,4.5924,1.256,4.835,1.3586,5.0976,1.4696,0.0055,0.0041,0.0037,0.0027,0.0046,0.003,0.0075,0.0047,18.57498514069415,18.20087356234467,17.857461149761228,17.828490708906557,0.016758109
227,4,0.055448,4.267116172257374,-51.06510107078663,0.9060035849005423,0.9571907673157405,12.6493,0.8445,12.5754,0.9678,12.505,1.0854,12.4287,1.2127,0.0216,0.0029,0.0143,0.0018,0.0165,0.0022,0.0264,0.0036,18.55817695405673,17.979221649719566,17.65409710408481,17.536252345289345,0.017599562
227,2,0.055448,4.235561687625344,-51.06916144689757,0.8480889061703412,0.8441261974833498,13.4065,0.8196,13.235,0.9621,13.0715,1.098,12.8945,1.2451,0.0041,0.0007,0.0028,0.0004,0.003,0.0004,0.0045,0.0007,16.489284513020337,15.87174636998039,15.548705604156487,15.393367339278468,0.01840152
230,3,0.042866,27.48574877761106,-27.8187794532997,1.1747572648538558,1.163314301600625,24.6329,0.9885,24.1194,1.2273,23.6294,1.4551,23.099,1.7017,0.0065,0.0006,0.0046,0.0004,0.0056,0.0005,0.0088,0.0008,15.267057960541349,14.551706081536887,14.189323252023087,13.956931272012596,0.01670039
