ID_1,Field,RA_1,DEC_1,X,Y,ELONGATION,ELLIPTICITY,THETA,A,B,FLUX_RADIUS_50,FLUX_RADIUS_90,u_auto,e_u_auto,SEX_FLAGS_u,J0378_auto,e_J0378_auto,SEX_FLAGS_J0378,J0395_auto,e_J0395_auto,SEX_FLAGS_J0395,J0410_auto,e_J0410_auto,SEX_FLAGS_J0410,J0430_auto,e_J0430_auto,SEX_FLAGS_J0430,g_auto,e_g_auto,SEX_FLAGS_g,J0515_auto,e_J0515_auto,SEX_FLAGS_J0515,r_auto,e_r_auto,SEX_FLAGS_r,J0660_auto,e_J0660_auto,SEX_FLAGS_J0660,i_auto,e_i_auto,SEX_FLAGS_i,J0861_auto,e_J0861_auto,SEX_FLAGS_J0861,z_auto,e_z_auto,SEX_FLAGS_z,zml,odds,_RAJ2000,_DEJ2000,Group_1,Gal_1,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation_1,ID_2,CHI2NU_1,XC_R_1,e_XC_R_1,YC_R_1,e_YC_R_1,MAG_R_1,e_MAG_R_1,RE_R_1,e_RE_R_1,n_R_1,e_n_R_1,AR_R_1,e_AR_R_1,PA_R_1,e_PA_R_1,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,MAG_J0378,e_MAG_J0378,RE_J0378,e_RE_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,MAG_J0395,e_MAG_J0395,RE_J0395,e_RE_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,MAG_J0410,e_MAG_J0410,RE_J0410,e_RE_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,MAG_J0430,e_MAG_J0430,RE_J0430,e_RE_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,MAG_J0515,e_MAG_J0515,RE_J0515,e_RE_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,MAG_J0660,e_MAG_J0660,RE_J0660,e_RE_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,MAG_J0861,e_MAG_J0861,RE_J0861,e_RE_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G_1,e_XC_G_1,YC_G_1,e_YC_G_1,MAG_G_1,e_MAG_G_1,RE_G_1,e_RE_G_1,n_G_1,e_n_G_1,AR_G_1,e_AR_G_1,PA_G_1,e_PA_G_1,XC_I_1,e_XC_I_1,YC_I_1,e_YC_I_1,MAG_I_1,e_MAG_I_1,RE_I_1,e_RE_I_1,n_I_1,e_n_I_1,AR_I_1,e_AR_I_1,PA_I_1,e_PA_I_1,XC_Z_1,e_XC_Z_1,YC_Z_1,e_YC_Z_1,MAG_Z_1,e_MAG_Z_1,RE_Z_1,e_RE_Z_1,n_Z_1,e_n_Z_1,AR_Z_1,e_AR_Z_1,PA_Z_1,e_PA_Z_1,XC_U,e_XC_U,YC_U,e_YC_U,MAG_U,e_MAG_U,RE_U,e_RE_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,Group_2,Gal_2,ID,ra_2,dec_2,CHI2NU_2,XC_g_2,e_XC_g_2,YC_g_2,e_YC_g_2,RE_g_2,e_RE_g_2,MAG_g_2,e_MAG_g_2,n_g_2,e_n_g_2,AR_g_2,e_AR_g_2,PA_g_2,e_PA_g_2,XC_r_2,e_XC_r_2,YC_r_2,e_YC_r_2,RE_r_2,e_RE_r_2,MAG_r_2,e_MAG_r_2,n_r_2,e_n_r_2,AR_r_2,e_AR_r_2,PA_r_2,e_PA_r_2,XC_i_2,e_XC_i_2,YC_i_2,e_YC_i_2,RE_i_2,e_RE_i_2,MAG_i_2,e_MAG_i_2,n_i_2,e_n_i_2,AR_i_2,e_AR_i_2,PA_i_2,e_PA_i_2,XC_z_2,e_XC_z_2,YC_z_2,e_YC_z_2,RE_z_2,e_RE_z_2,MAG_z_2,e_MAG_z_2,n_z_2,e_n_z_2,AR_z_2,e_AR_z_2,PA_z_2,e_PA_z_2,Separation
iDR4_3_SPLUS-s25s12_0003507,SPLUS-s25s12,16.832842504603573,-32.83175183630375,9291.8095703125,1531.1270751953125,2.4082231521606445,0.5847561359405518,41.57900619506836,0.0013703034492209,5.697302403859794E-4,7.003467082977295,16.3834285736084,17.732318878173828,0.0349137298762798,2,17.48523712158203,0.0504010841250419,2,17.104167938232422,0.0585986077785491,2,16.928829193115234,0.0468865819275379,2,16.628461837768555,0.034144327044487,2,16.425567626953125,0.0093480180948972,2,16.20189666748047,0.0187644120305776,2,15.768115043640137,0.006261175032705,2,15.746624946594238,0.0070906458422541,2,15.435221672058104,0.0077244322746992,2,15.268798828125,0.015385003760457,2,15.250182151794434,0.0126543454825878,2,0.0488333329558372,0.996447503566742,16.8327917,-32.8316944,26,3,01 07 19.87,-32 49 54.1,0.035194,,19.3174,18.4741,Simbad,0.2576280988230229,iDR4_3_SPLUS-s25s12_0003507,1.14453880637418,373.9122,0.0496,242.7181,0.0526,17.4445,0.0198,7.3787,0.1200,0.9437,0.0204,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.8245,0.0979,7.4940,0.2168,0.6342,0.0419,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.4557,0.1127,7.4861,0.2054,0.6554,0.0394,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.3719,0.0944,7.4790,0.1954,0.6745,0.0372,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.1123,0.0723,7.4698,0.1829,0.6992,0.0345,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.7738,0.0431,7.4308,0.1383,0.8038,0.0245,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.4205,0.0217,7.3621,0.1279,0.9880,0.0224,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.0331,0.0486,7.2695,0.2408,1.2364,0.0477,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.9688,0.0272,7.4485,0.1565,0.7563,0.0286,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.1679,0.0283,7.3123,0.1798,1.1219,0.0344,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.0574,0.0457,7.2593,0.2564,1.2638,0.0510,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.968,0.0671,7.5049,0.2328,0.6051,0.0453,0.9337,0.0095,-6.126,7.2623,26,3,9564,16.83293887916162,-32.8317691155815,0.793479330916477,597.545,0.0023,728.8289,0.002,19.4817,0.0051,16.4851,3.0E-4,0.5078,0.0006,0.2544,1.0E-4,49.8399,0.0051,597.545,0.0023,728.8289,0.002,19.1042,0.0032,15.7766,2.0E-4,0.6747,0.0004,0.2544,1.0E-4,49.8399,0.0051,597.545,0.0023,728.8289,0.002,18.744,0.0043,15.4747,3.0E-4,0.8339,0.0005,0.2544,1.0E-4,49.8399,0.0051,597.545,0.0023,728.8289,0.002,18.3540,0.0073,15.1926,4.0E-4,1.0063,0.0009,0.2544,1.0E-4,49.8399,0.0051,0.2980917314668384
iDR4_3_SPLUS-s25s12_0003871,SPLUS-s25s12,16.847309471915217,-32.82902798402232,9212.34375,1549.4720458984375,1.638333439826965,0.3896236419677734,74.92472076416016,9.931541280820966E-4,6.05291745159775E-4,4.918454647064209,11.993927001953123,17.512815475463867,0.0225855074822902,0,17.186861038208008,0.0302887558937072,0,16.951570510864258,0.0399677455425262,0,16.505481719970703,0.025463692843914,0,16.307029724121094,0.0205786135047674,0,15.991662979125977,0.0055511691607534,0,15.727572441101074,0.0103995185345411,0,15.160457611083984,0.0032757632434368,0,15.158079147338867,0.0037737702950835,0,14.790938377380373,0.0036284660454839,0,14.58268928527832,0.006710581947118,0,14.486468315124512,0.0050582950934767,0,0.0395833328366279,0.9692603945732116,16.8474167,-32.8291111,26,4,01 07 23.38,-32 49 44.8,0.035811,,19.5974,18.7922,Simbad,0.4413017382517876,iDR4_3_SPLUS-s25s12_0003871,1.14453880637418,290.0509,0.1435,196.4374,0.1029,18.7227,0.051,7.4311,0.2516,0.7636,0.0498,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,19.9699,0.2355,7.3998,0.4132,0.5730,0.0910,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,19.2784,0.2064,7.4020,0.3900,0.5860,0.0854,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,19.4244,0.2106,7.4039,0.3696,0.5978,0.0805,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.9452,0.1339,7.4064,0.3446,0.6130,0.0743,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.8129,0.0939,7.4170,0.2606,0.6774,0.0529,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.6196,0.0542,7.4356,0.2774,0.7909,0.0563,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.5071,0.1518,7.4607,0.5369,0.9440,0.1187,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.9464,0.0547,7.4122,0.2932,0.6481,0.0615,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.4629,0.0749,7.4491,0.4030,0.8734,0.0870,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.4905,0.135,7.4634,0.5706,0.9608,0.1266,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,19.7267,0.1185,7.3969,0.4462,0.5550,0.0989,0.6808,0.0166,72.5676,3.1468,26,4,7828,16.84741713183292,-32.8290673708472,0.793479330916477,430.8808,4.0E-4,765.8698,8.0E-4,13.6116,0.0037,15.9679,2.0E-4,1.2265,0.0009,0.3725,1.0E-4,16.5187,0.0053,430.8808,4.0E-4,765.8698,8.0E-4,12.2773,0.0024,15.0434,1.0E-4,1.3947,0.0006,0.3725,1.0E-4,16.5187,0.0053,430.8808,4.0E-4,765.8698,8.0E-4,11.0043,0.0021,14.7278,1.0E-4,1.5551,0.0006,0.3725,1.0E-4,16.5187,0.0053,430.8808,4.0E-4,765.8698,8.0E-4,9.6262,0.0033,14.4175,2.0E-4,1.7287,0.0010,0.3725,1.0E-4,16.5187,0.0053,0.355204802824226
iDR4_3_SPLUS-s25s12_0003152,SPLUS-s25s12,16.80261916626449,-32.83553271301865,9457.8935546875,1505.2677001953125,1.1001181602478027,0.0910066962242126,76.81234741210938,9.127170196734368E-4,8.294861763715744E-4,7.912544727325439,16.956968307495117,18.94806671142578,0.1161033883690834,0,18.51077651977539,0.1413665264844894,0,18.2869873046875,0.189298391342163,0,18.08843231201172,0.1471759527921676,0,18.066734313964844,0.1372540295124054,0,17.79308319091797,0.0332755371928215,0,17.520069122314453,0.0656283870339393,0,17.436498641967773,0.0292595494538545,0,17.356836318969727,0.0313133262097835,0,17.074831008911133,0.0369779765605926,0,16.970861434936523,0.0792768076062202,0,16.876537322998047,0.0613319650292396,0,0.0644999966025352,0.8570194244384766,16.8027083,-32.8356111,26,1,01 07 12.65,-32 50 08.2,0.0643,,19.734,19.2631,Simbad,0.3902881149462784,iDR4_3_SPLUS-s25s12_0003152,1.14453880637418,128.217,0.0022,287.6115,0.0038,15.1287,0.0024,6.3734,0.0129,1.6872,0.0045,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,17.0688,0.0158,7.4255,0.0336,1.2775,0.0130,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,16.8217,0.0197,7.3536,0.0320,1.3055,0.0123,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,16.5345,0.0143,7.2885,0.0305,1.3309,0.0116,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,16.3085,0.0115,7.2047,0.0285,1.3635,0.0108,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,15.7293,0.0062,6.8491,0.0208,1.5020,0.0075,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,15.1288,0.0025,6.2228,0.0118,1.7459,0.0044,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,14.5698,0.0041,5.3783,0.0226,2.0748,0.0104,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,16.0127,0.0042,7.0106,0.0242,1.4391,0.0090,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,14.7774,0.0025,5.7678,0.0152,1.9231,0.0069,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,14.4601,0.0038,5.2853,0.0246,2.1110,0.0114,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,17.4209,0.0127,7.5244,0.0359,1.2390,0.0140,0.3696,0.0006,15.6594,0.0595,26,1,6445,16.80270840320432,-32.83567747715625,0.793479330916477,946.9052,0.0086,674.7874,0.0092,16.5053,0.0287,17.7552,0.0016,0.9076,0.0025,0.9179,7.0E-4,6.0452,0.4959,946.9052,0.0086,674.7874,0.0092,16.3148,0.0209,17.2521,0.0013,1.0749,0.0018,0.9179,7.0E-4,6.0452,0.4959,946.9052,0.0086,674.7874,0.0092,16.133,0.034,17.0554,0.002,1.2345,0.0030,0.9179,7.0E-4,6.0452,0.4959,946.9052,0.0086,674.7874,0.0092,15.9363,0.0559,16.9425,0.0032,1.4073,0.0051,0.9179,7.0E-4,6.0452,0.4959,0.586905853611823
iDR4_3_SPLUS-s25s12_0002771,SPLUS-s25s12,16.817866906152197,-32.84277816256024,9373.712890625,1458.401123046875,1.4534633159637451,0.3119881153106689,30.0665225982666,7.834009011276066E-4,5.396809428930283E-4,6.907529830932617,14.150824546813965,19.768896102905277,0.2485425323247909,2,19.43678855895996,0.3333609402179718,2,18.890979766845703,0.3330609202384949,2,18.886777877807617,0.3088163435459137,2,18.912155151367188,0.2995794713497162,2,18.66439247131348,0.0737780556082725,2,19.141433715820312,0.2919277846813202,2,18.53851890563965,0.0803891718387603,2,18.489940643310547,0.0885158330202102,2,18.461769104003903,0.1329652667045593,2,18.2488956451416,0.2586372494697571,2,18.316335678100582,0.2323977202177047,2,0.0627499967813491,0.8275820016860962,16.8177917,-32.8426111,26,2,01 07 16.27,-32 50 33.4,0.0638,,20.0433,19.8393,Simbad,0.643003682230239,iDR4_3_SPLUS-s25s12_0002771,1.14453880637418,207.5489,0.0112,269.5022,0.0095,15.8806,0.0037,9.4397,0.0238,0.7105,0.0045,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,17.5825,0.0234,9.4267,0.0446,0.3267,0.0084,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,17.2432,0.0276,9.4275,0.0424,0.3530,0.0080,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,17.0301,0.0211,9.4284,0.0403,0.3767,0.0076,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,16.7994,0.0167,9.4294,0.0378,0.4072,0.0071,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,16.3343,0.0094,9.4338,0.0286,0.5370,0.0054,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,15.8459,0.004,9.4416,0.0249,0.7654,0.0047,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,15.332,0.0078,9.4520,0.0462,1.0734,0.0087,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,16.5915,0.0055,9.4318,0.0324,0.4780,0.0061,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,15.5361,0.0046,9.4472,0.0344,0.9314,0.0065,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,15.2419,0.0067,9.4532,0.0492,1.1073,0.0093,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,17.852,0.0172,9.4254,0.0478,0.2906,0.0090,0.2554,0.0006,49.7176,0.059,26,2,6928,16.81804207117206,-32.8427817921172,0.793479330916477,771.6877,0.0227,576.8618,0.0145,16.8836,0.0594,18.7241,0.0031,0.9028,0.0049,0.6097,0.0012,75.451,0.1868,771.6877,0.0227,576.8618,0.0145,16.5453,0.047,18.4686,0.003,0.9463,0.0036,0.6097,0.0012,75.451,0.1868,771.6877,0.0227,576.8618,0.0145,16.2226,0.0774,18.3982,0.0052,0.9877,0.0065,0.6097,0.0012,75.451,0.1868,771.6877,0.0227,576.8618,0.0145,15.8732,0.1251,18.3596,0.0083,1.0326,0.0108,0.6097,0.0012,75.451,0.1868,0.5299622173946277
iDR4_3_SPLUS-s25s14_0023259,SPLUS-s25s14,20.244572132012102,-32.06278589045704,8071.0068359375,6571.35546875,1.587363839149475,0.3700247406959533,75.32666015625,6.378411198966205E-4,4.014266305603087E-4,4.286001205444336,10.335082054138184,19.732934951782227,0.1415324807167053,0,19.66021156311035,0.2416573315858841,0,20.30128288269043,0.7187835574150085,0,18.50988006591797,0.1245912909507751,0,19.002422332763672,0.1842444837093353,0,18.684572219848636,0.0472078956663608,0,18.308229446411133,0.0794686526060104,0,18.427978515625,0.0432813726365566,0,18.418851852416992,0.0509053841233253,0,18.215255737304688,0.0575263164937496,0,18.281417846679688,0.1540214121341705,0,18.16851043701172,0.1125001981854438,0,0.0764999985694885,0.8196902871131897,20.2445,-32.0626111,28,1,01 20 58.68,-32 03 45.4,0.0724,,19.6806,19.5659,Simbad,0.6666178023753332,iDR4_3_SPLUS-s25s14_0023259,1.16271519890744,114.9862,0.0174,331.4561,0.0243,16.7267,0.0099,7.8671,0.0761,1.2857,0.0167,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,17.9730,0.0413,8.2377,0.1525,1.0728,0.0366,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,17.7531,0.0528,8.2124,0.1447,1.0873,0.0346,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,17.5343,0.0401,8.1894,0.1378,1.1005,0.0328,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,17.4208,0.0344,8.1599,0.1291,1.1175,0.0305,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,16.9786,0.0199,8.0347,0.0964,1.1894,0.0218,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,16.7208,0.011,7.8141,0.0788,1.3162,0.0176,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,16.481,0.0249,7.5167,0.1483,1.4871,0.0369,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,17.195,0.0143,8.0916,0.1101,1.1567,0.0255,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,16.559,0.014,7.6539,0.1089,1.4083,0.0264,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,16.4356,0.0223,7.4839,0.1586,1.5059,0.0396,0.6203,0.0035,14.3941,0.5564,114.9862,0.0174,331.4561,0.0243,18.2824,0.0335,8.2725,0.1635,1.0528,0.0395,0.6203,0.0035,14.3941,0.5564,28,1,8846,20.24462727220963,-32.06282642816967,0.617147559289692,942.5316,0.0025,551.4504,0.0057,7.8737,0.0101,18.6756,0.0011,0.6432,0.0036,0.3225,4.0E-4,16.733,0.0384,942.5316,0.0025,551.4504,0.0057,8.0469,0.0083,18.4354,0.001,0.7986,0.0021,0.3225,4.0E-4,16.733,0.0384,942.5316,0.0025,551.4504,0.0057,8.2121,0.0145,18.3355,0.0017,0.9469,0.0042,0.3225,4.0E-4,16.733,0.0384,942.5316,0.0025,551.4504,0.0057,8.3910,0.0234,18.3314,0.0024,1.1074,0.0074,0.3225,4.0E-4,16.733,0.0384,0.22270446668128105
iDR4_3_SPLUS-s25s14_0029551,SPLUS-s25s14,20.290991046691364,-32.04059505118667,7814.072265625,6717.65771484375,1.51021146774292,0.3378410935401916,78.3576889038086,0.0010956320911645,7.25005695130676E-4,7.122584819793701,15.771071434020996,18.20245933532715,0.0475165359675884,0,17.872896194458008,0.0635090097784996,0,17.648544311523438,0.0844930633902549,0,17.501022338867188,0.0654947310686111,0,17.33175277709961,0.053202748298645,0,17.207992553710938,0.0164601001888513,0,17.0241641998291,0.0327175855636596,0,16.75259017944336,0.0125986579805612,0,16.740175247192383,0.0147567270323634,0,16.576595306396484,0.0170988570898771,0,16.46815299987793,0.038471158593893,0,16.451358795166016,0.0306530650705099,0,0.0438333339989185,0.9904493689537048,20.2909167,-32.0405,28,4,01 21 09.82,-32 02 25.8,0.0352,,19.0883,18.6107,Simbad,0.4105651144517313,iDR4_3_SPLUS-s25s14_0029551,1.16271519890744,183.7245,0.0428,269.1097,0.022,18.1994,0.017,4.8238,0.0585,0.5862,0.0370,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,19.3849,0.0789,4.6435,0.1098,0.4591,0.0772,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,19.0097,0.0916,4.6558,0.1040,0.4678,0.0731,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,18.7707,0.0667,4.6670,0.0989,0.4757,0.0695,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,18.744,0.0601,4.6813,0.0926,0.4858,0.0649,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,18.3612,0.0356,4.7423,0.0696,0.5287,0.0477,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,18.2383,0.0202,4.8496,0.0619,0.6044,0.0385,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,18.0094,0.0513,4.9943,0.1170,0.7064,0.0753,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,18.5012,0.0205,4.7146,0.0791,0.5092,0.0550,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,17.9423,0.0224,4.9276,0.0868,0.6593,0.0546,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,17.854,0.0383,5.0103,0.1247,0.7176,0.0806,0.3248,0.0059,78.0948,0.5484,183.7245,0.0428,269.1097,0.022,19.558,0.0549,4.6265,0.1178,0.4471,0.0829,0.3248,0.0059,78.0948,0.5484,28,4,10387,20.29108124601455,-32.04061563232854,0.617147559289692,401.5528,0.0027,856.7382,0.004,17.4979,0.0183,17.048,9.0E-4,1.2767,0.0019,0.6056,3.0E-4,13.1909,0.0406,401.5528,0.0027,856.7382,0.004,17.054,0.011,16.5993,6.0E-4,1.3601,0.0011,0.6056,3.0E-4,13.1909,0.0406,401.5528,0.0027,856.7382,0.004,16.6306,0.0151,16.4486,8.0E-4,1.4396,0.0016,0.6056,3.0E-4,13.1909,0.0406,401.5528,0.0027,856.7382,0.004,16.1721,0.0262,16.3509,0.0013,1.5256,0.0028,0.6056,3.0E-4,13.1909,0.0406,0.28505167446587265
iDR4_3_SPLUS-s25s14_0023490,SPLUS-s25s14,20.27854797153017,-32.050123723262544,7882.86474609375,6655.0166015625,1.6809583902359009,0.4051012992858886,16.491470336914062,6.699840887449682E-4,3.990264085587114E-4,4.432255744934082,9.140789031982422,19.436094284057617,0.0873180776834487,2,19.26105308532715,0.1334936469793319,2,19.00772857666016,0.1750795692205429,2,18.94489479064941,0.1472899615764618,2,18.738683700561523,0.1156348586082458,2,18.469043731689453,0.031284362077713,2,18.315357208251957,0.063683733344078,2,18.178550720214844,0.027637867256999,2,18.208898544311523,0.0335745513439178,2,17.880081176757812,0.0336554795503616,2,17.80145835876465,0.0783266201615333,2,17.883766174316406,0.0684698671102523,2,0.0708333328366279,0.931922972202301,20.2784167,-32.0501111,28,3,01 21 06.82,-32 03 00.4,0.0722,,20.1093,19.6308,Simbad,0.4031188856346134,iDR4_3_SPLUS-s25s14_0023490,1.16271519890744,328.0535,0.0206,213.3613,0.0131,16.4378,0.0078,10.4163,0.0749,1.2132,0.0126,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,18.0337,0.0435,10.8668,0.1460,0.6661,0.0250,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,17.8764,0.0596,10.8360,0.1386,0.7035,0.0237,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,17.6472,0.0443,10.8081,0.1319,0.7374,0.0224,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,17.365,0.033,10.7723,0.1236,0.7809,0.0209,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,16.8103,0.0174,10.6200,0.0927,0.9658,0.0152,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,16.3803,0.0085,10.3519,0.0780,1.2915,0.0135,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,15.9577,0.017,9.9903,0.1462,1.7307,0.0272,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,17.0741,0.0122,10.6892,0.1056,0.8818,0.0176,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,16.0923,0.0101,10.1570,0.1080,1.5281,0.0198,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,15.8924,0.0152,9.9505,0.1561,1.7790,0.0291,0.3859,0.0017,57.6239,0.1999,328.0535,0.0206,213.3613,0.0131,18.4102,0.036,10.9092,0.1566,0.6147,0.0270,0.3859,0.0017,57.6239,0.1999,28,3,9981,20.27815691689498,-32.0500743178396,0.617147559289692,546.6294,0.0067,726.468,0.0029,10.0835,0.0103,18.3549,9.0E-4,0.5430,0.0024,0.3559,3.0E-4,77.5412,0.0319,546.6294,0.0067,726.468,0.0029,10.3687,0.0077,18.0226,8.0E-4,0.6275,0.0013,0.3559,3.0E-4,77.5412,0.0319,546.6294,0.0067,726.468,0.0029,10.6408,0.0122,17.8654,0.0014,0.7082,0.0023,0.3559,3.0E-4,77.5412,0.0319,546.6294,0.0067,726.468,0.0029,10.9353,0.0198,17.8132,0.0017,0.7955,0.0042,0.3559,3.0E-4,77.5412,0.0319,1.2064093676428427
