Group_1,Gal_1,ID,ra_1,dec_1,type_1,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g_1,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r_1,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i_1,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z_1,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ra_2,dec_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g_2,mag_r_2,mag_i_2,mag_z_2,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group_2,Gal_2,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation_2,Separation,Distance (Mpc),M_FUV,M_NUV,M_z,log(M_stellar),F_FUV,F_NUV,L_FUV,L_NUV,logSFR_NUV,log_sSFR
90,2,1268,160.0996401426918,24.23677740509459,SER,0.583614856671345,757.8228,0.0105,786.8233,0.0162,11.8928,0.0423,18.3691,0.0033,0.4533,0.0075,0.4205,0.0009,32.8165,0.1006,757.8228,0.0105,786.8233,0.0162,11.4146,0.0286,17.972,0.0031,0.5303,0.0043,0.4205,0.0009,32.8165,0.1006,757.8228,0.0105,786.8233,0.0162,10.9583,0.0315,17.7195,0.0023,0.6038,0.005,0.4205,0.0009,32.8165,0.1006,757.8228,0.0105,786.8233,0.0162,10.4644,0.0488,17.6565,0.0053,0.6834,0.0088,0.4205,0.0009,32.8165,0.1006,466717,1601p242,1268,SER,160.0996401426918,24.23677740509459,0.022828387,44.96086,66.099556,85.1877,91.28902,1.8653785,1.5814921,1.2728547,1.3057737,0.6573534,26316.191,3.0701413,31356.9,0.18436612,316390.56,0.38259485,494675.8,18.367914,17.949503,17.674057,17.598953,17.823175,18.249191,16.263609,13.745923,0.41841125,0.27544594,0.3505497,0.07510376,160.0996667,24.2369167,90,2,10 40 23.92,+24 14 12.9,0.043596,,19.9081,19.713,Simbad,0.5089833117532476,0.0,194.0474777448071,-16.531440010473407,-16.726540010473407,-18.840587010473406,9.224507504189361,7.823934216624828e-13,6.24272107692617e-13,3.5256800802556036e+42,2.8131419229909174e+42,-0.15200713109705433,-9.376514635286416
90,3,1365,160.105463817595,24.22891625645232,SER,0.583614856671345,684.5444,0.0028,678.5941,0.0032,6.4231,0.0497,17.7362,0.0033,4.752,0.0304,0.7773,0.0017,-27.4401,0.267,684.5444,0.0028,678.5941,0.0032,8.975,0.0564,17.1307,0.003,4.8768,0.0228,0.7773,0.0017,-27.4401,0.267,684.5444,0.0028,678.5941,0.0032,11.4099,0.0935,16.853,0.0038,4.9958,0.0233,0.7773,0.0017,-27.4401,0.267,684.5444,0.0028,678.5941,0.0032,14.0456,0.1419,16.5617,0.0047,5.1246,0.032,0.7773,0.0017,-27.4401,0.267,466717,1601p242,1365,SER,160.105463817595,24.22891625645232,0.022847438,79.678444,121.90751,140.67296,159.01591,1.7015617,1.4559754,1.2728547,1.2772064,4.1683416,5934.52,1.9896597,115474.63,0.05922233,539802.5,-0.10511121,707378.25,17.746649,17.284924,17.129473,16.996399,17.446783,17.937265,16.937447,14.578086,0.46172523,0.15545082,0.28852463,0.1330738,160.1055417,24.22875,90,3,10 40 25.33,+24 13 43.5,0.04348,,20.0607,19.7605,Simbad,0.6508471166768318,0.0,193.53115727002967,-16.373054467992997,-16.673254467992997,-19.437355467992997,9.4501171871972,6.798063082002516e-13,5.975495603581118e-13,3.0471138764292765e+42,2.6784122701683726e+42,-0.1733213480892175,-9.623438535286418
90,1,1250,160.0979346994472,24.218117062578,SER,0.583614856671345,771.8251,0.0036,532.4799,0.0033,5.5287,0.0067,17.8494,0.0011,0.6178,0.0038,0.8916,0.0009,73.1982,0.3844,771.8251,0.0036,532.4799,0.0033,5.337,0.0045,17.4296,0.001,0.7576,0.0025,0.8916,0.0009,73.1982,0.3844,771.8251,0.0036,532.4799,0.0033,5.154,0.0055,17.1787,0.001,0.891,0.0032,0.8916,0.0009,73.1982,0.3844,771.8251,0.0036,532.4799,0.0033,4.956,0.0087,17.0797,0.0016,1.0355,0.0054,0.8916,0.0009,73.1982,0.3844,466717,1601p242,1250,SER,160.0979346994472,24.218117062578,0.022866905,4.0198402,3.7895525,3.8339002,2.9054518,1.7820603,1.5897508,1.2728547,1.3225703,0.5,107.80183,0.89477986,2986.5938,0.3340434,1415.6322,-0.29591295,1275.2865,20.989477,21.05353,21.040897,21.341967,19.811495,19.358421,,15.459535,-0.06405258,0.01263237,-0.2884369,-0.30106926,160.097625,24.21825,90,1,10 40 23.43,+24 13 05.7,0.111183,,19.8978,19.2629,Simbad,1.1237899716160948,0.0,494.87982195845694,-18.574698732071045,-19.209598732071047,-17.130531732071045,7.755469692828418,7.898510326171475e-13,9.449611008089722e-13,2.314975454380882e+43,2.76958776197214e+43,0.8412163575420006,-6.914253335286418
91,1,1461,161.0694624321164,2.787771575071178,SER,0.805506152439315,823.935,0.001,556.7263,0.0008,14.5551,0.0109,15.7063,0.0005,2.2223,0.0021,0.8218,0.0002,50.6748,0.0549,823.935,0.001,556.7263,0.0008,14.0642,0.0063,15.0736,0.0003,2.5248,0.0011,0.8218,0.0002,50.6748,0.0549,823.935,0.001,556.7263,0.0008,13.5959,0.0091,14.7827,0.0004,2.8134,0.0018,0.8218,0.0002,50.6748,0.0549,823.935,0.001,556.7263,0.0008,13.0889,0.0162,14.6035,0.0007,3.1258,0.0032,0.8218,0.0002,50.6748,0.0549,346852,1611p027,1461,SER,161.0694624321164,2.787771575071178,0.037806675,503.0313,902.6676,1186.0015,1396.8788,1.6405295,1.261455,1.5940684,1.1883435,2.802125,432608.16,3.511116,1096679.5,-0.013046716,19589460.0,0.098543614,31935888.0,15.746013,15.11118,14.814787,14.637103,15.103173,15.645315,14.774739,14.010119,0.6348324,0.2963934,0.47407722,0.17768383,161.0696667,2.7880833,91,1,10 44 16.72,+02 47 17.1,0.022068,,18.7937,18.1974,Simbad,1.3412069784718186,0.0,98.22551928783383,-16.167421667350226,-16.76372166735023,-20.324018667350227,10.055844466940092,2.1836608620056353e-12,2.521238505261812e-12,2.521364098617714e+42,2.911148137436058e+42,-0.1371344683463267,-10.192978935286419
91,4,1951,161.0886590441903,2.793372537284227,SER,0.805506152439315,560.2088,0.0054,633.471,0.0038,46.6176,0.0129,15.6801,0.0003,0.5345,0.0005,0.1932,0.0000,-54.6122,0.0037,560.2088,0.0054,633.471,0.0038,43.4413,0.0086,14.9446,0.0002,0.7029,0.0003,0.1932,0.0000,-54.6122,0.0037,560.2088,0.0054,633.471,0.0038,40.4107,0.0104,14.614,0.0003,0.8636,0.0005,0.1932,0.0000,-54.6122,0.0037,560.2088,0.0054,633.471,0.0038,37.13,0.0169,14.3363,0.0004,1.0376,0.0008,0.1932,0.0000,-54.6122,0.0037,346852,1611p027,1951,SER,161.0886590441903,2.793372537284227,0.037751343,512.48267,1050.6989,1549.0005,1994.16,1.6405295,1.2663321,1.5940684,1.1883435,0.9159134,3012363.8,11.263324,277985.47,-0.22520585,88946944.0,-0.6440371,146392540.0,15.725802,14.946304,14.524871,14.2506,14.079074,14.443084,12.443726,11.845937,0.7794981,0.42143345,0.69570446,0.274271,161.0893333,2.7936389,91,4,10 44 21.44,+02 47 37.1,0.021862,,18.4175,18.0141,Simbad,2.607180928896081,0.0,97.30860534124628,-16.523256240754097,-16.9266562407541,-20.6901562407541,10.458703896301639,3.0879139555973783e-12,2.9849284901281938e-12,3.499205062716391e+42,3.382502567977913e+42,-0.07196063898478045,-10.53066453528642
91,3,1837,161.0837845321902,2.805499092512202,SER,0.805506152439315,627.3989,0.0012,800.2687,0.0012,5.8679,0.03,16.6883,0.0023,8.9483,0.0492,0.9459,0.0011,80.8612,0.614,627.3989,0.0012,800.2687,0.0012,5.1188,0.0189,16.3817,0.0016,8.2599,0.0317,0.9459,0.0011,80.8612,0.614,627.3989,0.0012,800.2687,0.0012,4.4041,0.0156,15.9233,0.0017,7.6029,0.0326,0.9459,0.0011,80.8612,0.614,627.3989,0.0012,800.2687,0.0012,3.6304,0.0238,15.9798,0.0030,6.8918,0.0517,0.9459,0.0011,80.8612,0.614,346852,1611p027,1837,SER,161.0837845321902,2.805499092512202,0.037757788,163.69461,238.5676,306.96606,353.33636,1.6405295,1.2663321,1.5940684,1.1883435,6.0,5228.1323,0.8918033,1583280.4,0.0033641332,2479337.8,0.014383497,3326212.5,16.964914,16.555971,16.282274,16.12953,14.146346,13.663984,12.132102,10.447442,0.40894318,0.2736969,0.4264412,0.1527443,161.0840833,2.8059167,91,3,10 44 20.18,+02 48 21.3,0.101,,18.9757,18.346,Simbad,1.8477658632441023,0.0,449.5548961424333,-19.288213659834927,-19.917913659834927,-22.134383659834928,10.588522263933973,1.846652550799707e-12,2.1987402730508407e-12,4.466345975323518e+43,5.317911463674954e+43,1.1245423286475518,-9.463979935286421
93,3,1382,161.8018864878908,-2.332915819015037,SER,0.813814627946355,627.4106,0.0049,737.5234,0.003,20.1884,0.0089,16.1298,0.0004,0.7568,0.0007,0.6077,0.0002,-77.5099,0.0271,627.4106,0.0049,737.5234,0.003,20.3272,0.0076,15.6492,0.0004,0.8315,0.0005,0.6077,0.0002,-77.5099,0.0271,627.4106,0.0049,737.5234,0.003,20.4597,0.0117,15.4756,0.0008,0.9027,0.0008,0.6077,0.0002,-77.5099,0.0271,627.4106,0.0049,737.5234,0.003,20.6031,0.0182,15.3214,0.0008,0.9799,0.0014,0.6077,0.0002,-77.5099,0.0271,318055,1618m022,1382,SER,161.8018864878908,-2.332915819015037,0.0427374,346.87564,534.2289,660.7521,721.14185,1.7734057,1.4761834,1.3233482,1.4859812,0.8165994,1469128.6,5.209133,494231.78,-0.22102116,22298322.0,-0.100187,13728636.0,16.149565,15.680681,15.449903,15.354948,15.709327,16.169428,14.130992,13.635376,0.4688835,0.23077774,0.32573318,0.094955444,161.8019167,-2.3326944,93,3,10 47 12.46,-02 19 57.7,0.036855,,18.0534,17.7137,Simbad,0.8044823227387718,0.0,164.04302670623144,-18.02138886860052,-18.361088868600522,-20.71984086860052,9.994168247440207,4.318224233107998e-12,3.936352034798164e-12,1.3906647458497373e+43,1.267684517185835e+43,0.5018124121537948,-9.492355835286412
93,2,1294,161.7988142070167,-2.311209411369505,SER,0.813814627946355,669.7394,0.004,1035.9705,0.0052,17.002,0.012,16.8965,0.0007,0.6564,0.0012,0.5482,0.0002,-37.9317,0.0367,669.7394,0.004,1035.9705,0.0052,17.0367,0.0104,16.3504,0.0007,0.8144,0.0008,0.5482,0.0002,-37.9317,0.0367,669.7394,0.004,1035.9705,0.0052,17.0698,0.0158,16.1125,0.001,0.9651,0.0014,0.5482,0.0002,-37.9317,0.0367,669.7394,0.004,1035.9705,0.0052,17.1057,0.0245,15.9537,0.0013,1.1283,0.0024,0.5482,0.0002,-37.9317,0.0367,318055,1618m022,1294,SER,161.7988142070167,-2.311209411369505,0.043063596,172.90404,276.73944,349.1961,392.24246,1.6337612,1.3458548,1.3158338,1.4304422,0.79036945,554937.7,4.3064876,955668.25,0.076605394,5993007.5,-0.2810968,9788114.0,16.905487,16.394823,16.142326,16.016113,16.091873,16.518019,14.518985,14.357877,0.510664,0.25249672,0.3787098,0.12621307,161.7987917,-2.3111111,93,2,10 47 11.71,-02 18 40.0,0.0715,,19.5142,18.6647,Simbad,0.3630625859880039,0.0,318.2492581602374,-17.999636999927116,-18.849136999927115,-21.497723999927114,10.371651399970846,1.124566624823045e-12,1.639433975792561e-12,1.3630811051573397e+43,1.98714902810445e+43,0.6970316646844257,-9.67461973528642
96,4,3411,165.3026356518377,16.72426358807883,SER,1.01058985306795,514.337,0.0073,399.6778,0.0103,39.5345,0.0429,15.1058,0.001,0.9795,0.0015,0.7070,0.0003,8.2733,0.0605,514.337,0.0073,399.6778,0.0103,37.9,0.0294,14.5205,0.0008,1.0567,0.001,0.7070,0.0003,8.2733,0.0605,514.337,0.0073,399.6778,0.0103,36.3405,0.0314,14.2769,0.0007,1.1304,0.0011,0.7070,0.0003,8.2733,0.0605,514.337,0.0073,399.6778,0.0103,34.6523,0.0478,14.1394,0.0012,1.2102,0.0018,0.7070,0.0003,8.2733,0.0605,426231,1652p167,3411,SER,165.3026356518377,16.72426358807883,0.019108232,857.6034,1510.4437,1979.9674,2326.4263,1.1597857,1.1015276,1.201158,1.045431,1.0566219,2114988.2,9.839665,197282.66,0.16679409,31321794.0,0.047939196,14916135.0,15.166783,14.552238,14.258355,14.083277,14.503756,15.041042,13.483192,13.050616,0.61454487,0.29388332,0.46896172,0.17507839,165.302625,16.72475,96,4,11 01 12.63,+16 43 29.1,0.028677,,17.6494,17.0791,Simbad,1.7514679759755185,0.0,127.64243323442136,-17.88057537255449,-18.45087537255449,-21.446698372554486,10.487133549021795,6.264770851025883e-12,7.062101110380755e-12,1.221510056380189e+43,1.3769741512718184e+43,0.5377270137353758,-9.94940653528642
96,3,3154,165.2900877920556,16.75221064756445,SER,1.01058985306795,679.0204,0.0255,783.6907,0.0233,11.6249,0.153,18.8126,0.0106,1.4997,0.0252,0.8518,0.0056,-80.3142,1.621,679.0204,0.0255,783.6907,0.0233,11.2721,0.1067,18.4342,0.0087,1.6503,0.0178,0.8518,0.0056,-80.3142,1.621,679.0204,0.0255,783.6907,0.0233,10.9355,0.1602,18.2057,0.0119,1.794,0.0287,0.8518,0.0056,-80.3142,1.621,679.0204,0.0255,783.6907,0.0233,10.5712,0.2636,18.1996,0.0194,1.9495,0.0476,0.8518,0.0056,-80.3142,1.621,426231,1652p167,3154,SER,165.2900877920556,16.75221064756445,0.019011,32.441902,47.086025,60.422405,63.60204,1.2303979,1.1092465,1.201158,1.013905,2.1503704,7916.6973,3.808309,8808.81,-0.11121008,193850.08,-0.034873348,88961.37,18.722235,18.31777,18.047005,17.991322,20.001488,22.112812,,,0.40446472,0.2707653,0.32644844,0.055683136,165.289875,16.7523056,96,3,11 01 09.57,+16 45 08.3,0.028677,,20.2748,19.9591,Simbad,0.8092762831702394,0.0,127.64243323442136,-15.25517537255449,-15.57087537255449,-17.53865337255449,8.677100449021797,5.581426245924306e-13,4.976613704830539e-13,1.0882709759806182e+42,9.703441405481756e+41,-0.614272986264627,-9.291373435286424
96,2,3009,165.2834657745998,16.73486998596282,SER,1.01058985306795,765.5854,0.043,545.9861,0.0762,27.0581,0.3131,18.3453,0.0099,1.2497,0.0153,0.5443,0.0024,19.3332,0.4153,765.5854,0.043,545.9861,0.0762,26.3927,0.2032,18.0295,0.0083,1.1849,0.0094,0.5443,0.0024,19.3332,0.4153,765.5854,0.043,545.9861,0.0762,25.7579,0.2779,17.9029,0.0114,1.123,0.0138,0.5443,0.0024,19.3332,0.4153,765.5854,0.043,545.9861,0.0762,25.0706,0.464,17.8908,0.0185,1.0561,0.0238,0.5443,0.0024,19.3332,0.4153,426231,1652p167,3009,SER,165.2834657745998,16.73486998596282,0.019123863,43.908825,59.870537,68.105484,71.85445,1.2303979,1.1092465,1.201158,1.013905,1.4430825,11569.451,7.476901,2249.5745,0.28629547,206160.75,0.13197754,109567.18,18.39362,18.056967,17.917046,17.858866,19.174664,,,,0.33665276,0.13992119,0.19810104,0.058179855,165.283625,16.7343611,96,2,11 01 08.07,+16 44 03.7,0.028677,,19.9801,19.6898,Simbad,1.912463137977658,0.0,127.64243323442136,-15.549875372554489,-15.840175372554487,-17.67110937255449,8.592771549021796,7.321923554511086e-13,6.377550867014163e-13,1.4276345402829356e+42,1.2434999945541996e+42,-0.5065529862646247,-9.09932453528642
97,2,391,167.5168502117463,-1.004677110111772,EXP,0.574185303565978,784.4078,0.0028,774.8491,0.0019,4.9786,0.0106,17.975,0.0018,1.4321,0.008,0.5077,0.0008,55.4309,0.0789,784.4078,0.0028,774.8491,0.0019,4.8736,0.0071,17.6582,0.0012,1.406,0.0049,0.5077,0.0008,55.4309,0.0789,784.4078,0.0028,774.8491,0.0019,4.7734,0.0079,17.3338,0.0014,1.381,0.005,0.5077,0.0008,55.4309,0.0789,784.4078,0.0028,774.8491,0.0019,4.665,0.0125,17.3093,0.0022,1.354,0.0085,0.5077,0.0008,55.4309,0.0789,325278,1676m010,391,EXP,167.5168502117463,-1.004677110111772,0.037206035,4.384323,5.5599747,5.2908816,4.533846,1.1402005,1.31659,1.0861177,1.1228145,1.0,0.0,3.681527,280.40057,-0.47609255,5756.203,0.4195744,6383.8433,20.895243,20.637318,20.69118,20.858833,21.112875,,16.409658,12.971799,0.25792503,-0.053861618,-0.22151566,-0.16765404,167.5169583,-1.00475,97,2,11 10 04.07,-01 00 17.1,0.109852,,20.0003,19.0302,Simbad,0.4692778376917035,0.0,488.9554896142433,-18.44604663207267,-19.416146632072667,-17.587513632072667,8.210492452829067,7.186959379806315e-13,1.1708302411237247e-12,2.0562956205420965e+43,3.3499188877923574e+43,0.9238355175426527,-7.286656935286414
97,1,296,167.5127542218795,-1.005626684312333,SER,0.574185303565978,838.4389,0.0022,765.5931,0.003,7.0635,0.0155,17.7551,0.0018,1.4255,0.0064,0.5946,0.0007,-2.8794,0.0773,838.4389,0.0022,765.5931,0.003,6.688,0.0098,17.0702,0.001,1.6471,0.0037,0.5946,0.0007,-2.8794,0.0773,838.4389,0.0022,765.5931,0.003,6.3298,0.0108,16.6743,0.0011,1.8585,0.0044,0.5946,0.0007,-2.8794,0.0773,838.4389,0.0022,765.5931,0.003,5.942,0.0176,16.4889,0.0019,2.0873,0.0078,0.5946,0.0007,-2.8794,0.0773,325278,1676m010,296,SER,167.5127542218795,-1.005626684312333,0.03710507,74.08406,145.5984,212.5631,260.3252,1.1402005,1.257938,1.0861177,1.1144179,1.9398082,45557.99,1.7109817,384195.4,0.24637644,2105623.8,-0.013425871,1199183.6,17.825687,17.092108,16.68128,16.46121,16.317072,16.23265,15.098938,15.291341,0.73357964,0.41082764,0.6308975,0.22006989,167.5129583,-1.0055833,97,1,11 10 03.11,-01 00 20.1,0.1085,,19.9649,19.8238,Simbad,0.7509883875534882,0.0,482.9376854599406,-18.45455548184445,-18.595655481844453,-21.95824548184445,10.888432092737778,7.425149294490845e-13,5.6370765336724e-13,2.0724739981578352e+43,1.57339523803647e+43,0.595639057451363,-10.292793035286415
97,4,870,167.5390798010606,-1.013468111430023,SER,0.574185303565978,476.973,0.0024,657.675,0.0032,10.9604,0.0175,17.393,0.0015,1.1703,0.0035,0.6803,0.0005,23.2864,0.0818,476.973,0.0024,657.675,0.0032,10.7793,0.0107,16.7365,0.0009,1.5688,0.0022,0.6803,0.0005,23.2864,0.0818,476.973,0.0024,657.675,0.0032,10.6064,0.0169,16.3742,0.0013,1.949,0.0037,0.6803,0.0005,23.2864,0.0818,476.973,0.0024,657.675,0.0032,10.4193,0.0293,16.2092,0.0019,2.3606,0.0063,0.6803,0.0005,23.2864,0.0818,325278,1676m010,870,SER,167.5390798010606,-1.013468111430023,0.037153237,110.61285,204.57594,287.4332,341.88632,1.2295842,1.3180735,1.0861177,1.1246977,1.944933,100573.36,3.0066223,219602.14,0.140042,3179077.0,0.1420108,3238912.5,17.390486,16.722864,16.353657,16.165297,16.177835,16.447655,14.166323,12.188222,0.6676216,0.36920738,0.5575676,0.18836021,167.5389167,-1.0134167,97,4,11 10 09.34,-01 00 48.3,0.109852,,19.7947,19.4342,Simbad,0.6155554640932953,0.0,488.9554896142433,-18.65164663207267,-19.012146632072668,-22.28104963207267,10.920052152829069,8.685307323525744e-13,8.070379013540812e-13,2.4849951792700254e+43,2.3090550738727073e+43,0.7622355175426527,-10.157816635286416
97,3,584,167.5261035286813,-1.021252338016023,SER,0.574185303565978,655.0412,0.0019,550.5544,0.0022,3.5769,0.0074,18.4055,0.0014,1.0193,0.0109,0.5846,0.0014,-39.2772,0.1327,655.0412,0.0019,550.5544,0.0022,3.2702,0.0054,18.0746,0.0012,1.2238,0.0052,0.5846,0.0014,-39.2772,0.1327,655.0412,0.0019,550.5544,0.0022,2.9776,0.0055,17.5988,0.001,1.4189,0.0074,0.5846,0.0014,-39.2772,0.1327,655.0412,0.0019,550.5544,0.0022,2.6608,0.0077,17.6597,0.0017,1.6302,0.0145,0.5846,0.0014,-39.2772,0.1327,325278,1676m010,584,SER,167.5261035286813,-1.021252338016023,0.036855802,42.304867,58.180225,91.84075,91.36103,1.2734921,1.2724848,1.0949001,1.1743366,1.4558613,10083.652,0.8266101,620439.3,0.046513412,408536.72,-0.2557944,605969.4,18.434025,18.088062,17.592411,17.598097,17.362411,17.328363,14.923099,13.43188,0.34596252,0.49565125,0.48996544,-0.0056858063,167.5261667,-1.0212778,97,3,11 10 06.28,-01 01 16.6,0.109589,,19.4421,19.5229,Simbad,0.2451613324115883,0.0,487.7848664688428,-18.99904161097685,-18.91824161097685,-20.84304461097685,10.072367444390741,1.201780603373638e-12,7.437276558173425e-13,3.4220278691122023e+43,2.1177382611201674e+43,0.7246735091043224,-9.347693935286419
98,3,690,168.002160282404,29.40591666699664,SER,0.423435316797591,673.1777,0.0078,535.1634,0.0057,15.9862,0.0186,17.5233,0.0011,0.6852,0.0019,0.6996,0.0004,-68.7497,0.0886,673.1777,0.0078,535.1634,0.0057,15.5081,0.0122,16.8417,0.0007,0.7367,0.0012,0.6996,0.0004,-68.7497,0.0886,673.1777,0.0078,535.1634,0.0057,15.052,0.0148,16.5585,0.0009,0.7858,0.0016,0.6996,0.0004,-68.7497,0.0886,673.1777,0.0078,535.1634,0.0057,14.5582,0.0241,16.3881,0.0016,0.839,0.0027,0.6996,0.0004,-68.7497,0.0886,493760,1681p295,690,SER,168.002160282404,29.40591666699664,0.028941227,93.43198,179.14877,238.28702,286.95984,1.5336125,1.4932036,1.3147478,1.3710263,0.7456542,235752.12,3.9801207,132797.25,-0.12778318,2339769.2,-0.12185007,2287022.0,17.573761,16.866966,16.55725,16.355448,16.771997,17.387363,16.463188,,0.70679474,0.30971718,0.5115185,0.2018013,168.0025417,29.4058333,98,3,11 12 00.61,+29 24 21.0,0.048454,,20.2534,19.6501,Simbad,1.233272527974468,0.0,215.67062314540055,-16.415554965783542,-17.018854965783543,-20.313506965783542,10.128221886313419,5.692528193892252e-13,6.615062186078027e-13,3.168756620494043e+42,3.682286917718743e+42,-0.03508114897300274,-10.163303035286422
98,1,382,167.9824744936344,29.43309680026038,SER,0.423435316797591,908.8195,0.008,908.57,0.0048,9.9553,0.0344,18.4841,0.0026,1.1846,0.0081,0.4405,0.0009,64.3353,0.1001,908.8195,0.008,908.57,0.0048,10.0064,0.0301,18.1868,0.0026,1.5317,0.0072,0.4405,0.0009,64.3353,0.1001,908.8195,0.008,908.57,0.0048,10.055,0.0503,17.9092,0.0034,1.8628,0.012,0.4405,0.0009,64.3353,0.1001,908.8195,0.008,908.57,0.0048,10.1077,0.0799,17.8832,0.0059,2.2213,0.019,0.4405,0.0009,64.3353,0.1001,493760,1681p295,382,SER,167.9824744936344,29.43309680026038,0.029222382,44.1155,57.236725,71.58686,72.5873,1.612154,1.6994119,1.2850915,1.3253243,2.155591,6554.4717,3.075638,22796.758,-0.2500267,248440.08,0.3299544,311088.06,18.388521,18.105814,17.862917,17.847849,18.398895,18.656708,16.713053,13.578206,0.2827072,0.24289703,0.2579651,0.015068054,167.9827083,29.4330556,98,1,11 11 55.85,+29 25 59.0,0.048454,,20.1151,19.46,Simbad,0.7479189364708381,0.0,215.67062314540055,-16.55385496578354,-17.20895496578354,-18.82110596578354,9.056912786313417,6.465843523389949e-13,7.880865782906643e-13,3.599224065996473e+42,4.386898891709394e+42,0.04095885102699981,-9.015953935286417
98,2,627,167.9983969039964,29.42771908085983,SER,0.423435316797591,718.4091,0.0048,834.8894,0.0038,20.9131,0.0208,16.4782,0.0009,1.1003,0.0016,0.7571,0.0003,-76.3643,0.0743,718.4091,0.0048,834.8894,0.0038,19.8567,0.0126,15.9808,0.0006,1.2097,0.0009,0.7571,0.0003,-76.3643,0.0743,718.4091,0.0048,834.8894,0.0038,18.8488,0.017,15.796,0.0007,1.314,0.0013,0.7571,0.0003,-76.3643,0.0743,718.4091,0.0048,834.8894,0.0038,17.7577,0.0292,15.6967,0.0014,1.427,0.0024,0.7571,0.0003,-76.3643,0.0743,493760,1681p295,627,SER,167.9983969039964,29.42771908085983,0.029173618,249.80208,408.27463,520.07916,591.4006,1.612154,1.4932036,1.2850915,1.3710263,1.2595364,382412.7,5.3049545,820747.44,-0.10806939,6204276.5,-0.063210316,4508251.0,16.50601,15.972619,15.709826,15.570295,16.19414,16.736328,15.379627,,0.533391,0.2627926,0.40232372,0.13953114,167.9985,29.4277778,98,2,11 11 59.64,+29 25 40.0,0.028823,,18.7861,18.2085,Simbad,0.3862403274275791,0.0,128.29228486646883,-16.754902699619503,-17.332502699619504,-19.970707699619503,9.7932835798478,2.19899980202543e-12,2.495593990766961e-12,4.331396862251505e+42,4.9156020710440793e+42,0.09037794456138215,-9.702905635286418
98,4,970,168.0198611603887,29.40156252050033,SER,0.423435316797591,461.2767,0.0106,475.461,0.0057,13.9057,0.0317,18.085,0.0019,1.0691,0.0042,0.4551,0.0006,71.349,0.0714,461.2767,0.0106,475.461,0.0057,13.7937,0.0218,17.7309,0.0017,1.0607,0.0024,0.4551,0.0006,71.349,0.0714,461.2767,0.0106,475.461,0.0057,13.6868,0.033,17.6168,0.0023,1.0527,0.0038,0.4551,0.0006,71.349,0.0714,461.2767,0.0106,475.461,0.0057,13.5711,0.0546,17.5429,0.0040,1.044,0.0067,0.4551,0.0006,71.349,0.0714,493760,1681p295,970,SER,168.0198611603887,29.40156252050033,0.02899991,57.9756,80.79647,90.683136,97.79179,1.5336125,1.4932036,1.3147478,1.3710263,1.1272274,35181.836,3.7004058,134913.47,-0.29789293,823940.0,0.2308631,792824.3,18.091887,17.73152,17.606184,17.524244,18.422632,18.969946,16.778708,,0.36036682,0.1253357,0.20727539,0.0819397,168.02025,29.4014444,98,4,11 12 04.86,+29 24 05.2,0.033857,,19.4134,19.2809,Simbad,1.2915375647744949,0.0,150.6988130563798,-16.477149158550784,-16.609649158550784,-18.366305158550784,8.893872163420314,1.2339716732701935e-12,9.294241035217568e-13,3.353718149378169e+42,2.5260113760876734e+42,-0.19876347186610488,-9.092635635286419
