Group_1,Gal_1,ID,ra_1,dec_1,type_1,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g_1,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r_1,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i_1,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z_1,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ra_2,dec_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g_2,mag_r_2,mag_i_2,mag_z_2,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group_2,Gal_2,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation_2,Separation,Distance (Mpc),M_FUV,M_NUV,M_z,log(M_stellar),F_FUV,F_NUV,L_FUV,L_NUV,logSFR_NUV,log_sSFR
235,3,10927,66.73140597687143,-49.12506145178234,SER,2.02398643307026,773.5778,0.003,610.4314,0.0024,12.501,0.0365,16.9046,0.0018,2.8752,0.008,0.6733,0.0007,-66.2703,0.0913,773.5778,0.003,610.4314,0.0024,13.4963,0.0251,16.5174,0.0012,3.0509,0.0051,0.6733,0.0007,-66.2703,0.0913,773.5778,0.003,610.4314,0.0024,14.4459,0.045,16.3009,0.0019,3.2187,0.0075,0.6733,0.0007,-66.2703,0.0913,773.5778,0.003,610.4314,0.0024,15.4738,0.0763,16.1456,0.0029,3.4002,0.0128,0.6733,0.0007,-66.2703,0.0913,80334,0665m492,10927,SER,66.73140597687143,-49.12506145178234,0.020014493,228.24928,316.00607,363.7375,401.984,1.3317205,1.3388722,1.1374329,1.1144613,5.042731,88435.15,6.4692926,432469.25,-0.1402565,6295912.0,-0.15379098,6714699.5,16.603977,16.250761,16.09803,15.989478,16.49382,16.894287,15.411119,13.404518,0.35321617,0.15273094,0.26128292,0.10855198,66.7312917,-49.1246944,235,3,04 26 55.51,-49 07 28.9,0.05828,,18.8249,18.3212,Simbad,1.348533717925644,0.0,259.40652818991094,-18.245004506411476,-18.748704506411475,-21.080426506411477,10.012319902564592,2.1218036407083826e-12,2.2495410943069734e-12,1.7087113346147733e+43,1.8115796823879305e+43,0.6568586672781738,-9.355461235286418
237,5,14014,71.57139410468248,-62.40412860209302,SER,2.38426286965533,287.295,0.0032,688.5343,0.0014,24.833,0.0087,15.147,0.0004,0.8212,0.0008,0.3528,0.0001,67.4598,0.0072,287.295,0.0032,688.5343,0.0014,23.7608,0.006,14.353,0.0002,0.8848,0.0005,0.3528,0.0001,67.4598,0.0072,287.295,0.0032,688.5343,0.0014,22.7379,0.0061,14.0525,0.0004,0.9455,0.0006,0.3528,0.0001,67.4598,0.0072,287.295,0.0032,688.5343,0.0014,21.6305,0.009,13.7526,0.0003,1.0112,0.0009,0.3528,0.0001,67.4598,0.0072,37518,0714m625,14014,SER,71.57139410468248,-62.40412860209302,0.035407055,879.19196,1874.9207,2688.9167,3403.1843,1.3628993,1.3443733,1.3965087,1.2741942,1.1519113,8171482.0,6.331913,8893373.0,-0.3078964,195772340.0,0.31833422,214326460.0,15.139791,14.317543,13.926057,13.670286,13.416965,13.690291,10.933707,9.946605,0.8222475,0.39148617,0.64725685,0.25577068,71.571375,-62.4039167,237,5,04 46 17.13,-62 24 14.1,0.026321,,18.4859,17.7081,Simbad,0.7635125448074509,0.0,117.15578635014836,-16.857918716815163,-17.635718716815163,-21.673532716815163,10.848066586726064,2.8993803435127414e-12,3.9567073634901026e-12,4.762493374093904e+42,6.499248242477907e+42,0.21166435143964968,-10.636402235286415
237,4,13527,71.5550729964343,-62.39761875646517,SER,2.38426286965533,388.8102,0.0045,777.53,0.0025,19.3114,0.0074,15.6979,0.0005,0.6274,0.0008,0.5380,0.0001,-69.6576,0.0196,388.8102,0.0045,777.53,0.0025,19.6289,0.0047,14.9868,0.0003,0.705,0.0006,0.5380,0.0001,-69.6576,0.0196,388.8102,0.0045,777.53,0.0025,19.9318,0.0065,14.7023,0.0006,0.779,0.0007,0.5380,0.0001,-69.6576,0.0196,388.8102,0.0045,777.53,0.0025,20.2598,0.011,14.4408,0.0005,0.8592,0.0011,0.5380,0.0001,-69.6576,0.0196,37518,0714m625,13527,SER,71.5550729964343,-62.39761875646517,0.03532291,784.43317,1492.8324,1941.4926,2444.938,1.3150904,1.2287037,1.081104,1.2347215,1.2319026,5525965.5,8.765126,2943603.8,-0.32962853,119048830.0,-0.233127,103110464.0,15.26361,14.564972,14.27966,14.02933,15.248897,15.504701,12.417463,13.451592,0.69863796,0.2853117,0.5356417,0.25032997,71.5555,-62.3976944,237,4,04 46 13.32,-62 23 51.7,0.026321,,18.6988,17.9294,Simbad,0.7625238921556465,0.0,117.15578635014836,-16.645018716815166,-17.414418716815163,-21.314488716815163,10.539791486726067,2.3831160427100688e-12,3.2271112044407727e-12,3.914482757840947e+42,5.3008208333208765e+42,0.12314435143964353,-10.416647135286423
237,1,10388,71.45481386898662,-62.41776569133625,SER,2.38426286965533,1018.768,0.0025,505.3248,0.0022,6.6428,0.0386,17.6632,0.0026,5.2923,0.0424,0.5190,0.0018,65.8308,0.1237,1018.768,0.0025,505.3248,0.0022,4.5479,0.0255,17.046,0.002,8.391,0.0628,0.5190,0.0018,65.8308,0.1237,1018.768,0.0025,505.3248,0.0022,2.5491,0.0134,16.5702,0.0023,nan,nan,0.5190,0.0018,65.8308,0.1237,1018.768,0.0025,505.3248,0.0022,nan,nan,16.7074,0.0019,nan,nan,0.5190,0.0018,65.8308,0.1237,37518,0714m625,10388,SER,71.45481386898662,-62.41776569133625,0.034477323,37.260334,45.794296,45.470253,49.930927,1.4359424,1.3004652,1.4280672,1.2034999,0.7092912,65403.645,1.8353345,272535.38,0.31150934,1308188.8,0.10728548,849481.75,18.571882,18.347971,18.355682,18.254076,19.110798,19.493227,17.644073,14.365311,0.22391129,-0.0077114105,0.09389496,0.10160637,71.4548333,-62.4175556,237,1,04 45 49.16,-62 25 03.2,0.026321,,19.5052,19.4813,Simbad,0.7570220146134337,0.0,117.15578635014836,-15.838618716815166,-15.862518716815163,-17.089742716815163,8.208361286726063,1.1339272449948034e-12,7.727765434487279e-13,1.862577637692595e+42,1.269355079979207e+42,-0.49761564856035356,-8.705976935286417
237,3,11775,71.50284145323981,-62.40237746487297,SER,2.38426286965533,724.1657,0.0074,711.4042,0.0025,18.8404,0.0231,17.0493,0.0011,0.9043,0.0025,0.2314,0.0002,-88.7803,0.0178,724.1657,0.0074,711.4042,0.0025,17.7078,0.0149,16.3067,0.0008,1.1039,0.0016,0.2314,0.0002,-88.7803,0.0178,724.1657,0.0074,711.4042,0.0025,16.6271,0.0182,16.067,0.0012,1.2943,0.0024,0.2314,0.0002,-88.7803,0.0178,724.1657,0.0074,711.4042,0.0025,15.4573,0.0301,15.8017,0.0013,1.5004,0.0041,0.2314,0.0002,-88.7803,0.0178,37518,0714m625,11775,SER,71.50284145323981,-62.40237746487297,0.034941804,148.00253,301.8117,417.2152,514.3152,1.3506857,1.1295563,1.1757637,1.2347215,1.4458703,429111.75,4.740155,3327138.8,-0.6232539,27965600.0,-0.036028907,20625116.0,17.074327,16.30066,15.9491,15.721927,15.644939,16.04385,13.82218,14.126431,0.7736683,0.35155964,0.5787325,0.22717285,71.5027917,-62.4023056,237,3,04 46 00.67,-62 24 08.3,0.026321,,19.6861,19.2556,Simbad,0.2716939216168502,0.0,117.15578635014836,-15.657718716815165,-16.088218716815163,-19.621891716815163,9.945436686726065,9.598982286770844e-13,9.513359995288964e-13,1.576719302835751e+42,1.5626550702224074e+42,-0.4073356485603572,-10.352772335286422
241,5,3708,142.0325901872984,26.49247322565904,SER,0.46788070326282,504.6726,0.0032,499.79,0.0039,12.3355,0.0086,16.6752,0.0009,0.7074,0.0014,0.7994,0.0004,-24.2427,0.0862,504.6726,0.0032,499.79,0.0039,12.241,0.006,16.1923,0.0007,0.7943,0.0008,0.7994,0.0004,-24.2427,0.0862,504.6726,0.0032,499.79,0.0039,12.1509,0.011,16.0537,0.0013,0.8773,0.0017,0.7994,0.0004,-24.2427,0.0862,504.6726,0.0032,499.79,0.0039,12.0534,0.0187,16.6591,0.0639,0.9671,0.0031,0.7994,0.0004,-24.2427,0.0862,478383,1419p265,3708,SER,142.0325901872984,26.49247322565904,0.024994647,213.53972,332.57376,376.54724,432.5731,1.8075838,1.5678021,1.5773997,1.3312249,0.90047544,517965.97,3.196341,847159.44,0.07053246,7369754.5,-0.09331513,8387331.5,16.676304,16.19528,16.060452,15.909851,16.227957,16.646694,14.266006,12.980616,0.4810238,0.13482857,0.285429,0.15060043,142.0327083,26.4922222,241,5,09 28 07.85,+26 29 32.0,0.042866,,18.4314,17.9675,Simbad,0.9805524934659308,0.0,190.79821958456972,-17.97147158904676,-18.43537158904676,-20.49302058904676,9.883725335618703,3.048633308245493e-12,3.1158312677983697e-12,1.328175709584429e+43,1.3574513516796512e+43,0.5315255003322896,-9.352199835286413
241,3,3301,142.0104928324367,26.5160031019195,SER,0.46788070326282,775.5758,0.0048,825.1686,0.0164,35.1681,0.0514,17.1581,0.0016,0.7818,0.0026,0.1349,0.0001,16.1028,0.0101,775.5758,0.0048,825.1686,0.0164,33.3905,0.031,16.7296,0.0012,0.8608,0.0013,0.1349,0.0001,16.1028,0.0101,775.5758,0.0048,825.1686,0.0164,31.6945,0.0513,16.5855,0.002,0.9362,0.0026,0.1349,0.0001,16.1028,0.0101,775.5758,0.0048,825.1686,0.0164,29.8586,0.0896,17.0065,0.0727,1.0178,0.0048,0.1349,0.0001,16.1028,0.0101,478383,1419p265,3301,SER,142.0104928324367,26.5160031019195,0.024465475,136.22693,209.20381,262.27216,292.00125,1.6766233,1.498801,1.4208124,1.3318228,0.95498854,197191.14,9.110301,178647.06,0.6507078,15373479.0,0.40414327,11589738.0,17.164343,16.698576,16.45312,16.336538,16.649296,17.140787,15.433388,16.335724,0.4657669,0.2454567,0.36203766,0.11658096,142.0109167,26.5170556,241,3,09 28 02.62,+26 31 01.4,0.042229,,19.2271,18.8951,Simbad,4.027505244095036,0.0,187.96290801186944,-17.143260777299865,-17.475260777299866,-20.033822777299864,9.742992610919943,1.464958055702122e-12,1.3259707111274425e-12,6.194000108921431e+42,5.606346678105856e+42,0.14748117563352459,-9.595511435286419
241,1,3262,142.008353507385,26.51216933579245,SER,0.46788070326282,802.2517,0.0048,771.2455,0.0067,10.7376,0.0179,17.975,0.0023,0.6865,0.0032,0.6919,0.0006,7.3653,0.1172,802.2517,0.0048,771.2455,0.0067,10.2447,0.0104,17.3728,0.0016,0.8888,0.0016,0.6919,0.0006,7.3653,0.1172,802.2517,0.0048,771.2455,0.0067,9.7744,0.0173,17.0478,0.0024,1.0818,0.0032,0.6919,0.0006,7.3653,0.1172,802.2517,0.0048,771.2455,0.0067,9.2653,0.0307,17.5076,0.0993,1.2908,0.006,0.6919,0.0006,7.3653,0.1172,478383,1419p265,3262,SER,142.008353507385,26.51216933579245,0.02446773,70.70061,124.77382,167.96185,202.49414,1.6766233,1.498801,1.4208124,1.3318228,1.2665493,86766.76,3.1836379,144433.75,0.20825714,2309341.8,0.07489552,1231696.4,17.876442,17.259691,16.936974,16.733969,17.067486,17.541689,15.794388,,0.6167507,0.32271767,0.5257225,0.20300484,142.00875,26.5126667,241,1,09 28 02.10,+26 30 45.6,0.042866,,19.3812,18.9387,Simbad,2.19939589489033,0.0,190.79821958456972,-17.02167158904676,-17.46417158904676,-19.668902589046763,9.817292135618708,1.2711160142937863e-12,1.273778549902705e-12,5.537777894385035e+42,5.54937756795714e+42,0.1430455003322848,-9.674246635286423
241,4,3579,142.0258532476654,26.49376774981699,SER,0.46788070326282,587.2282,0.0095,518.2861,0.0069,10.926,0.0587,18.611,0.0043,1.7248,0.0141,0.2904,0.0010,-54.3254,0.0779,587.2282,0.0095,518.2861,0.0069,10.9227,0.0359,18.2333,0.0032,1.6381,0.0078,0.2904,0.0010,-54.3254,0.0779,587.2282,0.0095,518.2861,0.0069,10.9195,0.0713,18.1229,0.0065,1.5554,0.0154,0.2904,0.0010,-54.3254,0.0779,587.2282,0.0095,518.2861,0.0069,10.916,0.125,18.7945,0.1839,1.4658,0.0277,0.2904,0.0010,-54.3254,0.0779,478383,1419p265,3579,SER,142.0258532476654,26.49376774981699,0.024885865,34.34094,48.269867,53.690536,58.974495,1.8075838,1.5678021,1.5773997,1.3613659,1.6223148,5483.3,2.7396667,31901.816,-0.18580098,274997.2,-0.5452541,372600.97,18.66047,18.29081,18.175255,18.07334,18.780699,19.456936,17.774895,,0.36965942,0.11555481,0.21747017,0.10191536,142.0260833,26.4935278,241,4,09 28 06.26,+26 29 36.7,0.042866,,20.2039,20.2237,Simbad,1.138237174539605,0.0,190.79821958456972,-16.19897158904676,-16.17917158904676,-18.32953158904676,8.892803635618701,5.958064360495243e-13,3.9002633424216563e-13,2.5957061934433342e+42,1.699199119282823e+42,-0.37095449966771454,-9.263758135286416
243,2,2613,146.8749693372368,30.38880616977882,EXP,0.419125438394406,757.4865,0.0158,480.2267,0.0181,23.5124,0.0478,17.4975,0.0018,0.767,0.0027,0.6038,0.0008,40.6547,0.1237,757.4865,0.0158,480.2267,0.0181,22.8068,0.0619,17.2595,0.0028,0.876,0.0035,0.6038,0.0008,40.6547,0.1237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.4865,0.0158,480.2267,0.0181,21.4048,0.1781,17.1845,0.0081,1.0925,0.0107,0.6038,0.0008,40.6547,0.1237,498685,1468p305,2613,EXP,146.8749693372368,30.38880616977882,0.019046124,90.52302,116.74607,0.0,133.35687,2.2803729,1.4911216,0.0,0.9881613,1.0,0.0,6.5348053,12083.639,-0.0003483009,320329.66,0.34936595,789124.94,17.608103,17.331894,,17.187462,18.254835,18.824686,16.413727,12.778004,0.27620888,,0.14443207,,146.8753333,30.3891667,243,2,09 47 30.08,+30 23 21.0,0.016952,,18.3935,18.2981,Simbad,1.721055395368413,0.0,75.45400593471808,-15.9949115094354,-16.0903115094354,-17.2009495094354,8.32482850377416,3.1569317305221945e-12,2.2979148472596122e-12,2.1509558760351164e+42,1.5656700446049288e+42,-0.40649853151225734,-8.731327035286418
243,3,2762,146.8826141204588,30.39818456029343,SER,0.419125438394406,668.8932,0.0055,608.0704,0.014,37.5708,0.0307,16.4676,0.0007,0.8124,0.0011,0.3645,0.0002,21.3376,0.0208,668.8932,0.0055,608.0704,0.014,36.8293,0.0333,16.1338,0.0009,0.8343,0.0011,0.3645,0.0002,21.3376,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.8932,0.0055,608.0704,0.014,35.356,0.0899,15.9627,0.0026,0.8777,0.0034,0.3645,0.0002,21.3376,0.0208,498685,1468p305,2762,SER,146.8826141204588,30.39818456029343,0.018961985,240.01923,338.62927,0.0,418.08456,2.1269474,1.5608115,0.0,1.0091201,0.9850218,301039.56,9.054618,35797.016,0.27546635,4420797.5,0.30534434,4818273.5,16.549385,16.17569,,15.946839,16.786552,17.381378,,,0.37369537,,0.22885036,,146.8826667,30.3984167,243,3,09 47 31.84,+30 23 54.3,0.017184,,17.7311,17.6133,Simbad,0.8515015201203358,0.0,76.486646884273,-16.68682811101902,-16.804628111019024,-18.471089111019023,8.960217844407609,5.810656334221184e-12,4.317714590357584e-12,4.0681610944281824e+42,3.022921594913415e+42,-0.12077189087881024,-9.080989735286419
243,5,2943,146.8930822145775,30.41259558598308,SER,0.419125438394406,544.1808,0.0197,806.5317,0.0273,30.2237,0.0627,17.8814,0.0018,0.7235,0.0031,0.2933,0.0004,35.9072,0.0443,544.1808,0.0197,806.5317,0.0273,30.1704,0.0716,17.4215,0.0024,0.7683,0.0031,0.2933,0.0004,35.9072,0.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.1808,0.0197,806.5317,0.0273,30.0645,0.1969,17.1461,0.0068,0.8573,0.0095,0.2933,0.0004,35.9072,0.0443,498685,1468p305,2943,SER,146.8930822145775,30.41259558598308,0.018740047,70.44966,107.0352,0.0,138.56036,2.1269474,1.5608115,0.0,1.0390853,0.7347686,52392.17,7.985962,17561.506,0.16320556,751148.8,0.52725685,1613628.5,17.880302,17.426184,,17.145903,17.888596,18.502214,18.687553,16.148312,0.45411873,,0.28028107,,146.893125,30.41225,243,5,09 47 34.35,+30 24 44.1,0.022343,,19.8463,19.7857,Simbad,1.2511808025885685,0.0,99.44955489614242,-15.14171421851988,-15.20231421851988,-17.84211121851988,8.800923787407951,8.282190017571742e-13,5.838401145180964e-13,9.802855143887358e+41,6.910370394386968e+41,-0.7616974478784648,-9.562621235286416
243,1,2432,146.8651784053754,30.38608495681799,REX,0.419125438394406,875.1185,0.0313,441.9069,0.0332,12.7299,0.1193,19.2353,0.0076,1.2369,0.0169,0.9666,0.0049,12.6108,7.0315,875.1185,0.0313,441.9069,0.0332,11.5343,0.1242,19.1673,0.0097,1.2846,0.0193,0.9666,0.0049,12.6108,7.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.1185,0.0313,441.9069,0.0332,9.1587,0.3483,19.3309,0.0338,1.3793,0.0594,0.9666,0.0049,12.6108,7.0315,498685,1468p305,2432,REX,146.8651784053754,30.38608495681799,0.019121151,16.98842,19.935818,0.0,21.091413,2.237378,1.6777346,0.0,1.0795891,1.0,0.0,2.7095897,6311.6685,0.0,0.0,0.0,0.0,19.424618,19.250916,,19.189735,20.159174,22.485527,,,0.17370224,,0.061180115,,146.865125,30.38625,243,1,09 47 27.63,+30 23 10.5,0.016952,,20.1122,20.1631,Simbad,0.6168685935790859,0.0,75.45400593471808,-14.276211509435399,-14.2253115094354,-15.198676509435401,7.393888703774161,6.483136868055719e-13,4.1241450479745003e-13,4.417245139215503e+41,2.8099606775768102e+41,-1.1524985315122596,-8.54638723528642
243,4,2868,146.8886484385735,30.4338800116357,SER,0.419125438394406,596.9073,0.0022,1098.5753,0.0024,7.5126,0.0145,17.4494,0.0013,2.4418,0.0083,0.9806,0.0011,-71.5813,1.9279,596.9073,0.0022,1098.5753,0.0024,6.8705,0.0101,16.7521,0.001,2.6938,0.0059,0.9806,0.0011,-71.5813,1.9279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.9073,0.0022,1098.5753,0.0024,5.5947,0.0242,16.2854,0.0027,3.1945,0.0154,0.9806,0.0011,-71.5813,1.9279,498685,1468p305,2868,SER,146.8886484385735,30.4338800116357,0.018229686,100.61821,194.58865,0.0,330.15134,2.146958,1.56952,0.0,1.024419,3.0233283,21390.156,1.8508444,312099.44,-0.012625489,1608563.8,-0.0040400596,982768.25,17.493309,16.777206,,16.203217,16.338037,16.741798,15.17746,,0.7161026,,0.57398987,,146.8886667,30.4336944,243,4,09 47 33.28,+30 26 01.3,0.110759,,19.9435,19.4993,Simbad,0.670601764338866,0.0,492.9925816023738,-18.520701920996757,-18.964901920996756,-22.26098492099676,10.957458368398704,7.572951758273851e-13,7.600705949722224e-13,2.2026610194168702e+43,2.2107335752154692e+43,0.7433376331122865,-10.214120735286418
246,3,1260,178.45779519179,21.21923865193194,SER,0.7077754867995,642.0706,0.0022,584.7239,0.0016,13.9964,0.0104,15.6839,0.0005,1.6901,0.0016,0.6696,0.0002,-86.2179,0.0319,642.0706,0.0022,584.7239,0.0016,15.3478,0.0064,15.0804,0.0004,1.7715,0.0011,0.6696,0.0002,-86.2179,0.0319,642.0706,0.0022,584.7239,0.0016,16.6372,0.0091,14.8122,0.0005,1.8492,0.0012,0.6696,0.0002,-86.2179,0.0319,642.0706,0.0022,584.7239,0.0016,18.033,0.0157,14.5770,0.0006,1.9333,0.0018,0.6696,0.0002,-86.2179,0.0319,450824,1785p212,1260,SER,178.45779519179,21.21923865193194,0.050044883,533.3471,907.35675,1158.068,1320.0505,1.3265175,1.2048529,1.1383171,1.5936173,1.8515861,742277.5,3.981231,830041.0,-0.14735316,25554062.0,-0.03077261,15422373.0,15.682475,15.105555,14.840665,14.698524,14.950212,15.426207,13.304929,12.172065,0.5769205,0.26488972,0.40703106,0.14214134,178.4575833,21.2194167,246,3,11 53 49.82,+21 13 09.9,0.022989,,18.3198,17.4263,Simbad,0.9573400853589464,0.0,102.32492581602372,-16.730107192303457,-17.623607192303457,-20.35138319230346,9.979318976921384,3.378665446082217e-12,5.129250756832319e-12,4.2335995335656086e+42,6.427151180903848e+42,0.20681974163496442,-9.77249923528642
246,1,638,178.4259384473139,21.20632738256356,SER,0.7077754867995,1050.1386,0.0073,407.2918,0.0056,6.4797,0.0288,18.3851,0.0035,1.0941,0.0109,0.7346,0.0017,56.1795,0.3083,1050.1386,0.0073,407.2918,0.0056,6.5885,0.0185,17.8862,0.0024,1.1259,0.0065,0.7346,0.0017,56.1795,0.3083,1050.1386,0.0073,407.2918,0.0056,6.6923,0.0221,17.5742,0.0023,1.1563,0.0074,0.7346,0.0017,56.1795,0.3083,1050.1386,0.0073,407.2918,0.0056,6.8047,0.0363,17.4268,0.0044,1.1891,0.0127,0.7346,0.0017,56.1795,0.3083,450824,1785p212,638,SER,178.4259384473139,21.20632738256356,0.049483284,44.18096,69.62165,93.75967,100.96115,1.1231775,1.03714,1.1383171,1.2990506,1.1934903,23425.379,1.8436567,118892.77,-0.059175607,334993.0,0.15676191,630470.2,18.386911,17.893139,17.56996,17.489614,17.809784,17.97484,15.553376,14.856803,0.4937725,0.32317924,0.4035244,0.080345154,178.4257917,21.206,246,1,11 53 42.19,+21 12 21.6,0.14713,,19.9429,20.0281,Simbad,1.2773477882944138,0.0,654.8813056379821,-19.137912965778554,-19.052712965778557,-21.591198965778556,10.414587486311422,7.577137882634984e-13,4.67018335036247e-13,3.888947533574639e+43,2.3969602115010636e+43,0.7784620510250022,-9.63612543528642
246,4,1548,178.4720251631365,21.23763070552733,SER,0.7077754867995,452.8652,0.0022,851.5244,0.002,nan,nan,16.7956,0.0128,nan,nan,0.6866,0.0035,27.7397,0.3656,452.8652,0.0022,851.5244,0.002,nan,nan,16.0145,0.007,nan,nan,0.6866,0.0035,27.7397,0.3656,452.8652,0.0022,851.5244,0.002,nan,nan,15.7557,0.007,nan,nan,0.6866,0.0035,27.7397,0.3656,452.8652,0.0022,851.5244,0.002,nan,nan,15.7193,0.0105,nan,nan,0.6866,0.0035,27.7397,0.3656,450824,1785p212,1548,SER,178.4720251631365,21.23763070552733,0.049954344,21.393373,32.621765,40.114353,42.50177,1.4462006,1.3049415,1.1383171,1.6424141,1.4417187,3871.4768,2.9026134,8553.082,-0.08518132,67178.04,0.08924189,77655.61,19.174301,18.716232,18.49175,18.428982,19.099234,19.81183,18.84136,,0.45806885,0.22448158,0.28725052,0.062768936,178.4722083,21.2379444,246,4,11 53 53.33,+21 14 16.6,0.022989,,20.0169,20.3507,Simbad,1.2856709350502968,0.0,102.32492581602372,-15.033007192303458,-14.699207192303458,-16.620925192303456,8.320093376921381,7.077912513850283e-13,3.4697160194332337e-13,8.868900338150132e+41,4.347689451913909e+41,-0.9629402583650322,-9.283033635286413
246,2,906,178.4391983038034,21.22057342786695,SER,0.7077754867995,880.3738,0.0061,602.7308,0.0058,9.3485,0.0513,18.1987,0.0044,1.4957,0.0114,0.9090,0.0022,-56.353,0.9624,880.3738,0.0061,602.7308,0.0058,9.3929,0.033,17.6697,0.003,1.7313,0.007,0.9090,0.0022,-56.353,0.9624,880.3738,0.0061,602.7308,0.0058,9.4352,0.0462,17.3469,0.0037,1.9561,0.0106,0.9090,0.0022,-56.353,0.9624,880.3738,0.0061,602.7308,0.0058,9.4809,0.0777,17.2433,0.0057,2.1995,0.0184,0.9090,0.0022,-56.353,0.9624,450824,1785p212,906,SER,178.4391983038034,21.22057342786695,0.049620304,56.454292,92.243454,123.60271,137.54225,1.3265175,1.2048529,1.1383171,1.5936173,2.197517,16544.436,2.9217234,46430.324,-0.039635442,406809.0,-0.050561484,509177.8,18.120758,17.587662,17.26993,17.15391,17.338825,17.479532,15.286818,,0.5330963,0.31773186,0.43375206,0.1160202,178.4394167,21.2205278,246,2,11 53 45.46,+21 13 13.9,0.022989,,19.9164,19.389,Simbad,0.7510968950544555,0.0,102.32492581602372,-15.133507192303458,-15.660907192303458,-17.895997192303458,8.985192476921382,7.764351538478017e-13,8.41344637898613e-13,9.729035199343632e+41,1.0542376341835703e+42,-0.5782602583650363,-9.563452735286418
246,5,1629,178.4763396909785,21.24988013158093,SER,0.7077754867995,404.9604,0.0086,1005.9691,0.0029,34.1986,0.0442,16.2741,0.001,1.2656,0.0021,0.2336,0.0001,-71.2997,0.0125,404.9604,0.0086,1005.9691,0.0029,32.7881,0.0304,15.7709,0.0008,1.3007,0.0014,0.2336,0.0001,-71.2997,0.0125,404.9604,0.0086,1005.9691,0.0029,31.4423,0.0329,15.5756,0.0009,1.3341,0.0016,0.2336,0.0001,-71.2997,0.0125,404.9604,0.0086,1005.9691,0.0029,29.9855,0.05,15.4285,0.0013,1.3703,0.0026,0.2336,0.0001,-71.2997,0.0125,450824,1785p212,1629,SER,178.4763396909785,21.24988013158093,0.049502973,309.13098,505.3865,650.3456,748.6683,1.3303652,1.2031114,1.1383171,1.5981085,1.5,924080.3,9.298354,702761.7,-0.49823713,14000735.0,-0.38634714,12160994.0,16.274643,15.740941,15.467139,15.314277,15.662131,16.128834,14.206645,13.026005,0.5337019,0.2738018,0.42666435,0.15286255,178.4762917,21.2498611,246,5,11 53 54.31,+21 14 59.5,0.023058,,18.4959,17.8919,Simbad,0.1749909547850996,0.0,102.63204747774479,-16.56051496516168,-17.16451496516168,-19.742137965161678,9.719111386064672,2.872798664746605e-12,3.34051888428004e-12,3.6213698690559333e+42,4.210964932208752e+42,0.02318285077825344,-9.695928535286418
248,4,969,195.033878757742,33.43766273681645,REX,0.41445168169858,614.8245,0.0014,838.2105,0.0016,3.4533,0.0049,17.6303,0.0009,2.5192,0.0088,0.8402,0.0010,62.9494,0.2349,614.8245,0.0014,838.2105,0.0016,3.9301,0.0063,17.3131,0.0011,2.6319,0.0077,0.8402,0.0010,62.9494,0.2349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.8245,0.0014,838.2105,0.0016,4.8775,0.0183,17.0174,0.0024,2.856,0.018,0.8402,0.0010,62.9494,0.2349,513534,1950p335,969,REX,195.033878757742,33.43766273681645,0.012248,81.55652,106.61603,-9999.0,120.0986,1.912373,1.829574,-9999.0,1.475978,1.0,0.0,0.867016,295344.44,0.0,0.0,0.0,0.0,17.721354,17.430443,-9999.0,17.301155,17.891504,18.431255,17.53508,,0.290911,-9999.0,0.129288,-9999.0,195.034,33.4376389,248,4,13 00 08.16,+33 26 15.5,0.023498,,18.9123,18.8364,Simbad,0.3742020584584264,0.0,104.59050445103857,-16.185161288253344,-16.26106128825334,-17.79630628825334,8.562661815301336,1.9576957150859887e-12,1.3996322189565959e-12,2.5628985362230638e+42,1.8323150720370964e+42,-0.33819861998508216,-8.900860435286418
