Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,zmemb,gmemb,FUV,NUV,m_i_corrected,m_g_corrected,m_r_corrected,m_z_corrected,FUV_corrected,NUV_corrected
60,2,7925,55.61118847941587,-41.14467798349656,SER,1.24389571993059,760.329,0.002,828.524,0.0018,32.1301,0.0115,14.8202,0.0003,1.5322,0.0006,0.6008,0.0001,-45.3269,0.0126,760.329,0.002,828.524,0.0018,33.6064,0.0069,14.3513,0.0002,1.4636,0.0004,0.6008,0.0001,-45.3269,0.0126,760.329,0.002,828.524,0.0018,35.015,0.0109,14.1539,0.0003,1.3982,0.0005,0.6008,0.0001,-45.3269,0.0126,760.329,0.002,828.524,0.0018,36.5399,0.0192,13.9581,0.0005,1.3274,0.0008,0.6008,0.0001,-45.3269,0.0126,112777,0555m412,7925,0.016196558,1141.3983,1803.2839,2210.75,2378.8057,1.3619049,1.2586563,1.055371,1.2670853,1.4628271,6661637.0,8.755139,918819.06,0.018858826,85752016.0,-0.22398694,151674100.0,14.856407,14.359839,14.138651,14.059103,14.68868,15.192921,13.549897,13.22913,0.49656773,0.22118855,0.30073643,0.07954788,0.004923,,17.0741,16.6998,14.140598284760584,14.859595366356265,14.365825716668,14.060887788004372,17.07045828626636,16.702591344912342
60,4,8577,55.63225419210978,-41.14952251705099,SER,1.24389571993059,543.1362,0.0172,761.8956,0.0042,23.4074,0.0219,17.9773,0.0011,0.3215,0.0018,0.1948,0.0002,-76.1876,0.0159,543.1362,0.0172,761.8956,0.0042,23.241,0.0168,17.5627,0.0008,0.4136,0.0011,0.1948,0.0002,-76.1876,0.0159,543.1362,0.0172,761.8956,0.0042,23.0822,0.0271,17.4021,0.0015,0.5014,0.0021,0.1948,0.0002,-76.1876,0.0159,543.1362,0.0172,761.8956,0.0042,22.9104,0.0439,17.2894,0.0023,0.5965,0.0037,0.1948,0.0002,-76.1876,0.0159,112777,0555m412,8577,0.01602056,64.05925,96.30719,116.96004,123.8108,1.3619049,1.2586563,1.0796129,1.2639811,0.5,428926.34,6.0206914,322550.6,-0.58624333,11220362.0,-0.3083774,7743582.5,17.983545,17.540854,17.329906,17.268105,17.81973,18.346998,17.578796,,0.4426918,0.21094704,0.27274895,0.06180191,0.004923,,20.0069,19.6158,17.33086549857159,17.98537209720085,17.546925247267342,17.269656702776473,20.003294044516505,19.618644072371296
60,1,7924,55.61115773427836,-41.1554598853192,REX,1.24389571993059,760.2231,0.007,679.8684,0.0077,8.0804,0.0216,18.7131,0.0023,0.8793,0.0046,0.8892,0.0016,28.5375,0.6319,760.2231,0.007,679.8684,0.0077,8.0385,0.0191,18.3802,0.0022,1.0846,0.0041,0.8892,0.0016,28.5375,0.6319,760.2231,0.007,679.8684,0.0077,7.9986,0.0338,18.2773,0.0041,1.2804,0.0077,0.8892,0.0016,28.5375,0.6319,760.2231,0.007,679.8684,0.0077,7.9554,0.0543,18.2072,0.0059,1.4924,0.0125,0.8892,0.0016,28.5375,0.6319,112777,0555m412,7924,0.016171342,32.43085,43.751408,48.46455,52.455135,1.389776,1.2586563,1.0796129,1.2639811,1.0,0.0,1.9769858,239716.05,0.0,0.0,0.0,0.0,18.722605,18.39752,18.28644,18.20053,19.205925,19.426176,16.352234,11.847135,0.3250847,0.11108017,0.19699097,0.0859108,0.004923,,20.0337,19.9131,18.283601970143106,18.720903471743057,18.403821855735973,18.201618404342028,20.029594923084723,19.916785014055087
61,1,5948,56.42341185017834,-12.30330804051288,SER,1.03194758095972,703.9186,0.0568,468.6123,0.0625,107.1592,0.0843,16.1482,0.001,0.3637,0.0009,0.2405,0.0002,42.6916,0.0141,703.9186,0.0568,468.6123,0.0625,108.0169,0.0632,15.7327,0.0008,0.3703,0.0005,0.2405,0.0002,42.6916,0.0141,703.9186,0.0568,468.6123,0.0625,108.8352,0.0834,15.5397,0.0012,0.3766,0.0008,0.2405,0.0002,42.6916,0.0141,703.9186,0.0568,468.6123,0.0625,109.7211,0.1293,15.4207,0.0019,0.3835,0.0015,0.2405,0.0002,42.6916,0.0141,260522,0563m122,5948,0.06215981,204.82755,268.32318,321.44684,331.4673,1.4056653,1.4044529,1.1484842,1.067333,0.91065526,433726.66,18.226402,10530.984,-0.2170694,4589756.0,0.5189291,9798032.0,16.721529,16.428354,16.232227,16.198898,17.117123,17.789865,17.27504,,0.29317474,0.19612694,0.22945595,0.03332901,0.030718,,18.8986,18.0137,16.206197974889395,16.716934308893936,16.45643489143255,16.197439804678368,18.890622359287015,18.023357964001427
61,3,6167,56.42954445264876,-12.29587363496046,SER,1.03194758095972,661.5885,0.001,523.2626,0.0009,24.1835,0.0322,15.4818,0.0008,3.9113,0.0039,0.4107,0.0001,-48.4119,0.0107,661.5885,0.001,523.2626,0.0009,24.8667,0.0197,14.9932,0.0005,3.8466,0.0025,0.4107,0.0001,-48.4119,0.0107,661.5885,0.001,523.2626,0.0009,25.5186,0.0256,14.8506,0.0006,3.7848,0.0026,0.4107,0.0001,-48.4119,0.0107,661.5885,0.001,523.2626,0.0009,26.2243,0.0439,14.6317,0.001,3.718,0.0042,0.4107,0.0001,-48.4119,0.0107,260522,0563m122,6167,0.06231305,768.4716,1197.7084,1480.4646,1614.2471,1.4152358,1.3754908,1.1594521,1.0953575,4.1103935,775573.8,8.52737,1703992.8,-0.039810903,49571476.0,-0.35250002,71909850.0,15.285931,14.804122,14.574005,14.480075,14.784328,15.115379,12.668826,11.068846,0.48180866,0.23011684,0.3240471,0.093930244,0.030718,,17.3148,16.9082,14.570929278318392,15.313324272488286,14.833172751968108,14.482969847611992,17.296323057772423,16.91413814804676
61,2,6093,56.42748324186661,-12.27369585735638,SER,1.03194758095972,689.3796,0.0014,827.7985,0.0015,7.7405,0.0477,17.2588,0.0026,7.3816,0.0377,0.7411,0.0010,-26.4142,0.1331,689.3796,0.0014,827.7985,0.0015,7.4471,0.0276,16.804,0.0018,6.2918,0.0222,0.7411,0.0010,-26.4142,0.1331,689.3796,0.0014,827.7985,0.0015,7.1672,0.0192,16.5661,0.0015,5.2519,0.0132,0.7411,0.0010,-26.4142,0.1331,689.3796,0.0014,827.7985,0.0015,6.8641,0.0332,16.3228,0.0025,4.1263,0.0212,0.7411,0.0010,-26.4142,0.1331,260522,0563m122,6093,0.06335367,101.20482,159.60565,204.43146,255.05286,1.328685,1.2809494,1.1153971,1.101459,4.252578,24872.045,1.5055572,914633.5,0.078549325,3406908.0,-0.09415453,3596693.8,17.486998,16.99238,16.72363,16.483425,16.824562,17.345617,16.507591,18.655453,0.49461746,0.26874924,0.508955,0.24020576,0.030718,,18.9152,18.5487,16.725337245411502,17.516486946941708,17.021582549320662,16.49017349495467,18.895984315557698,18.558704032154015
61,4,6203,56.430349879522,-12.26294740384917,SER,1.03194758095972,650.7636,0.0033,975.4934,0.0018,12.4697,0.0084,17.0332,0.0007,0.7208,0.0016,0.4470,0.0002,-62.2838,0.0224,650.7636,0.0033,975.4934,0.0018,12.0831,0.0054,16.5441,0.0005,0.8355,0.001,0.4470,0.0002,-62.2838,0.0224,650.7636,0.0033,975.4934,0.0018,11.7143,0.0067,16.3799,0.0006,0.9449,0.0013,0.4470,0.0002,-62.2838,0.0224,650.7636,0.0033,975.4934,0.0018,11.3151,0.0111,16.2196,0.0008,1.0634,0.0022,0.4470,0.0002,-62.2838,0.0224,260522,0563m122,6203,0.063901246,151.00967,239.58601,281.80298,332.15686,1.3938138,1.3379418,1.1593722,1.0941215,0.8870918,891467.5,3.0983663,1167656.4,-0.21770452,14918129.0,-0.31651467,18811688.0,17.052488,16.551346,16.375135,16.196642,16.41598,16.842106,15.269057,14.530466,0.5011425,0.1762104,0.3547039,0.1784935,0.030718,,18.6762,18.1475,16.36871465725414,17.083031007458388,16.580627259482924,16.20048615502774,18.660113052216666,18.15703272947641
64,3,4269,64.18155805150886,0.2504201021289988,SER,1.24298788850991,635.7854,0.0135,390.6072,0.0057,21.3002,0.049,17.5454,0.0018,1.2434,0.0038,0.3565,0.0004,69.623,0.0461,635.7854,0.0135,390.6072,0.0057,21.793,0.0388,17.0611,0.0018,1.264,0.0027,0.3565,0.0004,69.623,0.0461,635.7854,0.0135,390.6072,0.0057,22.2631,0.0584,16.906,0.0028,1.2837,0.004,0.3565,0.0004,69.623,0.0461,635.7854,0.0135,390.6072,0.0057,22.7721,0.0922,16.734,0.0034,1.305,0.0064,0.3565,0.0004,69.623,0.0461,332064,0641p002,4269,0.13643883,1.6705472,2.6521854,2.4463546,3.041938,1.3397989,1.3037989,1.5435895,1.3916054,0.5,97.66846,0.8742685,2689.96,-0.7208674,359.77457,0.045785867,1120.4955,21.942854,21.44099,21.528702,21.292124,18.746943,19.309698,17.053162,14.76567,0.5018635,-0.087711334,0.14886665,0.23657799,0.0339,,18.8935,18.0679,21.489199191079486,21.976945370571713,21.47215207570201,21.29140936691931,18.88396652146203,18.30009330556787
64,1,4031,64.16998115778065,0.2924473022406908,SER,1.24298788850991,802.1146,0.0079,969.0725,0.0067,22.5272,0.0302,17.2177,0.0014,0.7837,0.0019,0.5902,0.0004,49.6551,0.0636,802.1146,0.0079,969.0725,0.0067,21.9263,0.02,16.4164,0.0011,0.9467,0.0013,0.5902,0.0004,49.6551,0.0636,802.1146,0.0079,969.0725,0.0067,21.3529,0.0248,16.0686,0.0012,1.1023,0.0018,0.5902,0.0004,49.6551,0.0636,802.1146,0.0079,969.0725,0.0067,20.7323,0.0401,15.8355,0.0016,1.2707,0.0029,0.5902,0.0004,49.6551,0.0636,332064,0641p002,4031,0.14011613,135.92448,292.77756,414.13092,527.07837,1.3397989,1.3037989,1.2990245,1.3916054,1.257459,311621.25,6.440329,72912.63,-0.040843412,2681234.5,0.25615224,7193569.0,17.166756,16.333656,15.957156,15.695312,15.92063,16.350767,15.105187,,0.83309937,0.37650013,0.63834476,0.26184464,0.0339,,19.3124,18.7293,15.988144774295602,17.233364818796986,16.367103638576044,15.709951588735056,19.29665591097121,18.7346398697324
64,2,4196,64.17887930692125,0.2728497509646505,SER,1.24298788850991,671.5952,0.0042,699.5018,0.003,19.5519,0.0064,16.3392,0.0004,0.4503,0.0005,0.5075,0.0002,-54.6581,0.0194,671.5952,0.0042,699.5018,0.003,18.7069,0.005,15.647,0.0004,0.5181,0.0003,0.5075,0.0002,-54.6581,0.0194,671.5952,0.0042,699.5018,0.003,17.9007,0.0056,15.4145,0.0005,0.5828,0.0005,0.5075,0.0002,-54.6581,0.0194,671.5952,0.0042,699.5018,0.003,17.0279,0.0078,15.1525,0.0005,0.6529,0.0008,0.5075,0.0002,-54.6581,0.0194,332064,0641p002,4196,0.13881227,199.45628,313.82278,345.91885,422.95767,1.3397989,1.3037989,1.5435895,1.3916054,1.0350714,511976.22,3.428434,555382.9,0.25575516,10689601.0,-0.20229864,9248948.0,16.750381,16.25829,16.152565,15.934258,16.716303,16.868668,13.989585,11.788659,0.49209213,0.10572433,0.32403183,0.2183075,0.0339,,17.6229,17.2738,16.13485294695904,16.782721131062292,16.289297459033055,15.93668924789188,17.60197413520198,17.293166514892906
66,3,9778,70.54332072433151,-23.25027864642653,DUP,0.845313009032856,641.9254,0.0017,611.9812,0.0015,28.1906,0.0349,15.7388,0.0009,2.2937,0.0028,0.8522,0.0003,-69.0289,0.0759,641.9254,0.0017,611.9812,0.0015,26.875,0.0204,15.0881,0.0005,2.621,0.0015,0.8522,0.0003,-69.0289,0.0759,641.9254,0.0017,611.9812,0.0015,25.6198,0.0264,14.8231,0.0007,2.9333,0.0021,0.8522,0.0003,-69.0289,0.0759,641.9254,0.0017,611.9812,0.0015,24.2609,0.0463,14.6682,0.0012,3.2714,0.0039,0.8522,0.0003,-69.0289,0.0759,200263,0704m232,9778,0.045269232,0.0,0.0,0.0,0.0,1.3836313,1.1610595,1.0443482,1.3097309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.067166,,17.8119,17.4579,nan,nan,nan,nan,17.784128285499904,nan
66,2,7822,70.54116695597808,-23.23700230467508,SER,0.845313009032856,676.4479,0.0011,784.0583,0.0019,14.2687,0.0137,16.5306,0.0007,1.9614,0.0024,0.6134,0.0002,2.2652,0.0276,676.4479,0.0011,784.0583,0.0019,13.6044,0.0081,15.9976,0.0004,1.9841,0.0013,0.6134,0.0002,2.2652,0.0276,676.4479,0.0011,784.0583,0.0019,12.9705,0.0102,15.81,0.0006,2.0057,0.0016,0.6134,0.0002,2.2652,0.0276,676.4479,0.0011,784.0583,0.0019,12.2844,0.0178,15.6696,0.001,2.0291,0.003,0.6134,0.0002,2.2652,0.0276,200263,0704m232,7822,0.046029452,5.490781,6.4895134,6.5058303,5.312577,1.3710718,1.1776032,1.0609213,1.2111624,0.6235945,2550.3447,1.3708787,77246.99,-0.41129532,103527.72,-0.17525108,87943.16,20.650915,20.46947,20.466743,20.686737,18.262928,18.476387,,12.246361,0.18144608,0.0027256012,-0.21726799,-0.21999359,0.067166,,18.498,18.307,20.313625472829468,20.631401912765327,20.49782358633025,20.676616089274663,18.46258993665603,18.55829574403919
66,4,8226,70.55179936391094,-23.2424223098053,SER,0.845313009032856,534.6135,0.0101,719.1561,0.0156,10.8155,0.0241,18.7817,0.0022,0.5228,0.0044,0.5880,0.0010,-19.6873,0.1464,534.6135,0.0101,719.1561,0.0156,10.6497,0.0167,18.6765,0.002,0.4858,0.0024,0.5880,0.0010,-19.6873,0.1464,534.6135,0.0101,719.1561,0.0156,10.4916,0.0252,18.679,0.0036,0.4505,0.0044,0.5880,0.0010,-19.6873,0.1464,534.6135,0.0101,719.1561,0.0156,10.3204,0.0416,18.7277,0.006,0.4123,0.0079,0.5880,0.0010,-19.6873,0.1464,200263,0704m232,8226,0.045703657,28.778376,32.45577,33.043724,33.039417,1.3836313,1.1610595,1.0443482,1.3097309,0.5,81117.945,2.5857384,204817.5,0.17911936,1035036.9,-0.1287244,701206.94,18.852335,18.72177,18.702278,18.70242,19.503656,19.88966,19.32025,14.610058,0.13056564,0.019491196,0.019350052,-0.0001411438,0.067166,,20.0172,19.403,18.542463526845374,18.83130351684523,18.7530331698888,18.68306485782891,20.003550353770912,19.429772253630023
66,1,7137,70.52219347840752,-23.24916053708371,REX,0.845313009032856,908.2958,0.0017,624.2017,0.0022,4.1106,0.0084,17.6983,0.0012,2.3086,0.0081,0.6444,0.0006,-5.5251,0.0878,908.2958,0.0017,624.2017,0.0022,4.8742,0.006,17.3134,0.0008,2.3875,0.0048,0.6444,0.0006,-5.5251,0.0878,908.2958,0.0017,624.2017,0.0022,5.6028,0.0111,17.1353,0.0013,2.4627,0.0062,0.6444,0.0006,-5.5251,0.0878,908.2958,0.0017,624.2017,0.0022,6.3915,0.0188,16.9928,0.0019,2.5442,0.0108,0.6444,0.0006,-5.5251,0.0878,200263,0704m232,7137,0.045358613,7.974148,9.396004,9.90349,10.366545,1.4124808,1.1725008,1.0498164,1.274684,1.0,0.0,0.22197677,172624.86,0.0,0.0,0.0,0.0,20.245789,20.067642,20.010529,19.960915,19.218567,19.395243,17.305624,12.477778,0.17814636,0.057113647,0.1067276,0.049613953,0.067166,,19.5624,18.8577,19.867710776075906,20.2260547670705,20.09613762899641,19.93868612059299,19.554107744868602,19.016974634487383
67,3,7698,71.10617325880328,-21.86501550591355,SER,0.481576551512487,576.3566,0.0021,834.6384,0.0028,14.9718,0.0087,17.4697,0.0006,0.7501,0.0012,0.4000,0.0001,-36.4027,0.0148,576.3566,0.0021,834.6384,0.0028,14.5802,0.0054,16.7362,0.0003,0.8468,0.0007,0.4000,0.0001,-36.4027,0.0148,576.3566,0.0021,834.6384,0.0028,14.2066,0.0069,16.3921,0.0004,0.9391,0.001,0.4000,0.0001,-36.4027,0.0148,576.3566,0.0021,834.6384,0.0028,13.8021,0.0117,16.1908,0.0007,1.039,0.0018,0.4000,0.0001,-36.4027,0.0148,208256,0710m217,7698,0.05540152,102.19354,200.30257,274.99307,343.25565,1.5994883,1.1738775,1.0906837,1.2845833,0.8884052,782616.4,3.76669,669466.75,0.1267065,11107558.0,-0.41079456,18881740.0,17.47644,16.745783,16.401695,16.160955,16.151423,16.555136,14.947999,13.310362,0.7306576,0.3440876,0.5848274,0.24073982,0.075992,,19.908,19.622,16.41944920413906,17.619933928372145,16.80311879221869,16.169774794924088,19.87634182530544,19.61639403519151
67,2,2414,71.08374050309193,-21.87837950419339,SER,0.481576551512487,862.1667,0.0016,650.1545,0.0018,3.7449,0.0053,18.3765,0.0011,2.285,0.0111,0.7917,0.0010,8.3557,0.1737,862.1667,0.0016,650.1545,0.0018,3.7307,0.0035,17.9499,0.0007,2.2164,0.0052,0.7917,0.0010,8.3557,0.1737,862.1667,0.0016,650.1545,0.0018,3.7172,0.0049,17.7445,0.0011,2.151,0.0072,0.7917,0.0010,8.3557,0.1737,862.1667,0.0016,650.1545,0.0018,3.7026,0.0082,17.647,0.0019,2.0802,0.0144,0.7917,0.0010,8.3557,0.1737,206918,0711m220,2414,0.055256926,44.287724,64.369,77.93649,86.46033,1.6056106,1.1521834,1.085011,1.2304126,2.4841373,17494.83,1.0975244,3036304.8,0.12920487,4441816.5,0.022769405,3648547.0,18.38429,17.978308,17.770647,17.657957,18.408798,19.50371,17.691927,12.951014,0.40598297,0.20766068,0.32035065,0.11268997,0.075992,,19.8884,19.6569,17.69339955436442,18.40933450440824,18.004932899572214,17.636886622008806,19.853773723774935,19.645410025542507
67,4,4156,71.12449448156778,-21.87924339533691,SER,0.481576551512487,342.9778,0.0014,639.0012,0.0017,11.3742,0.0144,17.5076,0.001,1.3978,0.0031,0.7667,0.0005,-33.8866,0.0801,342.9778,0.0014,639.0012,0.0017,11.7379,0.0114,16.7975,0.0007,2.1379,0.0024,0.7667,0.0005,-33.8866,0.0801,342.9778,0.0014,639.0012,0.0017,12.0849,0.0206,16.3976,0.0011,2.844,0.0044,0.7667,0.0005,-33.8866,0.0801,342.9778,0.0014,639.0012,0.0017,12.4605,0.0339,16.2233,0.0016,3.6085,0.0073,0.7667,0.0005,-33.8866,0.0801,206918,0711m220,4156,0.056838658,117.6293,214.70833,304.39227,362.7391,1.6175002,1.1188207,1.1084986,1.227864,3.2349694,130591.8,4.101733,5156682.0,0.05460176,9454642.0,-0.12252954,10338306.0,17.323711,16.670378,16.291416,16.101013,16.457476,16.549263,14.179703,,0.65333366,0.37896156,0.56936455,0.19040298,0.075992,,19.9182,19.2707,16.302154097376352,17.43957924594747,16.7198492162304,16.105125362696658,19.909316938195527,19.2585895050439
67,1,2059,71.07582040865003,-21.87990448550879,SER,0.481576551512487,958.5828,0.0011,629.277,0.0008,8.1274,0.0061,17.2923,0.0005,1.8729,0.0023,0.5483,0.0002,-56.7061,0.0211,958.5828,0.0011,629.277,0.0008,7.9062,0.0038,16.6676,0.0003,1.5917,0.0013,0.5483,0.0002,-56.7061,0.0211,958.5828,0.0011,629.277,0.0008,7.6952,0.0036,16.4065,0.0004,1.3234,0.0011,0.5483,0.0002,-56.7061,0.0211,958.5828,0.0011,629.277,0.0008,7.4668,0.0057,16.2186,0.0006,1.0329,0.0019,0.5483,0.0002,-56.7061,0.0211,206918,0711m220,2059,0.05503123,7.438567,25.821598,41.538258,61.340576,1.4981563,1.1841104,1.2126781,1.2974968,0.5545339,31411.338,0.93136126,1597346.2,-0.14542305,1538731.6,-0.30113167,1615770.9,20.321278,18.970041,18.453878,18.03063,16.173521,16.227766,13.182228,11.386138,1.3512363,0.5161629,0.93941116,0.4232483,0.075992,,19.8633,18.7864,18.470445221749735,20.37216693457805,19.003197025461215,18.031404332265407,19.886016904425237,18.865175026236294
69,2,7831,76.1235594281997,-18.71315542993489,SER,0.931104820338859,706.316,0.0098,316.7739,0.0072,10.4026,0.0412,18.6758,0.0031,1.2838,0.008,0.6480,0.0014,-82.3915,0.1913,706.316,0.0098,316.7739,0.0072,10.2159,0.0292,18.3855,0.0025,1.4005,0.0054,0.6480,0.0014,-82.3915,0.1913,706.316,0.0098,316.7739,0.0072,10.0378,0.0492,18.3165,0.0042,1.5119,0.0094,0.6480,0.0014,-82.3915,0.1913,706.316,0.0098,316.7739,0.0072,9.845,0.082,18.2548,0.0071,1.6325,0.0159,0.6480,0.0014,-82.3915,0.1913,224504,0760m187,7831,0.05624637,32.74612,42.01231,45.092968,48.525425,1.5667315,1.1513287,1.0867648,1.0512191,1.3993251,42982.766,2.5546682,130076.77,-0.1890033,1252682.6,-0.058416605,637709.3,18.712101,18.441559,18.364727,18.285076,19.054455,19.674826,,,0.27054214,0.07683182,0.1564827,0.07965088,0.079085,,19.4487,19.389,18.21726399430227,18.70300918161408,18.460739252439176,18.253941663002824,19.40502722665542,19.3985593887336
69,1,7692,76.119033695372,-18.67883717310202,SER,0.931104820338859,765.1737,0.0017,788.9109,0.0019,17.1928,0.0074,15.8811,0.0004,0.9596,0.0008,0.8473,0.0002,-1.9615,0.0554,765.1737,0.0017,788.9109,0.0019,17.3441,0.0044,15.1896,0.0003,1.2756,0.0005,0.8473,0.0002,-1.9615,0.0554,765.1737,0.0017,788.9109,0.0019,17.4884,0.0069,14.8639,0.0003,1.5771,0.0007,0.8473,0.0002,-1.9615,0.0554,765.1737,0.0017,788.9109,0.0019,17.6446,0.0122,14.6454,0.0005,1.9035,0.0012,0.8473,0.0002,-1.9615,0.0554,224504,0760m187,7692,0.056397155,439.8361,798.5906,1075.1158,1296.2738,1.5772867,1.1428696,1.0960909,1.058981,1.2163743,4383206.5,4.4330063,2561166.8,0.07879554,95501150.0,-0.01420951,48763648.0,15.891773,15.244189,14.921362,14.718258,14.728387,15.08336,12.804042,12.258213,0.64758396,0.32282734,0.52593136,0.20310402,0.079085,,18.2154,17.7263,14.918407106314433,16.007514748139755,15.292860967565943,14.71858861534969,18.196514614142142,17.710492393463962
69,3,8039,76.12872756807623,-18.69552750239949,SER,0.931104820338859,640.1668,0.0295,558.6675,0.0196,23.5829,0.0668,18.1135,0.0028,0.7156,0.0037,0.6445,0.0009,70.8613,0.1817,640.1668,0.0295,558.6675,0.0196,23.4576,0.0485,17.7486,0.0024,0.774,0.0023,0.6445,0.0009,70.8613,0.1817,640.1668,0.0295,558.6675,0.0196,23.338,0.0779,17.6481,0.0037,0.8297,0.0041,0.6445,0.0009,70.8613,0.1817,640.1668,0.0295,558.6675,0.0196,23.2086,0.128,17.5552,0.0063,0.89,0.0072,0.6445,0.0009,70.8613,0.1817,224504,0760m187,8039,0.057008445,52.74184,75.378654,84.19735,92.143105,1.5803832,1.1432965,1.0582863,1.0512191,0.79957443,125023.97,6.209387,26836.844,-0.1512107,1026157.7,0.19291207,1332326.2,18.194613,17.806879,17.686754,17.588842,18.423325,18.984156,17.006557,11.951497,0.38773346,0.12012482,0.21803665,0.097911835,0.079085,,18.8713,18.9183,17.578126912223837,18.21333144238984,17.830432508642165,17.561224569958576,18.82304951025193,18.921070724533966
72,3,3416,97.22231387110172,-69.69733218703982,DUP,1.58620911217131,626.0439,0.0205,652.2655,0.016,31.3093,0.0899,15.422,0.0029,0.8973,0.0044,0.7639,0.0013,-58.629,0.2749,626.0439,0.0205,652.2655,0.016,34.0784,0.0852,14.8248,0.0024,1.3213,0.0037,0.7639,0.0013,-58.629,0.2749,626.0439,0.0205,652.2655,0.016,36.7206,0.1471,14.5472,0.0034,1.7259,0.006,0.7639,0.0013,-58.629,0.2749,626.0439,0.0205,652.2655,0.016,39.5807,0.2321,14.3463,0.0042,2.1638,0.0094,0.7639,0.0013,-58.629,0.2749,20599,0971m697,3416,0.08792646,0.0,0.0,0.0,0.0,1.472254,1.2814932,1.508699,1.2857947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.03368,,17.1027,16.566,nan,nan,nan,nan,17.085920467579967,nan
72,4,2038,97.22345319052988,-69.68528612598803,SER,1.58620911217131,621.5,0.015,818.1465,0.0281,27.8342,0.1842,16.0391,0.0054,1.6032,0.0122,0.4710,0.0013,23.3726,0.1233,621.5,0.015,818.1465,0.0281,28.6603,0.1154,15.549,0.0036,1.6346,0.0077,0.4710,0.0013,23.3726,0.1233,621.5,0.015,818.1465,0.0281,29.4486,0.1533,15.3519,0.0045,1.6645,0.0086,0.4710,0.0013,23.3726,0.1233,621.5,0.015,818.1465,0.0281,30.3018,0.2596,15.1937,0.0069,1.697,0.0141,0.4710,0.0013,23.3726,0.1233,20599,0971m697,2038,0.08825557,476.29315,742.1059,870.42395,998.2454,1.4145927,1.2474364,1.508699,1.2857947,2.1297116,679309.3,10.211431,100299.87,0.23395057,14122252.0,0.25939217,14038187.0,15.805314,15.323835,15.150673,15.001906,,,,,0.4814787,0.17316246,0.32192898,0.14876652,0.03368,,18.1227,17.5059,15.13952682669283,15.835522820454615,15.354561290786807,15.004126103936038,18.107813038654808,17.51105864755617
74,1,370,128.6624563525526,15.76384033243654,SER,0.516135172276633,927.2194,0.0091,391.0044,0.0099,10.8291,0.0412,18.258,0.0035,0.9878,0.0066,0.8247,0.0017,42.0205,0.488,927.2194,0.0091,391.0044,0.0099,10.7234,0.0262,17.6666,0.0024,1.1214,0.004,0.8247,0.0017,42.0205,0.488,927.2194,0.0091,391.0044,0.0099,10.6225,0.0383,17.3539,0.0034,1.2488,0.0062,0.8247,0.0017,42.0205,0.488,927.2194,0.0091,391.0044,0.0099,10.5134,0.065,17.2017,0.0052,1.3868,0.0108,0.8247,0.0017,42.0205,0.488,420554,1287p157,370,0.036841176,2.2614365,2.8541782,3.0750082,2.529463,1.4524918,1.2975137,1.4103991,1.2851342,0.5,160.76846,1.9408176,569.5383,-0.33559167,2096.4736,-0.45735896,2311.0361,21.614038,21.361298,21.280384,21.49243,,,,,0.25274086,0.08091354,-0.13113213,-0.21204567,0.106065,,20.134,20.3349,21.066282591269324,21.6010975355602,21.35371514282164,21.44936012046131,20.07147805321805,20.498231211585928
