Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,zmemb,gmemb,FUV,NUV,m_i_corrected,m_g_corrected,m_r_corrected,m_z_corrected,FUV_corrected,NUV_corrected
219,3,5656,354.884141158829,-38.66708450291387,REX,0.413772624488833,695.1486,0.0014,722.4962,0.0014,2.5884,0.0062,17.8753,0.0013,2.2929,0.0174,0.9399,0.0014,54.4663,0.8693,695.1486,0.0014,722.4962,0.0014,2.7127,0.004,17.6107,0.0008,2.3224,0.01,0.9399,0.0014,54.4663,0.8693,695.1486,0.0014,722.4962,0.0014,2.8312,0.0049,17.3212,0.001,2.3505,0.0121,0.9399,0.0014,54.4663,0.8693,695.1486,0.0014,722.4962,0.0014,2.9596,0.0081,17.3384,0.0016,2.381,0.0215,0.9399,0.0014,54.4663,0.8693,124759,3547m387,5656,0.015590299,17.975729,22.675385,30.693123,28.461031,1.4330317,1.355913,1.8385224,1.539304,1.0,0.0,0.5721715,223491.44,0.0,0.0,0.0,0.0,19.363283,19.111113,18.782398,18.864374,18.306093,19.191566,16.060966,12.743841,0.25217056,0.32871437,0.24673843,-0.08197594,0.151401,,18.9651,18.268,18.556084613947085,19.362982712888247,19.042538629992833,18.773238572692193,18.994370658480616,18.402372338431267
219,1,5426,354.8725750680164,-38.68281662956218,SER,0.413772624488833,817.7721,0.0058,508.6151,0.0039,17.2095,0.0254,17.4465,0.0015,0.8457,0.0025,0.6291,0.0003,82.2208,0.0546,817.7721,0.0058,508.6151,0.0039,16.7979,0.0159,16.6668,0.0007,1.003,0.0015,0.6291,0.0003,82.2208,0.0546,817.7721,0.0058,508.6151,0.0039,16.4052,0.0167,16.313,0.0008,1.1531,0.0017,0.6291,0.0003,82.2208,0.0546,817.7721,0.0058,508.6151,0.0039,15.9801,0.0273,16.1085,0.0013,1.3156,0.0029,0.6291,0.0003,82.2208,0.0546,124759,3547m387,5426,0.014860652,107.52737,226.54889,321.47217,393.39822,1.4330317,1.355913,1.8385224,1.539304,1.3631045,186862.92,4.9045653,115493.59,-0.2528193,4684063.0,0.06753546,2418762.5,17.421202,16.612095,16.232141,16.012918,16.260067,16.717123,15.92942,16.62493,0.8091068,0.37995338,0.5991764,0.21922302,0.151401,,19.8751,19.5002,16.217837060853224,17.645639813182285,16.663915783708802,16.005486736208955,19.8534130738574,19.463270030205457
222,4,106,356.1180250548215,-26.03973882423549,SER,0.429881368431537,379.8521,0.0066,589.8323,0.0117,27.1913,0.0174,16.1489,0.0006,0.6118,0.0009,0.5418,0.0002,-7.8286,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.8521,0.0066,589.8323,0.0117,27.6652,0.0297,15.386,0.0011,0.9221,0.0016,0.5418,0.0002,-7.8286,0.0357,379.8521,0.0066,589.8323,0.0117,27.9157,0.0438,15.1853,0.0014,1.0861,0.0024,0.5418,0.0002,-7.8286,0.0357,186878,3562m260,106,0.022598801,330.1182,0.0,628.61505,761.50824,1.6931508,0.0,1.7312654,1.1587522,0.5,760460.0,6.547456,2222983.2,0.3251217,13465583.0,-0.015285232,7693912.5,16.203327,,15.504038,15.295814,15.811991,16.33653,14.647898,14.177402,,,,0.2082243,0.0473,,18.217,17.6603,15.485258330185648,nan,nan,15.296725188056127,18.19865050234243,nan
222,3,3546,356.097101122869,-26.03414898592299,SER,0.429881368431537,636.5346,0.0053,667.238,0.0104,7.9864,0.0161,18.4616,0.0018,0.489,0.0061,0.3369,0.0009,-26.8793,0.0836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.5346,0.0053,667.238,0.0104,7.3152,0.0161,17.9399,0.0021,0.6308,0.007,0.3369,0.0009,-26.8793,0.0836,636.5346,0.0053,667.238,0.0104,6.9605,0.0256,17.7875,0.0048,0.7057,0.0112,0.3369,0.0009,-26.8793,0.0836,186877,3559m260,3546,0.022182597,40.89665,0.0,67.719696,76.64525,1.7421136,0.0,1.6247891,1.0047828,0.5585989,17587.746,1.9838734,53509.168,0.29573774,231111.05,-0.40322205,254853.03,18.470781,,17.923212,17.788788,18.191296,18.698053,17.186281,15.443565,,,,0.13442421,0.0656,,19.9911,20.0298,17.84997618153869,nan,nan,17.77302769189093,19.94746216888879,nan
222,1,3286,356.0772525732302,-26.03991579791621,SER,0.429881368431537,881.5898,0.0036,588.0121,0.0074,9.3019,0.0121,17.8725,0.001,0.7425,0.0036,0.3578,0.0004,21.462,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.5898,0.0036,588.0121,0.0074,9.407,0.0149,17.3127,0.0014,0.8217,0.0035,0.3578,0.0004,21.462,0.0481,881.5898,0.0036,588.0121,0.0074,9.4626,0.0224,17.1875,0.0024,0.8636,0.0058,0.3578,0.0004,21.462,0.0481,186877,3559m260,3286,0.021982241,71.12358,0.0,117.44204,130.0016,1.6992716,0.0,1.6342014,1.1492904,0.751534,43052.863,2.4388328,104395.21,0.34889305,896512.5,0.32776898,896309.56,17.869967,,17.325441,17.215128,17.579746,18.125463,17.157858,13.972567,,,,0.11031342,0.0653,,19.9799,19.2916,17.252113587606175,nan,nan,17.198706673363706,19.970030941018262,nan
222,2,3714,356.079974460215,-26.01726180005255,DUP,0.429881368431537,847.8981,0.0025,899.2593,0.0019,13.4464,0.0088,16.1623,0.0005,1.1301,0.0013,0.6893,0.0003,53.5316,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.8981,0.0025,899.2593,0.0019,13.2706,0.012,15.4078,0.0007,1.6674,0.0018,0.6893,0.0003,53.5316,0.049,847.8981,0.0025,899.2593,0.0019,13.1776,0.0182,15.2357,0.001,1.9513,0.0028,0.6893,0.0003,53.5316,0.049,186877,3559m260,3714,0.021779247,0.0,0.0,0.0,0.0,1.6992716,0.0,1.6342014,1.1492904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.064852,,18.6487,18.0912,nan,nan,nan,nan,18.63140955423787,nan
223,3,3647,357.5307058824425,-47.1908624101798,SER,1.17125016860289,667.0272,0.0008,430.6059,0.0009,46.314,0.0691,15.151,0.0009,3.3248,0.0034,0.6922,0.0001,-41.788,0.0231,667.0272,0.0008,430.6059,0.0009,50.0294,0.0402,14.3542,0.0005,3.8815,0.002,0.6922,0.0001,-41.788,0.0231,667.0272,0.0008,430.6059,0.0009,53.5744,0.0555,14.0017,0.0006,4.4126,0.0024,0.6922,0.0001,-41.788,0.0231,667.0272,0.0008,430.6059,0.0009,57.4118,0.098,13.7638,0.001,4.9876,0.0041,0.6922,0.0001,-41.788,0.0231,88811,3576m472,3647,0.014474443,774.7734,1561.5164,2132.1985,2602.4705,1.431501,1.2190269,1.152397,1.077241,3.429899,2090127.9,11.172234,641073.5,0.03198146,59055360.0,-0.19118883,100660336.0,15.277063,14.516133,14.177931,13.961535,14.274786,14.734508,13.375743,12.404067,0.76093006,0.33820248,0.55459785,0.21639538,0.004003,,18.3621,17.8765,14.18278309243672,15.281055162590182,14.52028204259344,13.964116403533033,18.35932912066978,17.880532374493736
223,2,3198,357.5177725993774,-47.17147447864551,SER,1.17125016860289,787.7242,0.0009,697.0027,0.0008,10.5565,0.0042,16.0215,0.0004,1.0906,0.001,0.8482,0.0002,49.1701,0.0536,787.7242,0.0009,697.0027,0.0008,10.1492,0.0025,15.5247,0.0003,1.3361,0.0006,0.8482,0.0002,49.1701,0.0536,787.7242,0.0009,697.0027,0.0008,9.7605,0.0034,15.324,0.0003,1.5705,0.0008,0.8482,0.0002,49.1701,0.0536,787.7242,0.0009,697.0027,0.0008,9.3397,0.0058,15.2055,0.0005,1.8241,0.0014,0.8482,0.0002,49.1701,0.0536,88811,3576m472,3198,0.015353147,365.46848,589.7985,721.8967,841.19385,1.4886594,1.3012445,1.1554707,1.114049,1.5345984,2364591.2,2.6281395,14567526.0,-0.013291628,53303924.0,0.07390758,94510296.0,16.092875,15.573241,15.353812,15.187759,14.935737,14.765657,13.101871,,0.5196333,0.21942902,0.38548183,0.16605282,0.065619,,17.8817,17.555,15.319870687252799,16.155366632907256,15.6116817799399,15.180649769528129,17.85267780515731,17.546314388486728
223,4,4610,357.5591551925609,-47.17951822743905,SER,1.17125016860289,401.1172,0.0019,585.9581,0.0027,14.6611,0.0168,17.1972,0.001,1.1033,0.0021,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,13.9984,0.0105,16.5123,0.0006,1.3263,0.0013,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,13.3659,0.0123,16.1661,0.0007,1.5391,0.0016,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,12.6814,0.0206,16.0262,0.0012,1.7694,0.0028,0.6412,0.0003,27.9277,0.0442,88811,3576m472,4610,0.014398219,127.47016,245.88448,346.62875,420.03653,1.4401176,1.2285503,1.1554707,1.1243501,1.5473633,634672.6,3.7201533,941311.8,0.12897779,14416086.0,0.18322244,18356544.0,17.236479,16.523172,16.15034,15.941782,16.023453,16.36848,14.429297,13.130919,0.7133064,0.37283325,0.5813904,0.20855713,0.004003,,20.0016,19.2314,16.155138038889916,17.24083259771382,16.527545025768635,15.944336309420004,19.99946451704019,19.23399387527475
223,1,2801,357.5073170890037,-47.1479227381393,SER,1.17125016860289,885.6359,0.0132,1021.258,0.0144,10.4463,0.0319,18.9,0.0028,0.5323,0.0047,0.8098,0.0017,-24.0542,0.4684,885.6359,0.0132,1021.258,0.0144,10.5867,0.0273,18.5925,0.0027,0.5735,0.0025,0.8098,0.0017,-24.0542,0.4684,885.6359,0.0132,1021.258,0.0144,10.7207,0.0366,18.4735,0.0036,0.6128,0.0043,0.8098,0.0017,-24.0542,0.4684,885.6359,0.0132,1021.258,0.0144,10.8657,0.0541,18.3881,0.0067,0.6553,0.0078,0.8098,0.0017,-24.0542,0.4684,88811,3576m472,2801,0.015321258,25.468729,33.81314,37.554104,40.121265,1.4351988,1.2196882,1.1772766,1.0353489,0.5704441,151870.17,2.5498338,159010.84,0.047843724,887524.1,-0.06731064,1012726.0,18.984982,18.677286,18.563356,18.491564,19.032099,19.09832,16.901344,11.819049,0.3076954,0.11392975,0.18572235,0.0717926,0.004003,,19.8751,19.7018,18.56090142746806,18.983054327940525,18.682502600489865,18.49244982737534,19.871827019878662,19.70608470747354
224,2,5534,357.8276669537565,20.57793421512811,SER,1.81803286843424,753.6765,0.0089,679.0527,0.0195,53.7899,0.0385,15.425,0.0007,0.7542,0.001,0.2275,0.0001,-24.8908,0.0116,753.6765,0.0089,679.0527,0.0195,52.3656,0.0375,14.9947,0.0008,0.8608,0.001,0.2275,0.0001,-24.8908,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.6765,0.0089,679.0527,0.0195,49.5355,0.0907,14.7047,0.0017,1.0725,0.0026,0.2275,0.0001,-24.8908,0.0116,447455,3577p205,5534,0.079179265,644.6669,971.03485,0.0,1345.7634,1.4854704,1.3184732,0.0,1.5993098,0.89488006,1432307.2,13.216195,1895748.2,0.40213427,43272808.0,-0.47054043,40552164.0,15.476662,15.031913,,14.677578,15.079425,15.596766,14.19174,13.292772,0.44474888,,0.35433483,,0.017949,,16.8032,16.6326,nan,15.487416798058923,15.051368691211207,14.681458810014865,16.789100156909516,16.64141709144316
224,4,6349,357.8615641601616,20.586124635675,SER,1.81803286843424,319.5453,0.0009,792.2122,0.0008,22.3121,0.0181,14.0336,0.0003,4.9667,0.0028,0.8195,0.0001,-55.2304,0.0356,319.5453,0.0009,792.2122,0.0008,20.2657,0.0118,13.1289,0.0003,4.5187,0.0018,0.8195,0.0001,-55.2304,0.0356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.5453,0.0009,792.2122,0.0008,16.1994,0.0107,12.526,0.0003,3.6286,0.0021,0.8195,0.0001,-55.2304,0.0356,447455,3577p205,6349,0.07871491,2001.3971,4826.5796,0.0,9258.465,1.6032155,1.348427,0.0,1.469782,3.9852884,1040603.1,6.6101613,733032.7,0.017594459,103763024.0,-0.13967213,131257550.0,14.246667,13.290901,,12.583652,13.121193,13.557625,11.175402,,0.9557657,,0.7072487,,0.018483,,18.8402,17.2962,nan,14.261144828556878,13.305198954606684,12.593703463062612,18.845035989440895,17.32252585791853
224,3,5805,357.840413582652,20.57396363703894,EXP,1.81803286843424,591.4101,0.0365,625.0099,0.0313,31.0092,0.0614,16.4815,0.0018,0.6959,0.0025,0.8128,0.0010,-86.2216,0.3148,591.4101,0.0365,625.0099,0.0313,31.214,0.065,16.1287,0.0023,0.7189,0.0026,0.8128,0.0010,-86.2216,0.3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.4101,0.0365,625.0099,0.0313,31.6211,0.1643,15.8861,0.0054,0.7647,0.0071,0.8128,0.0010,-86.2216,0.3148,447455,3577p205,5805,0.07905436,300.24478,416.1112,0.0,517.52747,1.4854704,1.3184732,0.0,1.8430382,1.0,0.0,9.782577,22582.676,-0.099344574,3096712.0,0.044789203,1799576.5,16.30631,15.951977,,15.715166,16.549398,17.102053,,14.499672,0.35433388,,0.23681068,,0.018369,,17.6253,17.3753,nan,16.307688363896585,15.97185520117437,15.717002984496865,17.611546200084135,17.385664459825293
224,1,4923,357.8025875200315,20.57623254962149,SER,1.81803286843424,1076.3683,0.016,655.9797,0.0076,12.969,0.029,17.6139,0.002,0.8453,0.0048,0.3927,0.0006,-84.9631,0.0751,1076.3683,0.016,655.9797,0.0076,12.9238,0.0278,17.1615,0.0023,0.8988,0.004,0.3927,0.0006,-84.9631,0.0751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.3683,0.016,655.9797,0.0076,12.8339,0.0684,16.8737,0.0046,1.0051,0.0115,0.3927,0.0006,-84.9631,0.0751,447455,3577p205,4923,0.0790997,88.67936,134.66594,0.0,183.48659,1.4854704,1.3184732,0.0,1.8430382,0.8826738,93912.33,3.3727887,331427.06,-0.42888668,2673230.8,-0.07904947,1730235.2,17.630444,17.176855,,16.84099,17.179522,17.67409,15.926895,,0.4535885,,0.33586502,,0.080446,,19.815,19.0236,nan,17.670661109132418,17.20458243197514,16.81963317253731,19.818764695972156,19.006572926342063
227,1,8862,4.225187674543504,-51.08605817611758,SER,1.43772682324085,922.4827,0.0012,356.1127,0.0024,22.8128,0.0348,17.5486,0.0011,1.8355,0.0034,0.3518,0.0001,26.5179,0.0155,922.4827,0.0012,356.1127,0.0024,19.8741,0.0194,16.892,0.0009,1.9606,0.002,0.3518,0.0001,26.5179,0.0155,922.4827,0.0012,356.1127,0.0024,17.0702,0.0132,16.6719,0.0005,2.08,0.0019,0.3518,0.0001,26.5179,0.0155,922.4827,0.0012,356.1127,0.0024,14.035,0.0247,16.5265,0.0011,2.2092,0.0032,0.3518,0.0001,26.5179,0.0155,73700,0041m510,8862,0.018877365,16.660213,16.506796,4.840795,2.8486407,1.4358579,1.1626971,1.3524702,1.4293517,3.0786762,1443.0212,13.8336,275.6826,-0.4061285,104264.95,0.36288175,98248.72,19.445799,19.455843,20.787708,21.363405,,,,12.59068,-0.010044098,-1.3318653,-1.9075623,-0.57569695,0.055448,,19.1684,18.9551,20.72102804053796,19.429002317462828,19.50506595748312,21.941227336751073,19.136468875043395,19.0484952124658
227,3,9850,4.248883098900224,-51.038932954875,SER,1.43772682324085,717.5573,0.0014,989.0311,0.0016,11.2653,0.0218,17.5851,0.0013,2.0754,0.0049,0.7783,0.0004,4.8221,0.071,717.5573,0.0014,989.0311,0.0016,11.986,0.0137,16.8247,0.0009,2.3389,0.0029,0.7783,0.0004,4.8221,0.071,717.5573,0.0014,989.0311,0.0016,12.6737,0.0153,16.4231,0.0007,2.5904,0.0028,0.7783,0.0004,4.8221,0.071,717.5573,0.0014,989.0311,0.0016,13.418,0.0253,16.2016,0.0012,2.8625,0.0048,0.7783,0.0004,4.8221,0.071,73700,0041m510,9850,0.017795358,107.40543,207.7778,292.43423,347.50146,1.4030992,1.1605918,1.365328,1.4390152,3.238729,564565.5,4.1271114,1664734.8,0.12655547,31815504.0,0.018464964,16470310.0,17.422434,16.706001,16.33493,16.147608,16.627659,16.761635,15.32635,11.057496,0.7164326,0.37107086,0.5583935,0.18732262,0.055448,,20.3298,19.9263,16.361971367166323,17.53050967690712,16.75484003171408,16.15884090953637,20.304998032622912,19.93957628024019
227,5,11434,4.28443846200191,-51.0454105148111,REX,1.43772682324085,410.2255,0.0021,900.2453,0.0021,4.3382,0.0055,18.5535,0.0009,1.1469,0.0041,0.9714,0.0007,-85.9879,1.1432,410.2255,0.0021,900.2453,0.0021,4.5919,0.0037,18.13,0.0009,1.2543,0.0027,0.9714,0.0007,-85.9879,1.1432,410.2255,0.0021,900.2453,0.0021,4.834,0.0046,17.828,0.0006,1.3568,0.003,0.9714,0.0007,-85.9879,1.1432,410.2255,0.0021,900.2453,0.0021,5.0961,0.0075,17.7363,0.0012,1.4677,0.0047,0.9714,0.0007,-85.9879,1.1432,73700,0041m510,11434,0.016758109,37.841312,54.051758,69.69371,73.30879,1.4019206,1.1587168,1.3532199,1.4354497,1.0,0.0,1.1766012,5248697.5,0.0,0.0,0.0,0.0,18.555084,18.167976,17.892015,17.83711,18.19897,18.728539,16.26508,,0.38710785,0.27596092,0.33086586,0.054904938,0.055448,,20.1738,19.7978,17.857461149761228,18.57498514069415,18.20087356234467,17.828490708906557,20.14790203251132,19.79911843382858
227,4,10709,4.267116172257374,-51.06510107078663,SER,1.43772682324085,559.7432,0.0047,629.8393,0.0058,12.6493,0.0216,18.4275,0.0015,0.8445,0.0029,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.5754,0.0143,17.8664,0.0014,0.9678,0.0018,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.5049,0.0165,17.5956,0.001,1.0854,0.0022,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.4286,0.0263,17.4779,0.0018,1.2127,0.0036,0.7812,0.0006,-25.4521,0.1481,73700,0041m510,10709,0.017599562,40.124172,66.752396,86.23433,96.67413,1.4060372,1.1519141,1.3480972,1.4299611,1.0112674,505976.9,3.1325595,663553.75,0.0417965,4498279.0,-0.11782238,8657718.0,18.491486,17.938833,17.660799,17.536724,17.877802,18.404573,18.367552,12.688515,0.55265236,0.2780342,0.40210915,0.12407494,0.055448,,20.2944,20.1342,17.65409710408481,18.55817695405673,17.979221649719566,17.536252345289345,20.260679691945942,20.130603663806482
227,2,9286,4.235561687625344,-51.06916144689757,EXP,1.43772682324085,832.4022,0.0012,573.7801,0.0009,13.4065,0.0041,16.4062,0.0002,0.8196,0.0007,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,0.0009,13.235,0.0028,15.8118,0.0003,0.9621,0.0004,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,0.0009,13.0715,0.003,15.5648,0.0001,1.098,0.0004,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,0.0009,12.8944,0.0045,15.3645,0.0003,1.2451,0.0007,0.6355,0.0001,-73.8841,0.0139,73700,0041m510,9286,0.01840152,271.94907,465.73056,602.3244,697.40436,1.4409045,1.1796228,1.3517792,1.4293517,1.0,0.0,3.5075989,11356214.0,-0.2052186,234215710.0,-0.13872068,180807330.0,16.41378,15.829663,15.550424,15.391289,15.466392,15.828661,13.653459,13.217618,0.58411694,0.27923965,0.43837452,0.15913486,0.055448,,18.5646,18.1585,15.548705604156487,16.489284513020337,15.87174636998039,15.393367339278468,18.539902726324073,18.155151968104267
230,3,5015,27.48574877761106,-27.8187794532997,SER,1.3413353490337,640.012,0.0017,680.0001,0.0009,24.6328,0.0065,15.1624,0.0002,0.9885,0.0006,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,0.0009,24.1193,0.0046,14.471,0.0001,1.2273,0.0004,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,0.0009,23.6294,0.0056,14.1681,0.0002,1.4552,0.0005,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,0.0009,23.099,0.0088,13.9075,0.0003,1.7018,0.0008,0.4839,0.0001,-63.1734,0.0066,176695,0275m277,5015,0.01670039,839.90796,1568.1433,2153.7815,2641.4297,1.3737918,1.2485092,1.1985016,1.2381035,1.294055,9517701.0,6.241044,3075844.0,-0.20751679,211603550.0,-0.2965732,266436830.0,15.189421,14.511536,14.166996,13.945402,14.118378,14.531201,12.30531,11.700524,0.67788506,0.34453964,0.5661335,0.22159386,0.042866,,18.0001,17.1341,14.189323252023087,15.267057960541349,14.551706081536887,13.956931272012596,17.992698820290073,17.138363969143676
230,4,5257,27.4914190220405,-27.81209212365086,SER,1.3413353490337,570.5805,0.0027,771.8054,0.0039,18.885,0.0112,16.3359,0.0006,0.6959,0.001,0.6697,0.0002,-24.1292,0.0379,570.5805,0.0027,771.8054,0.0039,18.5512,0.0066,15.7151,0.0004,0.9306,0.0006,0.6697,0.0002,-24.1292,0.0379,570.5805,0.0027,771.8054,0.0039,18.2328,0.0098,15.4047,0.0005,1.1544,0.0009,0.6697,0.0002,-24.1292,0.0379,570.5805,0.0027,771.8054,0.0039,17.888,0.0172,15.2261,0.0008,1.3968,0.0017,0.6697,0.0002,-24.1292,0.0379,176695,0275m277,5257,0.016820326,303.0888,545.7481,733.7999,885.0614,1.3717893,1.2390314,1.185571,1.1523154,1.2469515,1982172.2,5.3099303,867091.94,0.13243951,31694188.0,-0.14717263,32569670.0,16.296076,15.657519,15.336056,15.132566,15.586008,15.901958,13.91207,11.872924,0.6385565,0.32146358,0.5249529,0.2034893,0.042866,,18.9147,18.3172,15.352591497271971,16.367173989173544,15.696694694284504,15.142033362808169,18.89802418789992,18.321866174426436
230,5,5644,27.50007935114963,-27.81807803003387,SER,1.3413353490337,465.8698,0.0089,689.5929,0.0111,11.6974,0.0356,18.391,0.0028,0.8657,0.0051,0.7610,0.0012,4.9182,0.2799,465.8698,0.0089,689.5929,0.0111,11.197,0.0264,18.0576,0.0022,1.1557,0.004,0.7610,0.0012,4.9182,0.2799,465.8698,0.0089,689.5929,0.0111,10.7195,0.0441,17.8944,0.0035,1.4323,0.0076,0.7610,0.0012,4.9182,0.2799,465.8698,0.0089,689.5929,0.0111,10.2026,0.0726,17.8577,0.0059,1.7318,0.0125,0.7610,0.0012,4.9182,0.2799,176695,0275m277,5644,0.016837442,43.20784,60.769867,73.28308,79.24558,1.3741232,1.2511263,1.1973808,1.194737,1.2560782,87073.96,3.0604537,137959.08,0.13710256,2071497.8,0.02296209,904099.2,18.411093,18.04078,17.83749,17.752562,18.064203,18.296534,,12.782163,0.37031364,0.20328903,0.28821754,0.08492851,0.088395,,19.9607,19.4494,17.72696177726194,18.42185396289548,18.056112867477104,17.719665125274968,19.945564225034573,19.43612267581911
230,2,4219,27.46902204298467,-27.82031360324704,REX,1.3413353490337,843.2964,0.0046,658.9897,0.004,nan,nan,19.0741,0.0088,nan,nan,0.5826,0.0063,34.4201,0.5245,843.2964,0.0046,658.9897,0.004,0.8522,0.0111,18.7059,0.007,nan,nan,0.5826,0.0063,34.4201,0.5245,843.2964,0.0046,658.9897,0.004,1.4306,0.0192,18.5014,0.0038,nan,nan,0.5826,0.0063,34.4201,0.5245,843.2964,0.0046,658.9897,0.004,2.0567,0.0298,18.0947,0.0098,nan,nan,0.5826,0.0063,34.4201,0.5245,176695,0275m277,4219,0.01650874,21.944717,26.342772,29.190453,38.42343,1.3800784,1.2583481,1.2120886,1.2675332,1.0,0.0,0.2582725,2062917.1,0.0,0.0,0.0,0.0,19.146675,18.948347,18.836899,18.53851,16.865437,16.261951,15.218002,,0.19832802,0.11144829,0.40983772,0.29838943,0.042866,,19.6399,19.4916,18.7658695855869,19.127241470768606,18.981160874335266,18.53353374928096,19.61066361033755,19.526066609895295
230,1,3942,27.46342358877521,-27.82211553235923,EXP,1.3413353490337,902.0747,0.0093,637.4759,0.0067,8.8767,0.0234,18.8024,0.0025,0.6261,0.0057,0.5092,0.0010,54.436,0.1221,902.0747,0.0093,637.4759,0.0067,8.7764,0.0181,18.4468,0.0021,0.8663,0.0034,0.5092,0.0010,54.436,0.1221,902.0747,0.0093,637.4759,0.0067,8.6807,0.0295,18.2462,0.0032,1.0955,0.0067,0.5092,0.0010,54.436,0.1221,902.0747,0.0093,637.4759,0.0067,8.5772,0.0479,18.2002,0.0047,1.3436,0.0118,0.5092,0.0010,54.436,0.1221,176695,0275m277,3942,0.016425818,2.7189376,1.9415921,1.8441373,1.2976575,1.3823347,1.2561421,1.2068172,1.2675332,1.0,0.0,0.8101445,22852.3,0.75513315,17231.775,-0.3814558,18533.754,21.414001,21.779606,21.835516,22.2171,,,18.600899,15.25013,-0.3656044,-0.05591011,-0.43749428,-0.38158417,0.088744,,19.9635,20.0312,21.54886748489824,21.882304149843247,21.988997525805065,22.372130569818538,19.911743720529525,20.27006820745468
231,4,16103,36.8231564591224,-3.899498326821289,DUP,4.06876599662253,683.8283,0.0009,514.6914,0.0006,27.5806,0.0216,15.3286,0.0005,2.8021,0.0015,0.6772,0.0001,70.1082,0.0177,683.8283,0.0009,514.6914,0.0006,25.3015,0.0133,14.5787,0.0003,2.7774,0.0009,0.6772,0.0001,70.1082,0.0177,683.8283,0.0009,514.6914,0.0006,23.1269,0.011,14.2635,0.0003,2.7539,0.0009,0.6772,0.0001,70.1082,0.0177,683.8283,0.0009,514.6914,0.0006,20.7729,0.0175,14.0822,0.0005,2.7284,0.0015,0.6772,0.0001,70.1082,0.0177,307483,0369m040,16103,0.02978504,0.0,0.0,0.0,0.0,1.2382802,1.1203699,0.9978877,1.0289108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.043634,,18.3314,17.9544,nan,nan,nan,nan,18.307827032116357,nan
