brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
517146,2003p342,202,SER,200.21617584878547,34.1991582168923,0.01237,139.29146,322.40775,-9999.0,576.37054,1.882613,2.193709,-9999.0,1.165679,3.356637,34821.152,3.6778,78527.6,0.050129,1256876.8,0.097197,1869843.5,17.140188,16.228987,-9999.0,15.598246,15.673409,16.094759,15.232131,15.159389,0.911201,-9999.0,0.630741,-9999.0,200.2165417,34.1993056,137,3,13 20 51.97,+34 11 57.5,0.118531,,20.075,19.5292,Simbad,1.211672554519299
517145,2000p342,3636,SER,200.17086135587132,34.1842683882709,0.012439,195.5138,381.94125,-9999.0,627.62573,1.759958,2.072596,-9999.0,1.140605,2.745594,39993.527,2.359858,283302.0,-0.093112,2428473.0,-0.110628,2646723.5,16.772057,16.045008,-9999.0,15.505748,15.719001,16.205618,15.124785,14.367474,0.727049,-9999.0,0.53926,-9999.0,200.1709167,34.1843333,137,1,13 20 41.02,+34 11 03.6,0.064273,,19.0089,18.6574,Simbad,0.2859582406644423
517145,2000p342,3903,SER,200.1958442921871,34.19269709677002,0.012382,158.04654,308.1023,-9999.0,505.6391,1.759958,2.072596,-9999.0,1.172355,1.946174,79717.89,3.448344,158075.6,-0.33458,3158003.8,0.069614,2130802.8,17.003038,16.278263,-9999.0,15.740398,15.797664,16.227562,14.219812,13.848874,0.724775,-9999.0,0.537865,-9999.0,200.1959583,34.19275,137,2,13 20 47.03,+34 11 33.9,0.064619,,19.4901,19.0109,Simbad,0.3892593681577799
517146,2003p342,445,SER,200.2378506358787,34.213770765981145,0.012232,160.69014,358.28555,-9999.0,612.6444,1.882613,2.193709,-9999.0,1.165679,2.0,21059.79,6.234787,25763.277,-0.023466,775192.2,0.123577,1808218.2,16.985027,16.114428,-9999.0,15.531979,16.092165,16.61984,16.146267,,0.8706,-9999.0,0.582449,-9999.0,200.2385,34.2135556,137,4,13 20 57.24,+34 12 48.8,0.111414,,19.2204,19.0088,Simbad,2.0825743611247822
506276,2019p320,5120,PSF,202.0191829926059,31.95377458856952,0.011689804,0.5398794,0.7325716,0.0,0.9133812,1.3391622,1.1382307,0.0,1.4507726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.169258,22.837875,inf,22.59837,21.133867,19.78939,18.288635,,0.33138275,inf,0.23950577,inf,202.0184167,31.9536389,138,3,13 28 04.42,+31 57 13.1,0.0,,19.5786,19.5018,Simbad,2.391079103577644
506276,2019p320,5294,SER,202.0280164716707,31.93186678820862,0.011687716,384.23215,594.61224,0.0,795.8426,1.3391622,1.2390944,0.0,1.5337019,1.6490372,166485.05,12.139035,294360.38,0.30670702,7266532.0,0.5295661,9965135.0,16.038515,15.564415,inf,15.247932,15.892514,16.588652,15.919072,19.454277,0.4741001,inf,0.31648254,inf,202.0280417,31.9318333,138,4,13 28 06.73,+31 55 54.6,0.015757,,18.9578,18.4032,Simbad,0.1430916984911939
506276,2019p320,5912,DUP,202.0120587996652,31.95877025435776,0.011682809,0.0,0.0,0.0,0.0,1.3391622,1.1382307,0.0,1.4507726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,202.0120833,31.9593333,138,1,13 28 02.90,+31 57 33.6,0.038434,,20.186,19.0856,Simbad,2.0283451845877067
506276,2019p320,5053,EXP,202.0160490512872,31.91353145504701,0.011709016,53.86627,88.141426,0.0,123.65427,1.4193975,1.1574275,0.0,1.4637246,1.0,0.0,2.8535388,78005.75,-0.49866918,1243893.0,0.1846839,928087.8,18.171707,17.63705,inf,17.269478,17.579828,18.125988,16.404737,13.955445,0.5346565,inf,0.36757278,inf,202.0157917,31.9135556,138,2,13 28 03.79,+31 54 48.8,0.063712,,20.1708,20.1924,Simbad,0.7912155442861759
385687,2024p095,5923,DUP,202.4943379531815,9.403447558489566,0.024637047,0.0,0.0,0.0,0.0,1.2346089,1.2211889,1.4793625,1.3170172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,202.4945417,9.4036667,139,4,13 29 58.69,+09 24 13.2,0.081738,,19.2097,19.1278,Simbad,1.070523838251651
385687,2024p095,5055,SER,202.4912720525582,9.410954546484907,0.024700135,242.32167,433.967,564.88684,658.7783,1.3662454,1.463262,1.459377,1.3267932,1.0137401,895181.0,3.0787923,1147791.6,0.09468525,15235025.0,-0.08598699,13872780.0,16.539019,15.906358,15.620096,15.453152,15.566918,15.968513,13.839361,13.214256,0.63266087,0.28626156,0.45320606,0.1669445,202.4914583,9.4113056,139,3,13 29 57.95,+09 24 40.7,0.0,,19.0068,18.4563,Simbad,1.426432434660435
385687,2024p095,5921,DUP,202.4859244736586,9.44330580285102,0.024344044,0.0,0.0,0.0,0.0,1.4251585,1.6485188,1.4629657,1.3337555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,202.4859167,9.4433889,139,1,13 29 56.62,+09 26 36.2,0.022088,,19.602,19.1401,Simbad,0.3004207912713867
385687,2024p095,4998,EXP,202.4890338010542,9.430217658322215,0.024767138,1.478651,1.682292,1.2355182,0.8248594,1.3581654,1.463262,1.4793625,1.3267932,1.0,0.0,1.7206321,1513.8976,0.37936217,2858.6863,-0.13899569,1997.5981,22.075336,21.935247,22.270376,22.709051,,,17.90274,,0.14008904,-0.33512878,-0.7738037,-0.43867493,202.488625,9.4303056,139,2,13 29 57.27,+09 25 49.1,0.0,,19.5878,19.1843,Simbad,1.485913285001662
394201,2032p110,4676,SER,203.3288817755592,11.11713539728828,0.03348682,444.59644,842.88495,1136.9773,1373.2654,1.3771435,1.3452182,1.2837367,1.2813256,5.030911,116480.73,5.2069173,202146.27,-0.16661172,13853385.0,-0.020259816,9312800.0,15.880085,15.185579,14.86062,14.655614,14.964231,15.456468,13.551179,12.41107,0.6945057,0.3249588,0.5299654,0.2050066,203.3288333,11.1170833,140,3,13 33 18.92,+11 07 01.5,0.025391,,18.4376,17.7974,Simbad,0.2539632074823564
394201,2032p110,4567,EXP,203.3246429798482,11.08851325656476,0.032768723,1.3567947,1.7066705,2.3943243,2.2828147,1.4302425,1.3019753,1.2837367,1.2873573,1.0,0.0,0.60215133,1631.2749,0.6633352,114.10371,0.11657103,301.46408,22.168715,21.919626,21.552042,21.603823,19.086985,19.694992,,,0.24908829,0.36758423,0.31580353,-0.0517807,203.3247917,11.0883889,140,2,13 33 17.95,+11 05 18.2,0.090623,,19.3327,18.8911,Simbad,0.6902631488206219
394201,2032p110,4939,SER,203.3395211011225,11.1023216587484,0.0330969,47.024063,62.717968,76.754196,74.96086,1.3771435,1.3211367,1.2837367,1.3089392,2.3032725,7698.785,1.6436003,143013.31,0.1287432,576710.5,0.08894523,467063.47,18.3192,18.00652,17.787245,17.812914,18.353687,18.833185,17.468266,14.843488,0.3126812,0.21927452,0.19360542,-0.025669098,203.3395,11.1023333,140,4,13 33 21.48,+11 06 08.4,0.144162,,19.4728,19.2852,Simbad,0.0855154172926414
394201,2032p110,4440,EXP,203.3178121602868,11.07620638592481,0.032465667,1.5334542,1.3732986,0.60345554,0.5467492,1.4302425,1.3019753,1.2837367,1.2873573,1.0,0.0,0.2854012,1516.906,-0.53839314,14.957566,-0.30675858,27.343058,22.035824,22.155588,23.048388,23.155529,24.412792,21.043444,,17.687359,-0.11976433,-0.8927994,-0.9999409,-0.10714149,203.3178333,11.0760278,140,1,13 33 16.28,+11 04 33.7,0.0,,19.9236,19.6227,Simbad,0.6472328115722179
357095,2049p045,1675,SER,204.8797294793813,4.513227684715813,0.030977024,54.222095,71.629074,77.68885,85.29553,1.6071029,1.467281,1.21647,1.1233314,1.1656418,34935.395,1.5805299,302313.78,0.003830221,592230.75,0.11577547,1239114.0,18.164558,17.862276,17.774103,17.672684,18.356459,19.14225,,,0.30228233,0.08817291,0.18959236,0.10141945,204.8797917,4.5132222,143,3,13 39 31.15,+04 30 47.6,0.0,,19.5915,19.4343,Simbad,0.224170927431932
357095,2049p045,1778,SER,204.8841890871623,4.507998329909306,0.030774005,36.54839,44.698586,47.645325,51.39165,1.6071029,1.467281,1.21647,1.1233314,0.87464017,24672.729,1.8481343,124140.07,0.061597303,353994.03,-0.15807353,611560.94,18.592829,18.374266,18.304949,18.222769,19.102993,19.565132,16.898426,13.375571,0.21856308,0.069316864,0.15149689,0.08218002,204.8843333,4.5080833,143,4,13 39 32.24,+04 30 29.1,0.0,,20.204,20.1374,Simbad,0.6011975962971735
357095,2049p045,1243,SER,204.8640211671729,4.510612238136396,0.031193567,568.13043,898.85535,1148.219,1310.233,1.6071029,1.467281,1.2472278,1.1233314,0.9120114,2520529.2,6.7851954,501071.1,-0.13252738,33692328.0,0.4413846,60272612.0,15.61388,15.115775,14.849938,14.706629,15.043021,15.511112,13.64383,12.710972,0.49810505,0.26583672,0.4091463,0.1433096,204.86425,4.51075,143,1,13 39 27.42,+04 30 38.7,0.023086,,17.5833,17.1189,Simbad,0.9593774961366436
357095,2049p045,1506,SER,204.8738495829156,4.511382287086172,0.03103321,131.45746,219.22818,278.88217,316.5834,1.6071029,1.467281,1.21647,1.1233314,3.216166,61666.504,4.0182858,100677.04,-0.15872827,2542609.5,-0.44204673,3644683.2,17.203037,16.647758,16.386448,16.24878,16.784126,17.329542,16.423582,,0.5552788,0.26131058,0.3989792,0.13766861,204.87375,4.5114722,143,2,13 39 29.70,+04 30 41.3,0.022968,,19.9111,19.4192,Simbad,0.4821814452197134
508733,2067p325,3262,SER,206.86315682915708,32.5054682977758,0.015682,34.208927,72.344,-9999.0,126.14437,2.006695,1.729624,-9999.0,1.652778,1.920429,6325.3247,1.518565,98614.336,0.119665,229253.77,0.240561,316337.6,18.664652,17.851494,-9999.0,17.24783,17.429777,17.83599,16.982393,15.778589,0.813158,-9999.0,0.603664,-9999.0,206.863375,32.5056667,146,2,13 47 27.21,+32 30 20.4,0.0,,20.2816,20.8057,Simbad,0.9741077816964938
508733,2067p325,3308,SER,206.8669190494493,32.52433053828361,0.015829,131.1526,195.55107,-9999.0,271.1403,2.109611,1.760379,-9999.0,1.652778,1.288845,53183.207,2.253484,210525.5,-0.041446,1293403.9,0.120189,2532959.0,17.205557,16.771849,-9999.0,16.417015,16.547552,16.827797,14.401451,13.482422,0.433708,-9999.0,0.354834,-9999.0,206.8667917,32.52425,146,3,13 47 28.03,+32 31 27.3,0.087133,,19.1758,18.7933,Simbad,0.4832067772071855
508733,2067p325,3459,SER,206.8797662931948,32.50653603791652,0.01577,114.702736,206.51105,-9999.0,334.7684,2.006695,1.666114,-9999.0,1.652778,3.43757,10666.196,4.907278,337582.28,-0.152289,982230.5,-0.069953,775203.06,17.351065,16.712643,-9999.0,16.188139,16.21037,16.283188,14.59484,15.81705,0.638422,-9999.0,0.524504,-9999.0,206.8802083,32.5065833,146,4,13 47 31.25,+32 30 23.7,0.131022,,19.7416,19.1363,Simbad,1.352670516074926
508733,2067p325,3115,REX,206.8502546075268,32.53334980983207,0.015752,82.4145,153.75342,-9999.0,246.46857,2.109611,1.760379,-9999.0,1.536083,1.0,0.0,1.894455,311387.1,0.0,0.0,0.0,0.0,17.709991,17.032938,-9999.0,16.520596,16.574501,16.911198,15.084411,15.078518,0.677053,-9999.0,0.512342,-9999.0,206.8504167,32.5335278,146,1,13 47 24.10,+32 32 00.7,0.13067,,19.8933,19.5798,Simbad,0.8078412313233514
453615,2072p217,3908,PSF,207.3611699804811,21.69238186649462,0.022854175,10.922013,11.889507,0.0,12.58471,1.625049,1.3685523,0.0,1.5018693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.904243,19.81209,inf,19.750391,18.233343,17.882132,17.4261,15.742456,0.09215355,inf,0.061698914,inf,207.3615417,21.6925,147,4,13 49 26.77,+21 41 33.0,0.641,,19.916,19.2386,Simbad,1.3141386774362842
453615,2072p217,3259,SER,207.3243305899412,21.67886387440113,0.0229171,355.6017,596.0871,0.0,883.70624,1.6603312,1.4838692,0.0,1.5563457,1.058592,526290.7,4.7254586,268720.47,0.08705509,10436271.0,-0.03291697,5585789.0,16.122591,15.561726,inf,15.134231,15.282791,15.700077,13.447156,12.943547,0.5608654,inf,0.427495,inf,207.3245,21.6789722,147,1,13 49 17.88,+21 40 44.3,0.062163,,18.4422,17.9061,Simbad,0.6879470438597053
453615,2072p217,3351,SER,207.3302050149429,21.68317002740242,0.023070648,26.78072,34.246174,0.0,38.368214,1.625049,1.3685523,0.0,1.5018693,3.307277,1067.7568,0.6966262,135964.16,0.2398513,103374.58,-0.00031248038,65590.375,18.930445,18.66347,inf,18.540071,19.126945,19.634443,18.562431,,0.2669754,inf,0.12339783,inf,207.3303333,21.6833611,147,2,13 49 19.28,+21 41 00.1,0.0,,20.1404,19.9103,Simbad,0.8107533059072451
453615,2072p217,3660,SER,207.3475476517366,21.69764285275039,0.023047712,61.142506,105.29253,0.0,155.37167,1.625049,1.3685523,0.0,1.5018693,1.1956288,39524.27,4.439337,232690.56,-0.14322898,593123.5,0.3303999,1879718.5,18.034142,17.444006,inf,17.02157,17.427153,18.10101,19.414478,14.013568,0.5901356,inf,0.42243576,inf,207.34775,21.6977778,147,3,13 49 23.46,+21 41 52.0,0.0,,20.0254,19.8594,Simbad,0.8331416516121234
368586,2087p065,5265,SER,208.8599605956549,6.56629489961704,0.025183493,5.168671,6.7910404,6.888752,7.1637664,1.4839216,1.1903318,1.3697894,1.3367387,0.5,996.8244,1.2808695,10088.427,0.16929919,12694.696,-0.31117797,17617.732,20.716553,20.420158,20.404648,20.362146,23.32533,,,,0.29639435,0.015510559,0.05801201,0.04250145,208.859625,6.5664167,148,4,13 55 26.31,+06 33 59.1,0.083417,,20.1512,19.7782,Simbad,1.277807360102845
368586,2087p065,4421,SER,208.8225504975571,6.562008871012385,0.024969792,151.92152,331.99832,476.24478,602.8423,1.4839216,1.1903318,1.4594265,1.3367387,2.4063158,92186.82,3.2312388,1700384.4,0.25245002,8071461.5,-0.05841874,5013488.0,17.045952,16.19716,15.805425,15.549491,15.765392,16.270576,15.394777,14.396573,0.8487911,0.39173603,0.6476698,0.25593376,208.8228333,6.56175,148,1,13 55 17.48,+06 33 42.3,0.083352,,20.2069,19.7855,Simbad,1.3753083545188494
368586,2087p065,4763,SER,208.8376413738763,6.556430103409631,0.025018973,154.67848,294.99646,397.43475,486.89206,1.4839216,1.1903318,1.3176907,1.3367387,1.2012796,272231.97,4.8997297,97747.875,0.0065758317,2122435.5,-0.061215032,4603980.0,17.026424,16.325459,16.001835,15.781418,15.982591,16.485086,15.003036,,0.7009659,0.32362366,0.5440407,0.22041702,208.8377083,6.5563056,148,2,13 55 21.05,+06 33 22.7,0.084285,,18.6662,18.4017,Simbad,0.5081207111496783
368586,2087p065,4953,SER,208.8462058638437,6.548350787055839,0.024912817,37.80926,61.279964,76.65504,88.57415,1.4839216,1.1903318,1.4396996,1.3367387,1.4841645,14806.469,2.978627,37922.734,-0.020674357,319619.72,0.40939453,629778.4,18.556004,18.031704,17.788649,17.631733,17.90489,18.434341,18.259056,13.356287,0.5242996,0.24305534,0.399971,0.15691566,208.8464583,6.5484444,148,3,13 55 23.15,+06 32 54.4,0.0,,20.1125,20.0445,Simbad,0.9636886141442969
312490,2104m032,4093,PSF,210.4624352454958,-3.189836695762009,0.062110923,1.7854784,1.5330453,1.0799792,0.86923516,1.3424329,1.4890939,1.1656227,1.4149048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.870613,22.036112,22.416462,22.652157,,,,14.350762,-0.16549873,-0.3803501,-0.616045,-0.23569489,210.462625,-3.19,149,3,14 01 51.03,-03 11 24.0,0.0677,,19.3307,19.1392,Simbad,0.9004574622740008
312490,2104m032,4205,SER,210.466954744732,-3.205265815364832,0.06122826,67.332596,121.90658,160.31387,195.31393,1.247422,1.4241333,1.1656227,1.401624,0.93949586,132653.42,3.0299537,223033.72,-0.43918532,3980171.8,0.29424837,3274729.0,17.929436,17.284933,16.987572,16.773167,16.94569,17.488066,15.634999,15.354396,0.64450264,0.29736137,0.51176643,0.21440506,210.46725,-3.2050278,149,4,14 01 52.14,-03 12 18.1,0.067788,,19.7983,19.9434,Simbad,1.3639889808094183
312490,2104m032,3434,SER,210.4362564194164,-3.156001730929726,0.06364775,145.1064,316.12064,481.7659,631.50574,1.4414029,1.5896453,1.1649528,1.412756,1.039555,564636.9,6.4558268,246265.8,0.54708886,19916332.0,-0.20722142,11287657.0,17.095783,16.250368,15.79291,15.499057,15.182668,15.435983,13.309545,12.406176,0.8454151,0.4574585,0.7513113,0.2938528,210.43675,-3.1563056,149,1,14 01 44.82,-03 09 22.7,0.067956,,19.6281,19.1717,Simbad,2.084333808980316
312490,2104m032,3677,SER,210.4450919949291,-3.174171328079091,0.06288157,42.938354,78.24995,104.45966,124.24377,1.3424329,1.4890939,1.1751328,1.4149048,0.7184489,83667.98,3.0326328,91570.33,-0.052549206,752555.7,0.06604818,1003216.7,18.417887,17.76629,17.45263,17.264313,17.234041,17.30835,18.941437,10.928908,0.65159607,0.31366158,0.5019779,0.18831635,210.4455833,-3.1744722,149,2,14 01 46.94,-03 10 28.1,0.0,,19.0852,19.1767,Simbad,2.0716880061588063
478631,2110p265,5748,DUP,210.9934452293335,26.39356584573962,0.017376738,0.0,0.0,0.0,0.0,1.6484212,1.5794069,0.0,1.4797924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,210.9935833,26.3932778,151,4,14 03 58.46,+26 23 35.8,0.088984,,19.4823,19.0106,Simbad,1.1285109215667652
477338,2110p262,1753,SER,210.9746131166839,26.36004322520999,0.017651929,84.379814,164.70714,0.0,289.27158,1.5653437,1.4602014,0.0,1.3478535,0.90155727,116133.87,5.2303953,54411.28,0.3449205,2978366.8,-0.49451602,3645975.5,17.684404,16.95822,inf,16.346735,16.262774,16.650923,14.747854,13.91083,0.72618484,inf,0.6114845,inf,210.9745417,26.3608889,151,2,14 03 53.89,+26 21 39.2,0.088637,,20.0501,20.1421,Simbad,3.0531325040533157
477338,2110p262,1897,SER,210.9835914026334,26.37231145817395,0.017693099,104.46662,210.98856,0.0,372.06485,1.5653437,1.4602014,0.0,1.3478535,3.835883,15929.344,3.1230185,92968.57,-0.04002628,1126497.4,0.31906772,1909514.5,17.452557,16.689352,inf,16.073454,15.948895,16.335796,14.328139,13.457166,0.7632046,inf,0.61589813,inf,210.9834167,26.37225,151,3,14 03 56.02,+26 22 20.1,0.0,,19.7898,19.9987,Simbad,0.6053553576003431
477338,2110p262,1700,REX,210.9720324163159,26.36683525719871,0.017593915,48.98498,75.233696,0.0,103.98901,1.5653437,1.3734503,0.0,1.3478535,1.0,0.0,1.4536155,251662.86,0.0,0.0,0.0,0.0,18.274843,17.80897,inf,17.457531,17.879253,18.198217,15.965591,,0.46587372,inf,0.35143852,inf,210.97225,26.3667778,151,1,14 03 53.34,+26 22 00.4,0.0,,19.6928,19.7824,Simbad,0.7316610237499702
466904,2113p242,407,PSF,211.2030494512003,24.18118515912951,0.021787671,46.873573,86.17191,0.0,157.94785,1.5276473,1.222537,0.0,1.4083368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32268,17.661585,inf,17.003716,16.351202,16.813593,15.242875,17.536377,0.66109467,inf,0.65786934,inf,211.2035,24.1819722,152,3,14 04 48.84,+24 10 55.1,0.062505,,20.1625,19.3021,Simbad,3.1964388154401635
466904,2113p242,113,SER,211.1886959504434,24.19283421747403,0.021618584,81.276665,139.94118,0.0,212.14389,1.5276473,1.222537,0.0,1.4083368,1.9572875,19415.096,3.2463784,706112.5,-0.29836997,1202629.4,0.4146667,3014139.0,17.725086,17.135136,inf,16.683424,16.504341,16.857998,14.509166,12.880516,0.58995056,inf,0.45171165,inf,211.1886667,24.19275,152,2,14 04 45.28,+24 11 33.9,0.061681,,19.9119,19.6588,Simbad,0.318034713976376
466903,2110p242,5125,REX,211.1789376181356,24.18595482555581,0.021670466,8.089766,10.919403,0.0,12.862783,1.4852078,1.211802,0.0,1.5615373,1.0,0.0,1.9026821,6313.9043,0.0,0.0,0.0,0.0,20.23016,19.904503,inf,19.726662,19.868317,24.112272,16.93276,12.661906,0.3256569,inf,0.17784119,inf,211.1787083,24.1857222,152,1,14 04 42.89,+24 11 08.6,0.0,,20.2866,20.8117,Simbad,1.126257282706276
466904,2113p242,662,SER,211.2175401345374,24.17235869590111,0.021851908,27.776245,41.914253,0.0,53.453415,1.4699156,1.2021891,0.0,1.5416424,1.7352103,6309.649,3.893211,8477.191,-0.5960183,300546.1,-0.04153582,179440.98,18.890816,18.444096,inf,18.180061,18.83646,19.165684,17.387262,15.695196,0.44672012,inf,0.26403427,inf,211.2174167,24.1724444,152,4,14 04 52.18,+24 10 20.8,0.0,,20.2189,20.2418,Simbad,0.509454555670006
167234,2129m297,2540,SER,212.8613665823259,-29.63580712305456,0.05835739,400.7633,701.5593,886.50867,1052.6797,1.5109416,1.1265281,1.0080348,1.1416485,1.0470986,849106.94,7.8814926,201587.17,0.15482941,13864486.0,-0.0748829,6791254.5,15.99278,15.384839,15.130793,14.94426,15.402525,15.928299,14.302972,14.109399,0.6079407,0.25404644,0.4405794,0.18653297,212.862,-29.6356111,154,4,14 11 26.88,-29 38 08.2,0.037372,,17.9231,17.6963,Simbad,2.103889833719631
167234,2129m297,2273,PSF,212.852047584767,-29.65098627284609,0.05905669,4.2882314,3.1341844,2.7355628,3.3689134,1.5109416,1.1265281,1.0080348,1.1416485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.919304,21.25969,21.407383,21.181276,19.868654,20.421068,17.880733,,-0.34038544,-0.14769363,0.07841301,0.22610664,212.852,-29.6516944,154,2,14 11 24.48,-29 39 06.1,0.0,,18.1046,17.9603,Simbad,2.5536010443004744
167234,2129m297,1762,PSF,212.8342709724443,-29.63712962986024,0.05855536,1.4059623,1.6374818,1.4752542,1.5150728,1.5109416,1.1384112,0.93427444,1.0712246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.130066,21.96456,22.077833,22.048916,19.553095,20.031244,19.09996,14.636841,0.16550636,-0.11327362,-0.08435631,0.028917313,212.834,-29.637,154,1,14 11 20.16,-29 38 13.2,0.0,,19.6585,19.8597,Simbad,0.9678227841262778
167234,2129m297,2541,SER,212.8613899081116,-29.67362339446398,0.05995871,276.7708,729.84454,1096.5963,1450.1567,1.5109416,1.1265281,1.0080348,1.0784501,3.963282,143833.73,13.8336,91672.53,-0.032026507,2636270.0,0.2008996,5251629.0,16.3947,15.341924,14.899883,14.596462,14.793385,15.156252,14.052652,13.366343,1.0527754,0.44204044,0.74546146,0.30342102,212.861,-29.6736111,154,3,14 11 26.64,-29 40 25.0,0.0,,18.5216,18.0173,Simbad,1.2203942655216815
461631,2132p232,1824,SER,213.2155820397195,23.33220155204234,0.02020742,75.97353,113.99467,0.0,149.27515,1.5710636,1.4471191,0.0,1.3996127,1.543967,26863.51,6.9525104,11349.1,0.042808235,1012909.9,-0.6423671,1931552.2,17.798344,17.357788,inf,17.065031,17.600636,18.256815,17.950954,15.05793,0.44055557,inf,0.29275703,inf,213.2155,23.3326389,155,1,14 12 51.72,+23 19 57.5,0.0,,20.1858,19.4411,Simbad,1.597637460916416
461631,2132p232,2213,SER,213.2378299669402,23.31804334397334,0.020281145,69.23101,126.42303,0.0,196.49179,1.605615,1.5184202,0.0,1.620016,1.3811748,22130.615,1.9040056,159317.7,-0.07898634,585936.2,0.15721165,894765.94,17.899248,17.245434,inf,16.76664,16.991764,17.465342,15.570355,,0.6538143,inf,0.4787941,inf,213.2380417,23.3181944,155,4,14 12 57.13,+23 19 05.5,0.05979,,19.8528,19.5336,Simbad,0.8863930757986305
461631,2132p232,2007,EXP,213.2258035175576,23.3377822835228,0.020417146,4.0249,5.522823,0.0,5.319769,1.5710636,1.4471191,0.0,1.3996127,1.0,0.0,0.45548585,8330.714,-0.19680662,715.0716,0.4981571,421.5028,20.988111,20.644598,inf,20.685268,19.334265,20.43257,18.32084,,0.3435135,inf,-0.040670395,inf,213.225875,23.3378611,155,2,14 12 54.21,+23 20 16.3,0.059665,,20.09,19.5543,Simbad,0.3692391682643269
461631,2132p232,2073,EXP,213.2293041745812,23.33653703430425,0.02043405,4.727445,6.815342,0.0,6.8002567,1.5710636,1.4471191,0.0,1.5180013,1.0,0.0,2.5290558,2296.8967,-0.35420188,11476.507,0.022641243,6739.011,20.813435,20.41628,inf,20.418686,,19.508509,16.351625,13.846662,0.39715385,inf,-0.0024051666,inf,213.229375,23.3370278,155,3,14 12 55.05,+23 20 13.3,0.0,,20.019,20.6068,Simbad,1.7822001516924173
490146,2154p287,3233,REX,215.5173209036256,28.86660178776914,0.014121515,37.063766,43.749466,0.0,47.366627,1.7269614,1.3547609,0.0,1.2893732,1.0,0.0,0.7048674,320689.0,0.0,0.0,0.0,0.0,18.577625,18.397568,inf,18.31132,19.020187,19.674665,20.412743,,0.18005753,inf,0.0862484,inf,215.5175,28.8667222,157,4,14 22 04.20,+28 52 00.2,0.0354,,19.5114,19.5162,Simbad,0.7118428807281677
490146,2154p287,2974,SER,215.5025057406916,28.863960761391,0.014094932,82.82476,119.0201,0.0,158.76862,1.7269614,1.3547609,0.0,1.2893732,0.7823655,43241.72,8.951671,6601.608,-0.08046596,3208991.2,0.83587825,4799532.0,17.7046,17.31095,inf,16.998089,17.724745,18.22803,17.52906,15.203578,0.39365005,inf,0.3128605,inf,215.5028333,28.8643333,157,3,14 22 00.68,+28 51 51.6,0.029579,,19.8143,19.2128,Simbad,1.6926772137132997
490146,2154p287,2929,SER,215.4999678224083,28.86918226815317,0.014183112,191.01068,314.47617,0.0,445.7314,1.7269614,1.3547609,0.0,1.2893732,1.5612135,36404.79,12.40177,3742.2515,0.06800472,519452.78,-0.084027834,572533.8,16.797356,16.256031,inf,15.877316,16.679434,17.35378,16.115383,,0.5413246,inf,0.37871456,inf,215.5003333,28.8685833,157,1,14 22 00.08,+28 52 06.9,0.0,,19.4943,18.9372,Simbad,2.4448223185462603
495183,2166p297,525,REX,216.5487054032538,29.71449333721601,0.016970709,56.13977,95.76743,0.0,143.13164,1.3627449,1.2065563,0.0,1.3218764,1.0,0.0,4.547549,15342.317,0.0,0.0,0.0,0.0,18.126823,17.546955,inf,17.11066,17.571539,17.935139,,12.521461,0.5798683,inf,0.43629456,inf,216.5488333,29.7148889,158,3,14 26 11.72,+29 42 53.6,0.08677,,20.061,19.8562,Simbad,1.4791069389838516
495183,2166p297,473,EXP,216.5451448858078,29.74552186279333,0.017025635,58.001343,96.48838,0.0,133.43134,1.7517518,1.327864,0.0,1.4081305,1.0,0.0,4.2215676,12731.322,0.07848676,201816.0,-0.05995016,92079.64,18.091404,17.538813,inf,17.186855,17.758007,18.423168,18.031265,,0.5525913,inf,0.35195732,inf,216.54525,29.7455833,158,2,14 26 10.86,+29 44 44.1,0.05853,,20.0103,19.5438,Simbad,0.3960598867025952
