X_IMAGE,Y_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,ALPHA_SKY,DELTA_SKY,FLUX_RADIUS,KRON_RADIUS,FLAGS,FLUX_APER,FLUXERR_APER,ELONGATION,THETA_IMAGE,MAG_AUTO,MAGERR_AUTO,SNR_WIN,brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
976.7157,894.6794,50.0700353,-40.1780662,50.0700624,-40.1780896,2.344,3.5,0,53.71106,0.02659213,1.013,1.01,17.5048,0.0012,2307.0,117131,0501m402,3032,PSF,50.07005825693662,-40.17808928771583,0.016462434,9.2275,21.781734,48.523724,72.60756,1.4379804,1.3030901,1.3836958,1.1470869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08729,19.154768,18.285114,17.847546,18.440779,19.052416,,,0.9325218,0.8696537,1.3072224,0.43756866,50.0702083,-40.1783056,52,1,03 20 16.85,-40 10 41.9,0.0,,20.3204,20.3335,Simbad,0.88132482801518
688.4294,791.684,50.0974729,-40.1854098,50.0975274,-40.1855784,10.883,3.5,0,27.93696,0.02659213,2.027,64.23,15.8674,0.0008,2272.0,117131,0501m402,10419,DUP,50.09750815067493,-40.18539789203456,0.016877355,0.0,0.0,0.0,0.0,1.4379804,1.3030901,1.287302,1.1470869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,50.0977083,-40.1853889,52,3,03 20 23.45,-40 11 07.4,0.0,,20.001,19.3614,Simbad,0.5514132974657644
385.7865,582.8044,50.1264495,-40.2008243,50.1263745,-40.2007659,12.949,4.33,3,3.535314,0.02661919,1.068,30.21,17.6845,0.0052,356.8,117131,0501m402,4863,REX,50.12638129450011,-40.20079277915492,0.017005531,16.727568,23.626026,27.53874,30.146667,1.5147089,1.4213742,1.4452757,1.2099249,1.0,0.0,3.0389385,21211.412,0.0,0.0,0.0,0.0,19.441418,19.066523,18.90014,18.8019,19.457865,20.064249,16.753166,,0.3748951,0.16638184,0.26462173,0.0982399,50.1264167,-40.2006111,52,4,03 20 30.34,-40 12 02.2,0.0,,20.1828,20.3188,Simbad,0.6612505374545901
628.0443,911.6038,314.489571,-24.9480787,314.4895674,-24.9481076,5.945,3.5,0,102.4502,0.07598619,1.566,-51.0,15.5665,0.0013,1851.0,191940,3144m250,3576,SER,314.4895706185349,-24.94810710824377,0.06218225,85.462425,0.0,246.07549,284.83264,2.0286293,0.0,1.6138624,1.221678,3.7254632,2701.402,1.5663549,117731.09,-0.08039201,317902.3,0.21479124,481684.06,17.670563,inf,16.52233,16.363525,16.18135,16.398172,13.983911,12.020897,inf,inf,inf,0.15880394,314.49,-24.948,186,3,20 57 57.60,-24 56 52.8,0.094365,,19.6399,19.688,Simbad,1.4536121674103015
837.0703,716.8488,314.4727846,-24.9622611,314.4727789,-24.9622721,13.709,4.3,2,37.97249,0.07583191,1.17,56.5,15.6217,0.0026,779.1,191940,3144m250,3253,REX,314.472846415685,-24.96240135644899,0.062246647,86.610825,0.0,245.81271,311.40714,1.7189217,0.0,1.3877546,1.221678,1.0,0.0,4.199363,34579.242,0.0,0.0,0.0,0.0,17.656069,inf,16.523489,16.266678,16.977415,17.554752,17.453753,,inf,inf,inf,0.25681114,314.473,-24.9623889,186,1,20 57 53.52,-24 57 44.6,0.0,,19.5318,19.1392,Simbad,0.5032559186470786
570.421,709.0369,314.4942181,-24.9628549,314.4941843,-24.9628522,6.213,3.5,0,51.44068,0.07583191,1.098,-85.36,15.9426,0.0016,1276.0,191940,3144m250,3677,SER,314.4941688273316,-24.96287790106267,0.06236795,72.16127,0.0,158.19318,174.23877,1.7189217,0.0,1.3877546,1.221678,0.9117443,39624.984,1.4880819,365343.3,0.12924376,1268542.0,-0.036508497,685552.25,17.85424,inf,17.002031,16.897139,17.028147,17.249165,14.697726,12.439299,inf,inf,inf,0.10489273,314.494,-24.9628889,186,4,20 57 58.56,-24 57 46.4,0.0,,19.6074,19.1857,Simbad,0.5524214741661917
719.2617,410.5036,314.4822424,-24.9845365,314.4822213,-24.9845726,2.76,3.5,0,16.25077,0.07536715,1.019,-36.26,18.5798,0.0085,255.6,191940,3144m250,3426,PSF,314.4821964439124,-24.98454274202755,0.06266701,19.193615,0.0,11.220144,9.102077,1.7189217,0.0,1.3877546,1.221678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.292109,inf,19.875004,20.102148,22.43999,,,14.427095,inf,inf,inf,-0.22714424,314.482,-24.9843889,186,2,20 57 55.68,-24 59 03.8,0.0,,18.628,18.7564,Simbad,0.8471339485265049
640.0283,679.6943,27.4857512,-27.8187792,27.4857489,-27.8188015,16.805,3.5,2,187.9476,0.0229236,2.036,29.65,13.2537,0.0001,18560.0,176695,0275m277,5015,SER,27.48574877761106,-27.8187794532997,0.01670039,839.90796,1568.1433,2153.7815,2641.4297,1.3737918,1.2485092,1.1985016,1.2381035,1.294055,9517701.0,6.241044,3075844.0,-0.20751679,211603550.0,-0.2965732,266436830.0,15.189421,14.511536,14.166996,13.945402,14.118378,14.531201,12.30531,11.700524,0.67788506,0.34453964,0.5661335,0.22159386,27.485875,-27.8186667,230,3,01 49 56.61,-27 49 07.2,0.042866,,18.0001,17.1341,Simbad,0.5712056435772377
570.2314,770.6032,27.4914251,-27.8120812,27.4914884,-27.8121828,14.867,3.5,2,57.26342,0.02301736,1.376,68.8,14.5419,0.0003,6526.0,176695,0275m277,5257,SER,27.4914190220405,-27.81209212365086,0.016820326,303.0888,545.7481,733.7999,885.0614,1.3717893,1.2390314,1.185571,1.1523154,1.2469515,1982172.2,5.3099303,867091.94,0.13243951,31694188.0,-0.14717263,32569670.0,16.296076,15.657519,15.336056,15.132566,15.586008,15.901958,13.91207,11.872924,0.6385565,0.32146358,0.5249529,0.2034893,27.4910833,-27.8120833,230,4,01 49 57.86,-27 48 43.5,0.0,,18.9147,18.3172,Simbad,1.0694568957572672
466.0338,690.2248,27.5000688,-27.8180448,27.500066,-27.8180284,9.969,3.5,0,11.36598,0.02299396,1.245,-89.47,16.9489,0.0017,1070.0,176695,0275m277,5644,SER,27.50007935114963,-27.81807803003387,0.016837442,43.20784,60.769867,73.28308,79.24558,1.3741232,1.2511263,1.1973808,1.194737,1.2560782,87073.96,3.0604537,137959.08,0.13710256,2071497.8,0.02296209,904099.2,18.411093,18.04078,17.83749,17.752562,18.064203,18.296534,,12.782163,0.37031364,0.20328903,0.28821754,0.08492851,27.499875,-27.8181111,230,5,01 49 59.97,-27 49 05.2,0.088395,,19.9607,19.4494,Simbad,0.6614481947228242
843.2491,658.9564,27.4690473,-27.8203135,27.4690268,-27.8203167,3.176,3.5,0,36.11851,0.02304074,1.055,-49.64,17.5598,0.0014,1837.0,176695,0275m277,4219,REX,27.46902204298467,-27.82031360324704,0.01650874,21.944717,26.342772,29.190453,38.42343,1.3800784,1.2583481,1.2120886,1.2675332,1.0,0.0,0.2582725,2062917.1,0.0,0.0,0.0,0.0,19.146675,18.948347,18.836899,18.53851,16.865437,16.261951,15.218002,,0.19832802,0.11144829,0.40983772,0.29838943,27.468875,-27.8204167,230,2,01 49 52.53,-27 49 13.5,0.0,,19.6399,19.4916,Simbad,0.5974392129088488
902.9962,638.913,27.4642751,-27.8218431,27.4641108,-27.8217767,8.055,3.5,0,10.39752,0.02304074,1.184,-40.91,17.2211,0.0018,1045.0,176695,0275m277,3942,EXP,27.46342358877521,-27.82211553235923,0.016425818,2.7189376,1.9415921,1.8441373,1.2976575,1.3823347,1.2561421,1.2068172,1.2675332,1.0,0.0,0.8101445,22852.3,0.75513315,17231.775,-0.3814558,18533.754,21.414001,21.779606,21.835516,22.2171,,,18.600899,15.25013,-0.3656044,-0.05591011,-0.43749428,-0.38158417,27.4637083,-27.822,230,1,01 49 51.29,-27 49 19.2,0.088744,,19.9635,20.0312,Simbad,0.9973394388728344
564.575,490.8734,47.5590183,-35.0302499,47.5590561,-35.0302591,9.093,3.5,3,27.83933,0.02703959,1.2,87.71,16.1218,0.0009,2112.0,141098,0476m350,1777,SER,47.55903036149267,-35.03027873839472,0.02127651,91.135704,160.58833,215.626,254.61438,1.346538,1.2212694,1.2805095,1.0753556,1.467802,273950.53,3.4108777,1931445.4,0.086733855,9529767.0,-0.028381862,5056653.0,17.600779,16.985716,16.665747,16.485292,16.98383,17.380991,15.510228,14.796675,0.6150627,0.31996918,0.50042343,0.18045425,47.5594167,-35.0298889,51,3,03 10 14.26,-35 01 47.6,0.0,,20.2179,19.1848,Simbad,1.807377710209877
744.7645,791.5311,47.5430129,-35.0084212,47.5430338,-35.0083826,14.745,3.5,0,61.59866,0.02703959,1.072,-23.14,14.8139,0.0005,4411.0,141098,0476m350,1216,REX,47.54303848651573,-35.00839954500856,0.02121576,212.17978,373.31647,478.41037,586.56323,1.3806306,1.2466152,1.3056732,1.0715256,1.0,0.0,3.6051912,1465450.5,0.0,0.0,0.0,0.0,16.68324,16.069807,15.800499,15.579213,15.828189,16.277498,14.354404,13.789,0.61343384,0.2693081,0.4905939,0.22128582,47.5429167,-35.0083056,51,2,03 10 10.30,-35 00 29.9,0.0,,19.0606,18.3702,Simbad,0.4932922799232008
919.8467,815.5861,47.5273743,-35.0066043,47.5274767,-35.0066344,4.491,4.0,0,9.700079,0.02706706,1.135,-3.49,18.4175,0.0044,500.1,141098,0476m350,673,SER,47.52743081502302,-35.00661751239641,0.020973045,12.632396,14.337361,16.789158,16.210323,1.3806306,1.2466152,1.3056732,1.0715256,2.25,1622.4323,1.0065607,124777.22,-0.1662464,187974.69,-0.042741355,98543.16,19.746286,19.608828,19.437428,19.475521,19.875286,20.08366,19.929283,,0.1374588,0.17140007,0.1333065,-0.038093567,47.527,-35.007,51,1,03 10 06.48,-35 00 25.2,0.0,,20.2593,20.1742,Simbad,1.873441426290388
515.2521,651.5486,47.5634553,-35.018531,47.5634329,-35.0185639,8.627,3.5,0,17.05715,0.02709449,1.358,79.48,16.6349,0.0013,1411.0,141098,0476m350,1927,SER,47.56346908968972,-35.01856114450278,0.021541655,43.769463,73.8212,95.72727,109.34872,1.3559848,1.2133199,1.2878165,1.0827817,0.7357635,213797.56,2.5688224,379861.28,0.20132676,3443323.0,-0.09929212,2029551.5,18.397072,17.829548,17.547411,17.402966,17.726961,18.21407,16.182932,14.658928,0.56752396,0.28213692,0.42658234,0.14444542,47.5634167,-35.0186111,51,4,03 10 15.22,-35 01 07.0,0.0,,20.3004,20.3873,Simbad,0.2370654696703063
683.7632,752.2269,55.1359606,-48.6259396,55.1358767,-48.6258502,6.349,3.5,0,34.0465,0.02547511,1.14,57.84,16.38,0.0009,2456.0,82197,0550m487,8588,REX,55.13591683083962,-48.62590921258528,0.011558753,63.13262,86.06388,97.52333,104.68456,1.4095623,1.2406597,1.2126719,1.1245054,1.0,0.0,1.2855705,1977875.6,0.0,0.0,0.0,0.0,17.999365,17.662949,17.52723,17.450293,17.818495,18.271765,16.325787,16.01971,0.33641624,0.1357193,0.21265602,0.07693672,55.1357083,-48.6258889,59,3,03 40 32.57,-48 37 33.2,0.0,,19.8994,19.4277,Simbad,0.5015588381010342
712.8647,701.5821,55.1326507,-48.6295759,55.1326657,-48.6295335,4.386,3.5,0,20.90722,0.02555282,1.262,19.75,17.4754,0.0016,1320.0,82197,0550m487,8476,SER,55.13265426951509,-48.62954589610883,0.011502105,28.383574,33.2056,35.847336,37.533463,1.3879961,1.2406597,1.2126719,1.1245054,0.5,73639.08,1.0262544,1091844.5,-0.021042053,891695.4,-0.20029318,1566524.6,18.867332,18.696972,18.613857,18.563953,19.090052,19.351248,18.000803,14.357141,0.17036057,0.083114624,0.1330185,0.04990387,55.1325,-48.6295,59,2,03 40 31.80,-48 37 46.2,0.0,,19.8076,19.7691,Simbad,0.4025312096802061
801.5356,535.0862,55.1231562,-48.6417218,55.1228771,-48.6416425,6.018,3.5,3,18.6344,0.02537113,1.216,37.34,17.1088,0.0015,1369.0,82197,0550m487,8165,PSF,55.12245913409185,-48.64203615489762,0.011243959,0.94558245,0.93763304,0.7602563,0.9318999,1.459387,1.3178328,1.285423,1.1401948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.560751,22.569918,22.7976,22.576576,19.689568,20.617712,16.161001,13.189478,-0.0091667175,-0.22768211,-0.006658554,0.22102356,55.1225833,-48.6423056,59,1,03 40 29.42,-48 38 32.3,0.0,,20.2824,19.4815,Simbad,1.0139727732469856
545.8018,773.0991,55.1510477,-48.6242764,55.1510694,-48.624342,14.567,3.5,0,49.36098,0.02542317,1.095,39.58,14.7914,0.0004,4965.0,83150,0550m485,7533,REX,55.15103067821671,-48.62424917136797,0.011718989,269.88083,417.2757,512.4296,596.34595,1.4085456,1.2616656,1.2092505,1.1264101,1.0,0.0,3.8315456,1372010.8,0.0,0.0,0.0,0.0,16.42207,15.948942,15.725914,15.561255,15.906247,16.312056,13.958205,13.123792,0.47312737,0.22302818,0.38768768,0.1646595,55.151,-48.6245,59,4,03 40 36.24,-48 37 28.2,0.0,,18.0358,17.7545,Simbad,0.9059291316776528
535.4581,616.4056,66.7579226,-49.1245749,66.7578717,-49.1246182,11.959,3.5,2,229.0126,0.02713061,1.196,-89.13,14.0163,0.0003,10910.0,81279,0666m490,10060,DUP,66.75788923904496,-49.1245573541696,0.019797854,0.0,0.0,0.0,0.0,1.3465796,1.3330152,1.1572496,1.1130242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,66.7572917,-49.1238333,235,4,04 27 01.75,-49 07 25.8,0.0,,18.7048,18.807,Simbad,2.9624492288664186
407.4114,748.8563,66.7721603,-49.1149709,66.7721146,-49.1149813,12.041,3.5,2,242.8615,0.02715812,2.266,-25.45,13.5956,0.0002,15740.0,81279,0666m490,8148,SER,66.77262982968402,-49.11473712347369,0.019724023,513.7137,972.5458,1294.2363,1543.8142,1.32893,1.3389413,1.1431184,1.1153045,0.9369088,6193375.0,5.142897,9521085.0,-0.27979824,122766440.0,0.21880153,120366144.0,15.723197,15.030225,14.719966,14.528512,14.943882,15.4426,13.423775,,0.6929722,0.31025887,0.5017128,0.19145393,66.7724167,-49.1146389,235,5,04 27 05.38,-49 06 52.7,0.05828,,17.6725,17.0204,Simbad,0.6142094782533873
915.3221,732.6142,66.7158972,-49.1161147,66.715639,-49.1161426,10.917,3.5,2,30.66238,0.02710309,1.355,-79.35,15.4744,0.0007,3150.0,81279,0666m490,6575,REX,66.71578600950266,-49.11614529629508,0.02021754,147.3691,208.92911,250.81734,259.7341,1.3261907,1.3363465,1.1395792,1.1149026,1.0,0.0,2.6555638,1208268.8,0.0,0.0,0.0,0.0,17.078983,16.700003,16.501606,16.463678,16.765846,17.158281,14.911572,13.767239,0.37898064,0.19839668,0.23632431,0.037927628,66.7155833,-49.1161944,235,1,04 26 51.74,-49 06 58.3,0.0,,18.5235,18.163,Simbad,0.5093061695066153
802.1036,713.0295,66.7283489,-49.11765,66.7282262,-49.117575,10.561,3.5,0,8.448759,0.02702033,1.584,27.28,17.275,0.0028,633.5,81279,0666m490,6922,SER,66.72834628857257,-49.1176649251292,0.02005361,44.72741,58.99403,66.01034,69.27231,1.3261907,1.3363465,1.1395792,1.1149026,3.0436401,15404.387,5.23879,15299.074,-0.16168307,672007.8,0.016467517,298044.28,18.373566,18.072979,17.95097,17.898602,,,,,0.3005867,0.12200928,0.17437744,0.052368164,66.7280833,-49.1176667,235,2,04 26 54.74,-49 07 03.6,0.0,,19.9712,19.6633,Simbad,0.6196939373096197
773.4702,611.0958,66.7314541,-49.1250748,66.7314019,-49.124995,10.26,3.5,0,68.69378,0.02704794,1.236,-49.27,15.4618,0.0006,3489.0,80334,0665m492,10927,SER,66.73140597687143,-49.12506145178234,0.020014493,228.24928,316.00607,363.7375,401.984,1.3317205,1.3388722,1.1374329,1.1144613,5.042731,88435.15,6.4692926,432469.25,-0.1402565,6295912.0,-0.15379098,6714699.5,16.603977,16.250761,16.09803,15.989478,16.49382,16.894287,15.411119,13.404518,0.35321617,0.15273094,0.26128292,0.10855198,66.7312917,-49.1246944,235,3,04 26 55.51,-49 07 28.9,0.0,,18.8249,18.3212,Simbad,1.348533717925644
622.816,500.7607,54.5450916,-47.4111648,54.5451114,-47.4111822,11.092,3.5,2,21.8694,0.0251791,1.275,38.05,16.0871,0.0011,1905.0,87009,0544m475,8686,SER,54.54555348227841,-47.41201930354791,0.011218387,1.4255263,1.3110534,1.0507045,0.11910851,1.4098734,1.3618282,1.155096,1.1008481,0.5,145.65414,2.3031752,353.58447,0.5851116,2842.922,0.030058727,1813.7762,22.115063,22.20595,22.446299,24.810143,,,,,-0.09088707,-0.24034882,-2.6041927,-2.363844,54.5455,-47.4116944,58,3,03 38 10.92,-47 24 42.1,0.0,,20.2691,19.7303,Simbad,1.176887454989637
582.5821,852.5403,54.5492993,-47.3856209,54.5494517,-47.3855816,10.74,3.5,2,20.24058,0.02520467,2.048,-2.45,15.9974,0.0009,2076.0,87009,0544m475,8794,SER,54.54934174827138,-47.38559464123681,0.010906948,85.34626,132.57211,164.51413,180.46375,1.4031245,1.3618908,1.155096,1.1010625,0.9669872,340624.4,3.4932282,325458.1,-0.21842794,6171258.0,0.12070631,4215817.5,17.672039,17.193869,16.959492,16.859026,17.243143,17.742384,15.785693,14.590857,0.4781704,0.2343769,0.33484268,0.10046577,54.5492917,-47.3856111,58,4,03 38 11.83,-47 23 08.2,0.0,,18.9769,18.628,Simbad,0.1356169965668032
707.6807,823.5868,54.5358613,-47.3876546,54.5360031,-47.3876847,6.568,3.71,0,10.83024,0.0251791,1.438,21.08,17.5265,0.0023,862.8,87009,0544m475,8390,REX,54.53527578198323,-47.3867555551081,0.011228248,0.90492284,1.222483,1.822157,1.408362,1.4031245,1.3618908,1.155096,1.1010625,1.0,0.0,2.3311658,153.42056,0.0,0.0,0.0,0.0,22.60847,22.281893,21.848536,22.128214,,,,13.905605,0.32657814,0.43335724,0.1536789,-0.27967834,54.5352917,-47.3871944,58,2,03 38 08.47,-47 23 13.9,0.0,,19.8911,19.4686,Simbad,1.5803179395689086
833.8829,572.5403,54.5222979,-47.4059889,54.5224181,-47.4059497,9.983,3.5,0,53.99585,0.0250251,1.441,-25.0,15.3843,0.0005,4071.0,87009,0544m475,8010,SER,54.52236933614189,-47.4059597702231,0.011669433,107.79781,227.44832,315.24808,397.2362,1.3968096,1.3364122,1.155096,1.1645278,1.4172784,409204.7,3.4061368,2737207.0,-0.22417846,8596473.0,0.24465445,20370722.0,17.418476,16.607794,16.253368,16.002378,16.073336,16.484526,14.881485,12.7173,0.8106823,0.35442543,0.60541534,0.2509899,54.5225833,-47.4058889,58,1,03 38 05.42,-47 24 21.2,0.0,,20.2363,19.9946,Simbad,0.5804013925753333
759.9216,827.7186,55.6109013,-41.1444623,55.6111986,-41.1447013,24.27,3.5,2,71.16744,0.02789875,1.315,62.74,13.2573,0.0002,10510.0,112777,0555m412,7925,SER,55.61118847941587,-41.14467798349656,0.016196558,1141.3983,1803.2839,2210.75,2378.8057,1.3619049,1.2586563,1.055371,1.2670853,1.4628271,6661637.0,8.755139,918819.06,0.018858826,85752016.0,-0.22398694,151674100.0,14.856407,14.359839,14.138651,14.059103,14.68868,15.192921,13.549897,13.22913,0.49656773,0.22118855,0.30073643,0.07954788,55.6112917,-41.1446111,60,2,03 42 26.71,-41 08 40.6,0.004923,,17.0741,16.6998,Simbad,0.3691608350963796
543.1097,762.0372,55.6324493,-41.1495672,55.6321488,-41.1494916,14.615,3.5,0,9.871937,0.02784188,3.683,13.44,16.3594,0.0014,1031.0,112777,0555m412,8577,SER,55.63225419210978,-41.14952251705099,0.01602056,64.05925,96.30719,116.96004,123.8108,1.3619049,1.2586563,1.0796129,1.2639811,0.5,428926.34,6.0206914,322550.6,-0.58624333,11220362.0,-0.3083774,7743582.5,17.983545,17.540854,17.329906,17.268105,17.81973,18.346998,17.578796,,0.4426918,0.21094704,0.27274895,0.06180191,55.6315,-41.1493889,60,4,03 42 31.56,-41 08 57.8,0.0,,20.0069,19.6158,Simbad,2.1002777516781324
760.8069,679.577,55.6111801,-41.1554519,55.6111021,-41.1554827,8.092,3.87,2,11.02361,0.02792715,1.081,-9.14,17.2899,0.0026,795.5,112777,0555m412,7924,REX,55.61115773427836,-41.1554598853192,0.016171342,32.43085,43.751408,48.46455,52.455135,1.389776,1.2586563,1.0796129,1.2639811,1.0,0.0,1.9769858,239716.05,0.0,0.0,0.0,0.0,18.722605,18.39752,18.28644,18.20053,19.205925,19.426176,16.352234,11.847135,0.3250847,0.11108017,0.19699097,0.0859108,55.6107917,-41.1556944,60,1,03 42 26.59,-41 09 20.5,0.0,,20.0337,19.9131,Simbad,1.3027353258599532
673.5217,481.5289,55.6194801,-41.1698664,55.6195263,-41.1699007,2.54,3.5,0,68.45457,0.02778488,1.02,24.53,17.1393,0.001,2842.0,112777,0555m412,8183,PSF,55.61951174555693,-41.16989996658953,0.015968593,44.052433,52.704987,49.092915,47.83614,1.3826966,1.2771543,1.0934019,1.2449532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.390076,18.195372,18.272453,18.30061,17.342054,16.692055,15.92209,14.376433,0.19470406,-0.07708168,-0.10523796,-0.02815628,55.6192917,-41.17,60,3,03 42 28.63,-41 10 12.0,0.0,,19.9046,18.1355,Simbad,0.6966144853846179
786.9307,465.0836,29.6593072,-33.7736007,29.6594008,-33.7735946,8.812,3.5,0,31.46833,0.02649243,1.106,-54.08,16.2559,0.001,1993.0,146988,0295m337,10434,SER,29.6593525435057,-33.77359425372538,0.01881649,50.859344,111.07315,154.46835,192.9597,1.4328873,1.3490169,1.0953088,1.1246251,1.75188,90010.54,2.7244895,373627.12,0.06794224,3188229.2,0.10490681,4308564.5,18.234074,17.385977,17.0279,16.786333,16.942366,17.176037,15.381022,13.768613,0.84809685,0.3580761,0.5996437,0.24156761,29.6595,-33.7735,39,1,01 58 38.28,-33 46 24.6,0.157394,,20.2724,20.2398,Simbad,0.5566354327227331
759.9559,880.3979,29.6616787,-33.7433256,29.6617701,-33.7433694,7.391,3.5,2,103.2124,0.0266278,1.327,17.84,14.8866,0.0003,8084.0,146988,0295m337,10524,SER,29.66166257692671,-33.74332914844585,0.019050054,225.92346,360.38397,440.3897,513.95087,1.3965842,1.3163322,1.0953088,1.1246251,1.089455,1247601.0,2.0728827,13296956.0,-0.15310666,37907772.0,-0.10184162,33355482.0,16.615097,16.108086,15.890408,15.722696,16.064335,16.489052,14.255844,13.043851,0.5070114,0.21767807,0.38538933,0.16771126,29.6615833,-33.7433889,39,2,01 58 38.78,-33 44 36.2,0.0,,18.8622,18.2111,Simbad,0.3202965767505477
718.6672,708.7247,29.665177,-33.7555528,29.6653812,-33.755864,10.935,3.5,0,15.28095,0.02649243,2.088,48.7,16.2177,0.0011,1634.0,146988,0295m337,10652,SER,29.6653533612545,-33.7557267984171,0.019086022,81.44744,101.36447,118.32168,114.77605,1.3953122,1.3398558,1.1114928,1.1149844,0.6789088,376570.94,3.896482,249973.03,-0.03363489,6563153.5,-0.6156629,10661746.0,17.722807,17.485285,17.317339,17.350372,18.020958,18.527159,17.171888,14.712886,0.23752213,0.16794586,0.13491249,-0.03303337,29.665,-33.7556111,39,3,01 58 39.60,-33 45 20.2,0.0,,18.8419,18.7809,Simbad,1.1367026264717894
476.4195,688.3452,29.6866231,-33.7573007,29.6865864,-33.7573484,5.428,3.5,0,54.89811,0.02665479,1.4,-66.02,16.2917,0.0007,3048.0,146988,0295m337,11421,SER,29.68659056847958,-33.75728046432995,0.019105537,71.93055,103.96526,118.57029,133.24461,1.4293345,1.3694183,1.1285005,1.1247135,1.7975858,56164.875,1.4618757,1219054.5,0.23437656,4002603.0,0.2382116,4029637.8,17.857716,17.457779,17.31506,17.188375,17.49315,17.86921,15.825962,13.559594,0.39993668,0.14271927,0.26940346,0.12668419,29.6864167,-33.7571111,39,4,01 58 44.74,-33 45 25.6,0.062604,,19.7446,19.2853,Simbad,0.801598024957953
652.0429,417.7383,53.4436255,-30.3345932,53.4436218,-30.3345394,14.694,3.5,0,36.29177,0.01700671,1.736,44.27,15.2295,0.0004,4705.0,164182,0533m302,10501,SER,53.44363247558491,-30.33458516543448,0.014927684,155.51395,292.3136,403.61145,497.08762,1.3090708,1.2117945,1.1699176,1.2132684,1.5238527,500472.2,5.271472,172458.53,-0.09941544,6168862.0,-0.2924813,10631971.0,17.020576,16.335377,15.985091,15.758918,15.923354,16.35686,14.64345,14.136445,0.68519974,0.35028553,0.57645893,0.2261734,53.4432917,-30.3338889,56,3,03 33 46.39,-30 20 02.0,0.1064,,19.3753,18.7572,Simbad,2.721021163451484
713.2719,857.4672,53.4384795,-30.3026441,53.4384566,-30.3025373,6.926,3.5,0,16.1391,0.01693744,1.417,-58.75,17.0676,0.0011,1843.0,164182,0533m302,10337,SER,53.43844343605756,-30.3025939673689,0.01512724,33.128834,51.759212,65.84274,72.05579,1.3456476,1.2059089,1.1643689,1.241273,1.066766,80467.48,1.9312133,370837.44,0.087938644,1323916.8,0.16002104,1986233.9,18.699484,18.21503,17.95373,17.855827,18.264282,18.558987,17.475004,,0.4844532,0.26130104,0.35920334,0.0979023,53.4385833,-30.3025,56,2,03 33 45.26,-30 18 09.0,0.1061,,20.3328,20.2223,Simbad,0.5508303587215934
630.8187,811.3528,53.4453921,-30.3059185,53.4454074,-30.3058929,6.196,3.5,2,60.993,0.01702399,1.344,18.54,16.2003,0.0006,4462.0,164182,0533m302,10561,SER,53.44537476493722,-30.30588441877911,0.01508493,56.49489,117.13751,176.40283,207.84972,1.3469751,1.2350729,1.1804036,1.2031342,4.202573,20190.404,1.7752483,569832.3,0.14581116,3102963.8,0.024221394,1879441.4,18.119978,17.32826,16.883736,16.705626,15.912089,15.647626,14.68996,12.769016,0.7917175,0.44452477,0.6226349,0.17811012,53.4454167,-30.3058056,56,4,03 33 46.90,-30 18 20.9,0.0,,20.1442,19.4364,Simbad,0.3122500972354524
749.7407,651.0658,53.4353612,-30.3175637,53.4353831,-30.3175589,7.503,3.5,0,87.64507,0.01698942,1.769,59.69,15.2941,0.0002,8614.0,164182,0533m302,10222,SER,53.43533681994836,-30.31760628997305,0.015213116,128.04419,260.34515,395.70584,483.4198,1.3381984,1.1752974,1.1257668,1.1689986,1.5323101,425924.0,2.4861465,1805385.5,0.16182746,14452850.0,-0.2992442,16000795.0,17.2316,16.461126,16.006569,15.789189,15.042479,14.994829,13.067019,12.020145,0.7704735,0.45455742,0.671937,0.21737957,53.4352083,-30.3173889,56,1,03 33 44.45,-30 19 02.6,0.130297,,20.2098,19.575,Simbad,0.8786280302814236
