X_IMAGE,Y_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,ALPHA_SKY,DELTA_SKY,FLUX_RADIUS,KRON_RADIUS,FLAGS,FLUX_APER,FLUXERR_APER,ELONGATION,THETA_IMAGE,MAG_AUTO,MAGERR_AUTO,SNR_WIN,brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
732.2246,744.2206,328.8658219,-20.8587968,328.8658044,-20.8587808,4.877,3.5,2,28.49422,0.02404943,1.278,35.95,17.0919,0.0012,1778.0,214595,3288m207,1927,SER,328.8657610960995,-20.85877111180021,0.03322421,55.05505,0.0,92.19143,0.0,1.7617508,0.0,1.542506,0.0,1.9178262,3640.6404,1.0137244,142744.28,-0.14660576,155984.44,-0.24136542,190258.92,18.148006,inf,17.588274,inf,17.804852,18.26228,16.721197,17.534143,inf,inf,,inf,328.865625,-20.8588333,276,4,21 55 27.75,-20 51 31.8,0.0,,19.8329,19.6747,Simbad,0.5096413166639123
903.7675,690.5833,328.8524258,-20.8626537,328.8524439,-20.862684,7.488,3.5,2,11.43641,0.0240006,1.178,-30.89,17.0987,0.0016,1176.0,214595,3288m207,1723,SER,328.8524368605138,-20.86268537562251,0.033235632,51.43196,0.0,86.716125,0.0,1.7617508,0.0,1.542506,0.0,0.5,30744.809,1.931696,93284.86,-0.10861084,310700.0,0.1668865,436015.66,18.221918,inf,17.65475,inf,17.964941,18.432709,16.123133,14.936952,inf,inf,,inf,328.8524167,-20.8626944,276,1,21 55 24.58,-20 51 45.7,0.0,,19.6331,19.3956,Simbad,0.0751992366587653
585.4828,306.1484,198.2801567,12.6612035,198.2802699,12.6613598,14.701,3.61,0,24.76636,0.03061523,1.171,-44.5,15.5101,0.001,2048.0,404056,1983p127,5632,DUP,198.280132761102,12.66121660555178,0.02360241,0.0,0.0,0.0,0.0,1.1460271,0.990565,1.1663548,1.459821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,198.2802917,12.6615278,132,3,13 13 07.27,+12 39 41.5,0.178535,,20.018,19.4231,Simbad,1.2516921034605404
846.4405,804.8771,198.2607697,12.6977421,198.2608114,12.6976603,11.676,3.5,0,106.1736,0.03070939,1.865,50.19,14.3443,0.0003,7306.0,404056,1983p127,1936,SER,198.2608024976516,12.6977041752871,0.023700604,325.31778,611.2325,832.2682,1013.4332,1.305682,1.1746185,1.1663548,1.459821,1.727672,619091.0,4.3203588,421528.22,0.053812772,11257873.0,-0.36740178,18522790.0,16.21923,15.534484,15.199342,14.985512,15.163076,15.640532,13.892612,13.821499,0.68474674,0.33514214,0.54897213,0.21383,198.2609583,12.6975833,132,1,13 13 02.63,+12 41 51.3,0.060622,,18.6507,18.3338,Simbad,0.6991084827857998
573.4602,613.8355,198.2811324,12.6837644,198.2811727,12.6837524,10.739,3.5,0,18.52858,0.03080325,2.074,29.33,16.2616,0.0013,1371.0,404056,1983p127,2422,SER,198.2811769270057,12.68375142899898,0.023674829,82.12283,112.05158,134.54207,139.37743,1.305682,1.1746185,1.1663548,1.459821,1.0935631,61393.453,3.8270304,58328.633,-0.15113968,927048.94,-0.30342954,1461831.4,17.71384,17.376455,17.177855,17.139519,17.94803,18.47348,17.840055,14.821569,0.33738518,0.19860077,0.23693657,0.0383358,198.281375,12.6835278,132,4,13 13 07.53,+12 41 00.7,0.030082,,19.2885,19.0654,Simbad,1.06398987329115
744.7411,1025.5063,198.2686063,12.7131694,198.2684019,12.7137158,32.41,3.53,3,7.132205,0.03058379,1.061,58.28,14.9665,0.0011,1513.0,404056,1983p127,2099,EXP,198.2685821305454,12.71326428388539,0.023628449,56.57125,84.352264,99.44517,110.87495,1.305682,1.1746185,1.1663548,1.459821,1.0,0.0,4.6376777,17927.713,0.23847051,633273.06,-0.07367217,288583.25,18.118511,17.684757,17.50604,17.387917,17.797539,18.495184,,14.760406,0.43375397,0.17871666,0.29684067,0.11812401,198.2679583,12.7138056,132,2,13 13 04.31,+12 42 49.7,0.029737,,17.9483,17.3989,Simbad,2.932042524360014
370.4962,714.1714,24.6548809,-40.0113962,24.654834,-40.0111653,32.183,3.5,16,340.2282,0.02817507,3.341,54.75,11.9668,0.0001,26010.0,118155,0245m400,9112,DUP,24.65484190517569,-40.01143096051686,0.013918355,0.0,0.0,0.0,0.0,1.3286259,1.2246552,1.1834365,1.1796116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,24.6550833,-40.0116111,34,4,01 38 37.22,-40 00 41.8,0.025227,,18.0675,17.3774,Simbad,0.9292867856566056
806.1862,780.0876,24.6134594,-40.0063463,24.6134418,-40.0063399,11.622,3.5,0,95.12869,0.02823263,1.108,31.86,14.682,0.0004,5981.0,118155,0245m400,5704,SER,24.61344207589009,-40.00632048453307,0.014003525,240.45566,490.41696,664.9344,833.28265,1.3371308,1.2583863,1.2224959,1.15826,2.0,284144.2,4.0261827,712624.8,-0.085634924,18324382.0,-0.097602196,19921126.0,16.547413,15.773586,15.443053,15.198019,15.551699,16.039467,15.140327,14.002994,0.7738266,0.33053303,0.57556725,0.24503422,24.6135833,-40.0058056,34,2,01 38 27.26,-40 00 20.9,0.068968,,19.1309,18.958,Simbad,1.8940508695604408
1010.9384,691.2776,24.5940656,-40.0127325,24.5939763,-40.012785,10.604,3.5,2,32.30329,0.02811739,2.497,-45.45,15.7319,0.0008,2427.0,118155,0245m400,5240,SER,24.59397860042316,-40.01277573056711,0.014104888,82.580765,158.17953,215.10934,268.7563,1.3060107,1.2087612,1.188741,1.1801978,1.195519,279637.94,3.9779851,500094.6,-0.014388049,5177989.0,0.4662958,9594941.0,17.707802,17.002125,16.668352,16.426603,16.441463,16.843193,15.181745,,0.70567703,0.33377266,0.57552147,0.24174881,24.5942083,-40.013,34,1,01 38 22.61,-40 00 46.8,0.0,,20.3523,19.9247,Simbad,1.0261392009510295
567.5154,565.2858,24.6358648,-40.0220106,24.6361009,-40.02199,10.197,3.5,0,16.37683,0.02814624,2.295,19.92,16.3528,0.0012,1470.0,118155,0245m400,6333,SER,24.6358900324604,-40.02196211047985,0.013948152,71.14154,96.49555,106.13139,115.03545,1.3595511,1.2788825,1.1833538,1.198729,0.77913654,232824.64,3.601317,195877.19,-0.35909095,4570842.5,-0.32600683,4343203.5,17.869692,17.538733,17.43539,17.347921,17.79278,18.387989,15.62199,13.409796,0.33095932,0.10334206,0.19081116,0.0874691,24.6359167,-40.0218889,34,3,01 38 32.62,-40 01 18.8,0.0,,19.3654,19.2934,Simbad,0.2736196758173091
