brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
159150,0310m312,1257,SER,30.95856931662525,-31.14696311824521,0.022556743,74.313484,95.47202,102.53385,111.74088,1.372416,1.1321269,0.96734303,1.1827521,0.5,518127.3,3.0986004,453803.7,0.49010858,9417435.0,0.17884386,5950638.0,17.82233,17.55031,17.472832,17.379469,18.061316,17.817305,18.410275,,0.27202034,0.07747841,0.17084122,0.09336281,30.9584167,-31.1471111,40,2,02 03 50.02,-31 08 49.6,0.0,,18.7238,18.6343,Simbad,0.7105701053086684
159150,0310m312,1498,SER,30.96466705372731,-31.14377393611345,0.022625748,280.76392,380.8115,421.0894,471.58167,1.369367,1.1200596,0.96734303,1.205984,0.6996461,2717249.2,3.8686197,1533700.5,0.272415,35801016.0,0.2492863,34993412.0,16.379147,16.048225,15.939064,15.816108,16.357124,16.894632,15.20279,13.930923,0.33092117,0.10916138,0.23211765,0.12295628,30.9649167,-31.1436944,40,3,02 03 51.58,-31 08 37.3,0.0289,,17.5967,17.2655,Simbad,0.8207596918533271
21480,0045m692,3229,SER,4.370577570070008,-69.13902271235266,0.024888385,127.66145,279.78406,399.98227,504.4354,1.7102667,1.4278299,1.3807452,1.434196,3.4058836,222379.97,5.12439,206219.95,0.033822246,7801008.5,0.025583746,6551787.5,17.23485,16.382942,15.994898,15.742986,16.064045,16.31684,15.582551,12.633284,0.85190773,0.38804436,0.6399565,0.25191212,4.3704583,-69.1386111,6,1,00 17 28.91,-69 08 19.0,0.0,,20.0865,19.9392,Simbad,1.4896722419477713
21480,0045m692,5206,SER,4.472929254015509,-69.15242511327337,0.024341783,26.751595,35.372044,41.11849,43.901848,1.8149159,1.4230069,1.3807452,1.434196,0.71010524,42681.33,1.6030473,460311.88,-0.06184462,871899.2,-0.53693527,1032343.6,18.931625,18.62835,18.464907,18.393793,18.870138,19.407084,,,0.30327606,0.16344261,0.2345562,0.07111359,4.4720417,-69.1526944,6,3,00 17 53.29,-69 09 09.7,0.0,,19.9952,19.8058,Simbad,1.494260592107984
21480,0045m692,5674,SER,4.496985775139752,-69.16194378065902,0.023908032,162.14285,229.57133,256.87015,289.97043,1.6458368,1.4122627,1.3807452,1.434196,0.6131464,1383553.4,6.6616,1000491.9,0.21059765,26769948.0,-0.64855015,42732940.0,16.975256,16.597706,16.475716,16.344116,16.905703,17.537483,15.793568,14.282385,0.37755013,0.1219902,0.25358963,0.13159943,4.4970417,-69.1615,6,4,00 17 59.29,-69 09 41.4,0.0,,19.1307,18.4181,Simbad,1.5992148748553403
21480,0045m692,4416,SER,4.433456447332241,-69.1418644672068,0.024956191,49.06191,89.07793,126.18304,139.04338,1.8788303,1.4534192,1.3807452,1.434196,2.193963,50050.97,2.65311,278711.7,-0.029041577,1262883.8,0.06626213,2425788.2,18.273138,17.625574,17.247498,17.142124,17.176424,17.27646,15.510315,12.572896,0.64756393,0.37807655,0.48344994,0.10537338,4.4330417,-69.1416944,6,2,00 17 43.93,-69 08 30.1,0.0,,20.0133,19.7778,Simbad,0.8108422519048771
491345,1972p290,1927,SER,197.1935285196431,28.88018549061634,0.0096646845,256.08432,388.03183,485.88522,540.0579,1.5551748,1.3527744,1.7104954,1.296543,1.7539089,151783.95,10.879635,91662.46,0.2921938,4600053.5,-0.12024859,2224129.5,16.479042,16.027832,15.783666,15.6689,16.236965,16.743277,15.231842,16.167631,0.45121002,0.24416637,0.3589325,0.11476612,197.1938333,28.8796667,129,3,13 08 46.52,+28 52 46.8,0.060895,,18.8495,18.3498,Simbad,2.100273730214791
491345,1972p290,2358,PSF,197.2115759292657,28.88629479312946,0.009423807,2.60083,4.312117,4.6674185,5.5476923,1.4511313,1.2930923,1.5698546,1.2561122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46222,20.913273,20.827309,20.639719,17.63334,18.107893,16.595123,15.501728,0.5489464,0.0859642,0.27355385,0.18758965,197.2115833,28.8863056,129,4,13 08 50.78,+28 53 10.7,0.079628,,19.4403,18.7176,Simbad,0.0453140168709088
491345,1972p290,1647,PSF,197.1837915042842,28.88320836901677,0.009781331,6.092658,4.3746796,3.3336887,2.5986385,1.4541646,1.2942159,1.5698546,1.2542868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.537983,20.897635,21.192688,21.463135,,,18.50239,,-0.35965157,-0.29505348,-0.56550026,-0.27044678,197.1840833,28.8831944,129,2,13 08 44.18,+28 52 59.5,0.264,,20.0177,20.2665,Simbad,0.9211669802324784
491345,1972p290,1605,SER,197.1819850283685,28.89099568474175,0.009887253,84.37127,122.55866,140.91246,155.78143,1.4541646,1.2942159,1.5698546,1.2542868,1.1872443,113360.69,2.383672,322656.53,-0.060980123,1939391.4,0.073716365,2443167.0,17.684513,17.27914,17.127626,17.018711,17.53045,18.285046,16.537067,,0.40537262,0.15151405,0.26042938,0.10891533,197.182,28.8907778,129,1,13 08 43.68,+28 53 26.8,0.0612,,19.5608,19.1073,Simbad,0.7858032944146623
318943,0238m020,5126,SER,23.9088179105253,-2.091462129476733,0.044705916,86.72101,87.86906,71.58818,69.700386,1.513718,1.2494967,1.0976379,1.1704723,4.5251217,15218.63,5.3496842,17726.766,-0.079882585,604725.94,0.083670564,661386.9,17.65469,17.64041,17.862896,17.891912,19.192505,19.834515,17.163929,14.095037,0.014280319,-0.2224865,-0.251503,-0.029016495,23.908875,-2.0912222,33,1,01 35 38.13,-02 05 28.4,0.0,,19.0575,18.5148,Simbad,0.8878290599626307
318943,0238m020,5148,SER,23.90941875305022,-2.077012179347369,0.044550933,98.412704,124.74705,133.77357,146.13458,1.3847115,1.1988958,1.0665869,1.163655,0.5958604,378164.44,1.9996643,22337216.0,0.44348276,30727266.0,0.17960884,32094644.0,17.517372,17.259924,17.184074,17.088118,17.262644,17.727148,15.682224,14.967109,0.2574482,0.07584953,0.17180634,0.0959568,23.9091667,-2.0767222,33,2,01 35 38.20,-02 04 36.2,0.0,,18.8412,18.3699,Simbad,1.3827717795767926
318943,0238m020,5471,SER,23.91813062914817,-2.113980971781942,0.04491966,41.93389,56.28318,58.537342,63.357666,1.513718,1.2494967,1.0976379,1.1704723,1.371825,36357.395,1.511127,447874.53,0.2732424,1564572.9,0.10022434,1018545.7,18.443586,18.124054,18.081417,17.995502,18.487724,19.138123,17.04244,13.222311,0.3195324,0.04263687,0.12855148,0.08591461,23.9178333,-2.1136944,33,4,01 35 40.28,-02 06 49.3,0.0,,19.6826,19.1966,Simbad,1.4860969769378836
318943,0238m020,5280,EXP,23.91337635751728,-2.095954419798143,0.044691585,1.0160253,0.42335007,-0.10411467,-0.33339936,1.513718,1.2494967,1.0976379,1.1704723,1.0,0.0,0.01,7.052676,-0.24234484,8.5124455e-05,0.31470767,7.01302e-05,22.482738,23.43325,,,29.254593,20.217937,16.468721,13.10438,-0.95051193,,,,23.9135,-2.0957222,33,3,01 35 39.24,-02 05 44.6,0.0,,19.4754,19.1906,Simbad,0.9469646002132148
190832,0094m250,4449,PSF,9.470305793977646,-25.09069800998324,0.015794415,50.18981,44.628746,46.607853,41.256287,1.4946649,1.1748964,1.104307,1.1956234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.24846,18.375963,18.328852,18.461275,16.677755,16.197578,15.161977,15.38131,-0.12750244,0.04711151,-0.08531189,-0.1324234,9.47025,-25.0906944,15,2,00 37 52.86,-25 05 26.5,0.0,,18.4833,18.0498,Simbad,0.1823685078995807
190832,0094m250,4432,SER,9.46964856140158,-25.06268643212763,0.01586036,37.801525,45.35328,46.96823,48.263294,1.4838727,1.2087802,1.0948734,1.1663585,1.0423589,63688.227,2.260454,217472.5,-0.40096465,1862636.6,0.154529,1258260.1,18.556227,18.358479,18.32049,18.290958,18.835524,18.684654,16.88992,,0.19774818,0.037988663,0.06752014,0.029531479,9.4694167,-25.0626944,15,1,00 37 52.66,-25 03 45.7,0.066176,,19.9278,19.538,Simbad,0.7566535307592028
190832,0094m250,5247,DEV,9.490176731544569,-25.07375695424441,0.015804822,1167.6772,2640.398,3883.1575,4992.0015,1.4058591,1.1631956,1.06996,1.1409104,4.0,0.0,9.960848,1318073.6,-0.04612796,117283530.0,0.04603617,126622920.0,14.831693,13.945827,13.527038,13.254313,13.649461,14.188989,15.064603,,0.88586617,0.4187889,0.69151306,0.27272415,9.4897083,-25.0746111,15,3,00 37 57.53,-25 04 28.6,0.063567,,19.5779,19.1035,Simbad,3.433396060246917
190832,0094m250,5507,SER,9.496903749885028,-25.05817536248398,0.015810696,189.32092,365.0342,494.10355,614.1615,1.4459321,1.2277192,1.1028271,1.1663585,1.4390751,1103762.4,3.859449,1395945.9,0.1023448,29881784.0,-0.027682064,15660980.0,16.807003,16.094166,15.765455,15.529293,16.013908,16.397028,14.781355,13.738935,0.7128372,0.32871056,0.56487274,0.23616219,9.496875,-25.0581944,15,4,00 37 59.25,-25 03 29.5,0.059258,,19.9986,19.2723,Simbad,0.116136209329133
324660,0131m010,1471,SER,13.04012577583562,-1.119177251059751,0.051570516,230.60197,448.92276,636.275,798.9123,1.2603335,1.2122216,1.1767341,1.1621677,1.057419,1638754.4,8.487607,247327.45,0.43531945,54462148.0,-0.45720544,54293176.0,16.592842,15.869571,15.490888,15.243752,15.001912,15.345359,13.093337,12.205332,0.72327137,0.3786831,0.62581825,0.24713516,13.0404167,-1.1191389,20,1,00 52 09.70,-01 07 08.9,0.041238,,19.5171,18.6617,Simbad,1.0561898463173114
324660,0131m010,1904,SER,13.05099114252429,-1.111288683922806,0.05183192,103.06562,185.43976,246.9346,294.73126,1.2603335,1.2122216,1.1767341,1.1621677,1.0325946,545989.94,3.784927,491015.25,-0.49770728,17308538.0,0.21910955,12051584.0,17.467215,16.829493,16.518545,16.326435,16.46787,16.92776,14.921985,13.97155,0.637722,0.31094742,0.5030575,0.19211006,13.051125,-1.11125,20,4,00 52 12.27,-01 06 40.5,0.0413,,19.6992,19.3486,Simbad,0.5015192836991541
323220,0131m012,1935,EXP,13.04660065707238,-1.128448197229796,0.051507268,3.4392571,3.2952976,3.358729,2.7863362,1.2609787,1.2108105,1.1729822,1.1568494,1.0,0.0,2.0052536,2357.357,-0.2930719,10150.253,-0.35053492,11807.057,21.158838,21.205263,21.184563,21.387417,,,,,-0.046424866,0.020700455,-0.1821537,-0.20285416,13.0462083,-1.1287222,20,3,00 52 11.09,-01 07 43.4,0.104819,,19.9696,18.953,Simbad,1.7225985663573806
324660,0131m010,1536,REX,13.04231588811046,-1.109083549669928,0.051510766,0.25799054,0.4023387,0.48846605,0.14988658,1.2603335,1.2122216,1.1767341,1.1717132,1.0,0.0,1.2333512,88.353714,0.0,0.0,0.0,0.0,23.970991,23.48852,23.277914,24.560593,,,17.390049,,0.48247147,0.21060562,-1.072073,-1.2826786,13.0429583,-1.1094444,20,2,00 52 10.31,-01 06 34.0,0.0,,19.9459,20.2035,Simbad,2.6521797133342666
352893,2326p037,9233,REX,232.798412487144,3.826043120528231,0.048337292,141.53871,218.66803,0.0,301.10645,1.6707317,1.3294432,0.0,1.2760689,1.0,0.0,6.9805927,120709.05,0.0,0.0,0.0,0.0,17.122812,16.650537,inf,16.3032,17.01145,17.641024,16.766182,17.88756,0.47227478,inf,0.34733772,inf,232.7985,3.8262778,172,4,15 31 11.64,+03 49 34.6,0.039322,,18.7681,18.5565,Simbad,0.9014306009342598
352893,2326p037,8283,PSF,232.7800813044629,3.828208841969383,0.048410647,0.13727501,0.14162472,0.0,-0.026294116,1.6093899,1.3043759,0.0,1.2901983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.656021,24.622152,inf,,,,19.014484,,0.03386879,inf,,,232.779625,3.8285278,172,1,15 31 07.11,+03 49 42.7,0.0,,17.9918,17.7459,Simbad,2.001223714253242
352893,2326p037,8438,SER,232.783060771137,3.827491589859414,0.048398245,31.80932,28.853403,0.0,22.980589,1.6093899,1.296306,0.0,1.2869569,6.0,3157.6567,4.857733,116041.01,0.023834215,288980.97,0.048577778,360554.28,18.743614,18.849508,inf,19.096598,20.574694,,18.640081,13.980701,-0.10589409,inf,-0.24708939,inf,232.7827917,3.8273889,172,3,15 31 07.87,+03 49 38.6,0.0,,19.5677,19.369,Simbad,1.0347848382879077
352893,2326p037,8272,SER,232.7799839346584,3.838071122831291,0.04843174,18.061977,28.019493,0.0,38.341274,1.6336927,1.3043759,0.0,1.3042767,6.0,613.98126,0.8320297,255712.56,-0.08291645,292071.4,-0.0012751878,146740.67,19.358088,18.88135,inf,18.540834,17.571537,17.276463,16.041386,,0.47673798,inf,0.34051514,inf,232.7802083,3.8382222,172,2,15 31 07.25,+03 50 17.6,0.0,,19.8428,19.9904,Simbad,0.9722570238640832
53299,3321m572,4376,SER,332.1291946514334,-57.30171219464453,0.023138942,255.10037,387.41928,472.64236,504.36368,1.5451281,1.5788554,1.1297189,1.1695477,1.45116,642293.8,7.5845284,716536.1,0.29772446,18982754.0,-0.2656645,12674554.0,16.483223,16.029547,15.813668,15.74314,16.308928,16.891737,15.536589,,0.45367622,0.21587849,0.28640652,0.07052803,332.129,-57.3011111,196,2,22 08 30.96,-57 18 04.0,0.0342,,18.42,18.0854,Simbad,2.196803196426071
53299,3321m572,4717,REX,332.1453394502563,-57.29395170459528,0.022837708,120.30717,150.25644,198.07845,196.80536,1.5451281,1.5788554,1.1297189,1.1695477,1.0,0.0,0.8126569,6768285.5,0.0,0.0,0.0,0.0,17.29927,17.057917,16.757908,16.764908,16.950718,17.26233,15.027597,,0.24135399,0.30000877,0.2930088,-0.0069999695,332.145,-57.2938889,196,4,22 08 34.80,-57 17 38.0,0.0,,18.6565,18.2391,Simbad,0.6979311795751596
53299,3321m572,4211,SER,332.1212838678745,-57.27773774592522,0.022832476,71.847115,106.06892,125.00758,137.48213,1.5040022,1.4977654,1.1073295,1.0777086,1.5662042,43536.32,6.1499586,24677.424,0.1586438,1028985.2,0.23324803,1390610.6,17.858976,17.43603,17.25766,17.154385,18.802748,19.168125,15.838634,13.174078,0.42294693,0.17836952,0.28164482,0.1032753,332.122,-57.2773056,196,1,22 08 29.28,-57 16 38.3,0.0,,19.9267,19.5891,Simbad,2.088657438985047
53299,3321m572,4445,SER,332.1321567400203,-57.28301894705007,0.022783559,29.882965,40.588886,45.004642,49.186466,1.5013081,1.5048457,0.97515947,1.2375349,2.0349078,5545.186,1.835112,102222.67,0.11465502,302892.56,0.36868367,446893.62,18.811441,18.478983,18.366858,18.270386,19.07028,20.134764,17.808971,13.997248,0.3324585,0.1121254,0.20859718,0.09647179,332.132,-57.283,196,3,22 08 31.68,-57 16 58.8,0.0,,20.2102,19.8834,Simbad,0.3125135337221008
307483,0369m040,16103,DUP,36.8231564591224,-3.899498326821289,0.02978504,0.0,0.0,0.0,0.0,1.2382802,1.1203699,0.9978877,1.0289108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,,,,,36.8235833,-3.8993333,231,4,02 27 17.66,-03 53 57.6,0.043634,,18.3314,17.9544,Simbad,1.6441574761845716
307483,0369m040,1642,EXP,36.82336604048824,-3.893285465258693,0.029954087,1.034906,1.3264954,1.5714747,1.5817318,1.2366583,1.1203699,1.0020769,1.0289108,1.0,0.0,2.175441,1628.6365,-0.25710043,9645.261,0.5741695,13653.448,22.462748,22.193235,22.009232,22.002169,19.408699,20.944885,16.103338,,0.26951218,0.18400383,0.19106674,0.007062912,36.82325,-3.8935833,231,3,02 27 17.58,-03 53 36.9,0.0,,20.1863,19.4083,Simbad,1.150361088923514
307483,0369m040,2720,REX,36.83891221791691,-3.900580587242132,0.029404823,6.369582,6.6917224,6.2908444,6.477929,1.2365853,1.1278375,0.99352235,1.0290774,1.0,0.0,0.35759026,1357311.4,0.0,0.0,0.0,0.0,20.489723,20.436155,20.503227,20.471409,20.258265,20.51747,,14.425613,0.053567886,-0.067071915,-0.035253525,0.03181839,36.8387917,-3.9005,231,5,02 27 21.31,-03 54 01.8,0.0,,20.2318,21.2407,Simbad,0.5210887956243686
307483,0369m040,702,REX,36.80908807486127,-3.877155094496457,0.030540712,107.60378,198.77658,258.08624,311.33105,1.2439584,1.1203699,0.99965394,1.0221313,1.0,0.0,1.6334294,16135081.0,0.0,0.0,0.0,0.0,17.420431,16.754087,16.470589,16.266943,16.65945,17.156189,16.011663,14.474012,0.6663437,0.28349876,0.48714447,0.2036457,36.8089583,-3.8769722,231,1,02 27 14.15,-03 52 37.1,0.0,,19.8647,19.27,Simbad,0.8067126377210437
