index,ra,dec,brickid,objid,type,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z
1028,342.059957979,-9.290479836,278639,669,EXP,0.039533596,39.405125,79.0302,0.0,138.73004,1.4878585,1.3315285,0.0,1.4600391,1.0,0.0,3.9600203,745951.2,-0.14450382,1282016.0,0.6463284,3301751.8,18.511118,17.755518,Infinity,17.144573,17.32167,17.78322,16.200558,15.026309,0.7556,Infinity,0.61094475,Infinity
1029,127.32961175,8.152935631,378270,2435,SER,0.031628434,118.80485,197.22455,245.85522,283.89917,1.2772472,1.3050565,1.840023,1.4246656,2.5276577,58083.86,5.970682,34032.2,-0.17503694,1913261.5,0.07759724,1174185.0,17.312914,16.762598,16.523302,16.36709,17.459826,17.66004,15.090858,,0.55031586,0.23929596,0.3955078,0.15621185
1030,197.660719563,13.950698587,411065,3265,SER,0.021965489,51.70444,90.102234,0.0,135.27527,1.4206735,1.2907562,0.0,1.5384897,2.408331,5960.3105,1.4811767,149851.78,0.22436108,603324.44,0.047099434,382365.72,18.21618,17.613161,Infinity,17.171953,17.383217,17.84189,15.967785,14.414396,0.6030197,Infinity,0.4412079,Infinity
1031,124.015240377,25.221175983,471827,1494,REX,0.039269995,60.769104,110.50616,144.28833,171.10481,1.466078,1.4896708,1.5678533,1.3647816,1.0,0.0,2.0753262,475691.9,0.0,0.0,0.0,0.0,18.040792,17.391533,17.101921,16.916845,17.172112,17.661343,15.69134,14.480154,0.64925957,0.28961182,0.47468758,0.18507576
1032,149.565578946,11.397152099,396818,2867,SER,0.035841115,69.750534,160.82336,230.99301,297.6897,1.3857232,1.3082628,1.2245883,1.4149104,4.784796,4423.7695,1.5385281,3106157.0,0.44265074,5387205.5,0.06225321,4273161.0,17.89113,16.984127,16.591003,16.31559,16.518383,17.079466,,14.449427,0.9070034,0.39312363,0.66853714,0.2754135
1033,223.769783535,-0.796371736,326943,1576,SER,0.049049046,69.15575,122.13469,155.32248,185.56416,1.334337,1.5125611,1.4582492,1.3403343,1.8295127,223747.66,1.8690895,4387437.5,-0.14413849,1.467983E7,-0.09339638,1.1637671E7,17.900429,17.282902,17.021914,16.828764,17.011805,17.421045,15.20699,13.016685,0.617527,0.26098824,0.4541378,0.19314957
1034,163.323814597,7.194568924,372698,4739,SER,0.034140427,193.35716,373.59125,508.63486,619.29407,1.1938407,1.6887102,1.4302961,1.2693194,1.0226228,859851.8,4.8821225,452250.7,-0.06384275,1.3327215E7,-0.48930746,2.54833E7,16.7841,16.069008,15.733985,15.520258,15.756588,16.233425,14.64407,13.773472,0.7150917,0.33502293,0.5487499,0.213727
1035,253.16602508,30.389543306,499052,4879,SER,0.03717108,70.316895,155.49649,0.0,280.90625,1.8280631,1.5393407,0.0,1.2123623,2.6035864,2580.897,1.1767266,757402.06,0.027242854,801217.6,-0.38684067,928935.9,17.88235,17.020699,Infinity,16.378597,16.713196,17.269312,,14.037658,0.8616524,Infinity,0.6421013,Infinity
1036,227.645040496,30.805288834,500206,522,SER,0.020871568,51.665623,85.25358,0.0,128.06747,1.5505528,1.3493489,0.0,1.2602639,0.5,98974.57,2.8899243,213770.03,0.1883565,1694841.4,0.024224814,733488.9,18.216995,17.673218,Infinity,17.231403,17.465546,17.887297,16.766184,,0.54377747,Infinity,0.44181442,Infinity
1037,11.491408863,0.082097199,330413,9941,SER,0.017052254,84.58073,150.89359,194.35004,231.13364,1.5263363,1.1788948,1.0393032,1.0989077,0.5894216,897339.8,2.2560217,2046171.2,-0.0560108,1.213235E7,-0.0026025143,5895887.5,17.681822,17.053324,16.778538,16.590342,16.80439,17.246578,15.667933,,0.6284981,0.274786,0.46298218,0.18819618
1038,200.367402945,-0.957081877,325409,4187,SER,0.027904486,38.19784,82.50168,117.07149,150.64363,1.68682,1.5270127,1.3099316,1.291189,1.075038,60741.67,2.0803006,344840.62,0.17922081,1437569.0,-0.36372226,1956658.0,18.544903,17.708843,17.328873,17.055122,17.056135,17.483412,15.503973,14.762554,0.8360596,0.37997055,0.65372086,0.2737503
1039,240.762546348,27.198383951,482597,2404,REX,0.052336507,39.80054,75.141884,0.0,122.66191,1.400568,1.4629518,0.0,1.0982623,1.0,0.0,3.15667,56558.473,0.0,0.0,0.0,0.0,18.500278,17.810295,Infinity,17.278225,17.652163,18.294683,19.35075,13.98518,0.68998337,Infinity,0.53207016,Infinity
1040,247.424385535,26.513059273,478761,4997,DUP,0.059772536,0.0,0.0,0.0,0.0,1.5884799,1.377295,0.0,1.4728564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,
1041,149.6040767,10.56734185,391157,1619,SER,0.038421053,121.13039,258.45898,379.36246,487.12527,1.3464998,1.3375828,1.3375095,1.1532207,5.21305,13637.001,3.8736959,78581.13,0.08020685,1568617.8,-0.52081966,2236739.0,17.291866,16.46902,16.052364,15.780898,15.455647,15.385842,14.809724,13.892744,0.82284546,0.4166565,0.68812275,0.27146626
1042,194.480425308,-1.708386677,321065,16117,SER,0.015753703,55.98182,121.16647,164.56703,206.51445,1.3852184,1.340444,1.187322,1.2451389,6.0,16992.455,1.6196362,1071458.5,0.37770215,6210635.5,-0.01645746,4689689.0,18.129883,17.291544,16.959143,16.712624,17.04975,17.574936,17.966146,,0.83833885,0.33240128,0.57892036,0.24651909
1043,118.06208427,23.291359782,461280,4936,SER,0.06804459,55.509872,128.38449,191.90668,248.99483,1.582895,1.5315585,1.2873713,1.3010473,0.6614339,176186.53,3.617878,148261.6,-0.47846547,3881633.8,0.28687045,3081287.5,18.139074,17.228718,16.792274,16.509523,16.590147,17.069069,15.746597,14.846532,0.9103565,0.43644333,0.7191944,0.28275108
1044,241.164963451,-0.425047654,328452,3697,SER,0.13079982,71.35547,124.54837,157.50673,189.12238,1.3083639,1.4280136,1.7454977,1.2598853,0.6175263,125104.52,3.2464886,89313.375,0.11629147,975061.7,0.16226368,1277265.1,17.866432,17.261656,17.006752,16.808144,17.158915,17.646452,15.640448,13.816683,0.6047764,0.2549038,0.4535122,0.1986084
1045,136.439053476,2.083667482,342433,5764,SER,0.040689413,37.156254,84.286026,124.56042,159.76282,1.3054919,1.2376119,1.2740378,1.2239853,2.3204384,10752.416,1.518161,271986.47,-0.3775725,1033213.1,0.12039808,732859.56,18.57492,17.685612,17.261549,16.99131,16.995663,17.470362,16.185616,,0.8893089,0.42406273,0.6943016,0.27023888
1046,165.143122128,9.956965213,388381,2355,SER,0.030664338,520.8377,975.39264,1346.8928,1658.9514,1.3481364,1.2193041,1.229288,1.3107927,0.9336152,1118897.9,17.842054,3232161.0,0.66190475,9.3719144E7,0.32862526,5.6840968E7,15.708244,15.027051,14.676667,14.450416,14.682631,15.193726,13.880445,13.330857,0.68119335,0.35038376,0.57663536,0.2262516
1047,183.536656975,5.330274751,361318,572,DEV,0.018425994,72.13811,151.8105,204.54884,261.59955,1.2641661,1.4179215,1.3726008,1.1308727,4.0,0.0,5.167471,358554.5,-0.22756942,732491.6,0.06374581,606538.6,17.854588,17.046745,16.723007,16.455908,17.482637,18.166931,,,0.80784225,0.3237381,0.5908375,0.26709938
1048,135.897276477,1.353477485,338111,5893,SER,0.044166174,158.02216,251.07973,315.3336,351.95035,1.3009936,1.3979247,1.3356268,1.1337153,0.8288976,828399.25,3.9836843,484663.53,0.05324803,1.2031385E7,-0.017278066,5530188.5,17.003204,16.500471,16.253075,16.133797,16.486704,16.961845,15.186172,14.677915,0.50273323,0.24739647,0.36667442,0.11927795
1049,0.299985371,15.478423123,418669,771,SER,0.052527387,201.03108,329.6903,0.0,465.86755,1.3989849,1.4457709,0.0,1.4493575,1.437316,188761.86,2.9222455,402612.0,0.008656903,3783349.5,-0.22808772,7003144.5,16.741842,16.204735,Infinity,15.829344,15.882023,16.176277,13.675035,12.342072,0.53710747,Infinity,0.375391,Infinity
1050,17.235317426,14.377467925,413160,4890,DUP,0.047665853,0.0,0.0,0.0,0.0,1.5493406,1.4391912,0.0,1.4340364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,
1051,188.372800524,0.596448688,334001,8287,SER,0.0204079,82.402306,138.5151,177.07652,206.43994,1.2945217,1.026107,1.4519436,1.3390211,1.2756608,656812.7,2.3150547,2060492.4,0.23836887,1.9518838E7,0.1840632,1.6502836E7,17.710152,17.146257,16.879597,16.713017,16.94772,17.329676,15.335718,13.112251,0.5638943,0.2666607,0.4332409,0.1665802
1052,232.857290666,0.080424249,331299,2992,SER,0.07064331,69.80323,125.2718,167.58864,206.16083,1.6637449,1.3344653,1.6292871,1.1106945,2.544856,13278.086,2.4576492,182123.9,0.2678114,1475512.2,0.17325346,1165123.8,17.89031,17.255367,16.939388,16.714485,16.867193,17.34812,15.743181,,0.634943,0.315979,0.5408821,0.2249031
1053,1.888034111,0.665222789,334695,5119,SER,0.043137386,54.886738,97.097206,138.66808,159.84567,1.5740912,1.2025845,1.1752515,1.1294867,1.4207466,139182.31,2.414686,768300.0,0.1312428,3800564.2,-0.15054432,3876751.5,18.15133,17.531982,17.14506,16.990747,16.943851,16.931768,15.184541,14.798379,0.6193485,0.38692284,0.54123497,0.15431213
1054,165.825451006,4.893317718,359811,2927,SER,0.045348816,176.74686,377.9551,546.02155,694.3326,1.5802593,1.1559045,1.2594954,1.1044075,1.1890712,532672.2,5.091007,293542.2,0.10386106,1.5456271E7,-0.616811,2.5830916E7,16.88162,16.0564,15.656976,15.396081,15.586077,16.108536,14.715663,14.074913,0.8252201,0.39942455,0.6603193,0.26089478
1055,152.364550964,0.031844446,330977,19551,DUP,0.027572012,0.0,0.0,0.0,0.0,1.3602335,1.2882504,1.4968653,1.0564839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,
1056,175.432203159,12.7089726,403967,793,SER,0.037714224,41.296936,75.39954,0.0,119.39085,1.1481256,1.1033674,0.0,1.2420094,0.8391748,32809.03,1.7513652,163458.84,-0.24426343,698627.25,0.1913551,615024.25,18.460205,17.806578,Infinity,17.307571,17.287586,17.568462,15.238377,13.225513,0.6536274,Infinity,0.49900627,Infinity
1057,134.188649631,8.740040777,381148,4622,REX,0.047540043,39.665703,69.60263,97.11168,107.15026,1.3861086,1.2177105,1.174135,1.248557,1.0,0.0,2.1832633,108463.23,0.0,0.0,0.0,0.0,18.503962,17.893436,17.531822,17.425016,17.670052,17.75056,15.695647,12.917786,0.61052513,0.36161423,0.46842003,0.1068058
1058,332.798735499,11.800745236,398949,6221,DUP,0.08097689,0.0,0.0,0.0,0.0,1.6266747,1.3537718,0.0,1.5988717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,
1059,237.232211963,28.903993009,491485,2946,SER,0.02973323,55.813507,94.40765,0.0,140.33246,1.8556792,1.3365477,0.0,1.3461357,0.5335561,91542.04,3.3239954,182772.56,-0.16468693,984827.9,0.13387498,915995.94,18.133152,17.562483,Infinity,17.132105,17.488123,17.9299,16.608292,,0.5706692,Infinity,0.43037796,Infinity
1060,15.187664395,-9.941483537,273085,4574,SER,0.032172725,60.75812,97.46923,128.58109,142.45576,1.4832649,1.2224718,1.4067167,1.395785,0.53654855,163319.2,3.1843767,108805.35,-4.8680426E-4,683491.94,-0.12758362,1725799.9,18.040989,17.527832,17.227057,17.1158,17.323305,17.762148,16.28146,13.54295,0.5131569,0.30077553,0.41203117,0.11125565
1061,178.638434784,5.07166108,359862,3777,SER,0.020476146,57.254482,118.4668,166.42632,204.59186,1.566938,1.4218125,1.9068618,1.2872486,2.2032447,13058.99,2.490554,402937.25,-0.4542108,826475.9,-0.09976482,1046737.2,18.105476,17.316008,16.946945,16.722778,16.682116,16.914076,15.911547,,0.78946877,0.36906242,0.5932293,0.22416687
1062,213.405650701,5.106323078,360001,1994,SER,0.023022348,53.539722,86.29856,113.07882,128.17067,1.358603,1.2722114,1.0270078,1.0612106,0.7002248,132436.73,3.2413538,104894.8,0.041732598,1482431.1,-0.034169268,931337.56,18.17831,17.65999,17.366547,17.230528,17.70394,17.90232,16.264755,12.797978,0.5183201,0.29344368,0.42946243,0.13601875
1063,337.194719163,-8.595510837,282893,7291,SER,0.047207527,36.48525,86.583,128.13773,173.98174,1.317069,1.2471015,1.2204342,1.2512724,0.9157625,242458.97,2.9070349,502559.38,0.12202991,7042690.5,-0.6547991,1.0227506E7,18.594707,17.656418,17.230808,16.89874,16.769339,17.268236,15.849213,,0.93828964,0.4256096,0.7576771,0.3320675
1064,199.334312802,13.839804554,409673,1152,SER,0.024652513,51.78467,88.69427,0.0,138.23965,1.3468746,1.1430764,0.0,1.4517459,0.6303836,71954.91,1.7297057,283920.25,0.12750421,889703.75,-0.25582337,1253358.8,18.214497,17.63026,Infinity,17.148418,17.28471,17.606417,15.776058,14.742652,0.58423615,Infinity,0.48184204,Infinity
1065,190.762300682,1.634280196,341211,874,SER,0.01987942,65.63847,109.24794,143.12793,164.27214,1.385505,1.1115367,1.3170104,1.1138173,0.7254211,1123494.0,2.3469224,1856114.1,0.04675399,1.4949483E7,0.030506078,1.1182664E7,17.957104,17.403967,17.11069,16.96109,17.288439,17.77432,16.41227,13.69499,0.5531368,0.29327774,0.44287682,0.14959908
1066,203.783034004,0.471716579,334063,938,SER,0.024751682,131.03955,233.3034,314.38705,379.38162,1.5900135,1.5708274,1.2900772,1.304295,1.7458988,112836.02,5.5258074,56418.28,0.029154537,1280466.8,0.1519052,2842602.2,17.206493,16.580196,16.256338,16.052309,16.217777,16.628057,15.078016,14.241927,0.626297,0.32385826,0.52788734,0.20402908
1067,163.617583651,12.668051307,403921,106,SER,0.020565687,62.15742,122.16449,168.12364,208.32898,1.0913978,1.2295818,1.518045,1.0844873,1.3343688,38716.152,3.9471314,460743.8,0.5254711,3531572.8,0.08148331,1689374.6,18.016268,17.282637,16.935928,16.703125,16.806498,17.263216,15.1361,,0.73363113,0.3467083,0.57951164,0.23280334
1068,141.382749905,5.083440742,359713,6990,REX,0.052322987,44.982212,81.330734,112.00394,132.51741,1.8399398,1.6095104,1.2572752,1.0816559,1.0,0.0,1.7296278,331623.25,0.0,0.0,0.0,0.0,18.367397,17.724363,17.376917,17.194317,17.358978,17.7171,16.030603,,0.643034,0.34744644,0.53004646,0.18260002
1069,13.964761744,-1.234407546,323223,9291,SER,0.036718924,177.80869,338.25183,387.83902,434.87097,1.4379692,1.2193571,1.170603,1.1284848,1.9734982,121870.49,7.913418,68410.17,-0.059176564,6193605.0,0.030398248,4245671.5,16.875118,16.176899,16.028372,15.904099,21.053282,,,12.602316,0.6982193,0.14852715,0.27280045,0.1242733
1070,314.18809568,-5.668586692,298537,4733,SER,0.04624462,68.54842,137.72598,188.86314,237.99187,1.5123234,1.3895627,1.118091,1.2128558,1.237861,91728.91,3.884545,106753.77,0.50758463,4113888.5,0.33088747,3361391.5,17.910006,17.15246,16.809631,16.558596,16.24669,16.666122,14.89736,16.088272,0.7575455,0.34282875,0.59386444,0.2510357
1071,352.149865418,0.100714967,331776,6049,SER,0.047312483,71.03611,142.16063,196.1762,245.82599,1.4930485,1.2105645,1.2363644,1.1468823,2.0387347,149569.98,1.896505,1486738.9,0.1114907,6208177.0,-0.21895255,8532580.0,17.871302,17.118052,16.768385,16.52343,16.582378,17.066101,15.179617,11.999425,0.7532501,0.3496666,0.59462166,0.24495506
1072,42.542376764,-8.357176079,283152,5386,PSF,0.034341577,1.7257116,5.0186753,7.381684,9.364328,1.4631425,1.3101085,1.2317879,1.2922121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.90758,20.748528,20.32961,20.071308,18.519585,18.793058,16.54703,,1.1590519,0.4189167,0.6772194,0.2583027
1073,322.921459131,-8.097796522,285690,5975,SER,0.042434186,68.66912,120.5994,155.54605,181.24254,1.7598913,1.5114224,1.429527,1.4788301,0.9077871,100979.56,2.5274808,412396.03,-0.084067024,2070506.4,0.048783742,1615070.4,17.908096,17.296637,17.020353,16.85435,17.147026,17.73967,15.912671,14.911256,0.61145973,0.27628326,0.44228745,0.16600418
1074,357.540511319,15.896726654,422822,4192,REX,0.040371288,146.91862,227.48537,271.49924,313.3462,1.7924783,1.362666,1.36259,1.4012548,1.0,0.0,2.67565,489638.75,0.0,0.0,0.0,0.0,17.082308,16.607616,16.415579,16.25994,16.53875,16.89176,14.713356,13.543149,0.4746914,0.19203758,0.34767723,0.15563965
1075,177.060944382,0.831610273,335396,1625,SER,0.02555997,54.725876,92.22628,117.28159,136.51714,1.4703631,1.1901479,1.1106412,1.2016202,0.76284415,66780.11,3.843144,105233.73,0.0780832,1535360.9,0.030338794,862572.56,18.154518,17.587864,17.326925,17.162031,17.3685,18.174318,16.905571,12.865301,0.5666542,0.26093864,0.42583275,0.1648941
1076,24.390711791,-8.374661801,283080,6834,SER,0.032305676,48.654118,85.0976,117.46198,134.79805,1.3269645,1.158679,1.2509964,1.2773327,0.96382296,156506.69,2.2797,459060.34,-0.033317637,1908183.4,0.22145,3971407.8,18.282202,17.675207,17.325256,17.17579,17.278534,17.603722,15.57269,14.394521,0.6069946,0.3499508,0.49941635,0.14946556
1077,190.035986982,12.146783381,401209,1649,SER,0.04727123,124.47459,219.08936,299.3034,365.4639,1.4801313,1.4467069,1.274167,1.4584937,0.6998467,302842.22,8.174701,47121.28,0.7293427,2.0332604E7,0.26506016,1.2865674E7,17.262299,16.648447,16.309721,16.092888,15.528755,15.817056,13.680382,13.618464,0.61385155,0.33872604,0.55555916,0.21683311
1078,198.040375423,5.834264909,364244,6155,SER,0.0330589,44.58676,101.5384,142.10866,182.27237,1.3507016,1.2002159,1.2425618,1.1944454,6.0,2724.389,1.6190631,116707.25,0.021653067,511454.9,0.017353037,451090.75,18.376986,17.483425,17.118448,16.848198,17.250975,17.848001,18.768078,,0.8935604,0.36497688,0.6352272,0.27025032
1079,170.420973548,4.75885441,358393,3828,DEV,0.04237206,195.81288,392.85733,554.9814,695.23883,1.5331349,1.2029532,0.89702004,1.1978512,4.0,0.0,6.0142922,32841.082,0.03328827,2545874.0,0.021007195,1963777.1,16.770397,16.014412,15.639304,15.394665,15.712903,16.301098,15.589927,15.800388,0.75598526,0.37510777,0.61974716,0.2446394
1080,314.915796228,-6.855192726,292808,4865,SER,0.06125217,37.581795,81.14842,118.65247,151.65329,1.7263234,1.7836488,1.2221844,1.1993243,2.7369142,4651.0728,3.1311004,166171.38,-0.40379778,468905.03,-0.12712803,375416.4,18.562555,17.726799,17.314308,17.04787,17.002808,17.440174,15.290208,15.423851,0.8357563,0.41249084,0.6789284,0.26643753
1081,343.004973013,-9.902409379,274378,5141,SER,0.048863243,62.918777,132.02861,185.3104,229.93207,1.4339722,1.3150855,1.3276906,1.3182776,0.9134981,118550.38,3.7747781,193828.47,0.22914843,2143251.2,0.38976264,2995131.2,18.00305,17.19833,16.83025,16.596,16.776796,17.22352,15.839662,,0.8047199,0.36808014,0.60232925,0.23424911
1082,249.044997984,26.167257648,477475,1172,REX,0.041269638,159.0974,277.57034,0.0,415.72546,1.7243783,1.484023,0.0,1.5885935,1.0,0.0,5.159914,96891.664,0.0,0.0,0.0,0.0,16.995842,16.391567,Infinity,15.952984,16.539375,17.073166,15.141571,,0.60427475,Infinity,0.43858337,Infinity
1083,154.324496049,11.112206189,394009,131,DEV,0.036434654,68.51919,156.84949,219.99516,279.0776,1.3938992,1.1763189,1.4498088,1.3719531,4.0,0.0,1.4943213,1132280.8,-0.5090993,2100587.0,0.2309618,2815314.0,17.91047,17.011292,16.643967,16.385687,16.705317,17.310808,20.124876,,0.89917755,0.36732483,0.6256046,0.2582798
1084,211.020638971,-1.690662505,321132,700,SER,0.059904918,54.77769,126.13951,180.93652,233.06961,1.4950466,1.3230357,1.2570436,1.2133191,3.723491,23888.8,1.0094385,2626059.5,-0.075469464,3837769.2,0.368064,4864489.5,18.15349,17.247871,16.856184,16.581285,16.910627,17.555716,17.774008,,0.90561867,0.3916874,0.6665859,0.27489853
1085,336.800226875,-0.103978982,331715,2306,REX,0.07596388,39.899708,71.25876,96.5883,113.60107,1.519473,1.1427349,1.1631409,1.0510277,1.0,0.0,2.110371,422814.47,0.0,0.0,0.0,0.0,18.497576,17.867905,17.53769,17.361544,17.633587,18.379549,15.455392,13.197005,0.6296711,0.33021545,0.506361,0.17614555
1086,135.507828058,8.195224003,378302,4232,SER,0.07811956,50.890167,78.38685,103.80083,113.20243,1.3136541,1.140201,1.1689737,1.2368418,0.7166166,70650.34,2.0203953,187608.47,0.08625863,1192916.8,0.02703175,609013.2,18.233416,17.764393,17.459497,17.36536,17.468943,17.838026,15.739507,17.931068,0.46902275,0.3048954,0.3990326,0.09413719
1087,182.525275807,10.741841674,392703,5640,SER,0.023840178,130.75507,215.28595,274.33398,312.08826,1.3030162,1.144013,1.1900566,1.1742041,1.5703479,53829.68,5.0156956,50144.58,-0.0918088,943577.5,-0.15313604,1388464.1,17.208853,16.667461,16.4043,16.264307,16.63194,17.10827,15.312483,15.409218,0.5413914,0.2631607,0.40315437,0.13999367
1088,26.826555865,14.834238805,414593,4440,SER,0.0499323,72.00214,118.31987,0.0,185.74483,1.4384924,1.5085703,0.0,1.4253845,0.9162767,75256.9,2.516717,158106.47,-0.091641404,1580222.2,0.014588405,734071.2,17.856636,17.317356,Infinity,16.827707,16.721035,16.985207,14.903193,12.961472,0.53927994,Infinity,0.48964882,Infinity
1089,162.004023298,0.172407377,332456,306,SER,0.039362792,37.596622,94.10645,143.42491,191.76935,1.4740537,1.3567562,1.3260336,1.3761064,1.654612,79634.97,2.6087089,1098681.0,0.28702712,4952348.0,-0.5072454,5038960.0,18.562128,17.565952,17.108438,16.793053,16.574644,16.883167,14.822283,13.180592,0.99617577,0.4575138,0.7728996,0.31538582
1090,132.817154594,3.318566813,349618,4986,SER,0.038340278,92.36887,208.45557,299.8196,380.1751,1.5006407,1.3575166,1.0154046,1.2358372,1.060234,461254.7,5.44223,1.1836559E7,-0.6294095,2.7242494E7,-0.17672968,2.3850238E7,17.586185,16.702467,16.30785,16.050041,15.905125,16.299704,14.628824,15.156598,0.8837185,0.39461708,0.65242577,0.2578087
1091,216.496641282,-0.598215777,328353,12302,SER,0.04735538,157.30154,235.26062,279.53287,315.0734,1.3428314,1.286828,1.2439853,1.1945735,0.53764546,2659055.2,4.199756,925776.7,-0.012728605,1.148632E7,0.22854748,2.8586734E7,17.008167,16.571127,16.383917,16.253971,16.426466,16.83259,14.600142,13.475698,0.43704033,0.18721008,0.31715584,0.12994576
1092,238.976315907,2.654019987,347163,4805,SER,0.11995546,67.30171,154.74118,0.0,288.6482,1.5042385,1.3596733,0.0,1.4249692,1.9628543,32527.953,1.7867461,6761761.5,0.11736302,9615302.0,-0.12305801,8069177.0,17.929935,17.025986,Infinity,16.349077,16.514097,16.99813,16.727192,,0.90394974,Infinity,0.6769085,Infinity
1093,176.163947127,2.918464036,348352,3353,REX,0.019989638,46.68271,83.38433,112.71519,133.88675,1.5844568,1.6156262,1.092386,1.1034052,1.0,0.0,1.8300339,399592.5,0.0,0.0,0.0,0.0,18.32711,17.697289,17.370045,17.183155,17.375898,17.774828,16.264559,13.664747,0.6298218,0.3272438,0.51413345,0.18688965
1094,221.389344836,-2.324210871,318293,7490,SER,0.06327228,131.4764,230.22269,298.07837,354.42822,1.4452991,1.3173594,1.3379222,1.1880866,0.7031093,3450288.0,3.230667,3094922.0,0.01389909,2.218458E7,0.141689,5.1540244E7,17.20288,16.59463,16.314175,16.126179,16.250395,16.719183,14.600191,,0.6082516,0.28045464,0.46845055,0.18799591
1095,209.125732162,11.067617585,394224,3575,SER,0.024007408,58.008133,94.59909,122.86765,138.62012,1.3666965,1.3281543,1.3873239,1.2758262,0.7788103,86733.77,2.5178227,151227.02,0.037321694,727748.8,-0.14328948,1506537.9,18.091278,17.560282,17.276405,17.145433,17.386667,17.96848,15.831453,,0.5309963,0.28387642,0.41484833,0.13097191
1096,352.012327569,-9.034257696,280102,2151,SER,0.035965733,50.372063,78.934875,104.7573,117.39199,1.399862,1.5422051,1.232343,1.6713644,1.104145,35308.51,2.1931584,210585.25,0.17085546,862901.56,-0.29020053,1084982.0,18.244526,17.756828,17.44954,17.325903,17.546965,18.062191,16.448055,14.10162,0.4876976,0.30728912,0.43092537,0.12363625
1097,155.424950866,6.673663328,369806,1763,SER,0.021449387,69.03387,109.84435,144.851,161.96672,1.2327338,1.1269614,1.3240136,1.3972838,1.2134695,73636.37,2.983413,123674.77,-0.17379697,1248710.6,-0.06479935,853021.1,17.902344,17.398056,17.097696,16.976435,17.472197,17.338566,,,0.5042877,0.30035973,0.42162132,0.1212616
1098,180.466856809,2.391482865,345489,5702,SER,0.024461854,62.699596,137.80182,190.94388,237.43991,1.4731079,1.234559,1.1528395,1.1919901,5.9651103,25705.295,4.2892213,71140.69,0.035775803,1265865.6,-0.09522311,2117454.8,18.006838,17.151863,16.797735,16.561115,17.016388,17.640877,17.443361,13.723729,0.85497475,0.35412788,0.59074783,0.23661995
1099,187.249553138,-2.965101721,313836,6266,SER,0.03106201,98.99843,178.67178,228.30966,269.40442,1.178907,1.570069,1.3594857,1.3253927,1.5637978,49711.62,5.668451,21635.652,-0.06588706,998122.1,-0.047191277,708850.8,17.51093,16.86986,16.60369,16.423988,16.989176,17.580767,17.956905,,0.6410694,0.2661705,0.44587135,0.17970085
1100,238.229053566,9.332412783,384407,109,SER,0.050546493,63.71201,146.08733,215.40073,278.44937,1.6751289,1.4036759,1.7391777,1.2843077,2.1420825,48697.605,3.5702,267084.28,-0.24897708,1898398.2,0.32381612,2414847.8,17.989447,17.088469,16.666882,16.388134,16.52543,16.986235,15.985272,,0.9009781,0.421587,0.70033455,0.27874756
1101,127.175844216,8.007663978,376842,3037,SER,0.034362845,95.72088,165.60258,224.05653,257.6077,1.1437889,1.1384631,1.789967,1.2169673,1.0334755,188777.77,3.0391517,260683.0,0.086340375,3897553.0,-0.015488461,1633805.6,17.547483,16.952332,16.624105,16.472603,16.699068,17.11711,15.524322,13.280515,0.5951519,0.3282261,0.4797287,0.15150261
1102,188.94243332,10.807058857,392729,1912,REX,0.026683858,52.69901,93.23952,125.25117,142.17828,1.2944014,1.2538148,1.2322965,1.2175009,1.0,0.0,2.1895397,199994.08,0.0,0.0,0.0,0.0,18.195494,17.576,17.255545,17.117916,17.205793,17.404514,15.373396,,0.6194935,0.32045555,0.4580841,0.13762856
1103,24.745096511,14.132798586,411792,434,SER,0.05946277,41.882008,84.273254,0.0,151.11456,1.8589537,1.3481183,0.0,1.535836,0.89912325,32507.531,1.5095097,324056.47,4.96719E-4,578408.0,-0.19956864,1114949.8,18.444931,17.685776,Infinity,17.051735,16.896242,17.19659,14.932163,14.875586,0.7591553,Infinity,0.63404083,Infinity
1104,194.917597465,1.319217633,338347,4238,SER,0.024583427,44.74545,108.43758,157.74022,203.26588,1.3644428,1.2803589,1.2988605,1.2220473,4.3307633,5022.5156,1.3275714,276093.06,-0.11887781,789810.3,-0.07208506,590108.56,18.373127,17.41205,17.005144,16.72984,16.899113,17.419136,,,0.96107674,0.40690613,0.6822109,0.2753048
