X_IMAGE,Y_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,ALPHA_SKY,DELTA_SKY,FLUX_RADIUS,KRON_RADIUS,FLAGS,FLUX_APER,FLUXERR_APER,ELONGATION,THETA_IMAGE,MAG_AUTO,MAGERR_AUTO,SNR_WIN,brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
889.7361,477.1004,226.2573954,8.7094031,226.2574148,8.7094832,13.519,3.5,0,62.47456,0.03366019,1.057,21.62,14.6821,0.0005,4227.0,381512,2261p087,5684,REX,226.257393613647,8.709469189893905,0.033906676,257.39514,427.1057,550.6002,635.1726,1.5192568,1.5520905,1.8888202,1.5478872,1.0,0.0,3.3711457,607870.44,0.0,0.0,0.0,0.0,16.4735,15.923661,15.647909,15.49277,15.619901,16.023607,13.796786,13.06055,0.54983807,0.27575207,0.43089104,0.15513897,226.2574583,8.7095278,164,1,15 05 01.79,+08 42 34.3,0.07397,,18.9671,18.0069,Simbad,0.31225771217650933
706.3817,784.4434,226.2708683,8.7318922,226.2709138,8.7318517,8.191,3.5,0,23.9811,0.03393723,2.623,61.87,16.6612,0.0017,1104.0,381513,2263p087,211,DEV,226.2709126721782,8.731861193811778,0.03479361,37.32033,80.84294,119.75202,152.18768,1.6129936,1.6569086,1.3637538,1.5160718,4.0,0.0,4.5824904,10510.509,0.32977396,383518.6,-0.50190854,445309.03,18.570137,17.730894,17.304293,17.044052,17.14704,17.390158,15.849152,14.339862,0.83924294,0.4266014,0.68684196,0.26024055,226.2712917,8.7313889,164,2,15 05 05.11,+08 43 53.0,0.0,,19.9005,20.3944,Simbad,2.1702142937143987
663.5768,578.4349,226.2740348,8.7169001,226.274066,8.7168589,6.709,3.5,0,52.13047,0.03390273,1.269,-30.53,15.9116,0.0008,2708.0,381513,2263p087,287,SER,226.2740593596376,8.71686874945827,0.034626346,77.88551,139.92111,181.59793,217.82266,1.5185274,1.546247,1.5405147,1.53485,1.5065013,77568.195,1.788908,470409.75,-0.23219976,2343908.2,0.11741179,1800204.5,17.771358,17.135292,16.852222,16.654743,16.949064,17.437614,15.765447,16.389673,0.63606644,0.2830696,0.48054886,0.19747925,226.2741667,8.7169444,164,3,15 05 05.80,+08 43 01.0,0.073949,,19.8088,19.8926,Simbad,0.4691108022228412
501.3363,918.212,226.2859627,8.7416446,226.2860116,8.7415873,7.646,3.5,0,11.61405,0.0339717,1.315,82.57,17.0892,0.0022,830.0,381513,2263p087,611,SER,226.2860016960066,8.741545801688666,0.034757935,36.30075,47.69395,55.494892,56.976143,1.6014298,1.594925,1.5341749,1.6916672,0.5,37520.69,2.1695573,155471.16,0.30240956,696521.1,-0.085184895,416652.34,18.60021,18.303843,18.139368,18.110767,18.401892,18.997627,16.720772,,0.29636765,0.16447449,0.19307518,0.028600693,226.2864583,8.7413333,164,4,15 05 08.75,+08 44 28.8,0.0,,19.5224,19.4263,Simbad,1.7957788208157046
