X_IMAGE,Y_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,ALPHA_SKY,DELTA_SKY,FLUX_RADIUS,KRON_RADIUS,FLAGS,FLUX_APER,FLUXERR_APER,ELONGATION,THETA_IMAGE,MAG_AUTO,MAGERR_AUTO,SNR_WIN,brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
901.4587,824.8219,336.4905919,-11.1169629,336.4906321,-11.1170487,12.185,3.5,0,11.9921,0.04086888,1.517,71.05,16.6759,0.0027,638.5,268681,3364m110,2750,EXP,336.4915863674218,-11.11756466298738,0.043051004,1.1039689,0.85083294,0.6560877,0.6706723,1.2504483,1.1656897,1.3402486,1.3036423,1.0,0.0,0.93779457,319.04526,0.09851707,181.48749,0.32126623,311.78244,22.392609,22.675388,22.957596,22.933723,21.065908,21.74524,,14.016714,-0.2827797,-0.2822075,-0.2583351,0.023872375,336.491,-11.1175,203,2,22 25 57.84,-11 07 03.0,0.0,,19.8194,19.5308,Simbad,2.08434850143459
562.1022,796.0721,336.5158093,-11.1191498,336.5158017,-11.1191445,5.987,3.5,0,215.155,0.04070275,1.315,81.15,14.73,0.0003,7523.0,268681,3364m110,3279,SER,336.5159552153941,-11.11908366698091,0.042807583,17.325294,23.774864,22.47227,22.90163,1.2504483,1.1656897,1.3402486,1.3036423,6.0,7.0160728,0.54005057,18037.736,0.5793321,3995.2124,-0.67209154,3170.563,19.4033,19.059706,19.120882,19.100334,17.632545,18.019114,15.871963,11.234427,0.3435936,-0.0611763,-0.040628433,0.020547867,336.516,-11.1191111,203,3,22 26 03.84,-11 07 08.8,0.0,,18.5019,18.0989,Simbad,0.18649387930884134
359.5483,652.1541,336.530717,-11.1296309,336.5308246,-11.1296197,8.804,3.5,2,37.59851,0.04086888,1.6,-32.55,15.6372,0.0009,2241.0,267265,3364m112,4487,SER,336.5308315949516,-11.12962640057846,0.04241283,91.648796,174.90176,214.28545,284.66428,1.2331058,1.2062845,0.0,1.2162192,0.6175089,120591.41,2.7617605,2752936.5,-0.12481015,3114119.0,0.2641443,6875326.0,17.594683,16.893015,16.672518,16.364168,16.466957,16.91547,15.002447,12.498012,0.7016678,0.22049713,0.52884674,0.3083496,336.531,-11.1293889,203,4,22 26 07.44,-11 07 45.8,0.0,,20.0968,19.8641,Simbad,1.0415770868348468
935.0378,478.782,336.4881393,-11.1422163,336.4881365,-11.1422322,5.431,3.5,0,41.43568,0.0407859,1.031,-55.23,16.4873,0.0013,1634.0,267265,3364m112,3553,REX,336.4881341894773,-11.1422237543652,0.042383034,49.15828,79.00931,99.78734,111.817,1.2478501,1.2741909,0.9845801,1.4890064,1.0,0.0,1.0199497,627282.94,0.0,0.0,0.0,0.0,18.271008,17.755804,17.502312,17.37873,17.588215,18.004238,15.709455,,0.5152035,0.25349236,0.3770733,0.12358093,336.488,-11.1421944,203,1,22 25 57.12,-11 08 31.9,0.0,,20.0578,19.9966,Simbad,0.48561392615445553
