GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group
248r,45.03857343674409,-36.38119084308528,5000.0,0.016666666666666666,nan,6.966198169864276,15.8602782761302,30.239987073774216,131.7997443770517,128.3162587395051,39.72808736760912,45.66719900630653,15.700868168937577,19.751326454347804,0.5170395086822775,-1.9566509051404375,-0.04469535476040276,-0.08710536221906612,0.15178368985652924,3.1879288818186087,0.18246622474405477,0.03543252801579593,0.020242914979757085,0.04419944360831173,0.03733770755325424,0.24976620682830866,0.17974470826941177,0.057297743456065524,16.00998957368691,0.817852309838334,320.1827980686773,320.1590850360643,0.3586295678746293,2.3803998098126713,0.0,0.0,0.27,0.34629548650952463,1.2051195,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3769.0,15.6,240.9,0.0,3.0,0.01692,0.0024300001095980406,7.0,0.0,3.0,50.0,4.1,7.0,17.8,0.0,0.0,0.0,0.0,48
249r,45.04855677433579,-36.35173681597946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48
250r,45.04361495813967,-36.358321147554406,5000.0,0.016666666666666666,nan,5.621896487151009,14.876121526306209,26.42672848144402,172.66613429471488,172.3487746279332,34.84975251403021,42.047390411989255,14.923594267141288,21.058111397932816,0.6341359344340707,-1.794050259029525,0.42224970495611114,0.05142158908462596,0.30222564935684204,3.3608027884731335,0.12572616500525316,0.05756071764938266,0.10626702997275204,0.36433873606471384,0.12603038706375433,0.14789002175760932,0.17488298575649358,0.17485040304824573,19.01055639046865,0.4599895782188862,319.61748491003135,321.12777233204207,0.46144653081065734,1.6963419242982927,0.0,0.0,0.27,0.34629548650952463,1.2193097,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1974.0,16.0,123.2,0.0,3.0,0.05076,0.002360000042244792,21.5,0.0,3.0,50.0,6.8,21.5,56.9,0.0,0.0,0.0,0.0,48
251r,45.04940892059593,-36.35633617140558,5000.0,0.016666666666666666,nan,1.2079473492042816,2.1820560236996074,3.54350917588989,465.30582587541073,465.30153136167945,4.485224528348932,4.566028805188109,2.2985328100455344,2.34075762552992,0.46784894919365266,-1.5941198193389265,-0.5394226666895428,-0.0854121951863947,2.312034845352173,2.336927782976148,0.04526525364424133,0.0,0.0,0.0,0.03044207965439576,0.06621023860350868,0.10026609419299035,5.898029117998078,1.3071665004216668,3.666365738872838,319.94121504631266,319.99312153058946,0.060521565618627926,0.07982716297729053,0.0,0.0,0.27,0.34629548650952463,1.2127869,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1001.0,15.8,63.2,0.0,3.0,0.02225,0.002360000042244792,9.4,0.0,3.0,50.0,4.1,9.4,56.3,0.0,0.0,0.0,0.0,48
