GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group
924r,53.4436235315811,-30.334557611986245,5000.0,0.016666666666666666,nan,6.34145354183961,14.107503564427107,25.395245162868775,268.70835035388745,265.873362342345,31.49379859283168,42.793912236650506,14.679444498106268,18.579011312444152,0.5323764161986716,-1.8984529336241276,-0.0091088568150548,-0.06383230573706894,0.2384723722934723,3.0128179735110026,0.16948472885427307,0.01589803352998197,0.02606741573033708,0.03568384958859961,0.05555893133460339,0.2935881447305927,0.13790745096936632,0.14115562803356507,16.41506222708666,0.8714833589437936,320.10292653315344,320.3673793057655,0.44816106887027535,0.6934701153260007,0.0,0.0,0.27,0.34629548650952463,1.2117945,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4744.0,15.8,299.9,0.0,3.0,0.02342,0.0023300000466406345,10.0,0.0,3.0,50.0,4.9,10.0,31.2,0.0,0.0,0.0,0.0,56
925r,53.438448227332024,-30.30256637657028,5000.0,0.016666666666666666,nan,3.3934747438308244,6.62502871669111,11.154901230196757,49.68034803094925,49.797820815707006,14.375953587459671,16.840525400470742,6.84501814587264,8.182742286226095,0.46354603815572,-1.6961027862451123,-0.49004788026132307,-0.10384770951390787,0.2439909726381302,2.584105539764309,0.08934934621641732,0.009663326365227282,0.0,0.0,0.029378055269311185,0.14255978336416836,0.38679877425784387,0.13007627867691163,7.051301586698592,0.6477056161560608,319.94484457677595,320.36787731348704,0.28767502148054497,2.1174193068605742,2.0,0.0,0.27,0.34629548650952463,1.2059089,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,924.0,15.7,59.0,0.0,3.0,0.02455,0.0022100000642240047,11.1,0.0,3.0,50.0,4.7,11.1,36.0,0.0,0.0,0.0,0.0,56
926r,53.445375084355284,-30.305884576432593,5000.0,0.016666666666666666,nan,2.363476919720278,5.195752265623341,9.40529517224042,99.80293161547013,102.38473560658392,11.35389783447804,13.911173581949265,6.504790559642122,7.79122828043061,0.519708195593139,-1.8771692537943065,-0.08656613893450738,-0.07341541264020107,0.38402605056762695,2.9991053211555476,0.027525863189330202,0.056290657228862,0.0,0.0,0.002912435831523711,0.0837341747272814,0.16613316685117796,0.23844625295806268,5.345376784775788,1.8510158680440534,319.99632309869,319.9978979532381,0.10846786385209002,1.2439505866876885,0.0,0.0,0.27,0.34629548650952463,1.2279354,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2192.0,16.2,134.9,0.0,3.0,0.0143,0.0021899999119341373,6.5,0.0,3.0,50.0,4.2,6.5,15.6,0.0,0.0,0.0,0.0,56
927r,53.43537872550883,-30.317587219608797,5000.0,0.016666666666666666,nan,3.0222801534782544,6.143833559698872,11.664997719572177,206.25934165383677,207.42163958259403,14.318572887014247,19.39153648883683,6.589504628083571,8.931580335890846,0.5602591330753544,-1.404994600949244,-0.21305603281916952,0.0323622922126558,0.49318334460258484,2.9327496948478076,0.12384306963248629,0.02649049186445501,0.0,0.0,0.21000623208964533,0.29019132524920194,0.3816800043958089,0.5251322143701692,8.977186961671887,0.8172344470311919,319.5176722275063,320.25427143374714,0.4954975427014731,1.0181967213806613,0.0,0.0,0.27,0.34629548650952463,1.1752974,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1642.0,14.9,110.3,0.0,3.0,0.02794,0.002309999894350767,12.1,0.0,3.0,50.0,4.4,12.1,69.2,0.0,0.0,0.0,0.0,56
