GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group
157r,43.45404572700763,-41.956043954232854,5000.0,0.016666666666666666,nan,7.6692261093796406,13.202966272699621,20.133218425258605,52.53570239762889,52.566297881291675,25.28185885819632,30.097759460519498,13.263673929765734,14.923018942770058,0.4629400653983858,-1.3235435180586583,-0.7512310182633404,-0.052661884265751635,0.13593581318855286,2.0958083154791556,0.19741631601122964,-0.008940394906900215,0.1289198606271777,0.23857398442149752,0.3235397062789909,0.042944988237970494,0.44315917027480284,0.03829542152611766,13.567870879073475,0.2814018609620663,322.6157632567697,319.00909883841103,0.2075727932921313,1.1815710112547309,0.0,0.0,0.27,0.34629548650952463,1.252606,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1853.0,16.9,109.6,0.0,3.0,0.01995,0.00215000007301569,9.3,0.0,3.0,50.0,4.4,9.3,19.6,0.0,0.0,0.0,0.0,47
158r,43.45329246541127,-41.9665135282431,5000.0,0.016666666666666666,nan,4.615991839599909,8.584754190272642,12.94118246393449,31.139818208439557,31.33169423258552,16.173848932045463,17.536126396526697,8.572157691374043,9.086769427499283,0.4227606375743105,-1.5403047017769342,-0.7999036856757478,-0.12256932234842652,0.16963376104831696,2.2385446409811616,0.15847843615585153,0.04284027223572769,0.07692307692307693,0.20191051938165752,0.041383943557087806,0.18921890055367854,0.2269560840349299,0.054667195982230965,8.307683192964449,0.4092885861408308,319.9607763410191,319.6960179176182,0.1487952150622667,0.6273786113668839,0.0,0.0,0.27,0.34629548650952463,1.1813755,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,912.0,15.0,60.7,0.0,3.0,0.0217,0.00215000007301569,10.1,0.0,3.0,50.0,4.6,10.1,24.5,0.0,0.0,0.0,0.0,47
159r,43.43167726594009,-41.977256262442324,5000.0,0.016666666666666666,nan,4.720894887055785,8.464737451374198,13.249163176173319,88.13227522210026,88.05336830372121,16.93829055344318,19.924077650515127,8.564520742064044,10.361230704424875,0.41385635385409353,-1.4883129434394105,-0.8800101786187255,-0.12415770882252547,0.28729918599128723,2.2408205905625476,0.21276365592031618,0.02695888324072838,0.008130081300813009,0.0,0.15641142076808406,0.16012756211519538,0.19210414914144539,0.15083971054848985,9.889713363276131,0.4577708031293919,319.92289465398113,319.5784509706385,0.35698240031328554,0.7038344016832973,0.0,0.0,0.27,0.34629548650952463,1.2533303,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1300.0,16.9,76.8,0.0,3.0,0.0329,0.00215000007301569,15.3,0.0,3.0,50.0,5.0,15.3,56.1,0.0,0.0,0.0,0.0,47
160r,43.465258331184515,-41.97950524525128,5000.0,0.016666666666666666,nan,5.929001988911889,12.028461188787904,19.194271247555868,194.8409537786041,194.14988214397158,23.897212293430016,25.11415116380832,12.274150561270005,13.162732989972607,0.5592066482993693,-1.7379293017394466,0.012457915187314317,-0.014957591125407566,0.2947545349597931,2.550950158982172,0.2039843634266084,0.02836212726599232,0.0008795074758135445,0.06777878417675795,0.1365321924091802,0.20222425926530838,0.30063571892525925,0.19189911389858147,11.227508220651284,0.6963370430370243,318.4986570287215,319.83844346219826,0.18087975644330084,1.6485983613528628,0.0,0.0,0.27,0.34629548650952463,1.2747599,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2898.0,17.5,165.5,0.0,3.0,0.0229,0.0022100000642240047,10.4,0.0,3.0,50.0,4.7,10.4,42.0,0.0,0.0,0.0,0.0,47
