Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
3,3,2985,201.879549488,0.739126064,EXP,0.89628124496353,342.6432,0.0272,344.4836,0.0216,28.7471,0.0726,17.1758,0.0024,0.8267,0.0032,0.7809,0.0010,75.6031,0.2677,342.6432,0.0272,344.4836,0.0216,28.4450,0.0478,16.7448,0.0019,0.8934,0.0019,0.7809,0.0010,75.6031,0.2677,342.6432,0.0272,344.4836,0.0216,28.1567,0.0670,16.5889,0.0023,0.9569,0.0028,0.7809,0.0010,75.6031,0.2677,342.6432,0.0272,344.4836,0.0216,27.8446,0.1115,16.4979,0.0041,1.0258,0.0050,0.7809,0.0010,75.6031,0.2677
4,4,5529,15.663385389,-9.143663001,EXP,0.343517400831095,342.9545,0.0184,344.4221,0.0191,24.8433,0.0726,17.8557,0.0027,0.9265,0.0037,0.8997,0.0015,-44.2134,0.7185,342.9545,0.0184,344.4221,0.0191,24.2529,0.0486,17.5132,0.0024,0.9471,0.0024,0.8997,0.0015,-44.2134,0.7185,342.9545,0.0184,344.4221,0.0191,23.6896,0.0678,17.4066,0.0028,0.9667,0.0036,0.8997,0.0015,-44.2134,0.7185,342.9545,0.0184,344.4221,0.0191,23.0798,0.1118,17.3569,0.0050,0.9880,0.0061,0.8997,0.0015,-44.2134,0.7185
5,5,5670,205.951233885,1.372377402,EXP,0.396124539832107,344.9315,0.0208,343.3506,0.0049,36.8885,0.0559,17.1433,0.0013,0.9171,0.0023,0.1976,0.0002,78.5132,0.0177,344.9315,0.0208,343.3506,0.0049,35.9830,0.0413,16.6977,0.0013,0.9759,0.0015,0.1976,0.0002,78.5132,0.0177,344.9315,0.0208,343.3506,0.0049,35.1191,0.0629,16.5306,0.0018,1.0320,0.0026,0.1976,0.0002,78.5132,0.0177,344.9315,0.0208,343.3506,0.0049,34.1840,0.1018,16.4441,0.0029,1.0927,0.0044,0.1976,0.0002,78.5132,0.0177
6,6,1293,139.586699558,6.510212867,SER,0.323154907238374,343.9169,0.0058,344.2324,0.0044,14.2283,0.0909,17.7290,0.0041,2.6901,0.0163,0.6582,0.0013,65.4741,0.1608,343.9169,0.0058,344.2324,0.0044,13.1739,0.0568,17.4166,0.0029,2.4061,0.0098,0.6582,0.0013,65.4741,0.1608,343.9169,0.0058,344.2324,0.0044,12.1677,0.0497,17.2885,0.0029,2.1351,0.0086,0.6582,0.0013,65.4741,0.1608,343.9169,0.0058,344.2324,0.0044,11.0786,0.0782,17.2673,0.0052,1.8418,0.0143,0.6582,0.0013,65.4741,0.1608
7,7,5883,48.396147737,-8.0023411,SER,0.53856088971423,344.1668,0.0082,344.3460,0.0103,17.0044,0.0385,18.2406,0.0018,1.1095,0.0040,0.3663,0.0004,38.2361,0.0524,344.1668,0.0082,344.3460,0.0103,16.5992,0.0253,17.7982,0.0015,1.1074,0.0025,0.3663,0.0004,38.2361,0.0524,344.1668,0.0082,344.3460,0.0103,16.2125,0.0342,17.6005,0.0032,1.1054,0.0035,0.3663,0.0004,38.2361,0.0524,344.1668,0.0082,344.3460,0.0103,15.7940,0.0567,17.5241,0.0030,1.1033,0.0059,0.3663,0.0004,38.2361,0.0524
8,8,4345,146.037899914,5.936883936,SER,0.324556587489627,343.2939,0.0192,343.6297,0.0230,29.0716,0.0699,17.5902,0.0022,0.8380,0.0028,0.8292,0.0011,-33.5690,0.3452,343.2939,0.0192,343.6297,0.0230,28.6937,0.0556,17.1686,0.0021,0.9079,0.0022,0.8292,0.0011,-33.5690,0.3452,343.2939,0.0192,343.6297,0.0230,28.3332,0.0825,17.0387,0.0030,0.9746,0.0036,0.8292,0.0011,-33.5690,0.3452,343.2939,0.0192,343.6297,0.0230,27.9429,0.1297,16.9405,0.0045,1.0468,0.0058,0.8292,0.0011,-33.5690,0.3452
9,9,446,204.012267575,-1.608630995,SER,0.431267929694384,344.9317,0.0029,344.0209,0.0037,8.5238,0.0121,18.0999,0.0011,1.1066,0.0029,0.7177,0.0005,-36.9339,0.1119,344.9317,0.0029,344.0209,0.0037,8.9797,0.0097,17.6263,0.0011,1.1566,0.0018,0.7177,0.0005,-36.9339,0.1119,344.9317,0.0029,344.0209,0.0037,9.4147,0.0152,17.4466,0.0013,1.2042,0.0027,0.7177,0.0005,-36.9339,0.1119,344.9317,0.0029,344.0209,0.0037,9.8856,0.0242,17.2687,0.0023,1.2557,0.0047,0.7177,0.0005,-36.9339,0.1119
10,10,3036,16.060822419,-0.844528984,PSF,0.688591336879853,334.3272,0.0103,340.1554,0.0038,20.9967,0.0187,17.6491,0.0008,0.6430,0.0016,0.2774,0.0002,-69.7980,0.0184,334.3272,0.0103,340.1554,0.0038,21.3761,0.0144,17.3852,0.0008,0.6714,0.0009,0.2774,0.0002,-69.7980,0.0184,334.3272,0.0103,340.1554,0.0038,21.7381,0.0228,17.2961,0.0012,0.6985,0.0016,0.2774,0.0002,-69.7980,0.0184,334.3272,0.0103,340.1554,0.0038,22.1299,0.0367,17.1997,0.0019,0.7278,0.0028,0.2774,0.0002,-69.7980,0.0184
11,11,3209,125.743385329,24.864193396,SER,0.352002411406931,344.2407,0.0036,343.9835,0.0027,7.2309,0.0290,17.6746,0.0021,2.9635,0.0119,0.5374,0.0009,66.4099,0.0970,344.2407,0.0036,343.9835,0.0027,9.1356,0.0334,17.4655,0.0023,2.7775,0.0097,0.5374,0.0009,66.4099,0.0970,344.2407,0.0036,343.9835,0.0027,10.9529,0.0577,17.4453,0.0032,2.6000,0.0118,0.5374,0.0009,66.4099,0.0970,344.2407,0.0036,343.9835,0.0027,12.9202,0.0888,17.2267,0.0045,2.4079,0.0169,0.5374,0.0009,66.4099,0.0970
12,12,4715,176.444397616,9.776161468,SER,0.50836087378422,345.0447,0.0301,343.2309,0.0180,28.2608,0.1690,17.7410,0.0048,1.4105,0.0092,0.5529,0.0010,-80.1660,0.1766,345.0447,0.0301,343.2309,0.0180,27.3403,0.1046,17.3928,0.0034,1.3806,0.0050,0.5529,0.0010,-80.1660,0.1766,345.0447,0.0301,343.2309,0.0180,26.4621,0.1379,17.3336,0.0041,1.3521,0.0071,0.5529,0.0010,-80.1660,0.1766,345.0447,0.0301,343.2309,0.0180,25.5114,0.2348,17.2152,0.0083,1.3212,0.0130,0.5529,0.0010,-80.1660,0.1766
13,13,6105,172.242034247,0.879054175,SER,0.595462747182176,343.9968,0.0079,342.0611,0.0122,15.0305,0.0229,18.0111,0.0014,0.6178,0.0025,0.6183,0.0006,-25.5009,0.0998,343.9968,0.0079,342.0611,0.0122,14.8427,0.0174,17.6214,0.0012,0.6553,0.0018,0.6183,0.0006,-25.5009,0.0998,343.9968,0.0079,342.0611,0.0122,14.6636,0.0275,17.4016,0.0028,0.6911,0.0033,0.6183,0.0006,-25.5009,0.0998,343.9968,0.0079,342.0611,0.0122,14.4697,0.0446,17.4022,0.0032,0.7299,0.0055,0.6183,0.0006,-25.5009,0.0998
14,14,4975,41.594881592,-1.171428892,SER,0.874578355684733,344.1433,0.0016,343.9593,0.0020,5.9661,0.0063,17.9664,0.0008,1.5012,0.0025,0.6607,0.0005,12.8881,0.0634,344.1433,0.0016,343.9593,0.0020,6.2282,0.0049,17.6484,0.0007,1.4792,0.0017,0.6607,0.0005,12.8881,0.0634,344.1433,0.0016,343.9593,0.0020,6.4784,0.0074,17.4728,0.0012,1.4583,0.0022,0.6607,0.0005,12.8881,0.0634,344.1433,0.0016,343.9593,0.0020,6.7491,0.0118,17.3542,0.0013,1.4356,0.0035,0.6607,0.0005,12.8881,0.0634
16,16,4331,11.39449225,-10.987162026,SER,0.539413097967005,345.2169,0.0193,345.8530,0.0275,45.9134,0.1055,17.0987,0.0021,0.9984,0.0033,0.2138,0.0003,-35.0177,0.0263,345.2169,0.0193,345.8530,0.0275,45.2903,0.0700,16.7055,0.0016,1.0632,0.0021,0.2138,0.0003,-35.0177,0.0263,345.2169,0.0193,345.8530,0.0275,44.6959,0.0984,16.5702,0.0024,1.1250,0.0031,0.2138,0.0003,-35.0177,0.0263,345.2169,0.0193,345.8530,0.0275,44.0523,0.1632,16.4893,0.0033,1.1920,0.0053,0.2138,0.0003,-35.0177,0.0263
18,18,9702,9.132135725,0.563264949,SER,1.05068856901047,343.8090,0.0027,344.0555,0.0018,11.2069,0.0169,18.1190,0.0009,2.0617,0.0033,0.5328,0.0004,84.3872,0.0384,343.8090,0.0027,344.0555,0.0018,11.7635,0.0136,17.5739,0.0009,1.8839,0.0023,0.5328,0.0004,84.3872,0.0384,343.8090,0.0027,344.0555,0.0018,12.2946,0.0253,17.3039,0.0019,1.7142,0.0040,0.5328,0.0004,84.3872,0.0384,343.8090,0.0027,344.0555,0.0018,12.8695,0.0417,17.1395,0.0029,1.5306,0.0066,0.5328,0.0004,84.3872,0.0384
20,20,9132,128.730801859,3.814636903,DUP,0.555437821921367,344.5910,0.0027,343.7217,0.0024,9.1662,0.0111,17.4191,0.0009,1.4182,0.0034,0.3148,0.0003,48.5882,0.0235,344.5910,0.0027,343.7217,0.0024,9.8743,0.0083,17.0639,0.0007,1.4579,0.0020,0.3148,0.0003,48.5882,0.0235,344.5910,0.0027,343.7217,0.0024,10.5499,0.0148,16.9626,0.0012,1.4957,0.0031,0.3148,0.0003,48.5882,0.0235,344.5910,0.0027,343.7217,0.0024,11.2813,0.0246,16.8416,0.0017,1.5367,0.0054,0.3148,0.0003,48.5882,0.0235
21,21,6365,204.777262829,3.419248139,SER,0.40463202774543,343.4080,0.0125,346.1829,0.0142,18.1916,0.0327,17.6422,0.0016,0.8628,0.0023,0.8747,0.0008,-2.3336,0.3762,343.4080,0.0125,346.1829,0.0142,17.8717,0.0246,17.2431,0.0014,0.8618,0.0017,0.8747,0.0008,-2.3336,0.3762,343.4080,0.0125,346.1829,0.0142,17.5665,0.0364,17.1188,0.0025,0.8608,0.0027,0.8747,0.0008,-2.3336,0.3762,343.4080,0.0125,346.1829,0.0142,17.2361,0.0583,17.0461,0.0035,0.8597,0.0045,0.8747,0.0008,-2.3336,0.3762
23,23,4628,204.880043124,-1.279201764,SER,0.720719306770813,342.7881,0.0175,343.4827,0.0126,27.5324,0.0554,17.9307,0.0017,0.8878,0.0029,0.3000,0.0003,-54.2295,0.0389,342.7881,0.0175,343.4827,0.0126,26.8091,0.0473,17.5794,0.0027,0.9946,0.0024,0.3000,0.0003,-54.2295,0.0389,342.7881,0.0175,343.4827,0.0126,26.1190,0.0728,17.4733,0.0023,1.0965,0.0041,0.3000,0.0003,-54.2295,0.0389,342.7881,0.0175,343.4827,0.0126,25.3719,0.1134,17.4070,0.0051,1.2068,0.0066,0.3000,0.0003,-54.2295,0.0389
24,24,6935,13.922138555,-0.941892873,SER,0.454163170115528,343.2941,0.0021,344.3045,0.0034,7.7000,0.0129,18.2648,0.0012,1.4579,0.0041,0.4583,0.0004,14.8272,0.0432,343.2941,0.0021,344.3045,0.0034,8.5758,0.0091,17.8486,0.0008,1.5048,0.0024,0.4583,0.0004,14.8272,0.0432,343.2941,0.0021,344.3045,0.0034,9.4115,0.0155,17.6958,0.0012,1.5495,0.0033,0.4583,0.0004,14.8272,0.0432,343.2941,0.0021,344.3045,0.0034,10.3161,0.0260,17.5166,0.0020,1.5978,0.0058,0.4583,0.0004,14.8272,0.0432
25,25,8558,10.455617833,-1.028191132,SER,0.532191084316372,343.1187,0.0033,343.6912,0.0022,8.4285,0.0168,17.9654,0.0012,2.0123,0.0052,0.4234,0.0005,-70.5371,0.0451,343.1187,0.0033,343.6912,0.0022,9.3983,0.0159,17.8281,0.0012,1.8799,0.0039,0.4234,0.0005,-70.5371,0.0451,343.1187,0.0033,343.6912,0.0022,10.3237,0.0286,17.8312,0.0023,1.7536,0.0055,0.4234,0.0005,-70.5371,0.0451,343.1187,0.0033,343.6912,0.0022,11.3253,0.0456,17.6414,0.0033,1.6169,0.0087,0.4234,0.0005,-70.5371,0.0451
29,29,14769,191.490588795,1.298039939,SER,0.481534913886599,344.3636,0.0014,343.6440,0.0009,5.5537,0.0065,17.8173,0.0010,1.2556,0.0037,0.5297,0.0003,-74.4194,0.0288,344.3636,0.0014,343.6440,0.0009,5.5007,0.0024,17.5222,0.0003,1.3135,0.0012,0.5297,0.0003,-74.4194,0.0288,344.3636,0.0014,343.6440,0.0009,5.4502,0.0058,17.4497,0.0011,1.3686,0.0032,0.5297,0.0003,-74.4194,0.0288,344.3636,0.0014,343.6440,0.0009,5.3955,0.0116,17.3969,0.0020,1.4284,0.0065,0.5297,0.0003,-74.4194,0.0288
31,31,4939,229.576570053,31.188880669,SER,0.404702092606066,343.8668,0.0080,343.2807,0.0071,7.2686,0.0257,18.0483,0.0028,1.3306,0.0084,0.7395,0.0015,70.8622,0.3016,343.8668,0.0080,343.2807,0.0071,7.8266,0.0200,17.6540,0.0021,1.3284,0.0061,0.7395,0.0015,70.8622,0.3016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.8668,0.0080,343.2807,0.0071,8.9354,0.0507,17.2466,0.0045,1.3240,0.0114,0.7395,0.0015,70.8622,0.3016
32,32,1363,172.259734205,7.287756436,SER,0.334940199913339,345.3559,0.0186,344.1187,0.0157,31.8974,0.1362,17.6434,0.0037,1.3543,0.0061,0.8206,0.0013,59.9352,0.4145,345.3559,0.0186,344.1187,0.0157,31.0902,0.0952,17.2378,0.0030,1.4599,0.0042,0.8206,0.0013,59.9352,0.4145,345.3559,0.0186,344.1187,0.0157,30.3200,0.1421,17.0991,0.0042,1.5606,0.0068,0.8206,0.0013,59.9352,0.4145,345.3559,0.0186,344.1187,0.0157,29.4863,0.2333,17.0390,0.0069,1.6696,0.0113,0.8206,0.0013,59.9352,0.4145
33,33,8663,202.611967738,-1.530165795,SER,0.94588016794514,343.7021,0.0039,345.4503,0.0068,24.3009,0.0339,17.5783,0.0010,1.2405,0.0021,0.5434,0.0003,7.6306,0.0374,343.7021,0.0039,345.4503,0.0068,24.0826,0.0236,17.1490,0.0008,1.2492,0.0014,0.5434,0.0003,7.6306,0.0374,343.7021,0.0039,345.4503,0.0068,23.8743,0.0498,17.0044,0.0028,1.2575,0.0031,0.5434,0.0003,7.6306,0.0374,343.7021,0.0039,345.4503,0.0068,23.6488,0.0854,16.8999,0.0036,1.2665,0.0054,0.5434,0.0003,7.6306,0.0374
34,34,5129,202.338698029,-0.944229355,SER,0.891234618748076,344.7145,0.0018,342.8759,0.0023,12.2576,0.0168,17.3724,0.0009,1.8502,0.0029,0.5293,0.0003,39.6647,0.0323,344.7145,0.0018,342.8759,0.0023,12.9797,0.0110,17.0160,0.0006,1.7310,0.0017,0.5293,0.0003,39.6647,0.0323,344.7145,0.0018,342.8759,0.0023,13.6687,0.0219,16.8993,0.0015,1.6174,0.0031,0.5293,0.0003,39.6647,0.0323,344.7145,0.0018,342.8759,0.0023,14.4145,0.0379,16.7401,0.0024,1.4944,0.0054,0.5293,0.0003,39.6647,0.0323
35,35,841,252.162313306,31.787346601,EXP,0.367680610809077,344.0030,0.0228,344.6155,0.0088,33.7583,0.0576,17.0503,0.0016,0.9228,0.0023,0.3495,0.0003,84.0934,0.0385,344.0030,0.0228,344.6155,0.0088,32.7793,0.0487,16.6282,0.0015,0.9783,0.0019,0.3495,0.0003,84.0934,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0030,0.0228,344.6155,0.0088,30.8340,0.1156,16.3782,0.0035,1.0888,0.0052,0.3495,0.0003,84.0934,0.0385
36,36,8165,136.210923102,0.743384089,SER,0.749989950043779,343.3485,0.0020,343.4552,0.0016,7.3807,0.0135,17.6266,0.0012,1.9567,0.0046,0.7632,0.0005,-57.9565,0.1030,343.3485,0.0020,343.4552,0.0016,8.1900,0.0094,17.1440,0.0008,2.0633,0.0029,0.7632,0.0005,-57.9565,0.1030,343.3485,0.0020,343.4552,0.0016,8.9622,0.0184,16.9223,0.0015,2.1650,0.0049,0.7632,0.0005,-57.9565,0.1030,343.3485,0.0020,343.4552,0.0016,9.7981,0.0314,16.7509,0.0023,2.2750,0.0084,0.7632,0.0005,-57.9565,0.1030
37,37,3675,137.316683291,4.113149615,SER,0.760280000150957,344.7078,0.0049,344.4076,0.0067,10.0303,0.0196,17.7179,0.0015,1.0618,0.0048,0.6743,0.0008,21.3070,0.1229,344.7078,0.0049,344.4076,0.0067,10.1288,0.0128,17.2483,0.0013,1.0518,0.0030,0.6743,0.0008,21.3070,0.1229,344.7078,0.0049,344.4076,0.0067,10.2228,0.0161,17.0469,0.0013,1.0422,0.0033,0.6743,0.0008,21.3070,0.1229,344.7078,0.0049,344.4076,0.0067,10.3246,0.0264,16.9080,0.0023,1.0319,0.0054,0.6743,0.0008,21.3070,0.1229
38,38,5740,29.147713251,-0.534125667,SER,0.769628172247643,344.5094,0.0151,345.2666,0.0285,33.3647,0.0916,17.7534,0.0025,0.9822,0.0034,0.5087,0.0006,-14.6086,0.0924,344.5094,0.0151,345.2666,0.0285,33.0830,0.0617,17.3462,0.0020,1.0018,0.0022,0.5087,0.0006,-14.6086,0.0924,344.5094,0.0151,345.2666,0.0285,32.8143,0.0944,17.2308,0.0032,1.0206,0.0035,0.5087,0.0006,-14.6086,0.0924,344.5094,0.0151,345.2666,0.0285,32.5234,0.1576,17.1498,0.0050,1.0409,0.0061,0.5087,0.0006,-14.6086,0.0924
39,39,5966,328.093634232,-1.171056056,SER,1.01371030648274,345.3007,0.0051,344.2397,0.0042,12.0718,0.0115,18.1753,0.0008,0.7534,0.0016,0.8118,0.0005,-85.5655,0.1185,345.3007,0.0051,344.2397,0.0042,11.9400,0.0090,17.6860,0.0006,0.8253,0.0011,0.8118,0.0005,-85.5655,0.1185,345.3007,0.0051,344.2397,0.0042,11.8141,0.0176,17.5022,0.0025,0.8940,0.0024,0.8118,0.0005,-85.5655,0.1185,345.3007,0.0051,344.2397,0.0042,11.6779,0.0294,17.3751,0.0029,0.9684,0.0041,0.8118,0.0005,-85.5655,0.1185
40,40,1542,251.527788736,22.708172598,SER,0.461949965226714,343.3732,0.0076,345.0293,0.0116,13.7991,0.0319,17.6085,0.0019,1.1662,0.0039,0.6048,0.0006,16.3642,0.1183,343.3732,0.0076,345.0293,0.0116,14.7226,0.0280,17.1561,0.0017,1.1429,0.0026,0.6048,0.0006,16.3642,0.1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.3732,0.0076,345.0293,0.0116,16.5575,0.0719,16.7940,0.0039,1.0966,0.0064,0.6048,0.0006,16.3642,0.1183
41,41,2062,159.874282166,12.492300953,SER,0.436767596029555,343.5489,0.0058,347.1043,0.0111,16.3951,0.0238,17.8503,0.0013,0.7573,0.0023,0.4793,0.0004,4.2137,0.0530,343.5489,0.0058,347.1043,0.0111,16.4109,0.0175,17.5157,0.0012,0.8250,0.0014,0.4793,0.0004,4.2137,0.0530,343.5489,0.0058,347.1043,0.0111,16.4259,0.0278,17.4273,0.0017,0.8895,0.0025,0.4793,0.0004,4.2137,0.0530,343.5489,0.0058,347.1043,0.0111,16.4422,0.0455,17.3168,0.0031,0.9594,0.0044,0.4793,0.0004,4.2137,0.0530
42,42,1205,45.547442192,-1.166647997,SER,0.448550424528033,344.1179,0.0250,344.3718,0.0320,19.5561,0.1581,18.2265,0.0066,1.2700,0.0123,0.5642,0.0020,37.1389,0.2819,344.1179,0.0250,344.3718,0.0320,19.8978,0.1036,17.6690,0.0048,1.2021,0.0081,0.5642,0.0020,37.1389,0.2819,344.1179,0.0250,344.3718,0.0320,20.2238,0.1289,17.4367,0.0061,1.1374,0.0092,0.5642,0.0020,37.1389,0.2819,344.1179,0.0250,344.3718,0.0320,20.5768,0.2110,17.2589,0.0094,1.0673,0.0147,0.5642,0.0020,37.1389,0.2819
43,43,8645,192.450586626,4.489901367,SER,0.352580846818347,343.8021,0.0009,343.3517,0.0013,7.7173,0.0120,17.3192,0.0010,1.8165,0.0033,0.5238,0.0002,-12.1864,0.0199,343.8021,0.0009,343.3517,0.0013,8.8872,0.0042,16.8912,0.0003,1.8829,0.0013,0.5238,0.0002,-12.1864,0.0199,343.8021,0.0009,343.3517,0.0013,10.0035,0.0118,16.7216,0.0012,1.9462,0.0030,0.5238,0.0002,-12.1864,0.0199,343.8021,0.0009,343.3517,0.0013,11.2118,0.0232,16.5362,0.0015,2.0147,0.0058,0.5238,0.0002,-12.1864,0.0199
44,44,4323,197.264208894,11.781779541,SER,0.361646516681364,342.8381,0.0067,343.6932,0.0038,11.6300,0.0267,17.7529,0.0016,1.5557,0.0047,0.4447,0.0005,-88.4861,0.0572,342.8381,0.0067,343.6932,0.0038,12.5430,0.0238,17.4936,0.0016,1.5471,0.0036,0.4447,0.0005,-88.4861,0.0572,342.8381,0.0067,343.6932,0.0038,13.4140,0.0402,17.4212,0.0025,1.5389,0.0054,0.4447,0.0005,-88.4861,0.0572,342.8381,0.0067,343.6932,0.0038,14.3570,0.0638,17.2804,0.0036,1.5300,0.0086,0.4447,0.0005,-88.4861,0.0572
45,45,233,250.552467826,22.406471206,EXP,0.382668177569177,344.5010,0.0120,342.2118,0.0139,15.7188,0.0403,17.7670,0.0022,1.0816,0.0036,0.8541,0.0011,-1.8396,0.4038,344.5010,0.0120,342.2118,0.0139,15.7530,0.0328,17.3159,0.0020,1.0840,0.0028,0.8541,0.0011,-1.8396,0.4038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.5010,0.0120,342.2118,0.0139,15.8208,0.0826,16.9698,0.0049,1.0887,0.0076,0.8541,0.0011,-1.8396,0.4038
46,46,16142,24.979250114,-0.254888749,SER,0.947634326315335,345.1149,0.0057,345.0960,0.0061,26.6323,0.0283,17.9455,0.0008,1.1097,0.0015,0.2942,0.0001,-42.9299,0.0164,345.1149,0.0057,345.0960,0.0061,26.5606,0.0262,17.5138,0.0010,1.0996,0.0013,0.2942,0.0001,-42.9299,0.0164,345.1149,0.0057,345.0960,0.0061,26.4922,0.0444,17.3537,0.0017,1.0899,0.0024,0.2942,0.0001,-42.9299,0.0164,345.1149,0.0057,345.0960,0.0061,26.4182,0.0700,17.2537,0.0027,1.0795,0.0038,0.2942,0.0001,-42.9299,0.0164
47,47,2933,25.825775623,-8.310280813,EXP,0.350717696757006,342.7061,0.0071,345.3095,0.0050,23.5144,0.0234,17.7415,0.0009,0.9186,0.0017,0.2697,0.0002,54.8702,0.0154,342.7061,0.0071,345.3095,0.0050,23.3224,0.0149,17.4165,0.0007,0.9548,0.0009,0.2697,0.0002,54.8702,0.0154,342.7061,0.0071,345.3095,0.0050,23.1391,0.0231,17.3277,0.0011,0.9893,0.0015,0.2697,0.0002,54.8702,0.0154,342.7061,0.0071,345.3095,0.0050,22.9407,0.0394,17.2555,0.0017,1.0266,0.0028,0.2697,0.0002,54.8702,0.0154
48,48,2408,56.077308839,-6.031407205,SER,0.293041627275509,343.0883,0.0178,343.7812,0.0155,18.3709,0.1263,18.0842,0.0053,1.5421,0.0106,0.8264,0.0019,-50.3508,0.6397,343.0883,0.0178,343.7812,0.0155,19.7275,0.0870,17.6092,0.0039,1.5461,0.0064,0.8264,0.0019,-50.3508,0.6397,343.0883,0.0178,343.7812,0.0155,21.0218,0.1238,17.4471,0.0052,1.5499,0.0077,0.8264,0.0019,-50.3508,0.6397,343.0883,0.0178,343.7812,0.0155,22.4229,0.2026,17.2610,0.0073,1.5539,0.0131,0.8264,0.0019,-50.3508,0.6397
49,49,2740,152.149641454,8.069256324,EXP,0.539082395890519,345.8310,0.0149,344.6428,0.0046,16.2684,0.0350,18.0264,0.0017,0.9411,0.0047,0.2000,0.0004,-73.2126,0.0337,345.8310,0.0149,344.6428,0.0046,16.4702,0.0350,17.6589,0.0020,1.0432,0.0035,0.2000,0.0004,-73.2126,0.0337,345.8310,0.0149,344.6428,0.0046,16.6627,0.0596,17.5224,0.0046,1.1407,0.0063,0.2000,0.0004,-73.2126,0.0337,345.8310,0.0149,344.6428,0.0046,16.8711,0.0929,17.4100,0.0040,1.2462,0.0104,0.2000,0.0004,-73.2126,0.0337
50,50,1187,180.04208902,10.704459218,SER,0.440117258927795,343.8668,0.0040,343.2817,0.0084,8.9266,0.0119,18.3164,0.0012,0.5522,0.0032,0.3987,0.0005,5.5746,0.0524,343.8668,0.0040,343.2817,0.0084,9.0407,0.0096,17.9932,0.0012,0.6028,0.0019,0.3987,0.0005,5.5746,0.0524,343.8668,0.0040,343.2817,0.0084,9.1495,0.0144,17.8836,0.0019,0.6510,0.0031,0.3987,0.0005,5.5746,0.0524,343.8668,0.0040,343.2817,0.0084,9.2673,0.0226,17.7797,0.0026,0.7032,0.0055,0.3987,0.0005,5.5746,0.0524
51,51,5706,48.453592067,-8.147307523,SER,0.57300215823357,344.9160,0.0075,341.5584,0.0174,35.9753,0.0947,17.2905,0.0021,1.4403,0.0042,0.2646,0.0003,23.1159,0.0309,344.9160,0.0075,341.5584,0.0174,35.8506,0.0622,16.9921,0.0017,1.4254,0.0026,0.2646,0.0003,23.1159,0.0309,344.9160,0.0075,341.5584,0.0174,35.7317,0.0835,16.8884,0.0023,1.4111,0.0034,0.2646,0.0003,23.1159,0.0309,344.9160,0.0075,341.5584,0.0174,35.6029,0.1382,16.7919,0.0034,1.3957,0.0059,0.2646,0.0003,23.1159,0.0309
53,53,6192,199.030742638,5.202531095,SER,0.533308986813058,344.8507,0.0126,344.3302,0.0057,19.6086,0.0408,17.7583,0.0016,1.2010,0.0034,0.3818,0.0004,-89.4647,0.0481,344.8507,0.0126,344.3302,0.0057,19.3292,0.0384,17.4155,0.0020,1.2342,0.0032,0.3818,0.0004,-89.4647,0.0481,344.8507,0.0126,344.3302,0.0057,19.0626,0.0629,17.3220,0.0034,1.2658,0.0054,0.3818,0.0004,-89.4647,0.0481,344.8507,0.0126,344.3302,0.0057,18.7740,0.0979,17.2563,0.0045,1.3000,0.0085,0.3818,0.0004,-89.4647,0.0481
55,55,3223,13.608789186,-10.191019696,SER,0.617984945011841,343.7306,0.0060,343.8999,0.0061,7.7532,0.0166,17.9541,0.0019,0.7704,0.0047,0.6711,0.0010,44.7981,0.1594,343.7306,0.0060,343.8999,0.0061,7.7669,0.0101,17.7941,0.0014,0.7805,0.0024,0.6711,0.0010,44.7981,0.1594,343.7306,0.0060,343.8999,0.0061,7.7800,0.0147,17.7506,0.0019,0.7901,0.0041,0.6711,0.0010,44.7981,0.1594,343.7306,0.0060,343.8999,0.0061,7.7941,0.0255,17.7564,0.0034,0.8006,0.0075,0.6711,0.0010,44.7981,0.1594
