GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group,brickid,brickname,objid,type,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Gal,zmemb,gmemb,FUV,NUV
578r,206.3909281818404,18.230701646212097,5000.0,0.0166666666666666,,2.947703726361593,6.168754961069458,11.420286074282163,68.3451054331656,68.23811201460643,14.522257651531245,16.912178060359455,6.447418338180468,7.991465100127359,0.5077276281487819,-1.861530960190092,-0.1567072852517963,-0.0831024515991286,0.2838672399520874,2.940965762618446,0.0649052310936963,0.0115380936050195,0.0023310023310023,0.0,0.0094975355290823,0.1554093838252611,0.2940486182307648,0.216782807234087,6.38974113930417,1.1031826863613796,320.1637298115138,319.8683341296071,0.4541285603783669,0.0104892457294716,0.0,0.0,0.27,0.3462954865095246,1.4556495,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,793.0,22.8,34.7,0.0,3.0,0.03639,0.0045400001108646,8.0,0.0,3.0,50.0,4.1,8.0,23.4,0.0,0.0,0.0,0.0,144,434641,2064p182,2671,SER,0.021079417,50.25289,73.76123,0.0,95.559654,1.6017919,1.4556495,0.0,0.9725926,2.2178216,7414.5464,1.9595388,123450.88,-0.34334278,602742.3,0.12710209,446754.25,18.247097,17.83043,Infinity,17.549314,17.656002,18.059933,15.583757,12.775104,0.41666794,Infinity,0.28111458,Infinity,206.3910833,18.2307778,4,0.081961,,20.0602,19.5641
565r,71.10622505696126,-21.86506553330927,5000.0,0.0166666666666666,,5.009252520014075,9.873560157390571,17.833592944892565,190.88292335045216,191.0377571600203,22.66662873515304,30.613107381962596,10.183679483246772,15.180834013390506,0.4695466107042564,-1.66482701330217,-0.482019156795527,-0.0935598102517877,0.3412165939807892,2.757329621140254,0.1776703361594802,0.0111229292957996,0.04,0.0,0.0466115344130666,0.2096882258925378,0.2098764931033077,0.2248870521529458,14.030502384661458,0.6577714043677751,319.35904026955427,319.33296794972006,0.6001302793830396,0.8921892202570126,0.0,0.0,0.27,0.3462954865095246,1.1738775,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2447.0,14.8,164.8,0.0,3.0,0.0263,0.0018500000005587,14.2,0.0,3.0,50.0,5.4,14.2,65.1,0.0,0.0,0.0,0.0,67,208256,0710m217,7698,SER,0.05540152,102.19354,200.30257,274.99307,343.25565,1.5994883,1.1738775,1.0906837,1.2845833,0.8884052,782616.4,3.76669,669466.75,0.1267065,1.1107558E7,-0.41079456,1.888174E7,17.47644,16.745783,16.401695,16.160955,16.151423,16.555136,14.947999,13.310362,0.7306576,0.3440876,0.5848274,0.24073982,71.1059167,-21.8651944,3,0.0,,19.908,19.622
566r,71.08378512822735,-21.87845358343749,5000.0,0.0166666666666666,,2.152240311415444,4.176873434219429,7.5263388531179665,60.86119434377588,61.70758378170615,9.219912266150311,11.362158185901642,4.908798105236544,5.793014694384208,0.511516446465063,-1.5906893842012992,-0.3256458467464376,-0.0417045424035683,0.3829348683357239,2.7184650295004693,0.2253272207592255,0.0725713744355284,0.0,0.0,0.0780833407871528,0.2781628759899288,0.2910145813223392,0.3163460973940192,3.91053114315347,1.6493235797194408,319.447852334903,319.01227666537835,0.1810411060486304,1.4032859786125682,0.0,0.0,0.27,0.3462954865095246,1.1521834,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1078.0,14.3,75.4,0.0,3.0,0.01542,0.0018200000049546,8.5,0.0,3.0,50.0,4.2,8.5,28.3,0.0,0.0,0.0,0.0,67,206918,0711m220,2414,SER,0.055256926,44.287724,64.369,77.93649,86.46033,1.6056106,1.1521834,1.085011,1.2304126,2.4841373,17494.83,1.0975244,3036304.8,0.12920487,4441816.5,0.022769405,3648547.0,18.38429,17.978308,17.770647,17.657957,18.408798,19.50371,17.691927,12.951014,0.40598297,0.20766068,0.32035065,0.11268997,71.0835,-21.8783056,2,0.0,,19.8884,19.6569
567r,71.12448194767269,-21.87922693542504,5000.0,0.0166666666666666,,3.914496158060342,9.206933861164218,15.66035342859509,159.51822312242643,159.37170465533384,19.565278161213048,21.32554972383078,10.361988702554562,11.46079362492783,0.4746162826216861,-1.96680222689362,-0.2476554577853753,-0.1305153897427439,0.3143315613269806,3.010628439966462,0.0609273053325562,0.0291916036502936,0.0,0.0,0.0145571161701336,0.1610474024320148,0.4726563773045385,0.1778325901815001,9.309073415405727,0.8764592710814723,320.15508128650515,320.2194654852661,0.1805691814748213,1.2978507384881526,2.0,0.0,0.27,0.3462954865095246,1.1188207,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2484.0,13.5,184.2,0.0,3.0,0.02071,0.0019300000276416,10.7,0.0,3.0,50.0,4.6,10.7,49.2,0.0,0.0,0.0,0.0,67,206918,0711m220,4156,SER,0.056838658,117.6293,214.70833,304.39227,362.7391,1.6175002,1.1188207,1.1084986,1.227864,3.2349694,130591.8,4.101733,5156682.0,0.05460176,9454642.0,-0.12252954,1.0338306E7,17.323711,16.670378,16.291416,16.101013,16.457476,16.549263,14.179703,,0.65333366,0.37896156,0.56936455,0.19040298,71.1244167,-21.8793056,4,0.0,,19.9182,19.2707
568r,71.07600570876617,-21.87994524869388,5000.0,0.0166666666666666,,1.5,1.5,1.5,0.0,0.0,1.0,1.0,12.311226341928252,16.10818438703832,0.0442431448541252,-0.72926431800067,-3.235616260597616,-0.3845670267965091,0.9306087493896484,0.0,0.2951108292555739,-99.0,0.0068846815834767,0.0743259855931025,0.0831257074072535,0.4482960802841497,0.7623817899755672,0.244890877747751,8.926068423617934,1.3734359652285315,317.70730204364463,319.4564894840452,0.4474641938519951,0.9765288211805432,2.0,0.0,0.27,0.3462954865095246,1.1841104,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2260.0,15.1,149.6,0.0,3.0,0.01378,0.001810000045225,7.6,0.0,3.0,50.0,4.1,7.6,19.0,0.0,0.0,0.0,0.0,67,206918,0711m220,2059,SER,0.05503123,7.438567,25.821598,41.538258,61.340576,1.4981563,1.1841104,1.2126781,1.2974968,0.5545339,31411.338,0.93136126,1597346.2,-0.14542305,1538731.6,-0.30113167,1615770.9,20.321278,18.970041,18.453878,18.03063,16.173521,16.227766,13.182228,11.386138,1.3512363,0.5161629,0.93941116,0.4232483,71.076,-21.88,1,0.075992,,19.8633,18.7864
803r,80.7147202647141,-31.932539522489364,5000.0,0.0166666666666666,,1.5,1.5,1.5,0.0,0.0,1.0,1.0,12.87214519501833,13.437061937730128,0.7061816141905114,-1.334492335010482,0.4604021784052952,0.1866253634821492,0.0517328605055809,0.0,100.0,-99.0,0.7073170731707317,0.985851292804113,0.1471865198791418,0.3907393179004668,1.9994360953502692,0.0489148986055318,9.918148657840169,0.1156679643785261,310.2179168415034,322.9186409483434,0.0514932252413505,1.9620756401714845,1.0,0.0,0.27,0.3462954865095246,1.3423225,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,748.0,19.4,38.5,0.0,3.0,0.02072,0.0020099999383091,10.3,0.0,3.0,50.0,4.6,10.3,21.8,0.0,0.0,0.0,0.0,239,155636,0807m320,4716,SER,0.015657686,-0.059872765,1.1690584,1.7417388,1.8247625,1.4741843,1.3423225,1.2048439,1.141921,0.5,60.677265,0.7528388,2398.4326,0.75960964,116.09724,-0.17604527,564.36945,,22.33041,21.897543,21.846985,19.760708,18.954618,17.402445,12.895562,,0.43286705,0.48342514,0.05055809,80.714,-31.9323333,4,0.0,,20.356,19.8173
804r,80.7093570274503,-31.942819137580518,5000.0,0.0166666666666666,,3.1275049592070503,6.04237965117268,10.255250650570336,32.309937150627455,32.217134472522986,12.935566694568177,16.482670621183853,6.16436243223278,8.182125181341533,0.4609628750309367,-1.59978849060678,-0.569580344606365,-0.0930173539137151,0.2355112135410308,2.5787413624689166,0.1019727535196878,0.0109146501346368,0.0,0.0,0.0726660156580978,0.0810074002493111,0.2483181166063705,0.1344531994099305,7.341667632054687,0.6122710440127587,319.90738087570725,320.0807543282916,0.5741203961644251,1.3355152026874295,0.0,0.0,0.27,0.3462954865095246,1.3423225,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,657.0,19.4,33.8,0.0,3.0,0.02148,0.0019399999873712,11.1,0.0,3.0,50.0,4.6,11.1,39.5,0.0,0.0,0.0,0.0,239,155636,0807m320,4548,SER,0.015604128,27.207682,32.93591,34.4533,36.44175,1.4715928,1.3423225,1.2048439,1.141921,0.7257009,55336.67,2.0049067,271254.44,0.4486964,1348146.2,-0.21309145,1042438.9,18.91327,18.705826,18.656923,18.596003,19.335154,19.981783,,13.303288,0.20744514,0.04890251,0.10982323,0.060920715,80.709375,-31.9429444,3,0.0,,20.1078,19.7983
805r,80.71526147576186,-31.955119998985964,5000.0,0.0166666666666666,,4.350129820475037,8.52955182032215,15.873226354120485,64.6590392082191,64.75870900974803,19.747892606342443,22.085042455584876,8.760566988071457,10.246483129669295,0.5173100023494321,-1.6794561163325996,-0.2354523997518196,-0.0483074978442936,0.2067511081695556,2.810814958170548,0.1142204328302594,0.0364689366712658,0.0103626943005181,0.0203881840604915,0.0870542595939727,0.1982043588228335,0.2811600078116011,0.0827707024668044,9.4506778943787,0.8407443158417066,320.21561666020045,320.0184610027921,0.2216788527686498,2.9482733420989264,0.0,0.0,0.27,0.3462954865095246,1.2874112,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1648.0,17.9,92.3,0.0,3.0,0.01697,0.0018899999558925,9.0,0.0,3.0,50.0,4.1,9.0,27.7,0.0,0.0,0.0,0.0,239,155636,0807m320,4775,SER,0.015563338,46.223434,71.9781,95.26572,105.14339,1.4715928,1.2874112,1.1624671,1.1795523,1.408699,94486.01,2.8419902,192180.9,-0.10590501,2349539.5,0.047248747,1449971.9,18.337845,17.856998,17.552658,17.445545,18.668884,,,,0.4808464,0.30434036,0.41145325,0.10711288,80.7154583,-31.9551944,5,0.0,,19.7342,19.7145
806r,80.70575739899994,-31.957335278522685,5000.0,0.0166666666666666,,2.99453324064708,5.893337399853448,10.478147813308643,34.42303956885561,34.5744839432024,12.92136198333819,14.46140905494411,6.771595988719882,7.501924283884461,0.4984150490615358,-1.6755489087689468,-0.3316901133685173,-0.0664703997479631,0.2107997238636016,2.719776911796816,0.1686467806968966,-0.0081608863330202,0.0026178010471204,0.0,0.0400409665905132,0.2875797659495142,0.5704616377241992,0.1013223604437833,5.851189241812093,1.0150826509321411,319.68163631868487,319.6928980895347,0.2640095545233958,2.555126841558531,0.0,0.0,0.27,0.3462954865095246,1.2874112,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,916.0,17.9,51.3,0.0,3.0,0.0145,0.0018899999558925,7.7,0.0,3.0,50.0,4.0,7.7,25.2,0.0,0.0,0.0,0.0,239,155636,0807m320,4414,SER,0.015460882,30.991364,33.934845,34.523212,35.101334,1.4715928,1.2874112,1.1624671,1.1795523,1.4732258,22351.52,1.6057649,247191.11,-0.0302148,555667.9,0.21146037,1040133.1,18.771898,18.673386,18.654722,18.63669,19.609833,20.021202,17.629858,12.819971,0.09851265,0.018663406,0.03669548,0.018032074,80.7058333,-31.9575556,2,0.0,,20.2097,19.788
807r,80.69089120626425,-31.96299567808933,5000.0,0.0166666666666666,,4.728296567136558,9.355766719238003,16.167942245610128,153.98131795218444,154.96909105069923,20.16782122383547,25.439739044773543,9.777376784291198,12.447797691129905,0.4764299253336153,-1.750199922739483,-0.3887833231401423,-0.098612163180509,0.2986943125724792,2.669750203481226,0.07956688690166,0.00457202177019,0.0051150895140664,0.0,0.0208888499900341,0.0805276975104192,0.1870795658473631,0.1709051346856805,11.127719316699888,0.8185398765188997,319.8051450615,319.76176638407134,0.3725117961079224,0.7894808034567418,0.0,0.0,0.27,0.3462954865095246,1.3423225,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2594.0,19.4,133.6,0.0,3.0,0.0204,0.0018700000364333,10.9,0.0,3.0,50.0,4.6,10.9,44.7,0.0,0.0,0.0,0.0,239,155636,0807m320,3839,SER,0.015246077,104.56591,162.38141,196.4927,224.56915,1.4741843,1.3423225,1.2048439,1.141921,1.1433067,404018.62,2.9545765,638179.1,0.032131054,5224334.0,-0.1952546,1.0256198E7,17.451525,16.97366,16.766634,16.621624,16.980755,17.46516,15.509123,14.085495,0.47786522,0.20702553,0.35203552,0.14501,80.6905417,-31.9629444,1,0.0,,19.4421,19.1362
843r,178.45778524210766,21.219254112291168,5000.0,0.0166666666666666,,5.590450768482652,11.90193908617218,23.51217247490783,913.7895796121336,916.786914435468,28.438978175718173,30.685933950165797,13.142975950192,14.109376775017784,0.5575884848335703,-1.7826652418013098,0.0354500124944805,-0.0227778686251475,0.4668087363243103,3.119229657977426,0.1639436688544196,0.0078124564909773,0.0015384615384615,0.0,0.067009324275104,-0.0392708793966436,0.1709356302128628,0.3808033015280566,13.383722719934369,1.45142494023421,320.12366821380016,320.2061381273625,0.1367456487056104,0.4397120459894345,1.0,0.0,0.27,0.3462954865095246,1.2048529,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,6993.0,15.6,447.1,0.0,3.0,0.04116,0.0054100002162158,7.6,0.0,3.0,50.0,4.1,7.6,22.5,0.0,0.0,0.0,0.0,246,450824,1785p212,1260,SER,0.050044883,533.3471,907.35675,1158.068,1320.0505,1.3265175,1.2048529,1.1383171,1.5936173,1.8515861,742277.5,3.981231,830041.0,-0.14735316,2.5554062E7,-0.03077261,1.5422373E7,15.682475,15.105555,14.840665,14.698524,14.950212,15.426207,13.304929,12.172065,0.5769205,0.26488972,0.40703106,0.14214134,178.4575833,21.2194167,3,0.022989,,18.3198,17.4263
844r,178.42601597165196,21.206278830764635,5000.0,0.0166666666666666,,3.180181210747709,6.416753593839013,10.697531154797105,67.64635625693096,67.71171862268555,13.499729585390398,14.077287412320812,6.431216047271316,6.589742365997496,0.4915940859979942,-1.4284559679262114,-0.5366892885370635,-0.038877234403729,0.2945137917995453,2.634158463152783,0.4196051715397966,0.0179707068740576,0.0125786163522012,0.0,0.1859970189366566,0.6213033787298149,0.3392381148380911,0.1725732474814631,6.25523252535432,0.535190422091696,319.0363371625713,319.35264291633683,0.1326759096033585,2.300560345130218,0.0,0.0,0.27,0.3462954865095246,1.03714,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,633.0,11.6,54.6,0.0,3.0,0.05953,0.0057600000873208,10.3,0.0,3.0,50.0,4.4,10.3,26.2,0.0,0.0,0.0,0.0,246,450824,1785p212,638,SER,0.049483284,44.18096,69.62165,93.75967,100.96115,1.1231775,1.03714,1.1383171,1.2990506,1.1934903,23425.379,1.8436567,118892.77,-0.059175607,334993.0,0.15676191,630470.2,18.386911,17.893139,17.56996,17.489614,17.809784,17.97484,15.553376,14.856803,0.4937725,0.32317924,0.4035244,0.080345154,178.4257917,21.206,1,0.14713,,19.9429,20.0281
845r,178.4720251631365,21.23763070552733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,246,450824,1785p212,1548,SER,0.049954344,21.393373,32.621765,40.114353,42.50177,1.4462006,1.3049415,1.1383171,1.6424141,1.4417187,3871.4768,2.9026134,8553.082,-0.08518132,67178.04,0.08924189,77655.61,19.174301,18.716232,18.49175,18.428982,19.099234,19.81183,18.84136,,0.45806885,0.22448158,0.28725052,0.062768936,178.4722083,21.2379444,4,0.0,,20.0169,20.3507
846r,178.4396432197062,21.220279415439,5000.0,0.0166666666666666,,7.195551484775949,12.08842364287928,18.329559383302588,95.20878354534902,92.44443080285754,23.548880787072928,28.1937830668584,12.150188036244533,14.317070477266665,0.5004274909506604,-1.3476750363962382,-0.5489451195716377,-0.0189036140179233,0.2149346470832824,2.030439701580113,0.3931060544732372,0.0666726246943919,0.0638297872340425,0.1081852809676989,0.2291138265028784,0.3331450314969876,0.2729558816126188,0.083415669678781,13.062659891582117,0.3146163390353382,314.47001715459,316.0798420661141,0.3416010457123324,0.6678297913333882,0.0,0.0,0.27,0.3462954865095246,1.2048529,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1269.0,15.6,81.1,0.0,3.0,0.04962,0.0058599999174475,8.5,0.0,3.0,50.0,4.6,8.5,15.0,0.0,0.0,0.0,0.0,246,450824,1785p212,906,SER,0.049620304,56.454292,92.243454,123.60271,137.54225,1.3265175,1.2048529,1.1383171,1.5936173,2.197517,16544.436,2.9217234,46430.324,-0.039635442,406809.0,-0.050561484,509177.8,18.120758,17.587662,17.26993,17.15391,17.338825,17.479532,15.286818,,0.5330963,0.31773186,0.43375206,0.1160202,178.4394167,21.2205278,2,0.0,,19.9164,19.389
847r,178.47638220465217,21.24985967185494,5000.0,0.0166666666666666,,8.198328481464667,18.88726107799181,41.306877666253634,465.7144077051922,455.6149544903341,57.11879700911624,71.83740300675844,18.73897815064773,30.1471174221702,0.5735026342281296,-1.635935857698923,0.0125415888145949,0.013372523665698,0.2591934502124786,3.511485266504522,0.1409583759576993,0.0335572259673137,0.0566361556064073,0.9558520143142722,0.1763404716484903,0.1708743239203825,0.2458317861007929,0.1975149866758053,25.090872406471917,0.8470228072874146,319.4716917908383,319.72720372492614,0.7218224492032547,0.3176497458851231,0.0,0.0,0.27,0.3462954865095246,1.2031114,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,4979.0,15.6,319.3,0.0,3.0,0.04681,0.0053300000727176,8.8,0.0,3.0,50.0,4.6,8.8,20.3,0.0,0.0,0.0,0.0,246,450824,1785p212,1629,SER,0.049502973,309.13098,505.3865,650.3456,748.6683,1.3303652,1.2031114,1.1383171,1.5981085,1.5,924080.3,9.298354,702761.7,-0.49823713,1.4000735E7,-0.38634714,1.2160994E7,16.274643,15.740941,15.467139,15.314277,15.662131,16.128834,14.206645,13.026005,0.5337019,0.2738018,0.42666435,0.15286255,178.4762917,21.2498611,5,0.023058,,18.4959,17.8919
185r,195.0146038963181,33.39336308096885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,248,513534,1950p335,769,PSF,0.012537,23.306908,28.793272,-9999.0,29.220697,1.912373,1.829574,-9999.0,1.475978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08129,18.851772,-9999.0,18.835773,17.509588,16.837965,15.804696,14.611708,0.229517,-9999.0,0.015999,-9999.0,195.0146667,33.3933056,2,0.921241,,20.1477,19.2885
186r,195.0338900003999,33.437659606404125,5000.0,0.0166666666666666,,2.762698216619939,5.358220424266814,9.734767761093195,112.31642198738024,113.04337639894354,12.242027281670405,13.667360023907571,5.695912008287296,6.301816111290441,0.5158198218274365,-1.771294428334673,-0.1791848431182612,-0.0625483019293574,0.3973848521709442,2.734960739133406,0.0256790608429163,0.0015342465953238,0.0027472527472527,0.0,0.0219421289965286,-0.0229503028267429,0.3458172559582241,0.5291041513075998,4.2145668303181205,1.5790968921704314,319.874908812616,319.95826117653667,0.2560164784815187,0.0526765027423302,0.0,0.0,0.27,0.3462954865095246,1.829574,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,838.0,36.1,23.2,0.0,3.0,0.04898,0.006000000052154,8.2,0.0,3.0,50.0,4.1,8.2,27.7,0.0,0.0,0.0,0.0,248,513534,1950p335,969,REX,0.012248,81.55652,106.61603,-9999.0,120.0986,1.912373,1.829574,-9999.0,1.475978,1.0,0.0,0.867016,295344.44,0.0,0.0,0.0,0.0,17.721354,17.430443,-9999.0,17.301155,17.891504,18.431255,17.53508,,0.290911,-9999.0,0.129288,-9999.0,195.034,33.4376389,4,0.023498,,18.9123,18.8364
187r,195.05426451560083,33.43435834920393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,248,513534,1950p335,1207,PSF,0.012403,7.048828,4.403602,-9999.0,2.162593,1.912373,1.957638,-9999.0,1.368047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.379707,20.89048,-9999.0,21.662563,,23.764288,,,-0.510773,-9999.0,-0.772083,-9999.0,195.0544167,33.4343333,5,0.0,,19.1092,19.6711
188r,195.02221144211467,33.41609693029632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,248,513534,1950p335,839,EXP,0.012346,17.649517,24.088343,-9999.0,26.647789,1.912373,1.829574,-9999.0,1.475978,1.0,0.0,3.256706,12668.222,0.296546,46267.336,0.502124,57830.41,19.383167,19.045483,-9999.0,18.935846,19.25373,19.6588,19.607704,14.190757,0.337685,-9999.0,0.109636,-9999.0,195.0229167,33.4160556,3,0.0,,19.7408,20.1739
189r,195.01142361833752,33.452196190587706,5000.0,0.0166666666666666,,4.578201471599955,8.578458086468174,14.151229987246836,77.0956259138992,77.00928505460634,18.11883832962884,19.058957787555475,8.681504247692132,9.017528619932088,0.4773749049492219,-1.6777621365689848,-0.4343050598590445,-0.0876077810833591,0.2312384843826294,2.45049644294754,0.091342422330577,0.0197744580160916,0.0101651842439644,0.0042305285410008,0.0537901907848602,0.1507511405466901,0.2716637356663332,0.1452073208006361,7.350147537837682,0.5248335007425362,319.0570227212556,319.7451045926297,0.0839664121508952,0.0324836020171305,0.0,0.0,0.27,0.3462954865095246,1.829574,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1004.0,36.1,27.8,0.0,3.0,0.04508,0.0052399998530745,8.6,0.0,3.0,50.0,4.2,8.6,21.1,0.0,0.0,0.0,0.0,248,513534,1950p335,737,REX,0.012082,44.315,73.42472,-9999.0,104.096596,1.912373,1.829574,-9999.0,1.276044,1.0,0.0,1.888593,46049.29,0.0,0.0,0.0,0.0,18.383623,17.835394,-9999.0,17.45641,17.843233,18.448156,15.80809,,0.548229,-9999.0,0.378984,-9999.0,195.011625,33.4522222,1,0.0,,20.3002,19.9071
