GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group,brickid,brickname,objid,type,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Gal,zmemb,gmemb,FUV,NUV
649r,330.1993615954723,-42.8156728788711,5000.0,0.0166666666666666,,5.902552200088969,10.86863257817513,17.723694569138704,29.68091513994389,29.40661005211075,21.85101307842781,24.400438413112724,11.230263147751726,12.632952741847024,0.4841771403465761,-1.2857566105746978,-0.6722938241561822,-0.0263847999267726,0.1253259629011154,2.3875721037537465,0.1876173499589113,-0.0028146163452021,0.7692307692307693,0.8174811829618729,0.3846852378543158,0.1263551363323512,0.1852022027658527,0.0267171361596023,12.193108202110384,0.6634102207756561,321.18859607895774,313.4286080431306,0.4045013490377892,1.7812028427421815,0.0,0.0,0.27,0.3462954865095246,1.2575363,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1119.0,17.0,65.7,0.0,3.0,0.01462,0.0022499999031424,6.5,0.0,3.0,50.0,4.0,6.5,14.8,0.0,0.0,0.0,0.0,194,107154,3302m427,2697,REX,0.01297442,11.437776,18.163671,21.49425,24.038801,1.6665938,1.2575363,1.227639,1.1362851,1.0,0.0,2.0427525,26157.49,0.0,0.0,0.0,0.0,19.854147,19.351992,19.169195,19.047718,19.380707,20.213776,17.92188,,0.5021553,0.18279648,0.3042736,0.12147713,330.199,-42.8155,3,0.0,,20.3589,20.2326
650r,330.16832295066064,-42.81858602182859,5000.0,0.0166666666666666,,4.0368362000690965,8.993597756840833,18.171388116556056,148.00397051161875,158.92902192620946,21.158198705535003,37.76431004132487,10.176809128541388,18.53379469074406,0.6703543649580903,-1.7527699610881824,0.5729236895766574,0.0930157967172519,0.2635188698768616,3.266734883663629,0.0938267081791272,0.0688970359436686,0.1268115942028985,0.1079606080540482,0.1641372339790953,0.4724937576388271,0.4627994200744083,0.2201592769862765,15.334347216443868,0.7893320728936787,319.2801073605367,319.40364642722807,0.6541723271387183,0.561025118335187,0.0,0.0,0.27,0.3462954865095246,1.359375,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2362.0,19.9,118.6,0.0,3.0,0.02088,0.0021599999163299,9.7,0.0,3.0,50.0,4.3,9.7,33.1,0.0,0.0,0.0,0.0,194,107154,3302m427,1775,SER,0.013056566,134.06259,228.44183,292.81754,335.52768,1.6406524,1.359375,1.2465659,1.1829045,0.7945993,711927.7,4.327167,6252900.5,-0.19544858,1.711828E7,-0.49272296,2.2315366E7,17.18173,16.603062,16.333508,16.185678,16.300024,16.695654,14.571856,13.758404,0.5786686,0.26955414,0.4173832,0.14782906,330.168,-42.8186111,1,0.0,,19.9012,19.4095
651r,330.1806471721393,-42.821443778346016,5000.0,0.0166666666666666,,3.53836248345728,7.76281687622844,13.598224991784155,456.0578356510944,456.0580258084592,17.416090288751292,19.385611710716827,7.922015808829689,8.804747128935492,0.4912187290947217,-1.880099276912529,-0.2255584920807445,-0.102027257687067,0.5933412313461304,2.923399504713683,0.1086810501204656,0.0328013783440808,0.0,0.0,0.0263395072954457,0.1251993212245955,0.1978026337027451,0.728214608685794,8.143592215511145,0.8933409880647356,319.59314101796303,319.7081357527661,0.2159444271880169,1.219315226194983,0.0,0.0,0.27,0.3462954865095246,1.3723443,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2486.0,20.3,122.5,0.0,3.0,0.04774,0.0021899999119341,21.8,0.0,3.0,50.0,5.6,21.8,112.5,0.0,0.0,0.0,0.0,194,107154,3302m427,2132,SER,0.013006653,245.7802,496.0742,669.94995,865.1261,1.5479823,1.3723443,1.2012025,1.0952662,1.9475303,510838.3,2.2358963,1.0146112E7,0.13840096,3.381054E7,-0.05184285,2.4337798E7,16.523632,15.761133,15.434895,15.157302,14.950497,15.176311,12.526622,11.18135,0.76249886,0.32623863,0.6038313,0.27759266,330.181,-42.8215,2,0.067693,,20.2702,19.2984
652r,330.21142131600124,-42.82836480810965,5000.0,0.0166666666666666,,8.297392380113497,15.555658430635,24.787836739422502,280.52864603384245,285.0040337119341,32.126862162297414,37.80707920328968,15.630931169541116,19.242172586017958,0.4103270371311373,-1.6502999186381204,-0.785223322584653,-0.1501679219308728,0.2780326902866363,2.376484994547111,0.1578019097110987,0.0270611145295725,0.0178438661710037,0.0383062119267746,0.0261133936193892,0.2406685306933721,0.1413010762342575,0.137385367684951,18.379645947346948,0.44664250584129,320.3122085454778,319.6468809734546,0.3492267314767034,2.232775070630014,0.0,0.0,0.27,0.3462954865095246,1.377093,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4051.0,20.4,198.3,0.0,3.0,0.04068,0.0022299999836832,18.2,0.0,3.0,50.0,5.7,18.2,50.1,0.0,0.0,0.0,0.0,194,107154,3302m427,3065,SER,0.012926363,174.17264,303.5511,387.4363,441.64426,1.5642952,1.377093,1.1951289,1.1015427,0.6530766,1529280.0,5.1242175,841524.4,0.05703911,1.011111E7,0.21410029,2.1065512E7,16.89755,16.29442,16.0295,15.887319,16.320799,16.88967,15.597538,15.278212,0.60313034,0.2649212,0.40710163,0.14218044,330.211,-42.8286111,4,0.0,,19.2713,18.8766
888r,12.86369912406534,-23.20874737135991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,200051,0128m232,4686,PSF,0.018297505,24.326372,40.890144,122.3195,207.5951,1.4810944,1.2218797,1.2841297,1.2832978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.034807,18.470953,17.281261,16.706957,17.147837,17.614605,,,0.5638542,1.1896915,1.7639961,0.5743046,12.8635,-23.2088056,3,0.0,,18.9977,19.3121
889r,12.87242054718038,-23.213493513441747,5000.0,0.0166666666666666,,6.724925638238626,15.06202450083778,28.83538057379172,110.39498695872716,109.59463707767613,35.53334115960296,57.98979484395962,16.04812627072714,26.99168060581723,0.5759799525276997,-1.715965258381253,0.0802646890703222,0.0047009820874284,0.1700747013092041,3.1611910061913906,0.1144594711773156,0.0370809338192388,0.0064888248017303,0.013661870944015,0.0960920638494901,0.1560393904011129,0.272149947607362,0.0851900497002411,24.476009005603945,0.624325500485658,320.23466953876425,320.163820107957,0.8020472840289405,2.1206031693689003,0.0,0.0,0.27,0.3462954865095246,1.2218797,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2638.0,16.1,164.0,0.0,3.0,0.02146,0.0021800000686198,9.9,0.0,3.0,50.0,4.6,9.9,27.9,0.0,0.0,0.0,0.0,19,200051,0128m232,5111,SER,0.018210774,74.50654,117.6902,147.06403,162.9785,1.4810944,1.2218797,1.273287,1.2832978,0.94580925,257415.97,7.2864146,2147981.0,0.30390704,1.1039087E7,0.6188969,1.6240113E7,17.819513,17.323149,17.081234,16.969675,17.636742,18.24905,,14.2315,0.4963646,0.24191475,0.35347366,0.11155891,12.8724167,-23.2133889,4,0.0,,19.7274,19.6446
890r,12.859205339406332,-23.213482161515227,5000.0,0.0166666666666666,,3.60270635729055,7.924495282342949,14.96952528306425,161.26981995896216,160.2146434174965,19.35417551219751,25.468607852797355,8.223567085383456,12.209874913012724,0.5063132308908299,-1.7920893530286583,-0.2118315854415318,-0.0748503214890619,0.4014069437980652,3.092895811109561,0.093318984223287,0.0683441589386735,0.0,0.0,0.0626840196735113,0.1140538967173277,0.2150715269547978,0.385801711046444,11.71489870664704,0.7637021683817696,319.51316309197944,320.19698419709533,0.7298330232765592,2.773630729859148,0.0,0.0,0.27,0.3462954865095246,1.2218797,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1567.0,16.1,97.4,0.0,3.0,0.03152,0.002199999988079,14.4,0.0,3.0,50.0,4.8,14.4,65.9,0.0,0.0,0.0,0.0,19,200051,0128m232,4484,SER,0.018437793,119.02423,186.59032,220.68561,258.48685,1.4810944,1.2218797,1.273287,1.2832978,1.5420315,306121.44,3.8154635,1.8114088E7,-0.49309132,3.6897384E7,0.4704019,4.3451956E7,17.310911,16.822777,16.640566,16.468904,16.556108,16.96841,14.931738,15.486121,0.48813438,0.18221092,0.3538723,0.17166138,12.859,-23.2136944,2,0.0,,19.6159,19.2864
891r,12.852057440864668,-23.226582853621668,5000.0,0.0166666666666666,,5.324716914070994,11.079763665162714,17.8447290832337,69.1458238683226,68.33282128879395,22.30678062185506,25.04781991144033,11.156255966837891,13.28819816988191,0.4385278884442377,-1.7003559890601216,-0.6109402517823592,-0.1292068729195616,0.1969723105430603,2.6260671762761585,0.1230605370553844,0.0178952337233077,0.1414473684210526,0.1514508531824878,0.0337411087246979,0.0797428296341156,0.2562340759815251,0.0710358993823457,11.034933899172296,0.5493289947360623,319.5172326663369,319.7311617844207,0.2926110306031463,2.604550895645432,0.0,0.0,0.27,0.3462954865095246,1.162323,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1642.0,14.6,112.8,0.0,3.0,0.02295,0.0022599999792873,10.2,0.0,3.0,50.0,4.2,10.2,27.6,0.0,0.0,0.0,0.0,19,200051,0128m232,4170,SER,0.01877053,53.06507,71.11369,77.74741,84.009346,1.395483,1.162323,1.2593377,1.2820898,1.2004554,124444.9,3.5731573,131756.2,-0.1202651,1535774.9,0.22549927,2525476.5,18.187979,17.870117,17.773285,17.68918,18.16534,18.206264,,12.617359,0.31786156,0.096832275,0.18093681,0.08410454,12.8520833,-23.2266944,1,0.0,,19.4132,19.3993
599r,4.658733882664886,-35.94581013806873,5000.0,0.0166666666666666,,5.0108096473490535,11.311476727520455,23.667939333465945,725.4384023476607,826.1872626469491,29.09061474824672,77.85951447528086,15.728473164106566,24.09759230821265,0.6675251881025368,-1.90589550362717,0.6650352651211859,0.0689304612173347,0.2579787671566009,3.371262712521437,0.0521118210994686,-0.0014294799087515,0.1861761426978818,0.0469319068038215,0.1513335876858649,0.2446884589134611,0.3707277776765991,0.3177935295136086,16.02041611773265,1.7163272776630791,320.164403444747,320.1462435147413,0.4193555632670953,1.0488014766108142,0.0,0.0,0.27,0.3462954865095246,1.1701744,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,10920.0,14.8,740.2,0.0,3.0,0.02292,0.0021899999119341,10.5,0.0,3.0,50.0,4.7,10.5,31.8,0.0,0.0,0.0,0.0,8,136263,0047m360,2682,SER,0.014085218,541.37573,770.8755,924.7486,956.20746,1.18386,1.1701744,1.0777864,1.1169206,2.3196743,3016550.8,4.086204,1.3428905E7,0.10159376,1.4054862E8,-0.20993118,1.7669325E8,15.666253,15.282539,15.084941,15.048619,15.651331,16.23695,15.557869,14.38465,0.38371372,0.19759846,0.2339201,0.03632164,4.6585,-35.9458056,2,0.012839,,18.2302,17.6385
600r,4.653752757098771,-35.93919097903824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,136263,0047m360,19977,DUP,0.014171559,0.0,0.0,0.0,0.0,1.180281,1.1647286,1.0767956,1.0882139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,4.654,-35.9393889,1,0.013066,,17.2129,16.8825
601r,4.669228642111027,-35.95487562586677,5000.0,0.0166666666666666,,3.782715116453636,7.61042027356229,13.456935595185495,36.807868260728775,36.76823522524075,17.592033329537667,21.86048442270304,7.627420476280115,10.817241621813372,0.4606386577513236,-1.6150091388606556,-0.5606373109005136,-0.0954539991278207,0.2099730670452118,2.7557126945568333,0.1451170444902945,0.0276336650040154,0.0165745856353591,0.0,0.0510024767964895,0.1949697498945826,0.1817866311696933,0.1095143951360624,9.938557002485153,0.5239106095179114,320.4199559311173,320.446328657962,0.6650652100401716,0.6938611885419825,0.0,0.0,0.27,0.3462954865095246,1.3598028,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,787.0,19.9,39.5,0.0,3.0,0.02479,0.0022700000554323,10.9,0.0,3.0,50.0,4.5,10.9,31.2,0.0,0.0,0.0,0.0,8,136263,0047m360,3365,SER,0.01391063,30.175873,39.405807,43.11609,46.778885,1.1840043,1.3598028,1.0759532,1.0558392,0.7058889,229714.86,2.8896122,314603.16,-0.098934606,3866243.2,-0.56540406,6288212.5,18.80085,18.511099,18.413403,18.324875,18.782759,19.619661,,,0.28975105,0.097696304,0.18622398,0.08852768,4.6689583,-35.9548889,4,0.0,,20.121,19.6526
602r,4.66853487343448,-35.97068081740919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,136263,0047m360,3310,SER,0.01375595,33.251904,33.474876,29.64976,29.999784,1.165718,1.2563802,1.0901825,1.0489794,2.144837,19884.469,0.9557915,2468185.5,0.14791061,3088013.8,0.2591151,3409431.8,18.69546,18.688202,18.819946,18.807205,19.82993,20.054972,,15.476496,0.0072574615,-0.13174438,-0.1190033,0.012741089,4.668375,-35.9706111,3,0.0,,19.2551,19.3563
718r,79.12807820467394,-48.5423746168907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70,83214,0791m485,6119,PSF,0.030948436,15.53242,10.385121,7.6462164,5.877365,1.4437945,1.3459843,1.1919171,1.1488534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.521902,19.958971,20.291384,20.577044,23.99553,22.612305,19.400406,15.723228,-0.43706894,-0.33241272,-0.6180725,-0.2856598,79.128,-48.5423889,3,0.0,,18.1419,18.57
719r,79.1496247044427,-48.551522266250814,5000.0,0.0166666666666666,,6.493635250892776,14.673577278429772,26.74114564818239,260.8621043690921,261.1806557825772,33.07857566906736,46.51739014618867,14.968497439934636,18.3664166755484,0.5558624525479164,-1.982473398566656,0.165373205318879,-0.0522599743783279,0.2088454067707061,3.073460594440119,0.1974710906263299,0.0213700705926149,0.0356176735798016,0.0389441181411675,0.0194381801766634,0.3068266180405652,0.3170611257790343,0.1282826730510542,16.92992250677881,0.9140950481793152,319.87131665285926,320.1836578409609,0.4577585045125014,1.6956187427683334,1.0,0.0,0.27,0.3462954865095246,1.3459843,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5214.0,19.5,267.1,0.0,3.0,0.02204,0.0019900000188499,11.1,0.0,3.0,50.0,5.4,11.1,31.3,0.0,0.0,0.0,0.0,70,83214,0791m485,6675,SER,0.03082401,177.11543,314.8866,415.56866,491.6767,1.4437945,1.3459843,1.1919171,1.1558664,1.937268,562509.4,6.1410613,171499.27,0.27696574,1.2938428E7,0.098835304,7385296.5,16.879358,16.254614,15.953393,15.770801,16.02839,16.428795,14.368232,13.802969,0.6247444,0.3012209,0.4838133,0.18259239,79.1495833,-48.5511111,4,0.0,,19.2605,18.5868
720r,79.10193627971667,-48.56268838680912,5000.0,0.0166666666666666,,5.078329754444066,11.276153906040244,20.757972873197907,226.3065940827537,227.49108473727097,26.393151439216297,36.11647331781316,11.647003179216158,16.997769227152055,0.4858663934758794,-1.7185500525378266,-0.3640061658856828,-0.0848707277616372,0.3184326291084289,3.057320211491554,0.2395636161783008,0.0317667473019951,0.0,0.0,0.1499953609464531,0.3477778310184199,0.2615447884038294,0.2105557186890327,15.573781539039087,0.5851805713541576,317.8642697850338,320.93854448715814,0.588836240514074,2.8589452937112605,0.0,0.0,0.27,0.3462954865095246,1.3351278,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2792.0,19.2,145.4,0.0,3.0,0.0347,0.002030000090599,17.1,0.0,3.0,50.0,5.4,17.1,59.0,0.0,0.0,0.0,0.0,70,83214,0791m485,5380,SER,0.030863527,137.38972,249.04579,340.89352,416.92023,1.4366888,1.3351278,1.1841916,1.1558664,1.3303266,581847.6,4.5848494,413194.44,-0.38649997,1.9103628E7,0.25261268,1.5531399E7,17.155115,16.509302,16.168453,15.949867,15.943361,16.283648,14.091589,13.104993,0.645813,0.34084892,0.5594349,0.21858597,79.1025833,-48.5623889,1,0.0,,19.5103,19.0836
721r,79.11567674142303,-48.56399765351082,5000.0,0.0166666666666666,,4.9813632655301,11.650302730413047,20.46516665177904,110.42586945141542,108.92584018149604,26.45502234536353,31.878489550517564,11.687041867669237,16.798159894197948,0.52626879856222,-1.88787428062478,-0.0466725706440387,-0.0684084144302467,0.2401344031095504,3.068335358801573,0.1899405450682225,0.0535963044200723,0.1263940520446096,0.2005648332471669,0.0568107358168086,0.2177017630751868,0.3421715199012768,0.1535481601899677,13.79610586869497,0.5277994021071185,320.18688369101415,320.22519083099,0.5606900775941637,0.121425132621223,0.0,0.0,0.27,0.3462954865095246,1.3351278,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1885.0,19.2,98.2,0.0,3.0,0.02981,0.0020399999339133,14.6,0.0,3.0,50.0,5.3,14.6,39.7,0.0,0.0,0.0,0.0,70,83214,0791m485,5780,EXP,0.03093248,80.814575,142.62991,193.67928,232.98277,1.4366888,1.3351278,1.1841916,1.1558664,1.0,0.0,4.3502235,248974.58,-0.4802371,1.1120928E7,-0.080405764,5950484.5,17.731276,17.114473,16.782291,16.58169,16.70871,17.136236,15.464963,14.936122,0.6168022,0.33218193,0.5327835,0.20060158,79.1155833,-48.564,2,0.0,,20.0676,19.5426
157r,43.45404572700763,-41.95604395423285,5000.0,0.0166666666666666,,7.66922610937964,13.20296627269962,20.133218425258605,52.53570239762889,52.56629788129168,25.28185885819632,30.097759460519494,13.263673929765734,14.923018942770058,0.4629400653983858,-1.3235435180586583,-0.7512310182633404,-0.0526618842657516,0.1359358131885528,2.095808315479156,0.1974163160112296,-0.0089403949069002,0.1289198606271777,0.2385739844214975,0.3235397062789909,0.0429449882379704,0.4431591702748028,0.0382954215261176,13.567870879073476,0.2814018609620663,322.6157632567697,319.00909883841103,0.2075727932921313,1.1815710112547309,0.0,0.0,0.27,0.3462954865095246,1.252606,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1853.0,16.9,109.6,0.0,3.0,0.01995,0.0021500000730156,9.3,0.0,3.0,50.0,4.4,9.3,19.6,0.0,0.0,0.0,0.0,47,109505,0434m420,6651,SER,0.013942841,38.115734,50.015568,55.781418,59.89707,1.4696363,1.252606,1.3707391,1.1902815,0.5,158072.4,3.7300723,81884.51,0.13301949,1306686.8,-0.12263422,1165203.4,18.54724,18.252237,18.133776,18.056486,18.806341,19.492975,,,0.29500198,0.11846161,0.19575119,0.07728958,43.4537917,-41.9556944,3,0.0,,19.7993,19.5954
158r,43.45329246541127,-41.9665135282431,5000.0,0.0166666666666666,,4.615991839599909,8.584754190272642,12.94118246393449,31.13981820843956,31.33169423258552,16.173848932045463,17.536126396526697,8.572157691374043,9.086769427499284,0.4227606375743105,-1.5403047017769342,-0.7999036856757478,-0.1225693223484265,0.1696337610483169,2.2385446409811616,0.1584784361558515,0.0428402722357276,0.0769230769230769,0.2019105193816575,0.0413839435570878,0.1892189005536785,0.2269560840349299,0.0546671959822309,8.307683192964449,0.4092885861408308,319.9607763410191,319.6960179176182,0.1487952150622667,0.6273786113668839,0.0,0.0,0.27,0.3462954865095246,1.1813755,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,912.0,15.0,60.7,0.0,3.0,0.0217,0.0021500000730156,10.1,0.0,3.0,50.0,4.6,10.1,24.5,0.0,0.0,0.0,0.0,47,109505,0434m420,6610,SER,0.014057335,25.17652,32.2253,35.312145,37.251266,1.4991484,1.1813755,1.3707391,1.2177883,0.5977842,59357.15,2.4247231,119503.91,0.0059752422,410213.1,-0.16448008,985253.2,18.99751,18.729507,18.63019,18.572147,19.260033,19.869776,17.27247,,0.26800346,0.09931755,0.15736008,0.058042526,43.4530833,-41.9665,2,0.0,,20.0928,20.1872
159r,43.43167726594009,-41.97725626244232,5000.0,0.0166666666666666,,4.720894887055785,8.464737451374198,13.24916317617332,88.13227522210026,88.05336830372121,16.93829055344318,19.924077650515127,8.564520742064044,10.361230704424877,0.4138563538540935,-1.4883129434394105,-0.8800101786187255,-0.1241577088225254,0.2872991859912872,2.240820590562548,0.2127636559203161,0.0269588832407283,0.008130081300813,0.0,0.156411420768084,0.1601275621151953,0.1921041491414453,0.1508397105484898,9.889713363276131,0.4577708031293919,319.92289465398113,319.5784509706385,0.3569824003132855,0.7038344016832973,0.0,0.0,0.27,0.3462954865095246,1.2533303,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1300.0,16.9,76.8,0.0,3.0,0.0329,0.0021500000730156,15.3,0.0,3.0,50.0,5.0,15.3,56.1,0.0,0.0,0.0,0.0,47,109505,0434m420,5871,SER,0.013843811,57.873615,92.11478,121.01957,136.14496,1.4991484,1.2533303,1.3707391,1.1906564,0.57848746,545486.44,2.5496204,2004788.5,-0.036924087,4557819.0,-0.21172564,7625047.5,18.093798,17.589176,17.292862,17.164995,17.380716,17.913525,15.729275,,0.5046215,0.29631424,0.42418098,0.12786674,43.4315,-41.9773056,1,0.0,,20.1271,19.9749
