GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group
335r,353.16958352774674,-13.223253891182068,5000.0,0.0166666666666666,,5.0116154815412655,9.554916371654349,15.813341638226818,68.81152600806365,68.48230790791156,20.037088685756284,21.581104483777526,9.619231259495882,10.772789193807494,0.4663545682999278,-1.4477364893926337,-0.6482634997662622,-0.0665443494086475,0.2056702226400375,2.49522955780127,0.1895350608321789,-0.0126218852923068,0.0626506024096385,0.8354164893234725,0.0631445306830501,0.0879605147176114,0.4223316410682007,0.0854003087445036,8.589467963463685,0.5567461397861609,325.74590642942974,316.59153103871705,0.08920348072479,2.056318977226911,0.0,0.0,0.27,0.3462954865095246,1.1419913,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1067.0,14.1,75.9,0.0,3.0,0.04067,0.0043299999088048,9.4,0.0,3.0,50.0,4.3,9.4,19.8,0.0,0.0,0.0,0.0,217
459r,319.51060747471183,-50.76695910321814,5000.0,0.0166666666666666,,10.685617130983468,22.38924483354668,34.070682380425986,231.65637378880083,231.27618708204895,43.73196571088573,48.08189564788562,21.14103256034077,23.48839389071433,0.4514475487726148,-1.6119838376631996,-0.6082298340749595,-0.104132680150296,0.1869855970144271,2.5179061132499707,0.2110359401744296,0.0449652371573063,0.0614478114478114,0.2072603819297784,0.0950456682842319,0.4257260296176818,0.2919248555766922,0.0635213812468841,22.38367070210813,0.4219674340691723,321.49241283907486,318.1040356329778,0.2129444215177752,2.9557619895370117,0.0,0.0,0.27,0.3462954865095246,1.2911536,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5503.0,18.0,306.4,0.0,3.0,0.03149,0.0029200001154094,10.8,0.0,3.0,50.0,4.5,10.8,21.5,0.0,0.0,0.0,0.0,190
460r,319.5438110709852,-50.75695601328102,5000.0,0.0166666666666666,,5.900833025905342,15.910640100037837,34.189745910451656,531.9599729673278,529.7944300908279,42.65840030514682,67.41289342717407,16.93869528607489,28.10886436644218,0.5625644756308952,-2.203231957353202,0.3515339008187004,-0.0763104111975089,0.2711933255195617,3.814912737645285,0.1447800947578135,0.0136412919904882,0.0148059223689475,0.0972102014916079,0.06436412308686,0.2296259634377309,0.1633192345619693,0.1675625991821796,24.4778167205528,0.817866986608677,320.4079797698769,320.7494134623421,0.6101460544904573,0.7890528162389119,0.0,0.0,0.27,0.3462954865095246,1.2911536,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,6410.0,18.0,356.9,0.0,3.0,0.04348,0.0029200001154094,14.9,0.0,3.0,50.0,5.5,14.9,34.9,0.0,0.0,0.0,0.0,190
461r,319.5052046549636,-50.73928621834014,5000.0,0.0166666666666666,,4.491584158526537,9.369992380373642,15.38227101443568,123.57079566016117,123.50936616316378,20.034461176861544,23.184367242300844,9.403562385432007,10.856282351766218,0.4660122153636938,-1.6913623927552,-0.4811253957703623,-0.1007472793829159,0.2759392261505127,2.673104586579002,0.3136712028136272,0.0179996928480928,0.0208333333333333,0.0670575463770864,0.1198892309054601,0.5124508994780137,0.2752757016713835,0.1613426828870293,9.48529078148298,0.5066877501139463,320.4176814297217,321.2444993731121,0.187534549534745,1.5165908163807305,0.0,0.0,0.27,0.3462954865095246,1.2532461,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1498.0,16.9,88.5,0.0,3.0,0.04837,0.0031600000802427,15.3,0.0,3.0,50.0,5.6,15.3,38.4,0.0,0.0,0.0,0.0,190
462r,319.49224806154695,-50.74575936860176,5000.0,0.0166666666666666,,1.8202503775915613,3.2251590637389493,5.415430329375504,538.2920424044869,537.9926975088763,6.787150545865318,7.605506362174981,3.5682993567614174,3.9722088832020273,0.576277837595124,-0.9682589098616896,-0.4364212793699855,0.1089270707483978,1.7145981788635254,2.367509215524985,0.4558282480942313,0.0,0.6666666666666666,0.0,0.2809623934279204,0.467294178486468,0.4624474101545152,4.713557390436841,4.155323458561458,1.7248825244157606,319.97762608742505,317.87037885601285,0.9331892835300768,1.4530964943102458,0.0,0.0,0.27,0.3462954865095246,1.2532461,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1737.0,16.9,102.7,0.0,3.0,0.0223,0.0032099999953061,6.9,0.0,3.0,50.0,4.0,6.9,27.8,0.0,0.0,0.0,0.0,190
514r,160.11781399019176,24.234121395657027,5000.0,0.0166666666666666,,7.522480392324028,23.09670696391145,51.208723544053285,713.6015995682392,696.0371463642739,66.5674305925075,87.83422962330404,23.433821014283364,35.241868159173166,0.5867566771294889,-2.091050838084411,0.3935437825834667,-0.0367669561355391,0.2501903474330902,4.1649144305378645,0.2996684649380295,0.0752706704782766,0.1391608391608391,0.0689847102539823,0.1107766706734473,0.4462723020529978,0.4689067715519132,0.2188250403239936,23.766037403508108,1.3094482494625914,319.9974826541235,319.9854097937698,0.7002428885493821,1.1544444311048194,0.0,0.0,0.27,0.3462954865095246,1.3692263,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,7007.0,20.2,346.9,0.0,3.0,0.05185,0.0055800001136958,9.3,0.0,3.0,50.0,4.9,9.3,18.6,0.0,0.0,0.0,0.0,90
515r,160.09968438887685,24.23684285780335,5000.0,0.0166666666666666,,4.5109832232263685,8.688642713608374,15.28652430676681,63.27317993884907,63.416867010589336,20.354926306371013,26.14665310423144,8.711142882774089,12.742077393668875,0.4692261476066012,-1.647016549554566,-0.49594810050601,-0.0914014142575494,0.2349250763654709,2.6501876964481044,0.194040776955957,0.049727106067362,0.0313253012048192,0.0666543685131793,0.1014071295967969,0.2548280965466238,0.2886457372210386,0.1461310214651761,10.65773965909744,0.3675535927616783,319.4620511474424,320.872702868431,0.5978168505250046,2.058714823837961,0.0,0.0,0.27,0.3462954865095246,1.5814921,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,835.0,26.9,31.0,0.0,3.0,0.05072,0.0055999998003244,9.1,0.0,3.0,50.0,4.5,9.1,21.0,0.0,0.0,0.0,0.0,90
516r,160.10549405642797,24.22888941538992,5000.0,0.0166666666666666,,2.731645457948565,5.829359868863741,11.61935423691008,104.24176088691246,107.11052659940796,14.212478750832908,17.83592142307546,7.193395649524927,8.790542519345715,0.5544719198483612,-1.9094610334899125,0.1078924994578978,-0.0434878830052202,0.3082849979400635,3.1437883042685884,0.0252441770066761,-0.0033755275004268,0.0032948929159802,0.0,0.0416279396578972,-0.0517786507571765,0.3710721438906476,0.2591746620272883,5.768845950334144,2.0237215435782936,319.63233074295016,319.64211920824647,0.3148628221327172,1.2121046586408384,0.0,0.0,0.27,0.3462954865095246,1.4559754,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1045.0,22.8,45.8,0.0,3.0,0.03734,0.0056199999526143,6.6,0.0,3.0,50.0,3.7,6.6,17.8,0.0,0.0,0.0,0.0,90
517r,160.09849951720528,24.218255831276604,5000.0,0.0166666666666666,,3.157591017038565,5.829008250277156,9.308350427498429,100.41782081316056,100.38757182989278,11.85765833291534,12.312485472613618,5.881708716084274,6.110091753737017,0.4332834955160121,-1.6502394523627342,-0.6716307567083653,-0.1274326233175681,0.4201170802116394,2.3475842337360726,0.0595538076691937,0.0629109720122543,0.0,0.0,0.0157189346448199,0.0807671040286902,0.1728759824828327,0.4290128485366944,5.022163893691388,0.5493504776687628,313.13189544679125,321.85026320144647,0.0559821159328169,2.708396824330728,0.0,0.0,0.27,0.3462954865095246,1.5897508,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,667.0,27.2,24.5,0.0,3.0,0.07423,0.0055100000463426,13.5,0.0,3.0,50.0,4.8,13.5,44.8,0.0,0.0,0.0,0.0,90
211r,155.9301571943442,33.42018098655991,5000.0,0.0166666666666666,,4.746206034677292,8.988209603015795,14.470517436990807,27.51812064315321,28.94728656247589,17.507596639114578,20.20847356072836,8.984355973265036,9.766195152803531,0.4571256958769086,-1.5392468873048717,-0.6305297125070264,-0.0884008784172376,0.1369455009698867,2.420687368601093,0.2465796068146993,0.0591670181145526,0.0263157894736842,0.0166406632574645,0.085977057757247,0.2793998549796905,0.3301165661013448,0.0479556456203059,7.205188654044493,0.4303134167202126,320.1355483729701,321.12056567067305,0.1020212763820258,0.6692601289819355,1.0,0.0,0.27,0.3462954865095246,1.690757,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,670.0,30.8,21.8,0.0,3.0,0.02519,0.0046600000932812,5.4,0.0,3.0,50.0,3.4,5.4,9.8,0.0,0.0,0.0,0.0,88
212r,155.94278206895214,33.41409032160944,5000.0,0.0166666666666666,,3.3698677750255963,6.63454695054102,11.776228854712588,149.64087141899583,149.64869402231255,14.909188199725808,15.718272044731112,6.7973690676271445,7.111922540585728,0.5050545748168018,-1.763240194298108,-0.238054400008242,-0.0720863579388031,0.3843343555927276,2.716966881922267,0.066494522371261,0.0007328206510136,0.0,0.0,0.0046303955093067,0.0707504750873461,0.2205282740082331,0.4006255384977589,5.676400652111894,1.0768558648580782,319.9038623468229,319.97442988048806,0.1164058136486678,0.9682907936323352,0.0,0.0,0.27,0.3462954865095246,1.870479,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1285.0,37.7,34.1,0.0,3.0,0.0432,0.0043299999088048,10.0,0.0,3.0,50.0,4.4,10.0,34.1,0.0,0.0,0.0,0.0,88
213r,155.93729853787838,33.414057258304425,5000.0,0.0166666666666666,,3.101873053044729,6.095071273866934,10.328325569645765,109.36325904693904,108.98240763058617,13.02690370518421,14.076407024847736,6.2937484575257,6.8390049100892805,0.47115686176217,-1.7192716371785235,-0.4363182897125415,-0.0995334644232665,0.3885796666145324,2.612029496821602,0.0477525907183031,0.002069075277683,0.0,0.0,0.0145431315078328,0.0901907051363202,0.2522171451848052,0.3687089418232545,5.527162820766244,0.9528003637618064,319.7693668176342,320.0785009830884,0.2149115781876117,2.7311592237305904,0.0,0.0,0.27,0.3462954865095246,1.690757,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,952.0,30.8,30.9,0.0,3.0,0.04354,0.0044599999673664,9.8,0.0,3.0,50.0,4.0,9.8,37.7,0.0,0.0,0.0,0.0,88
214r,155.96648921691704,33.40514399462828,5000.0,0.0166666666666666,,4.636205297925666,8.91327118010591,14.581087084469695,149.3046453687716,149.2694720199632,18.444195464882736,19.45416247145483,9.10700456332724,9.52247777688265,0.4634399556102596,-1.6918924140257137,-0.493490776809395,-0.1033674894954172,0.319652646780014,2.4881362242589207,0.0865407301796034,0.0228893495643915,0.0015673981191222,0.0,0.0649737075838759,0.0739318097688609,0.2302596099355444,0.2247175887434282,8.371637393510591,0.6608468115939417,319.9372971424551,319.74979325747194,0.1360475948868588,2.739582123021486,0.0,0.0,0.27,0.3462954865095246,1.870479,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1620.0,37.7,43.0,0.0,3.0,0.04147,0.0038300000596791,10.8,0.0,3.0,50.0,4.4,10.8,36.4,0.0,0.0,0.0,0.0,88
575r,206.3739421173649,18.22241537343019,5000.0,0.0166666666666666,,6.841869451529588,22.446904440315546,39.6517932714049,344.3161210225088,348.0605116730681,51.99950346599234,57.03552804084183,22.35206323401882,24.268693686756013,0.5245086689350328,-2.33486517979059,0.2543794808232915,-0.1322826777452095,0.169930413365364,3.81544025020288,0.0507157239669251,0.0176696607496891,0.045,0.0494044098073744,0.0167740981158648,0.0729787168500802,0.211200336536202,0.072903930149078,18.005578988376346,1.463031048601824,319.7715924732754,319.772416835149,0.2534898165890955,1.2854458991952613,1.0,0.0,0.27,0.3462954865095246,1.4556495,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,6411.0,22.8,280.8,0.0,3.0,0.02935,0.0046700001694262,6.3,0.0,3.0,50.0,4.0,6.3,10.6,0.0,0.0,0.0,0.0,144
576r,206.3662399950245,18.2010674854942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,144
577r,206.3780982817956,18.23843093934861,5000.0,0.0166666666666666,,5.309329639129177,10.705183161658002,20.69533284161521,192.5739878851901,189.52427325478487,28.773791265200604,30.715593136538,10.805905495701008,15.532896488021835,0.474653711888939,-1.6108558791114085,-0.4941410019255459,-0.0810017924264361,0.3038268983364105,2.954163627006514,0.3115800982346422,0.0349835487425666,0.0340425531914893,0.0874204639876977,0.1514115970633222,0.4564641849616767,0.4687529540599239,0.1972482138270824,11.838633003460416,0.6729405346587581,319.7327708460698,319.5816134875387,0.4406436421291408,1.8082525484355263,0.0,0.0,0.27,0.3462954865095246,1.456574,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1790.0,22.9,78.3,0.0,3.0,0.05732,0.0045300000347197,12.7,0.0,3.0,50.0,4.9,12.7,31.9,0.0,0.0,0.0,0.0,144
578r,206.3909281818404,18.230701646212097,5000.0,0.0166666666666666,,2.947703726361593,6.168754961069458,11.420286074282163,68.3451054331656,68.23811201460643,14.522257651531245,16.912178060359455,6.447418338180468,7.991465100127359,0.5077276281487819,-1.861530960190092,-0.1567072852517963,-0.0831024515991286,0.2838672399520874,2.940965762618446,0.0649052310936963,0.0115380936050195,0.0023310023310023,0.0,0.0094975355290823,0.1554093838252611,0.2940486182307648,0.216782807234087,6.38974113930417,1.1031826863613796,320.1637298115138,319.8683341296071,0.4541285603783669,0.0104892457294716,0.0,0.0,0.27,0.3462954865095246,1.4556495,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,793.0,22.8,34.7,0.0,3.0,0.03639,0.0045400001108646,8.0,0.0,3.0,50.0,4.1,8.0,23.4,0.0,0.0,0.0,0.0,144
565r,71.10622505696126,-21.86506553330927,5000.0,0.0166666666666666,,5.009252520014075,9.873560157390571,17.833592944892565,190.88292335045216,191.0377571600203,22.66662873515304,30.613107381962596,10.183679483246772,15.180834013390506,0.4695466107042564,-1.66482701330217,-0.482019156795527,-0.0935598102517877,0.3412165939807892,2.757329621140254,0.1776703361594802,0.0111229292957996,0.04,0.0,0.0466115344130666,0.2096882258925378,0.2098764931033077,0.2248870521529458,14.030502384661458,0.6577714043677751,319.35904026955427,319.33296794972006,0.6001302793830396,0.8921892202570126,0.0,0.0,0.27,0.3462954865095246,1.1738775,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2447.0,14.8,164.8,0.0,3.0,0.0263,0.0018500000005587,14.2,0.0,3.0,50.0,5.4,14.2,65.1,0.0,0.0,0.0,0.0,67
566r,71.08378512822735,-21.87845358343749,5000.0,0.0166666666666666,,2.152240311415444,4.176873434219429,7.5263388531179665,60.86119434377588,61.70758378170615,9.219912266150311,11.362158185901642,4.908798105236544,5.793014694384208,0.511516446465063,-1.5906893842012992,-0.3256458467464376,-0.0417045424035683,0.3829348683357239,2.7184650295004693,0.2253272207592255,0.0725713744355284,0.0,0.0,0.0780833407871528,0.2781628759899288,0.2910145813223392,0.3163460973940192,3.91053114315347,1.6493235797194408,319.447852334903,319.01227666537835,0.1810411060486304,1.4032859786125682,0.0,0.0,0.27,0.3462954865095246,1.1521834,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1078.0,14.3,75.4,0.0,3.0,0.01542,0.0018200000049546,8.5,0.0,3.0,50.0,4.2,8.5,28.3,0.0,0.0,0.0,0.0,67
567r,71.12448194767269,-21.87922693542504,5000.0,0.0166666666666666,,3.914496158060342,9.206933861164218,15.66035342859509,159.51822312242643,159.37170465533384,19.565278161213048,21.32554972383078,10.361988702554562,11.46079362492783,0.4746162826216861,-1.96680222689362,-0.2476554577853753,-0.1305153897427439,0.3143315613269806,3.010628439966462,0.0609273053325562,0.0291916036502936,0.0,0.0,0.0145571161701336,0.1610474024320148,0.4726563773045385,0.1778325901815001,9.309073415405727,0.8764592710814723,320.15508128650515,320.2194654852661,0.1805691814748213,1.2978507384881526,2.0,0.0,0.27,0.3462954865095246,1.1188207,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2484.0,13.5,184.2,0.0,3.0,0.02071,0.0019300000276416,10.7,0.0,3.0,50.0,4.6,10.7,49.2,0.0,0.0,0.0,0.0,67
568r,71.07600570876617,-21.87994524869388,5000.0,0.0166666666666666,,1.5,1.5,1.5,0.0,0.0,1.0,1.0,12.311226341928252,16.10818438703832,0.0442431448541252,-0.72926431800067,-3.235616260597616,-0.3845670267965091,0.9306087493896484,0.0,0.2951108292555739,-99.0,0.0068846815834767,0.0743259855931025,0.0831257074072535,0.4482960802841497,0.7623817899755672,0.244890877747751,8.926068423617934,1.3734359652285315,317.70730204364463,319.4564894840452,0.4474641938519951,0.9765288211805432,2.0,0.0,0.27,0.3462954865095246,1.1841104,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2260.0,15.1,149.6,0.0,3.0,0.01378,0.001810000045225,7.6,0.0,3.0,50.0,4.1,7.6,19.0,0.0,0.0,0.0,0.0,67
803r,80.7147202647141,-31.932539522489364,5000.0,0.0166666666666666,,1.5,1.5,1.5,0.0,0.0,1.0,1.0,12.87214519501833,13.437061937730128,0.7061816141905114,-1.334492335010482,0.4604021784052952,0.1866253634821492,0.0517328605055809,0.0,100.0,-99.0,0.7073170731707317,0.985851292804113,0.1471865198791418,0.3907393179004668,1.9994360953502692,0.0489148986055318,9.918148657840169,0.1156679643785261,310.2179168415034,322.9186409483434,0.0514932252413505,1.9620756401714845,1.0,0.0,0.27,0.3462954865095246,1.3423225,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,748.0,19.4,38.5,0.0,3.0,0.02072,0.0020099999383091,10.3,0.0,3.0,50.0,4.6,10.3,21.8,0.0,0.0,0.0,0.0,239
804r,80.7093570274503,-31.942819137580518,5000.0,0.0166666666666666,,3.1275049592070503,6.04237965117268,10.255250650570336,32.309937150627455,32.217134472522986,12.935566694568177,16.482670621183853,6.16436243223278,8.182125181341533,0.4609628750309367,-1.59978849060678,-0.569580344606365,-0.0930173539137151,0.2355112135410308,2.5787413624689166,0.1019727535196878,0.0109146501346368,0.0,0.0,0.0726660156580978,0.0810074002493111,0.2483181166063705,0.1344531994099305,7.341667632054687,0.6122710440127587,319.90738087570725,320.0807543282916,0.5741203961644251,1.3355152026874295,0.0,0.0,0.27,0.3462954865095246,1.3423225,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,657.0,19.4,33.8,0.0,3.0,0.02148,0.0019399999873712,11.1,0.0,3.0,50.0,4.6,11.1,39.5,0.0,0.0,0.0,0.0,239
805r,80.71526147576186,-31.955119998985964,5000.0,0.0166666666666666,,4.350129820475037,8.52955182032215,15.873226354120485,64.6590392082191,64.75870900974803,19.747892606342443,22.085042455584876,8.760566988071457,10.246483129669295,0.5173100023494321,-1.6794561163325996,-0.2354523997518196,-0.0483074978442936,0.2067511081695556,2.810814958170548,0.1142204328302594,0.0364689366712658,0.0103626943005181,0.0203881840604915,0.0870542595939727,0.1982043588228335,0.2811600078116011,0.0827707024668044,9.4506778943787,0.8407443158417066,320.21561666020045,320.0184610027921,0.2216788527686498,2.9482733420989264,0.0,0.0,0.27,0.3462954865095246,1.2874112,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1648.0,17.9,92.3,0.0,3.0,0.01697,0.0018899999558925,9.0,0.0,3.0,50.0,4.1,9.0,27.7,0.0,0.0,0.0,0.0,239
806r,80.70575739899994,-31.957335278522685,5000.0,0.0166666666666666,,2.99453324064708,5.893337399853448,10.478147813308643,34.42303956885561,34.5744839432024,12.92136198333819,14.46140905494411,6.771595988719882,7.501924283884461,0.4984150490615358,-1.6755489087689468,-0.3316901133685173,-0.0664703997479631,0.2107997238636016,2.719776911796816,0.1686467806968966,-0.0081608863330202,0.0026178010471204,0.0,0.0400409665905132,0.2875797659495142,0.5704616377241992,0.1013223604437833,5.851189241812093,1.0150826509321411,319.68163631868487,319.6928980895347,0.2640095545233958,2.555126841558531,0.0,0.0,0.27,0.3462954865095246,1.2874112,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,916.0,17.9,51.3,0.0,3.0,0.0145,0.0018899999558925,7.7,0.0,3.0,50.0,4.0,7.7,25.2,0.0,0.0,0.0,0.0,239
807r,80.69089120626425,-31.96299567808933,5000.0,0.0166666666666666,,4.728296567136558,9.355766719238003,16.167942245610128,153.98131795218444,154.96909105069923,20.16782122383547,25.439739044773543,9.777376784291198,12.447797691129905,0.4764299253336153,-1.750199922739483,-0.3887833231401423,-0.098612163180509,0.2986943125724792,2.669750203481226,0.07956688690166,0.00457202177019,0.0051150895140664,0.0,0.0208888499900341,0.0805276975104192,0.1870795658473631,0.1709051346856805,11.127719316699888,0.8185398765188997,319.8051450615,319.76176638407134,0.3725117961079224,0.7894808034567418,0.0,0.0,0.27,0.3462954865095246,1.3423225,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2594.0,19.4,133.6,0.0,3.0,0.0204,0.0018700000364333,10.9,0.0,3.0,50.0,4.6,10.9,44.7,0.0,0.0,0.0,0.0,239
843r,178.45778524210766,21.219254112291168,5000.0,0.0166666666666666,,5.590450768482652,11.90193908617218,23.51217247490783,913.7895796121336,916.786914435468,28.438978175718173,30.685933950165797,13.142975950192,14.109376775017784,0.5575884848335703,-1.7826652418013098,0.0354500124944805,-0.0227778686251475,0.4668087363243103,3.119229657977426,0.1639436688544196,0.0078124564909773,0.0015384615384615,0.0,0.067009324275104,-0.0392708793966436,0.1709356302128628,0.3808033015280566,13.383722719934369,1.45142494023421,320.12366821380016,320.2061381273625,0.1367456487056104,0.4397120459894345,1.0,0.0,0.27,0.3462954865095246,1.2048529,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,6993.0,15.6,447.1,0.0,3.0,0.04116,0.0054100002162158,7.6,0.0,3.0,50.0,4.1,7.6,22.5,0.0,0.0,0.0,0.0,246
