CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
0.65056318019576,824.3058,0.0013,639.5767,0.0012,16.0208,0.0004,12.7935,0.0067,1.6745,0.0012,0.9222,0.0002,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,15.6788,0.0003,12.2872,0.0038,1.7504,0.0007,0.9222,0.0002,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,15.6437,0.0004,11.8041,0.0060,1.8229,0.0010,0.9222,0.0002,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,15.5605,0.0007,11.2811,0.0106,1.9013,0.0018,0.9222,0.0002,76.3119,0.1208
0.65056318019576,534.4253,0.0024,812.6782,0.0022,18.6966,0.0030,3.9111,0.0232,3.6666,0.0286,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,18.3956,0.0022,4.5501,0.0180,3.4877,0.0178,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,18.3529,0.0034,5.1599,0.0319,3.3170,0.0208,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,18.2158,0.0054,5.8199,0.0525,3.1321,0.0347,0.6099,0.0017,50.0805,0.1714
0.65056318019576,637.0379,0.0018,741.5740,0.0011,16.8548,0.0004,9.6617,0.0048,1.1510,0.0013,0.5500,0.0001,-78.1637,0.0203,637.0379,0.0018,741.5740,0.0011,16.3701,0.0003,9.6903,0.0029,1.1760,0.0008,0.5500,0.0001,-78.1637,0.0203,637.0379,0.0018,741.5740,0.0011,16.1937,0.0004,9.7175,0.0040,1.2000,0.0010,0.5500,0.0001,-78.1637,0.0203,637.0379,0.0018,741.5740,0.0011,16.0471,0.0006,9.7470,0.0071,1.2259,0.0018,0.5500,0.0001,-78.1637,0.0203
0.65056318019576,751.9881,0.0022,559.5413,0.0074,18.4654,0.0010,11.3676,0.0119,0.5438,0.0030,0.1853,0.0003,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,18.2479,0.0009,10.9358,0.0069,0.5376,0.0015,0.1853,0.0003,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,18.2675,0.0013,10.5239,0.0109,0.5316,0.0025,0.1853,0.0003,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,18.2238,0.0022,10.0779,0.0193,0.5251,0.0047,0.1853,0.0003,-4.6428,0.0199
