CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
0.960038013214306,675.0575,0.0018,771.5282,0.0021,19.3749,0.0007,3.7822,0.0039,0.4301,0.0034,0.6719,0.0007,-39.8110,0.1122,675.0575,0.0018,771.5282,0.0021,19.0758,0.0012,3.7529,0.0033,0.4597,0.0027,0.6719,0.0007,-39.8110,0.1122,675.0575,0.0018,771.5282,0.0021,18.8919,0.0012,3.7248,0.0052,0.4880,0.0047,0.6719,0.0007,-39.8110,0.1122,675.0575,0.0018,771.5282,0.0021,18.9998,0.0030,3.6945,0.0082,0.5186,0.0076,0.6719,0.0007,-39.8110,0.1122
0.960038013214306,439.0340,0.0014,734.1857,0.0017,18.3472,0.0021,7.0738,0.0351,5.5808,0.0238,0.5913,0.0008,7.8310,0.0835,439.0340,0.0014,734.1857,0.0017,17.8109,0.0027,8.6976,0.0516,6.1182,0.0235,0.5913,0.0008,7.8310,0.0835,439.0340,0.0014,734.1857,0.0017,17.4679,0.0039,10.2470,0.0952,6.6309,0.0376,0.5913,0.0008,7.8310,0.0835,439.0340,0.0014,734.1857,0.0017,17.3599,0.0054,11.9241,0.1468,7.1860,0.0575,0.5913,0.0008,7.8310,0.0835
0.960038013214306,850.0173,0.0015,702.5313,0.0011,18.8775,0.0005,3.6283,0.0027,0.9888,0.0037,0.5907,0.0006,54.6508,0.0665,850.0173,0.0015,702.5313,0.0011,18.5080,0.0009,3.6389,0.0022,1.0508,0.0030,0.5907,0.0006,54.6508,0.0665,850.0173,0.0015,702.5313,0.0011,18.2244,0.0009,3.6491,0.0036,1.1099,0.0050,0.5907,0.0006,54.6508,0.0665,850.0173,0.0015,702.5313,0.0011,18.2035,0.0019,3.6601,0.0058,1.1739,0.0080,0.5907,0.0006,54.6508,0.0665
0.960038013214306,784.9752,0.0011,547.6851,0.0013,17.3503,0.0004,11.3781,0.0067,1.5895,0.0014,0.7784,0.0002,9.9849,0.0494,784.9752,0.0011,547.6851,0.0013,16.6355,0.0005,10.8279,0.0057,1.9252,0.0013,0.7784,0.0002,9.9849,0.0494,784.9752,0.0011,547.6851,0.0013,16.3289,0.0006,10.3030,0.0095,2.2456,0.0023,0.7784,0.0002,9.9849,0.0494,784.9752,0.0011,547.6851,0.0013,16.1695,0.0011,9.7347,0.0150,2.5923,0.0036,0.7784,0.0002,9.9849,0.0494
