Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
1237,1237,5846,325.1419464202744,-8.272948446345135,EXP,0.413468278600809,572.8306,0.0189,573.8828,0.0253,21.0761,0.0735,18.0878,0.0031,0.9442,0.0046,0.7288,0.0011,-8.1910,0.2762,572.8306,0.0189,573.8828,0.0253,20.5865,0.0550,17.6799,0.0028,1.0014,0.0034,0.7288,0.0011,-8.1910,0.2762,572.8306,0.0189,573.8828,0.0253,20.1193,0.0797,17.5487,0.0044,1.0559,0.0055,0.7288,0.0011,-8.1910,0.2762,572.8306,0.0189,573.8828,0.0253,19.6136,0.1269,17.4570,0.0060,1.1150,0.0091,0.7288,0.0011,-8.1910,0.2762
1238,1238,4470,310.7346062797519,-5.192199834696466,SER,0.45980753222625,573.1993,0.0151,573.2028,0.0127,15.6159,0.0263,18.1864,0.0017,0.5782,0.0024,0.8308,0.0009,-62.9762,0.3073,573.1993,0.0151,573.2028,0.0127,15.8624,0.0211,17.6312,0.0017,0.6385,0.0015,0.8308,0.0009,-62.9762,0.3073,573.1993,0.0151,573.2028,0.0127,16.0976,0.0286,17.4047,0.0023,0.6961,0.0023,0.8308,0.0009,-62.9762,0.3073,573.1993,0.0151,573.2028,0.0127,16.3522,0.0435,17.2619,0.0027,0.7584,0.0039,0.8308,0.0009,-62.9762,0.3073
1241,1241,6487,164.0304694005943,5.282782203407044,DUP,0.407417249901857,573.2098,0.0013,573.2608,0.0022,10.9909,0.0133,17.3912,0.0009,1.5223,0.0030,0.4389,0.0002,-23.8336,0.0237,573.2098,0.0013,573.2608,0.0022,10.8913,0.0083,16.5526,0.0006,1.6422,0.0018,0.4389,0.0002,-23.8336,0.0237,573.2098,0.0013,573.2608,0.0022,10.7962,0.0099,16.2076,0.0006,1.7567,0.0021,0.4389,0.0002,-23.8336,0.0237,573.2098,0.0013,573.2608,0.0022,10.6933,0.0166,15.9493,0.0011,1.8805,0.0035,0.4389,0.0002,-23.8336,0.0237
1242,1242,939,133.7690268334375,2.684766924316175,SER,0.435621404526827,573.6073,0.0078,572.5030,0.0044,30.8478,0.0420,17.8591,0.0013,0.9576,0.0026,0.1429,0.0001,60.4437,0.0088,573.6073,0.0078,572.5030,0.0044,28.8384,0.0199,17.0912,0.0006,1.1916,0.0012,0.1429,0.0001,60.4437,0.0088,573.6073,0.0078,572.5030,0.0044,26.9210,0.0352,16.7265,0.0013,1.4149,0.0025,0.1429,0.0001,60.4437,0.0088,573.6073,0.0078,572.5030,0.0044,24.8455,0.0672,16.4834,0.0022,1.6566,0.0048,0.1429,0.0001,60.4437,0.0088
1243,1243,4135,174.6605218500085,5.593845355705485,SER,0.400302036818106,572.9441,0.0026,573.2772,0.0038,6.7388,0.0101,18.0715,0.0013,1.0192,0.0046,0.5580,0.0007,-2.2239,0.0704,572.9441,0.0026,573.2772,0.0038,6.7497,0.0064,17.6439,0.0010,1.1667,0.0030,0.5580,0.0007,-2.2239,0.0704,572.9441,0.0026,573.2772,0.0038,6.7601,0.0084,17.3511,0.0011,1.3074,0.0038,0.5580,0.0007,-2.2239,0.0704,572.9441,0.0026,573.2772,0.0038,6.7714,0.0140,17.1957,0.0015,1.4597,0.0063,0.5580,0.0007,-2.2239,0.0704
1244,1244,175,152.9296521333511,5.053698766019042,EXP,0.460332403151347,573.0883,0.0126,571.5592,0.0092,17.3499,0.0426,17.6687,0.0020,1.0323,0.0034,0.6901,0.0009,57.9944,0.1634,573.0883,0.0126,571.5592,0.0092,17.1144,0.0302,17.3122,0.0017,1.0217,0.0023,0.6901,0.0009,57.9944,0.1634,573.0883,0.0126,571.5592,0.0092,16.8896,0.0459,17.2033,0.0047,1.0116,0.0037,0.6901,0.0009,57.9944,0.1634,573.0883,0.0126,571.5592,0.0092,16.6464,0.0754,17.1241,0.0040,1.0006,0.0063,0.6901,0.0009,57.9944,0.1634
1246,1246,5525,209.2228900478131,-2.647860087049724,SER,0.341636060380792,574.7489,0.0301,571.3455,0.0091,31.6228,0.0736,17.5098,0.0020,0.8812,0.0031,0.2652,0.0004,75.6094,0.0380,574.7489,0.0301,571.3455,0.0091,32.8437,0.0632,17.1038,0.0021,0.9019,0.0022,0.2652,0.0004,75.6094,0.0380,574.7489,0.0301,571.3455,0.0091,34.0086,0.1001,16.9450,0.0034,0.9216,0.0036,0.2652,0.0004,75.6094,0.0380,574.7489,0.0301,571.3455,0.0091,35.2695,0.1570,16.8045,0.0044,0.9429,0.0059,0.2652,0.0004,75.6094,0.0380
1248,1248,2906,336.0880541545839,-8.295182987648815,SER,0.311404528840909,572.7774,0.0036,573.3190,0.0010,17.7967,0.0110,17.7117,0.0007,0.5873,0.0015,0.2326,0.0001,84.9638,0.0065,572.7774,0.0036,573.3190,0.0010,17.1703,0.0041,16.9762,0.0002,0.6589,0.0005,0.2326,0.0001,84.9638,0.0065,572.7774,0.0036,573.3190,0.0010,16.5727,0.0081,16.6728,0.0007,0.7272,0.0011,0.2326,0.0001,84.9638,0.0065,572.7774,0.0036,573.3190,0.0010,15.9258,0.0167,16.4759,0.0010,0.8011,0.0024,0.2326,0.0001,84.9638,0.0065
1249,1249,3162,312.859997211628,0.0559551380609686,SER,0.732610671888904,574.6535,0.0191,573.3807,0.0265,14.5274,0.0677,18.2587,0.0036,1.0281,0.0067,0.6676,0.0015,-17.9343,0.3180,574.6535,0.0191,573.3807,0.0265,15.1719,0.0608,17.7416,0.0048,1.0019,0.0049,0.6676,0.0015,-17.9343,0.3180,574.6535,0.0191,573.3807,0.0265,15.7868,0.0872,17.4976,0.0066,0.9769,0.0068,0.6676,0.0015,-17.9343,0.3180,574.6535,0.0191,573.3807,0.0265,16.4524,0.1307,17.3672,0.0071,0.9498,0.0107,0.6676,0.0015,-17.9343,0.3180
1250,1250,7231,2.460184886222878,-0.917786968605012,SER,0.687376855702192,573.0625,0.0014,573.1983,0.0011,6.7868,0.0049,17.8622,0.0005,1.6247,0.0018,0.6844,0.0003,63.4694,0.0490,573.0625,0.0014,573.1983,0.0011,7.5478,0.0080,17.4849,0.0009,1.6200,0.0021,0.6844,0.0003,63.4694,0.0490,573.0625,0.0014,573.1983,0.0011,8.2738,0.0149,17.3229,0.0015,1.6155,0.0037,0.6844,0.0003,63.4694,0.0490,573.0625,0.0014,573.1983,0.0011,9.0597,0.0229,17.1510,0.0020,1.6107,0.0056,0.6844,0.0003,63.4694,0.0490
1251,1251,8558,10.45557174306668,-1.028159014765442,SER,0.421446175017895,572.1866,0.0032,572.8297,0.0020,8.5727,0.0150,17.9654,0.0011,1.9155,0.0044,0.4337,0.0005,-70.6964,0.0415,572.1866,0.0032,572.8297,0.0020,9.3520,0.0139,17.8269,0.0011,1.8190,0.0034,0.4337,0.0005,-70.6964,0.0415,572.1866,0.0032,572.8297,0.0020,10.0954,0.0252,17.8336,0.0021,1.7268,0.0050,0.4337,0.0005,-70.6964,0.0415,572.1866,0.0032,572.8297,0.0020,10.9003,0.0403,17.6524,0.0031,1.6271,0.0080,0.4337,0.0005,-70.6964,0.0415
1252,1252,2085,6.280935528671068,0.3126489738616716,SER,0.978647233772004,573.1303,0.0018,572.3564,0.0023,16.4615,0.0314,17.2715,0.0011,3.1651,0.0043,0.7460,0.0004,-4.0325,0.0794,573.1303,0.0018,572.3564,0.0023,19.6635,0.0483,16.9198,0.0018,2.8051,0.0043,0.7460,0.0004,-4.0325,0.0794,573.1303,0.0018,572.3564,0.0023,22.7188,0.0879,16.8176,0.0029,2.4617,0.0065,0.7460,0.0004,-4.0325,0.0794,573.1303,0.0018,572.3564,0.0023,26.0261,0.1346,16.5462,0.0039,2.0899,0.0097,0.7460,0.0004,-4.0325,0.0794
1253,1253,5269,163.3798110555122,7.461774773367893,SER,0.42084864488099,572.7651,0.0089,571.8410,0.0039,15.2838,0.0194,17.1878,0.0011,0.8331,0.0023,0.3830,0.0003,86.7014,0.0319,572.7651,0.0089,571.8410,0.0039,16.6867,0.0159,16.8677,0.0010,0.9495,0.0013,0.3830,0.0003,86.7014,0.0319,572.7651,0.0089,571.8410,0.0039,18.0254,0.0264,16.7999,0.0012,1.0605,0.0022,0.3830,0.0003,86.7014,0.0319,572.7651,0.0089,571.8410,0.0039,19.4744,0.0424,16.6143,0.0022,1.1807,0.0039,0.3830,0.0003,86.7014,0.0319
1254,1254,1405,134.4206597135042,4.65682985323623,SER,0.429438852658362,571.6824,0.0058,572.6369,0.0027,17.1071,0.0106,17.4708,0.0006,0.6215,0.0010,0.4178,0.0002,88.8517,0.0214,571.6824,0.0058,572.6369,0.0027,16.5470,0.0104,16.9664,0.0006,0.8070,0.0009,0.4178,0.0002,88.8517,0.0214,571.6824,0.0058,572.6369,0.0027,16.0125,0.0179,16.7411,0.0024,0.9841,0.0018,0.4178,0.0002,88.8517,0.0214,571.6824,0.0058,572.6369,0.0027,15.4339,0.0280,16.6158,0.0016,1.1758,0.0030,0.4178,0.0002,88.8517,0.0214
1255,1255,4705,146.416920244141,7.01265220575953,PSF,0.544878484510135,[573.0000],0.0,[573.0000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[573.0000],0.0,[573.0000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[573.0000],0.0,[573.0000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[573.0000],0.0,[573.0000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,1256,3966,138.1077889422699,7.032217950517511,SER,0.521594709367226,572.9444,0.0024,572.5002,0.0038,9.8790,0.0208,18.1324,0.0017,1.3366,0.0052,0.4779,0.0006,15.2747,0.0532,572.9444,0.0024,572.5002,0.0038,9.1967,0.0140,17.4799,0.0012,1.4924,0.0033,0.4779,0.0006,15.2747,0.0532,572.9444,0.0024,572.5002,0.0038,8.5458,0.0148,17.1466,0.0013,1.6410,0.0039,0.4779,0.0006,15.2747,0.0532,572.9444,0.0024,572.5002,0.0038,7.8411,0.0227,16.9914,0.0020,1.8019,0.0064,0.4779,0.0006,15.2747,0.0532
