Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
822,822,2751,170.7285681315139,29.52559079543988,SER,0.465482376355902,573.9370,0.0018,572.2777,0.0022,22.7359,0.1305,16.9571,0.0027,5.1766,0.0173,0.7621,0.0007,-17.2661,0.1206,573.9370,0.0018,572.2777,0.0022,20.4675,0.0819,16.0549,0.0019,5.1107,0.0108,0.7621,0.0007,-17.2661,0.1206,573.9370,0.0018,572.2777,0.0022,18.3031,0.0566,15.7156,0.0016,5.0477,0.0091,0.7621,0.0007,-17.2661,0.1206,573.9370,0.0018,572.2777,0.0022,15.9602,0.0800,15.5748,0.0023,4.9796,0.0143,0.7621,0.0007,-17.2661,0.1206
823,823,3349,201.4540743205084,26.98740706799506,SER,0.442719655569851,573.4133,0.0020,572.7617,0.0021,7.8057,0.0438,17.6350,0.0029,4.8219,0.0289,0.8744,0.0015,-50.8826,0.3770,573.4133,0.0020,572.7617,0.0021,7.3338,0.0293,16.9338,0.0019,5.3393,0.0175,0.8744,0.0015,-50.8826,0.3770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.4133,0.0020,572.7617,0.0021,6.3962,0.0539,16.2693,0.0038,6.3674,0.0428,0.8744,0.0015,-50.8826,0.3770
824,824,2785,222.2265372641776,32.06522985769683,SER,0.954992320919731,115.1310,0.0073,115.0382,0.0065,10.3656,0.0128,17.2586,0.0014,0.5829,0.0020,0.8821,0.0008,62.6570,0.3409,115.1310,0.0073,115.0382,0.0065,10.1840,0.0106,16.6199,0.0012,0.6755,0.0015,0.8821,0.0008,62.6570,0.3409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.1310,0.0073,115.0382,0.0065,9.8232,0.0249,16.1689,0.0025,0.8593,0.0043,0.8821,0.0008,62.6570,0.3409
825,825,2878,200.7413171271344,6.443526112170354,SER,0.60848366914731,344.6003,0.0023,343.7146,0.0022,6.4120,0.0545,18.0288,0.0047,3.9348,0.0407,0.7737,0.0015,74.2608,0.2246,344.6003,0.0023,343.7146,0.0022,6.3910,0.0324,16.9657,0.0028,4.2034,0.0235,0.7737,0.0015,74.2608,0.2246,344.6003,0.0023,343.7146,0.0022,6.3709,0.0293,16.5598,0.0023,4.4598,0.0206,0.7737,0.0015,74.2608,0.2246,344.6003,0.0023,343.7146,0.0022,6.3492,0.0495,16.2790,0.0040,4.7372,0.0361,0.7737,0.0015,74.2608,0.2246
826,826,2502,145.7781063446443,14.75709979376062,SER,0.955137497090277,344.2985,0.0012,344.1231,0.0019,22.7145,0.1897,16.9025,0.0046,4.5228,0.0309,0.2956,0.0003,21.1198,0.0222,344.2985,0.0012,344.1231,0.0019,21.8604,0.1059,15.9643,0.0024,5.2104,0.0173,0.2956,0.0003,21.1198,0.0222,344.2985,0.0012,344.1231,0.0019,21.0455,0.0743,15.4884,0.0016,5.8665,0.0136,0.2956,0.0003,21.1198,0.0222,344.2985,0.0012,344.1231,0.0019,20.1634,0.1381,15.1565,0.0031,6.5767,0.0249,0.2956,0.0003,21.1198,0.0222
827,827,2522,195.6659295169982,25.88763372115758,REX,0.498129970329416,343.9768,0.0019,344.0475,0.0021,7.8714,0.0094,17.3816,0.0010,1.3384,0.0028,0.9039,0.0006,51.9358,0.2408,343.9768,0.0019,344.0475,0.0021,7.6760,0.0063,16.6156,0.0007,1.4252,0.0019,0.9039,0.0006,51.9358,0.2408,343.9768,0.0019,344.0475,0.0021,7.4897,0.0071,16.2738,0.0008,1.5079,0.0022,0.9039,0.0006,51.9358,0.2408,343.9768,0.0019,344.0475,0.0021,7.2879,0.0111,16.0349,0.0011,1.5975,0.0035,0.9039,0.0006,51.9358,0.2408
828,828,10148,336.7575064031157,-8.282120879591846,SER,0.49539839866581,344.5271,0.0010,343.9959,0.0012,19.0649,0.1599,18.1875,0.0038,7.3253,0.0398,0.5037,0.0004,16.7318,0.0443,344.5271,0.0010,343.9959,0.0012,16.8717,0.0921,17.0798,0.0023,7.0910,0.0206,0.5037,0.0004,16.7318,0.0443,344.5271,0.0010,343.9959,0.0012,14.7791,0.0927,16.7098,0.0028,6.8675,0.0279,0.5037,0.0004,16.7318,0.0443,344.5271,0.0010,343.9959,0.0012,12.5138,0.1636,16.4817,0.0057,6.6255,0.0528,0.5037,0.0004,16.7318,0.0443
829,829,2862,199.4346262527953,16.90018698404833,SER,0.572449369856391,344.5305,0.0012,344.3741,0.0008,8.1718,0.0151,17.6252,0.0013,2.4359,0.0063,0.3979,0.0003,75.0887,0.0199,344.5305,0.0012,344.3741,0.0008,8.1207,0.0088,16.6376,0.0007,2.5552,0.0037,0.3979,0.0003,75.0887,0.0199,344.5305,0.0012,344.3741,0.0008,8.0719,0.0063,16.2326,0.0005,2.6691,0.0025,0.3979,0.0003,75.0887,0.0199,344.5305,0.0012,344.3741,0.0008,8.0192,0.0106,15.9615,0.0008,2.7923,0.0044,0.3979,0.0003,75.0887,0.0199
830,830,2995,131.633953573399,31.88836148487581,REX,0.347372930736631,344.0510,0.0022,344.1658,0.0025,5.8596,0.0064,17.5883,0.0009,1.1398,0.0034,0.8380,0.0008,-43.6389,0.2109,344.0510,0.0022,344.1658,0.0025,5.6336,0.0052,16.9779,0.0009,1.3203,0.0027,0.8380,0.0008,-43.6389,0.2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0510,0.0022,344.1658,0.0025,5.1845,0.0109,16.4375,0.0016,1.6788,0.0066,0.8380,0.0008,-43.6389,0.2109
831,831,2545,166.5142553726961,28.28183711106369,SER,0.426868860761245,344.0074,0.0016,343.9860,0.0014,8.0787,0.0465,17.7446,0.0033,3.8059,0.0240,0.7588,0.0009,-68.5320,0.1364,344.0074,0.0016,343.9860,0.0014,7.9979,0.0270,16.8043,0.0018,4.0336,0.0138,0.7588,0.0009,-68.5320,0.1364,344.0074,0.0016,343.9860,0.0014,7.9207,0.0263,16.4175,0.0017,4.2508,0.0130,0.7588,0.0009,-68.5320,0.1364,344.0074,0.0016,343.9860,0.0014,7.8371,0.0460,16.0979,0.0031,4.4859,0.0230,0.7588,0.0009,-68.5320,0.1364
