Group,Gal,ID,ra,dec,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
15,3,5247,9.490176731544569,-25.07375695424441,1.16536837455086,835.6181,0.0097,809.4014,0.0051,8.4609,0.0217,18.6191,0.0020,0.9334,0.0068,0.4044,0.0008,79.9151,0.0818,835.6181,0.0097,809.4014,0.0051,8.6712,0.0164,18.3652,0.0019,0.9626,0.0036,0.4044,0.0008,79.9151,0.0818,835.6181,0.0097,809.4014,0.0051,8.8718,0.0275,18.3056,0.0030,0.9904,0.0060,0.4044,0.0008,79.9151,0.0818,835.6181,0.0097,809.4014,0.0051,9.0889,0.0451,18.2431,0.0049,1.0206,0.0110,0.4044,0.0008,79.9151,0.0818
15,2,4449,9.470305793977646,-25.09069800998324,1.16536837455086,827.3068,0.0041,424.5391,0.0039,0.5802,0.0079,18.4673,0.0016,4.2757,0.1457,0.8227,0.0089,-18.6587,1.5928,827.3068,0.0041,424.5391,0.0039,*0.4312*,*0.0062*,18.3493,0.0039,6.2048,0.1969,0.8227,0.0089,-18.6587,1.5928,827.3068,0.0041,424.5391,0.0039,*0.2891*,*0.0065*,18.2423,0.0064,8.0454,0.3376,0.8227,0.0089,-18.6587,1.5928,827.3068,0.0041,424.5391,0.0039,*0.1352*,*0.0087*,18.2913,0.0103,*10.0379*,*0.5096*,0.8227,0.0089,-18.6587,1.5928
16,4,9485,12.04557225387533,-63.15872257113716,0.647527884111213,833.2977,0.0027,689.4403,0.0031,11.4528,0.0111,17.4213,0.0009,0.8769,0.0018,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,11.1095,0.0074,16.8440,0.0006,0.9645,0.0012,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,10.7819,0.0080,16.5079,0.0006,1.0481,0.0013,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,10.4273,0.0124,16.3747,0.0010,1.1386,0.0021,0.8176,0.0004,23.4027,0.1015
16,1,8257,11.98475234468605,-63.15271598449009,0.647527884111213,455.8379,0.0036,607.1158,0.0038,12.7563,0.0133,17.6898,0.0011,0.7492,0.0017,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.7991,0.0080,17.1602,0.0007,0.9050,0.0011,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.8400,0.0116,16.9068,0.0009,1.0537,0.0015,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.8842,0.0202,16.7778,0.0014,1.2147,0.0027,0.8358,0.0005,-45.2834,0.1505
16,3,8629,12.00294737230044,-63.13376969298704,0.647527884111213,729.5630,0.0010,508.5524,0.0010,5.2128,0.0397,17.5958,0.0026,*10.1849*,*0.0505*,0.8534,0.0011,33.3537,0.2167,729.5630,0.0010,508.5524,0.0010,12.9146,0.1027,16.8100,0.0029,*10.5505*,*0.0412*,0.8534,0.0011,33.3537,0.2167,729.5630,0.0010,508.5524,0.0010,20.2632,0.1804,16.3963,0.0032,*10.8994*,*0.0389*,0.8534,0.0011,33.3537,0.2167,729.5630,0.0010,508.5524,0.0010,28.2180,0.2667,16.1550,0.0033,*11.2770*,*0.0448*,0.8534,0.0011,33.3537,0.2167
16,2,8590,12.00123945421535,-63.16669403271604,0.647527884111213,720.7537,0.0056,949.8719,0.0113,20.2828,0.0324,17.9329,0.0015,0.8311,0.0024,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.9864,0.0212,17.4862,0.0011,0.9599,0.0014,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.7036,0.0310,17.2943,0.0015,1.0828,0.0023,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.3975,0.0520,17.2151,0.0024,1.2159,0.0040,0.4557,0.0004,14.3872,0.0484
17,4,4128,12.25573692000017,-45.77041220217078,0.526588525179944,542.5306,0.0030,683.5683,0.0026,5.8782,0.0157,18.0780,0.0016,2.2850,0.0082,0.7681,0.0009,84.5212,0.1730,542.5306,0.0030,683.5683,0.0026,6.7860,0.0142,17.9129,0.0014,2.3406,0.0059,0.7681,0.0009,84.5212,0.1730,542.5306,0.0030,683.5683,0.0026,7.6522,0.0265,17.8803,0.0023,2.3936,0.0087,0.7681,0.0009,84.5212,0.1730,542.5306,0.0030,683.5683,0.0026,8.5898,0.0430,17.7664,0.0035,2.4510,0.0142,0.7681,0.0009,84.5212,0.1730
17,3,3958,12.25100173097501,-45.77696715926212,0.526588525179944,859.9957,0.0064,621.9193,0.0054,10.5269,0.0352,18.6997,0.0029,1.2639,0.0060,0.7733,0.0011,63.0082,0.2629,859.9957,0.0064,621.9193,0.0054,10.4809,0.0185,18.2757,0.0017,1.3288,0.0031,0.7733,0.0011,63.0082,0.2629,859.9957,0.0064,621.9193,0.0054,10.4370,0.0294,18.0196,0.0025,1.3908,0.0048,0.7733,0.0011,63.0082,0.2629,859.9957,0.0064,621.9193,0.0054,10.3895,0.0542,17.9695,0.0047,1.4579,0.0090,0.7733,0.0011,63.0082,0.2629
17,1,2863,12.22265773789044,-45.77494741233352,0.526588525179944,588.2213,0.0085,594.2646,0.0053,11.2245,0.0467,18.8037,0.0030,1.3715,0.0089,0.5103,0.0012,65.3691,0.1165,588.2213,0.0085,594.2646,0.0053,12.0936,0.0473,18.5685,0.0029,1.7528,0.0082,0.5103,0.0012,65.3691,0.1165,588.2213,0.0085,594.2646,0.0053,12.9229,0.0897,18.4998,0.0048,2.1167,0.0151,0.5103,0.0012,65.3691,0.1165,588.2213,0.0085,594.2646,0.0053,13.8205,0.1438,18.4242,0.0075,2.5105,0.0242,0.5103,0.0012,65.3691,0.1165
17,2,3272,12.23356738675461,-45.75852322015794,0.526588525179944,755.0593,0.0077,847.8786,0.0092,7.3101,0.0351,19.4784,0.0039,1.1348,0.0103,0.7670,0.0022,24.1017,0.4180,755.0593,0.0077,847.8786,0.0092,7.1904,0.0221,19.1190,0.0027,1.2635,0.0062,0.7670,0.0022,24.1017,0.4180,755.0593,0.0077,847.8786,0.0092,7.0763,0.0376,18.8822,0.0045,1.3863,0.0110,0.7670,0.0022,24.1017,0.4180,755.0593,0.0077,847.8786,0.0092,6.9527,0.0648,18.9282,0.0082,1.5193,0.0193,0.7670,0.0022,24.1017,0.4180
18,3,9152,12.2954947848856,-18.27013099982027,0.63374226698362,462.4730,0.0013,400.4214,0.0018,5.4089,0.0048,18.2827,0.0008,1.1446,0.0033,0.5941,0.0004,0.4987,0.0514,462.4730,0.0013,400.4214,0.0018,5.1873,0.0028,17.7178,0.0006,1.3634,0.0019,0.5941,0.0004,0.4987,0.0514,462.4730,0.0013,400.4214,0.0018,4.9760,0.0036,17.2735,0.0007,1.5722,0.0028,0.5941,0.0004,0.4987,0.0514,462.4730,0.0013,400.4214,0.0018,4.7472,0.0063,17.1479,0.0010,1.7983,0.0049,0.5941,0.0004,0.4987,0.0514
18,1,8339,12.27927560073106,-18.2866320671963,0.63374226698362,890.6305,0.0009,804.4361,0.0008,10.2330,0.0019,16.2839,0.0002,0.6140,0.0004,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.2672,0.0013,15.6475,0.0002,0.6808,0.0003,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.2998,0.0016,15.3853,0.0002,0.7445,0.0003,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.3352,0.0025,15.1804,0.0002,0.8135,0.0006,0.8000,0.0001,-48.6009,0.0266
18,4,9935,12.31221568686366,-18.31617999953638,0.63374226698362,714.0291,0.0089,513.5801,0.0032,14.3749,0.0177,18.3035,0.0011,0.7635,0.0026,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.4356,0.0124,17.9505,0.0009,0.8168,0.0014,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.4936,0.0194,17.8293,0.0015,0.8676,0.0024,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.5564,0.0320,17.7456,0.0022,0.9227,0.0043,0.2967,0.0003,-89.5128,0.0263
18,2,9013,12.29286562494236,-18.30786280759166,0.63374226698362,679.6581,0.0012,1031.9563,0.0011,13.4280,0.0199,16.7537,0.0010,2.6474,0.0042,0.9180,0.0004,78.4679,0.1702,679.6581,0.0012,1031.9563,0.0011,12.9863,0.0122,16.0434,0.0006,3.0101,0.0024,0.9180,0.0004,78.4679,0.1702,679.6581,0.0012,1031.9563,0.0011,12.5648,0.0152,15.7190,0.0007,3.3561,0.0033,0.9180,0.0004,78.4679,0.1702,679.6581,0.0012,1031.9563,0.0011,12.1085,0.0259,15.5114,0.0012,3.7308,0.0058,0.9180,0.0004,78.4679,0.1702
19,1,4170,12.85201803996929,-23.22656269076038,0.507677286761936,663.1941,0.0016,781.5170,0.0014,1.6347,0.0047,19.1744,0.0011,0.1317,0.0179,0.5572,0.0019,-6.7733,0.1546,663.1941,0.0016,781.5170,0.0014,1.0944,0.0031,18.3344,0.0021,6.7587,0.0597,0.5572,0.0019,-6.7733,0.1546,663.1941,0.0016,781.5170,0.0014,0.5789,0.0016,17.1462,0.0008,*13.0818*,*0.1182*,0.5572,0.0019,-6.7733,0.1546,663.1941,0.0016,781.5170,0.0014,*0.0208*,*0.0004*,16.3246,0.0061,*19.9266*,*0.1825*,0.5572,0.0019,-6.7733,0.1546
19,2,4484,12.85916561027137,-23.21349693533498,0.507677286761936,553.1308,0.0056,716.1055,0.0090,28.3023,0.0316,17.8099,0.0011,0.8379,0.0021,0.1844,0.0001,31.9695,0.0118,553.1308,0.0056,716.1055,0.0090,27.4534,0.0212,17.3223,0.0008,0.9487,0.0014,0.1844,0.0001,31.9695,0.0118,553.1308,0.0056,716.1055,0.0090,26.6434,0.0250,17.1327,0.0009,1.0544,0.0017,0.1844,0.0001,31.9695,0.0118,553.1308,0.0056,716.1055,0.0090,25.7666,0.0399,17.0298,0.0013,1.1689,0.0028,0.1844,0.0001,31.9695,0.0118
19,4,5111,12.87243969777969,-23.21350579995098,0.507677286761936,720.6006,0.0023,716.4136,0.0009,13.8974,0.0100,17.3581,0.0005,1.2411,0.0019,0.1981,0.0001,68.1111,0.0074,720.6006,0.0023,716.4136,0.0009,13.7837,0.0067,16.8434,0.0004,1.2879,0.0012,0.1981,0.0001,68.1111,0.0074,720.6006,0.0023,716.4136,0.0009,13.6752,0.0071,16.6402,0.0004,1.3325,0.0012,0.1981,0.0001,68.1111,0.0074,720.6006,0.0023,716.4136,0.0009,13.5578,0.0109,16.4935,0.0005,1.3809,0.0019,0.1981,0.0001,68.1111,0.0074
19,3,4686,12.86369912406534,-23.20874737135991,0.507677286761936,810.3464,0.0065,537.1143,0.0040,14.2301,0.0185,18.1249,0.0012,0.8253,0.0022,0.5514,0.0004,62.9522,0.0586,810.3464,0.0065,537.1143,0.0040,14.2313,0.0136,17.8146,0.0010,0.9753,0.0014,0.5514,0.0004,62.9522,0.0586,810.3464,0.0065,537.1143,0.0040,14.2326,0.0200,17.7245,0.0013,1.1185,0.0022,0.5514,0.0004,62.9522,0.0586,810.3464,0.0065,537.1143,0.0040,14.2339,0.0321,17.6478,0.0020,1.2734,0.0037,0.5514,0.0004,62.9522,0.0586
21,4,3491,13.25365135505458,-13.27881903649333,0.411348934344817,964.4173,0.0057,575.9528,0.0149,16.9060,0.0522,18.5468,0.0025,1.0138,0.0064,0.1985,0.0005,20.9327,0.0395,964.4173,0.0057,575.9528,0.0149,15.7309,0.0356,18.0511,0.0023,1.2542,0.0048,0.1985,0.0005,20.9327,0.0395,964.4173,0.0057,575.9528,0.0149,14.6097,0.0569,17.8726,0.0033,1.4837,0.0093,0.1985,0.0005,20.9327,0.0395,964.4173,0.0057,575.9528,0.0149,13.3960,0.0953,17.7764,0.0056,1.7320,0.0156,0.1985,0.0005,20.9327,0.0395
21,3,3094,13.23199725684196,-13.28513428243212,0.411348934344817,344.1092,0.0020,768.4213,0.0016,36.7633,0.1137,16.0411,0.0018,4.0187,0.0081,0.7172,0.0004,-68.1077,0.0550,344.1092,0.0020,768.4213,0.0016,33.5303,0.0683,15.1794,0.0012,4.0966,0.0051,0.7172,0.0004,-68.1077,0.0550,344.1092,0.0020,768.4213,0.0016,30.4456,0.0551,14.8449,0.0011,4.1709,0.0050,0.7172,0.0004,-68.1077,0.0550,344.1092,0.0020,768.4213,0.0016,27.1064,0.0903,14.6659,0.0018,4.2514,0.0081,0.7172,0.0004,-68.1077,0.0550
21,1,2602,13.20726120098401,-13.292805504369,0.411348934344817,805.0145,0.0054,734.0634,0.0077,8.9586,0.0218,18.0699,0.0018,1.2735,0.0049,0.6093,0.0009,1.1176,0.1284,805.0145,0.0054,734.0634,0.0077,8.9263,0.0180,17.7474,0.0019,1.2721,0.0037,0.6093,0.0009,1.1176,0.1284,805.0145,0.0054,734.0634,0.0077,8.8956,0.0283,17.5944,0.0032,1.2709,0.0061,0.6093,0.0009,1.1176,0.1284,805.0145,0.0054,734.0634,0.0077,8.8623,0.0447,17.6081,0.0042,1.2695,0.0099,0.6093,0.0009,1.1176,0.1284
21,2,2826,13.21918463609714,-13.28130501306737,0.411348934344817,633.5971,0.0057,681.6803,0.0054,14.0635,0.0213,17.2088,0.0013,0.9944,0.0024,0.9208,0.0008,55.6074,0.4615,633.5971,0.0057,681.6803,0.0054,14.0787,0.0174,16.6560,0.0013,1.1963,0.0019,0.9208,0.0008,55.6074,0.4615,633.5971,0.0057,681.6803,0.0054,14.0931,0.0279,16.3627,0.0017,1.3889,0.0032,0.9208,0.0008,55.6074,0.4615,633.5971,0.0057,681.6803,0.0054,14.1088,0.0444,16.2232,0.0026,1.5975,0.0053,0.9208,0.0008,55.6074,0.4615
25,1,5929,16.14804193282522,-2.135118371399862,0.404807598427055,697.9144,0.0000,832.7401,0.0000,9.3120,0.0000,17.7589,0.0000,0.5654,0.0000,0.6350,0.0000,-5.3029,0.0000,697.9144,0.0000,832.7401,0.0000,9.3885,0.0000,17.1448,0.0000,0.6139,0.0000,0.6350,0.0000,-5.3029,0.0000,697.9144,0.0000,832.7401,0.0000,9.4616,0.0000,16.9996,0.0000,0.6602,0.0000,0.6350,0.0000,-5.3029,0.0000,697.9144,0.0000,832.7401,0.0000,9.5407,0.0000,16.8253,0.0000,0.7102,0.0000,0.6350,0.0000,-5.3029,0.0000
25,3,6970,16.17464921901444,-2.140532264564427,0.404807598427055,953.1927,0.0000,668.2295,0.0000,20.9940,0.0001,17.9407,0.0000,1.0982,0.0000,0.7211,0.0000,-66.6358,0.0000,953.1927,0.0000,668.2295,0.0000,20.6253,0.0000,17.4789,0.0000,1.2739,0.0000,0.7211,0.0000,-66.6358,0.0000,953.1927,0.0000,668.2295,0.0000,20.2734,0.0001,17.3244,0.0000,1.4415,0.0000,0.7211,0.0000,-66.6358,0.0000,953.1927,0.0000,668.2295,0.0000,19.8925,0.0002,17.2447,0.0000,1.6229,0.0000,0.7211,0.0000,-66.6358,0.0000
25,2,6265,16.16663279844268,-2.12315802672842,0.404807598427055,521.2775,0.0014,645.9759,0.0006,44.0625,0.0390,20.0961,0.0320,5.1731,0.0342,0.8257,0.0006,-18.6375,0.2190,521.2775,0.0014,645.9759,0.0006,948.2334,0.8114,16.5526,0.0199,6.9217,0.0114,0.8257,0.0006,-18.6375,0.2190,521.2775,0.0014,645.9759,0.0006,1810.9399,1.6113,16.0509,0.0163,8.5901,0.0120,0.8257,0.0006,-18.6375,0.2190,521.2775,0.0014,645.9759,0.0006,2744.8166,2.4774,16.0793,0.0168,*10.3962*,*0.0356*,0.8257,0.0006,-18.6375,0.2190
25,4,7226,16.18015490648192,-2.136047290410636,0.404807598427055,581.8855,0.0736,598.1572,0.0519,53.3733,0.0000,17.9782,0.0000,0.2752,0.0000,0.9474,0.0032,-32.3699,2.6746,581.8855,0.0736,598.1572,0.0519,40.6149,0.0029,*41.5077*,*0.0011*,0.4729,0.0004,0.9474,0.0032,-32.3699,2.6746,581.8855,0.0736,598.1572,0.0519,28.4417,0.0057,*35.5479*,*0.0011*,0.6615,0.0008,0.9474,0.0032,-32.3699,2.6746,581.8855,0.0736,598.1572,0.0519,15.2642,0.0088,*38.0530*,*0.0015*,0.8657,0.0012,0.9474,0.0032,-32.3699,2.6746
29,4,6097,20.43451926412359,-38.06105280715363,0.56615207838734,686.2659,0.0032,355.6365,0.0036,7.7444,0.0201,19.1301,0.0025,1.0634,0.0059,0.8281,0.0011,38.6210,0.2880,686.2659,0.0032,355.6365,0.0036,7.2578,0.0121,18.3276,0.0013,1.2644,0.0032,0.8281,0.0011,38.6210,0.2880,686.2659,0.0032,355.6365,0.0036,6.7935,0.0154,18.0010,0.0017,1.4563,0.0048,0.8281,0.0011,38.6210,0.2880,686.2659,0.0032,355.6365,0.0036,6.2909,0.0265,17.8784,0.0032,1.6640,0.0087,0.8281,0.0011,38.6210,0.2880
29,1,4728,20.38887533531592,-38.07229220822765,0.56615207838734,457.0666,0.0046,928.6371,0.0023,15.4760,0.0139,17.9047,0.0009,0.7412,0.0019,0.3388,0.0002,63.0854,0.0208,457.0666,0.0046,928.6371,0.0023,13.9924,0.0086,17.3917,0.0006,0.9088,0.0010,0.3388,0.0002,63.0854,0.0208,457.0666,0.0046,928.6371,0.0023,12.5769,0.0113,17.1228,0.0008,1.0687,0.0017,0.3388,0.0002,63.0854,0.0208,457.0666,0.0046,928.6371,0.0023,11.0445,0.0192,17.0568,0.0014,1.2418,0.0032,0.3388,0.0002,63.0854,0.0208
29,2,5432,20.41330839888735,-38.10274483052454,0.56615207838734,950.7356,0.0041,773.8956,0.0064,12.2932,0.0140,18.1805,0.0011,0.6984,0.0022,0.6003,0.0004,31.2898,0.0672,950.7356,0.0041,773.8956,0.0064,12.0622,0.0091,17.7730,0.0009,0.7269,0.0011,0.6003,0.0004,31.2898,0.0672,950.7356,0.0041,773.8956,0.0064,11.8419,0.0140,17.6467,0.0014,0.7542,0.0019,0.6003,0.0004,31.2898,0.0672,950.7356,0.0041,773.8956,0.0064,11.6034,0.0237,17.5589,0.0023,0.7836,0.0035,0.6003,0.0004,31.2898,0.0672
29,3,5526,20.41619222635546,-38.07807236029036,0.56615207838734,655.0806,0.0019,694.6763,0.0014,7.9402,0.0076,17.9718,0.0008,1.1555,0.0025,0.6153,0.0004,-60.7952,0.0480,655.0806,0.0019,694.6763,0.0014,7.4090,0.0045,17.3953,0.0005,1.3579,0.0014,0.6153,0.0004,-60.7952,0.0480,655.0806,0.0019,694.6763,0.0014,6.9022,0.0062,17.1133,0.0007,1.5511,0.0023,0.6153,0.0004,-60.7952,0.0480,655.0806,0.0019,694.6763,0.0014,6.3535,0.0110,17.0208,0.0013,1.7602,0.0041,0.6153,0.0004,-60.7952,0.0480
31,2,5237,23.13012002678202,-54.63808609684472,0.661528387713817,590.4854,0.0029,839.1441,0.0047,8.8546,0.0086,17.9956,0.0009,0.6282,0.0023,0.5457,0.0004,-24.3118,0.0558,590.4854,0.0029,839.1441,0.0047,8.5291,0.0064,17.6144,0.0008,0.7345,0.0014,0.5457,0.0004,-24.3118,0.0558,590.4854,0.0029,839.1441,0.0047,8.2186,0.0096,17.3613,0.0014,0.8359,0.0025,0.5457,0.0004,-24.3118,0.0558,590.4854,0.0029,839.1441,0.0047,7.8824,0.0155,17.3101,0.0018,0.9458,0.0044,0.5457,0.0004,-24.3118,0.0558
31,3,5553,23.14539890767001,-54.64171751930189,0.661528387713817,860.1269,0.0010,688.0962,0.0016,8.9903,0.0052,16.4635,0.0004,1.5591,0.0016,0.5260,0.0002,-9.5205,0.0206,860.1269,0.0010,688.0962,0.0016,9.3338,0.0041,16.0344,0.0003,1.7353,0.0011,0.5260,0.0002,-9.5205,0.0206,860.1269,0.0010,688.0962,0.0016,9.6617,0.0071,15.8645,0.0006,1.9034,0.0017,0.5260,0.0002,-9.5205,0.0206,860.1269,0.0010,688.0962,0.0016,10.0165,0.0116,15.6668,0.0008,2.0854,0.0030,0.5260,0.0002,-9.5205,0.0206
31,1,4922,23.11273353144436,-54.63461874809481,0.661528387713817,715.0753,0.0026,636.0686,0.0015,12.7278,0.0210,16.9946,0.0008,3.1534,0.0056,0.1281,0.0002,-61.2800,0.0103,715.0753,0.0026,636.0686,0.0015,14.0828,0.0200,16.8888,0.0008,3.0397,0.0045,0.1281,0.0002,-61.2800,0.0103,715.0753,0.0026,636.0686,0.0015,15.3756,0.0387,16.9843,0.0016,2.9312,0.0069,0.1281,0.0002,-61.2800,0.0103,715.0753,0.0026,636.0686,0.0015,16.7752,0.0628,16.8454,0.0023,2.8138,0.0110,0.1281,0.0002,-61.2800,0.0103
31,4,135,23.14577293799119,-54.62331818401745,0.661528387713817,593.9337,0.0020,585.9784,0.0014,5.3074,0.0046,17.6269,0.0007,1.2850,0.0032,0.5826,0.0004,81.7415,0.0482,593.9337,0.0020,585.9784,0.0014,5.2003,0.0028,17.1411,0.0005,1.2614,0.0021,0.5826,0.0004,81.7415,0.0482,593.9337,0.0020,585.9784,0.0014,5.0982,0.0038,16.9933,0.0008,1.2388,0.0027,0.5826,0.0004,81.7415,0.0482,593.9337,0.0020,585.9784,0.0014,4.9876,0.0065,16.8086,0.0010,1.2144,0.0044,0.5826,0.0004,81.7415,0.0482
33,3,5280,23.91337635751728,-2.095954419798143,1.31232290709205,608.4071,0.0043,417.5673,0.0058,6.2926,0.0219,18.3861,0.0027,1.5870,0.0140,0.5136,0.0015,10.6696,0.1384,608.4071,0.0043,417.5673,0.0058,14.5259,0.2668,28.1155,24.5041,3.8330,0.0364,0.5136,0.0015,10.6696,0.1384,608.4071,0.0043,417.5673,0.0058,22.3815,0.5199,17.3061,0.0120,5.9761,0.0684,0.5136,0.0015,10.6696,0.1384,608.4071,0.0043,417.5673,0.0058,30.8852,0.7941,17.1174,0.0111,8.2959,0.1040,0.5136,0.0015,10.6696,0.1384
33,1,5126,23.9088179105253,-2.091462129476733,1.31232290709205,730.3837,0.0115,729.5101,0.0063,12.6401,0.0153,18.0750,0.0014,0.5231,0.0027,0.4925,0.0005,63.8462,0.0704,730.3837,0.0115,729.5101,0.0063,12.6079,0.0117,17.8947,0.0014,0.5115,0.0015,0.4925,0.0005,63.8462,0.0704,730.3837,0.0115,729.5101,0.0063,12.5772,0.0171,17.9336,0.0020,0.5005,0.0025,0.4925,0.0005,63.8462,0.0704,730.3837,0.0115,729.5101,0.0063,12.5440,0.0271,17.8574,0.0032,0.4886,0.0045,0.4925,0.0005,63.8462,0.0704
33,2,5148,23.90941875305022,-2.077012179347369,1.31232290709205,668.2105,0.0067,665.4706,0.0043,7.5369,0.0188,18.4627,0.0023,0.9120,0.0078,0.4043,0.0011,67.6793,0.0898,668.2105,0.0067,665.4706,0.0043,31.9663,0.6152,17.4815,0.0106,5.3245,0.0493,0.4043,0.0011,67.6793,0.0898,668.2105,0.0067,665.4706,0.0043,55.2755,1.2012,17.4702,0.0087,9.5347,0.0955,0.4043,0.0011,67.6793,0.0898,668.2105,0.0067,665.4706,0.0043,80.5076,1.8357,25.0512,4.7321,*14.0921*,*0.1456*,0.4043,0.0011,67.6793,0.0898
33,4,5471,23.91813062914817,-2.113980971781942,1.31232290709205,728.2878,0.0060,925.1208,0.0090,252885.0627,29625.5810,15.1861,11.9051,2.9444,0.5608,0.2619,0.0008,11.5410,0.0647,728.2878,0.0060,925.1208,0.0090,168623.7159,19736.5198,12.9963,0.1037,8.6542,0.2814,0.2619,0.0008,11.5410,0.0647,728.2878,0.0060,925.1208,0.0090,88226.5103,10301.1406,11.5888,0.0520,*14.1022*,*0.1641*,0.2619,0.0008,11.5410,0.0647,728.2878,0.0060,925.1208,0.0090,1196.8236,139.0875,14.9774,0.0290,*19.9997*,*0.4000*,0.2619,0.0008,11.5410,0.0647
37,4,6500,27.05939075917727,-15.13256549847456,0.825168499273756,558.0261,0.0021,864.4875,0.0019,12.1290,0.0227,17.8427,0.0015,1.4331,0.0044,0.7078,0.0006,-47.5586,0.0817,558.0261,0.0021,864.4875,0.0019,11.9133,0.0127,16.9783,0.0008,1.8993,0.0022,0.7078,0.0006,-47.5586,0.0817,558.0261,0.0021,864.4875,0.0019,11.7076,0.0185,16.5849,0.0011,2.3442,0.0036,0.7078,0.0006,-47.5586,0.0817,558.0261,0.0021,864.4875,0.0019,11.4849,0.0333,16.3643,0.0018,2.8258,0.0067,0.7078,0.0006,-47.5586,0.0817
37,2,6083,27.04831617547869,-15.12675186378102,0.825168499273756,915.0242,0.0026,745.1776,0.0030,4.6086,0.0269,18.8298,0.0034,3.0966,0.0305,0.6991,0.0021,-38.9906,0.2510,915.0242,0.0026,745.1776,0.0030,4.8260,0.0171,18.4918,0.0021,3.2932,0.0173,0.6991,0.0021,-38.9906,0.2510,915.0242,0.0026,745.1776,0.0030,5.0334,0.0298,18.1399,0.0034,3.4807,0.0252,0.6991,0.0021,-38.9906,0.2510,915.0242,0.0026,745.1776,0.0030,5.2578,0.0513,18.1721,0.0055,3.6837,0.0451,0.6991,0.0021,-38.9906,0.2510
37,3,6302,27.05913673647367,-15.10788518305093,0.825168499273756,702.0438,0.0100,605.3486,0.0089,17.8363,0.0426,17.9076,0.0024,0.8977,0.0032,0.9490,0.0010,-63.1333,1.0800,702.0438,0.0100,605.3486,0.0089,17.2812,0.0256,17.3262,0.0015,1.0425,0.0018,0.9490,0.0010,-63.1333,1.0800,702.0438,0.0100,605.3486,0.0089,16.7516,0.0373,17.0903,0.0022,1.1806,0.0030,0.9490,0.0010,-63.1333,1.0800,702.0438,0.0100,605.3486,0.0089,16.1782,0.0649,16.9737,0.0038,1.3302,0.0054,0.9490,0.0010,-63.1333,1.0800
37,1,5308,27.03230700785966,-15.11649672503557,0.825168499273756,554.8207,0.0150,525.1395,0.0141,13.7267,0.0367,18.3960,0.0025,0.7837,0.0038,0.9250,0.0013,-86.1058,0.9137,554.8207,0.0150,525.1395,0.0141,13.6878,0.0244,17.9822,0.0018,0.8668,0.0022,0.9250,0.0013,-86.1058,0.9137,554.8207,0.0150,525.1395,0.0141,13.6507,0.0389,17.7899,0.0030,0.9461,0.0038,0.9250,0.0013,-86.1058,0.9137,554.8207,0.0150,525.1395,0.0141,13.6106,0.0657,17.6374,0.0048,1.0319,0.0068,0.9250,0.0013,-86.1058,0.9137
38,3,3986,27.18947930893261,13.71669923697014,0.493801264590391,759.9412,0.0148,411.9353,0.0115,18.4208,0.0356,17.8188,0.0020,0.7438,0.0025,0.7609,0.0008,-63.4853,0.2045,759.9412,0.0148,411.9353,0.0115,18.4436,0.0296,17.2594,0.0016,0.8443,0.0019,0.7609,0.0008,-63.4853,0.2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.9412,0.0148,411.9353,0.0115,18.4889,0.0713,16.8690,0.0036,1.0440,0.0053,0.7609,0.0008,-63.4853,0.2045
