Group,Gal,ID,ra,dec,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
67,2,2414,71.08374050309193,-21.87837950419339,0.481576551512796,576.3566,0.0021,834.6384,0.0028,14.9718,0.0087,17.4697,0.0006,0.7501,0.0012,0.4000,0.0001,-36.4027,0.0148,576.3566,0.0021,834.6384,0.0028,14.5802,0.0054,16.7362,0.0003,0.8468,0.0007,0.4000,0.0001,-36.4027,0.0148,576.3566,0.0021,834.6384,0.0028,14.2066,0.0069,16.3921,0.0004,0.9391,0.0010,0.4000,0.0001,-36.4027,0.0148,576.3566,0.0021,834.6384,0.0028,13.8021,0.0117,16.1908,0.0007,1.0390,0.0018,0.4000,0.0001,-36.4027,0.0148
67,1,2059,71.07582040865003,-21.87990448550879,0.481576551512796,862.1667,0.0016,650.1545,0.0018,3.7449,0.0053,18.3765,0.0011,2.2850,0.0111,0.7917,0.0010,8.3557,0.1737,862.1667,0.0016,650.1545,0.0018,3.7307,0.0035,17.9499,0.0007,2.2164,0.0052,0.7917,0.0010,8.3557,0.1737,862.1667,0.0016,650.1545,0.0018,3.7172,0.0049,17.7445,0.0011,2.1510,0.0072,0.7917,0.0010,8.3557,0.1737,862.1667,0.0016,650.1545,0.0018,3.7026,0.0082,17.6470,0.0019,2.0802,0.0144,0.7917,0.0010,8.3557,0.1737
67,4,4156,71.12449448156778,-21.87924339533691,0.481576551512796,342.9778,0.0014,639.0012,0.0017,11.3742,0.0144,17.5076,0.0010,1.3978,0.0031,0.7667,0.0005,-33.8866,0.0801,342.9778,0.0014,639.0012,0.0017,11.7379,0.0114,16.7975,0.0007,2.1379,0.0024,0.7667,0.0005,-33.8866,0.0801,342.9778,0.0014,639.0012,0.0017,12.0849,0.0206,16.3976,0.0011,2.8440,0.0044,0.7667,0.0005,-33.8866,0.0801,342.9778,0.0014,639.0012,0.0017,12.4605,0.0339,16.2233,0.0016,3.6085,0.0073,0.7667,0.0005,-33.8866,0.0801
67,3,7698,71.10617325880328,-21.86501550591355,0.481576551512796,958.5828,0.0011,629.2770,0.0008,8.1274,0.0061,17.2923,0.0005,1.8729,0.0023,0.5483,0.0002,-56.7061,0.0211,958.5828,0.0011,629.2770,0.0008,7.9062,0.0038,16.6676,0.0003,1.5917,0.0013,0.5483,0.0002,-56.7061,0.0211,958.5828,0.0011,629.2770,0.0008,7.6952,0.0036,16.4065,0.0004,1.3234,0.0011,0.5483,0.0002,-56.7061,0.0211,958.5828,0.0011,629.2770,0.0008,7.4668,0.0057,16.2186,0.0006,1.0329,0.0019,0.5483,0.0002,-56.7061,0.0211
69,4,8041,76.12881722462883,-18.65670991158408,0.934205093221121,706.3151,0.0097,316.7757,0.0072,10.3977,0.0412,18.6749,0.0031,1.2858,0.0080,0.6499,0.0014,-82.3203,0.1929,706.3151,0.0097,316.7757,0.0072,10.1738,0.0288,18.3876,0.0025,1.3973,0.0054,0.6499,0.0014,-82.3203,0.1929,706.3151,0.0097,316.7757,0.0072,9.9601,0.0483,18.3222,0.0041,1.5038,0.0093,0.6499,0.0014,-82.3203,0.1929,706.3151,0.0097,316.7757,0.0072,9.7287,0.0808,18.2620,0.0071,1.6190,0.0158,0.6499,0.0014,-82.3203,0.1929
69,3,8039,76.12872756807623,-18.69552750239949,0.934205093221121,637.9830,0.0102,1092.2932,0.0093,0.9062,0.0424,19.4591,0.0314,*19.7632*,*1.9115*,0.7120,0.0146,-37.9613,1.5045,637.9830,0.0102,1092.2932,0.0093,2.6859,0.2379,19.5528,0.0373,*17.1323*,*1.4376*,0.7120,0.0146,-37.9613,1.5045,637.9830,0.0102,1092.2932,0.0093,4.3840,0.4661,19.7889,0.0409,*14.6220*,*1.3071*,0.7120,0.0146,-37.9613,1.5045,637.9830,0.0102,1092.2932,0.0093,6.2222,0.7143,20.0004,0.0457,*11.9047*,*1.6103*,0.7120,0.0146,-37.9613,1.5045
69,2,7831,76.1235594281997,-18.71315542993489,0.934205093221121,765.1606,0.0017,788.9350,0.0019,17.2100,0.0075,15.8794,0.0004,0.9673,0.0008,0.8472,0.0002,-1.9972,0.0555,765.1606,0.0017,788.9350,0.0019,17.4222,0.0045,15.1851,0.0003,1.2947,0.0005,0.8472,0.0002,-1.9972,0.0555,765.1606,0.0017,788.9350,0.0019,17.6247,0.0072,14.8575,0.0004,1.6070,0.0007,0.8472,0.0002,-1.9972,0.0555,765.1606,0.0017,788.9350,0.0019,17.8439,0.0125,14.6372,0.0005,1.9452,0.0013,0.8472,0.0002,-1.9972,0.0555
69,1,7692,76.119033695372,-18.67883717310202,0.934205093221121,640.0915,0.0288,558.5827,0.0193,23.2067,0.0703,18.1262,0.0028,0.6968,0.0035,0.6468,0.0010,71.1920,0.1871,640.0915,0.0288,558.5827,0.0193,26.1243,0.0757,17.6384,0.0028,0.9415,0.0033,0.6468,0.0010,71.1920,0.1871,640.0915,0.0288,558.5827,0.0193,28.9082,0.1370,17.4347,0.0043,1.1750,0.0059,0.6468,0.0010,71.1920,0.1871,640.0915,0.0288,558.5827,0.0193,31.9217,0.2154,17.2400,0.0064,1.4277,0.0094,0.6468,0.0010,71.1920,0.1871
70,2,5780,79.1156979209868,-48.56401454282515,0.575030731866382,649.9231,0.0106,860.4506,0.0092,*0.0608*,*0.0115*,19.3155,0.0389,*12.6255*,*1.2870*,0.5785,0.0130,12.3916,1.0769,649.9231,0.0106,860.4506,0.0092,0.7683,0.0241,19.6670,0.0074,*13.2773*,*0.8131*,0.5785,0.0130,12.3916,1.0769,649.9231,0.0106,860.4506,0.0092,1.4433,0.0535,19.8324,0.0100,*13.8991*,*0.8463*,0.5785,0.0130,12.3916,1.0769,649.9231,0.0106,860.4506,0.0092,2.1740,0.0860,19.9705,0.0268,*14.5723*,*1.3719*,0.5785,0.0130,12.3916,1.0769
70,3,6119,79.12807820467394,-48.5423746168907,0.575030731866382,453.9284,0.0022,734.9172,0.0034,22.7619,0.0285,16.8667,0.0010,1.5134,0.0025,0.5520,0.0002,9.2868,0.0298,453.9284,0.0022,734.9172,0.0034,21.5259,0.0172,16.2918,0.0006,1.6968,0.0013,0.5520,0.0002,9.2868,0.0298,453.9284,0.0022,734.9172,0.0034,20.3466,0.0219,16.0277,0.0008,1.8718,0.0019,0.5520,0.0002,9.2868,0.0298,453.9284,0.0022,734.9172,0.0034,19.0700,0.0378,15.9082,0.0014,2.0612,0.0035,0.5520,0.0002,9.2868,0.0298
70,4,6675,79.1496101243308,-48.55153604058975,0.575030731866382,889.7430,0.0029,579.6819,0.0014,18.0756,0.0133,17.1346,0.0007,1.0081,0.0014,0.3731,0.0001,73.5664,0.0138,889.7430,0.0029,579.6819,0.0014,17.3582,0.0077,16.4961,0.0003,1.2906,0.0008,0.3731,0.0001,73.5664,0.0138,889.7430,0.0029,579.6819,0.0014,16.6738,0.0108,16.1493,0.0005,1.5601,0.0013,0.3731,0.0001,73.5664,0.0138,889.7430,0.0029,579.6819,0.0014,15.9328,0.0192,15.9737,0.0008,1.8519,0.0023,0.3731,0.0001,73.5664,0.0138
70,1,5380,79.10169424327599,-48.56275877789933,0.575030731866382,762.1666,0.0053,562.8902,0.0022,16.7687,0.0129,17.7186,0.0008,0.6518,0.0016,0.3543,0.0002,-85.2922,0.0183,762.1666,0.0053,562.8902,0.0022,15.7371,0.0080,17.1436,0.0004,0.8000,0.0009,0.3543,0.0002,-85.2922,0.0183,762.1666,0.0053,562.8902,0.0022,14.7529,0.0103,16.8484,0.0007,0.9415,0.0014,0.3543,0.0002,-85.2922,0.0183,762.1666,0.0053,562.8902,0.0022,13.6874,0.0175,16.7139,0.0010,1.0946,0.0024,0.3543,0.0002,-85.2922,0.0183
71,1,4843,83.35448463910937,-27.68143546586763,0.465517201383375,975.7987,0.0039,584.9043,0.0067,25.3114,0.0300,17.5834,0.0010,0.9965,0.0019,0.3744,0.0002,30.6003,0.0242,975.7987,0.0039,584.9043,0.0067,25.3413,0.0254,17.2058,0.0009,1.2685,0.0016,0.3744,0.0002,30.6003,0.0242,975.7987,0.0039,584.9043,0.0067,25.3698,0.0445,17.0678,0.0015,1.5281,0.0029,0.3744,0.0002,30.6003,0.0242,975.7987,0.0039,584.9043,0.0067,25.4006,0.0719,16.9815,0.0023,1.8091,0.0047,0.3744,0.0002,30.6003,0.0242
71,2,5343,83.36813366009262,-27.67529005170336,0.465517201383375,481.1667,0.0009,837.0209,0.0009,3.8283,0.0040,17.5374,0.0006,2.6797,0.0058,0.8511,0.0005,54.6221,0.1302,481.1667,0.0009,837.0209,0.0009,4.2577,0.0021,17.0643,0.0004,2.4553,0.0037,0.8511,0.0005,54.6221,0.1302,481.1667,0.0009,837.0209,0.0009,4.6674,0.0032,16.8579,0.0006,2.2411,0.0033,0.8511,0.0005,54.6221,0.1302,481.1667,0.0009,837.0209,0.0009,5.1108,0.0060,16.6872,0.0009,2.0093,0.0050,0.8511,0.0005,54.6221,0.1302
71,4,6337,83.39518428254779,-27.66305620665564,0.465517201383375,809.5711,0.0014,668.8698,0.0021,7.8064,0.0039,18.0517,0.0005,0.4028,0.0013,0.6090,0.0002,-24.1047,0.0332,809.5711,0.0014,668.8698,0.0021,7.5121,0.0026,17.4440,0.0003,0.5171,0.0008,0.6090,0.0002,-24.1047,0.0332,809.5711,0.0014,668.8698,0.0021,7.2314,0.0031,17.0896,0.0004,0.6261,0.0010,0.6090,0.0002,-24.1047,0.0332,809.5711,0.0014,668.8698,0.0021,6.9274,0.0049,16.9488,0.0006,0.7441,0.0017,0.6090,0.0002,-24.1047,0.0332
71,3,6311,83.39464132966621,-27.67586091299661,0.465517201383375,487.1415,0.0077,661.4884,0.0044,17.6176,0.0261,18.0889,0.0013,0.9657,0.0024,0.5134,0.0004,86.5973,0.0480,487.1415,0.0077,661.4884,0.0044,17.4835,0.0172,17.5954,0.0010,1.1026,0.0015,0.5134,0.0004,86.5973,0.0480,487.1415,0.0077,661.4884,0.0044,17.3555,0.0278,17.3974,0.0015,1.2331,0.0024,0.5134,0.0004,86.5973,0.0480,487.1415,0.0077,661.4884,0.0044,17.2170,0.0470,17.2788,0.0025,1.3745,0.0042,0.5134,0.0004,86.5973,0.0480
74,2,446,128.6674180043287,15.78626723646112,0.516133015921918,927.2194,0.0091,391.0044,0.0099,10.8290,0.0412,18.2580,0.0035,0.9877,0.0066,0.8247,0.0017,42.0203,0.4880,927.2194,0.0091,391.0044,0.0099,10.7234,0.0262,17.6666,0.0024,1.1213,0.0040,0.8247,0.0017,42.0203,0.4880,927.2194,0.0091,391.0044,0.0099,10.6227,0.0383,17.3539,0.0034,1.2488,0.0062,0.8247,0.0017,42.0203,0.4880,927.2194,0.0091,391.0044,0.0099,10.5136,0.0650,17.2017,0.0052,1.3867,0.0108,0.8247,0.0017,42.0203,0.4880
74,3,726,128.6843710942975,15.79049411645369,0.516133015921918,346.4192,0.0034,868.6895,0.0035,1.6238,0.0095,18.6034,0.0026,2.7485,0.0595,0.9019,0.0037,5.1528,1.5168,346.4192,0.0034,868.6895,0.0035,1.6446,0.0060,17.9601,0.0022,3.5411,0.0407,0.9019,0.0037,5.1528,1.5168,346.4192,0.0034,868.6895,0.0035,1.6644,0.0081,17.5256,0.0031,4.2974,0.0668,0.9019,0.0037,5.1528,1.5168,346.4192,0.0034,868.6895,0.0035,1.6859,0.0136,17.3734,0.0043,5.1161,0.1121,0.9019,0.0037,5.1528,1.5168
74,1,370,128.6624563525526,15.76384033243654,0.516133015921918,639.0686,0.0043,776.1454,0.0034,7.5859,0.0179,17.8105,0.0018,1.5323,0.0066,0.6777,0.0008,-68.6342,0.1401,639.0686,0.0043,776.1454,0.0034,7.4107,0.0111,17.2784,0.0013,1.6236,0.0040,0.6777,0.0008,-68.6342,0.1401,639.0686,0.0043,776.1454,0.0034,7.2435,0.0151,16.9980,0.0016,1.7107,0.0055,0.6777,0.0008,-68.6342,0.1401,639.0686,0.0043,776.1454,0.0034,7.0625,0.0258,16.8891,0.0027,1.8050,0.0094,0.6777,0.0008,-68.6342,0.1401
74,4,1105,128.7059611543737,15.79771320620018,0.516133015921918,856.1475,0.0016,711.5073,0.0017,21.2967,0.1775,16.2292,0.0036,7.7407,0.0342,0.9083,0.0009,-8.7019,0.3023,856.1475,0.0016,711.5073,0.0017,20.9042,0.1150,15.5856,0.0024,7.4248,0.0217,0.9083,0.0009,-8.7019,0.3023,856.1475,0.0016,711.5073,0.0017,20.5297,0.1128,15.1849,0.0025,7.1234,0.0197,0.9083,0.0009,-8.7019,0.3023,856.1475,0.0016,711.5073,0.0017,20.1243,0.1755,15.0411,0.0040,6.7971,0.0306,0.9083,0.0009,-8.7019,0.3023
75,3,7854,129.718088653798,1.399198747685501,1.52226869100371,520.4068,0.0279,863.3092,0.0172,18.8229,0.0795,18.1196,0.0038,0.6713,0.0060,0.6002,0.0010,-88.6773,0.1554,520.4068,0.0279,863.3092,0.0172,19.3500,0.0405,17.6048,0.0019,0.7218,0.0026,0.6002,0.0010,-88.6773,0.1554,520.4068,0.0279,863.3092,0.0172,19.8530,0.0877,17.4022,0.0085,0.7700,0.0065,0.6002,0.0010,-88.6773,0.1554,520.4068,0.0279,863.3092,0.0172,20.3975,0.1608,17.2430,0.0096,0.8221,0.0122,0.6002,0.0010,-88.6773,0.1554
75,4,8306,129.7310932089061,1.412784557146267,1.52226869100371,798.6453,0.0015,756.4766,0.0033,22.6987,0.0258,15.8650,0.0008,1.7745,0.0022,0.3368,0.0001,13.7836,0.0122,798.6453,0.0015,756.4766,0.0033,23.3501,0.0154,15.5608,0.0005,1.8346,0.0013,0.3368,0.0001,13.7836,0.0122,798.6453,0.0015,756.4766,0.0033,23.9716,0.0326,15.4483,0.0016,1.8920,0.0026,0.3368,0.0001,13.7836,0.0122,798.6453,0.0015,756.4766,0.0033,24.6444,0.0575,15.2866,0.0017,1.9542,0.0046,0.3368,0.0001,13.7836,0.0122
75,1,7607,129.7108345362294,1.404989034976722,1.52226869100371,698.3943,0.0006,675.7355,0.0006,14.9267,0.0147,15.3208,0.0005,4.7179,0.0042,0.6654,0.0002,-46.4964,0.0223,698.3943,0.0006,675.7355,0.0006,12.7453,0.0092,14.6631,0.0003,4.1960,0.0026,0.6654,0.0002,-46.4964,0.0223,698.3943,0.0006,675.7355,0.0006,10.6638,0.0083,14.5002,0.0007,3.6981,0.0030,0.6654,0.0002,-46.4964,0.0223,698.3943,0.0006,675.7355,0.0006,8.4107,0.0131,14.3568,0.0008,3.1591,0.0050,0.6654,0.0002,-46.4964,0.0223
75,2,7764,129.7156550694765,1.383448743372928,1.52226869100371,733.2405,0.0129,462.4396,0.0108,*0.1436*,*0.0242*,20.2959,0.0220,5.9503,1.0384,0.5012,0.0134,-6.1972,1.0326,733.2405,0.0129,462.4396,0.0108,0.7743,0.0213,19.7326,0.0068,8.7589,0.7050,0.5012,0.0134,-6.1972,1.0326,733.2405,0.0129,462.4396,0.0108,1.3761,0.0417,18.6013,0.0103,*11.4387*,*0.7405*,0.5012,0.0134,-6.1972,1.0326,733.2405,0.0129,462.4396,0.0108,2.0275,0.0685,17.9351,0.0227,*14.3396*,*1.1273*,0.5012,0.0134,-6.1972,1.0326
79,3,3497,143.0456006879086,15.98871735974647,0.497752352038309,450.9115,0.0022,577.7482,0.0077,22.1809,0.0138,17.0237,0.0006,0.6324,0.0013,0.2252,0.0001,0.5120,0.0112,450.9115,0.0022,577.7482,0.0077,21.1852,0.0090,16.3679,0.0005,0.7479,0.0008,0.2252,0.0001,0.5120,0.0112,450.9115,0.0022,577.7482,0.0077,20.2351,0.0115,16.0821,0.0008,0.8580,0.0012,0.2252,0.0001,0.5120,0.0112,450.9115,0.0022,577.7482,0.0077,19.2066,0.0188,15.8560,0.0008,0.9773,0.0021,0.2252,0.0001,0.5120,0.0112
79,4,3679,143.0551904226769,15.98970612539843,0.497752352038309,577.5007,0.0074,564.9136,0.0077,38.6036,0.0867,16.2701,0.0018,1.4903,0.0035,0.9593,0.0007,41.0265,0.8723,577.5007,0.0074,564.9136,0.0077,39.5357,0.0708,15.7999,0.0015,1.7927,0.0028,0.9593,0.0007,41.0265,0.8723,577.5007,0.0074,564.9136,0.0077,40.4251,0.1195,15.6231,0.0023,2.0814,0.0047,0.9593,0.0007,41.0265,0.8723,577.5007,0.0074,564.9136,0.0077,41.3878,0.1927,15.5000,0.0034,2.3938,0.0077,0.9593,0.0007,41.0265,0.8723
79,1,2905,143.0164322817605,16.01371716945271,0.497752352038309,760.6237,0.0047,693.6697,0.0047,25.5296,0.0510,16.5427,0.0016,1.6369,0.0036,0.9082,0.0006,47.0169,0.3544,760.6237,0.0047,693.6697,0.0047,24.6064,0.0373,16.1772,0.0013,1.8611,0.0027,0.9082,0.0006,47.0169,0.3544,760.6237,0.0047,693.6697,0.0047,23.7256,0.0600,16.0941,0.0020,2.0751,0.0048,0.9082,0.0006,47.0169,0.3544,760.6237,0.0047,693.6697,0.0047,22.7721,0.0986,16.0176,0.0032,2.3067,0.0078,0.9082,0.0006,47.0169,0.3544
79,2,3213,143.0317518534595,15.99813279206816,0.497752352038309,962.6467,0.0136,907.9161,0.0111,10.8936,0.0190,18.0992,0.0016,0.4533,0.0028,0.7860,0.0010,74.5092,0.2669,962.6467,0.0136,907.9161,0.0111,11.3167,0.0174,17.6432,0.0019,0.5660,0.0020,0.7860,0.0010,74.5092,0.2669,962.6467,0.0136,907.9161,0.0111,11.7203,0.0256,17.5009,0.0021,0.6736,0.0035,0.7860,0.0010,74.5092,0.2669,962.6467,0.0136,907.9161,0.0111,12.1572,0.0384,17.3342,0.0032,0.7900,0.0057,0.7860,0.0010,74.5092,0.2669
81,2,3852,146.1286498642796,28.54031347010365,0.588928091795192,416.4121,0.0156,802.9852,0.0161,2884.1345,522.8277,16.5675,0.0681,*19.3659*,*0.5515*,0.1170,0.0007,-44.8423,0.0620,416.4121,0.0156,802.9852,0.0161,8261.2509,1505.5814,15.3943,0.0733,*19.5741*,*0.5140*,0.1170,0.0007,-44.8423,0.0620,416.4121,0.0156,802.9852,0.0161,13391.7782,2503.7161,14.8781,0.0755,*19.7728*,*0.5010*,0.1170,0.0007,-44.8423,0.0620,416.4121,0.0156,802.9852,0.0161,18945.5556,3593.2994,14.5113,0.0762,*19.9879*,*0.5139*,0.1170,0.0007,-44.8423,0.0620
81,1,3773,146.1252659379537,28.53480709878931,0.588928091795192,810.9390,0.0128,703.0627,0.0155,14.6627,0.2635,29.6618,738.9197,1.1808,0.0303,0.7794,0.0027,38.5219,0.4991,810.9390,0.0128,703.0627,0.0155,15.7979,0.1063,17.2576,0.1227,1.4646,0.0122,0.7794,0.0027,38.5219,0.4991,810.9390,0.0128,703.0627,0.0155,16.8810,0.1441,16.9006,0.2169,1.7354,0.0139,0.7794,0.0027,38.5219,0.4991,810.9390,0.0128,703.0627,0.0155,18.0535,0.3201,*86.2785*,*26227.4025*,2.0286,0.0331,0.7794,0.0027,38.5219,0.4991
81,3,4017,146.1387653927208,28.53417230557005,0.588928091795192,696.0861,0.0139,612.4112,0.0234,21.7812,0.1038,17.7413,0.0049,1.0828,0.0076,0.3775,0.0008,30.5940,0.0911,696.0861,0.0139,612.4112,0.0234,22.0801,0.0685,17.3492,0.0040,1.1793,0.0048,0.3775,0.0008,30.5940,0.0911,696.0861,0.0139,612.4112,0.0234,22.3653,0.1170,17.2108,0.0058,1.2713,0.0080,0.3775,0.0008,30.5940,0.0911,696.0861,0.0139,612.4112,0.0234,22.6739,0.1993,27.9026,122.4890,1.3710,0.0139,0.3775,0.0008,30.5940,0.0911
81,4,4407,146.1620713487957,28.54671972628137,0.588928091795192,855.3019,0.0207,616.6897,0.0661,22.4208,0.0675,18.4487,0.0042,0.0990,0.0048,0.2319,0.0009,16.8567,0.0829,855.3019,0.0207,616.6897,0.0661,40.0573,0.9197,27.5887,44.3394,0.7792,0.0205,0.2319,0.0009,16.8567,0.0829,855.3019,0.0207,616.6897,0.0661,56.8850,1.7926,23.8814,2.7710,1.4282,0.0396,0.2319,0.0009,16.8567,0.0829,855.3019,0.0207,616.6897,0.0661,75.1009,2.7384,16.7998,0.0295,2.1307,0.0605,0.2319,0.0009,16.8567,0.0829
85,3,3419,153.2552584410947,17.03427513335899,1.27173754134712,673.6032,0.0029,590.0335,0.0018,41.6149,0.0127,14.0838,0.0003,0.9702,0.0005,0.4680,0.0001,-59.0841,0.0075,673.6032,0.0029,590.0335,0.0018,40.1949,0.0087,13.3281,0.0002,1.0876,0.0004,0.4680,0.0001,-59.0841,0.0075,673.6032,0.0029,590.0335,0.0018,38.8400,0.0094,13.0464,0.0002,1.1995,0.0004,0.4680,0.0001,-59.0841,0.0075,673.6032,0.0029,590.0335,0.0018,37.3733,0.0143,12.7865,0.0003,1.3207,0.0006,0.4680,0.0001,-59.0841,0.0075
85,2,3184,153.2432671688487,17.03079459778517,1.27173754134712,831.1146,0.0109,542.2114,0.0085,35.1355,0.0241,16.1314,0.0007,0.6009,0.0013,0.1886,0.0001,-52.0664,0.0094,831.1146,0.0109,542.2114,0.0085,34.7150,0.0172,15.5997,0.0007,0.7188,0.0008,0.1886,0.0001,-52.0664,0.0094,831.1146,0.0109,542.2114,0.0085,34.3138,0.0234,15.4100,0.0008,0.8312,0.0012,0.1886,0.0001,-52.0664,0.0094,831.1146,0.0109,542.2114,0.0085,33.8795,0.0374,15.2296,0.0011,0.9529,0.0020,0.1886,0.0001,-52.0664,0.0094
85,4,3824,153.2742230933507,17.04376906687544,1.27173754134712,424.5232,0.0050,720.5719,0.0023,18.7138,0.0246,16.1703,0.0010,1.5655,0.0027,0.3702,0.0002,-70.2617,0.0226,424.5232,0.0050,720.5719,0.0023,19.5235,0.0156,15.6045,0.0008,1.6151,0.0018,0.3702,0.0002,-70.2617,0.0226,424.5232,0.0050,720.5719,0.0023,20.2961,0.0227,15.3600,0.0009,1.6625,0.0022,0.3702,0.0002,-70.2617,0.0226,424.5232,0.0050,720.5719,0.0023,21.1324,0.0386,15.1772,0.0014,1.7139,0.0036,0.3702,0.0002,-70.2617,0.0226
85,1,3182,153.2431906392723,17.05667786687445,1.27173754134712,829.5377,0.0203,913.6649,0.0167,23.6001,0.0723,17.0805,0.0030,0.8746,0.0043,0.7985,0.0013,-63.4662,0.3361,829.5377,0.0203,913.6649,0.0167,22.8072,0.0446,16.5292,0.0023,1.0073,0.0025,0.7985,0.0013,-63.4662,0.3361,829.5377,0.0203,913.6649,0.0167,22.0506,0.0610,16.3059,0.0028,1.1338,0.0039,0.7985,0.0013,-63.4662,0.3361,829.5377,0.0203,913.6649,0.0167,21.2316,0.1044,16.1924,0.0045,1.2708,0.0068,0.7985,0.0013,-63.4662,0.3361
88,4,2459,155.9664835835643,33.40516276013409,0.346666488764909,849.8506,0.0162,780.2016,0.0185,8.9740,0.0405,19.2167,0.0040,0.8715,0.0072,0.8818,0.0024,-7.3621,1.0564,849.8506,0.0162,780.2016,0.0185,8.9495,0.0350,18.8902,0.0037,0.9161,0.0061,0.8818,0.0024,-7.3621,1.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.8506,0.0162,780.2016,0.0185,8.9009,0.0906,18.6975,0.0097,1.0046,0.0170,0.8818,0.0024,-7.3621,1.0564
88,1,1989,155.93016937439643,33.42009694413524,0.346666488764909,705.2725,0.0017,697.4552,0.0020,6.1909,0.0071,17.5438,0.0009,1.5032,0.0039,0.7857,0.0007,-34.7066,0.1248,705.2725,0.0017,697.4552,0.0020,6.0263,0.0051,16.9717,0.0007,1.7362,0.0028,0.7857,0.0007,-34.7066,0.1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.2725,0.0017,697.4552,0.0020,5.6990,0.0134,16.5070,0.0016,2.1991,0.0077,0.7857,0.0007,-34.7066,0.1248
88,3,2170,155.94277343085915,33.41409223936866,0.346666488764909,768.2666,0.0021,697.0649,0.0019,5.5881,0.0064,17.9027,0.0010,1.1573,0.0034,0.7926,0.0008,68.5985,0.1478,768.2666,0.0021,697.0649,0.0019,5.5705,0.0047,17.3153,0.0007,1.3708,0.0024,0.7926,0.0008,68.5985,0.1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.2666,0.0021,697.0649,0.0019,5.5356,0.0120,16.8321,0.0016,1.7949,0.0063,0.7926,0.0008,68.5985,0.1478
88,2,2080,155.93727781519456,33.41405137073238,0.346666488764909,433.2724,0.0034,574.8343,0.0028,9.2470,0.0068,17.6100,0.0008,0.6491,0.0013,0.7734,0.0004,77.5452,0.0924,433.2724,0.0034,574.8343,0.0028,9.1845,0.0059,17.0134,0.0006,0.8932,0.0011,0.7734,0.0004,77.5452,0.0924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.2724,0.0034,574.8343,0.0028,9.0603,0.0159,16.5351,0.0014,1.3783,0.0033,0.7734,0.0004,77.5452,0.0924
89,2,1181,157.0207094719814,31.19713507979533,0.45082918010151,757.2869,0.0049,882.9038,0.0155,20.8484,0.0203,17.7377,0.0010,0.3751,0.0018,0.2731,0.0003,16.6158,0.0239,757.2869,0.0049,882.9038,0.0155,20.7371,0.0181,17.3435,0.0009,0.4276,0.0015,0.2731,0.0003,16.6158,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.2869,0.0049,882.9038,0.0155,20.5159,0.0502,17.1449,0.0028,0.5319,0.0047,0.2731,0.0003,16.6158,0.0239
89,3,1349,157.0303310450496,31.22960425904854,0.45082918010151,643.6255,0.0055,874.5995,0.0061,2.5558,0.0223,19.4188,0.0051,4.0499,0.1153,0.6096,0.0048,-8.8146,0.4636,643.6255,0.0055,874.5995,0.0061,2.4706,0.0138,18.6825,0.0029,3.9668,0.0700,0.6096,0.0048,-8.8146,0.4636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.6255,0.0055,874.5995,0.0061,2.3015,0.0327,18.1449,0.0080,3.8015,0.1579,0.6096,0.0048,-8.8146,0.4636
89,4,1418,157.034626533431,31.20686057030345,0.45082918010151,593.0590,0.0052,562.2117,0.0046,12.9784,0.0216,17.6075,0.0013,1.2649,0.0033,0.4220,0.0003,49.4587,0.0447,593.0590,0.0052,562.2117,0.0046,12.9335,0.0182,17.3115,0.0012,1.2524,0.0025,0.4220,0.0003,49.4587,0.0447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0590,0.0052,562.2117,0.0046,12.8443,0.0517,17.1457,0.0035,1.2276,0.0073,0.4220,0.0003,49.4587,0.0447
